"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244"
"1",1,0.9296875,0.905864197530864,0.901898734177215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.936236391912908,0.905775075987842,0.893416927899687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.0526315789473684,0.053680981595092,0.0645669291338583,0.263888888888889,0.198083067092652,0.194662480376766,0.0715396578538103,0.21259842519685,0.0535168195718654,0.0545171339563863,0.249230769230769,0.0678233438485804,0.216510903426791,0.253477588871716,0.0740740740740741,0.0619335347432024,0.225196850393701,0.0678233438485804,0.136712749615975,0.0570107858243451,0.0863095238095238,0.133647798742138,0.268680445151033,0.0576,0.0664556962025316,0.0675039246467818,0.258320126782884,0.0606531881804044,0.0587301587301587,0.0620384047267356,0.289269051321928,0.0834621329211747,0.0609756097560976,0.08125,0.216640502354788,0.217729393468118,0.236722306525038,0.214170692431562,0.212538226299694,0.223420647149461,0.206785137318255,0.210852713178295,0.065015479876161,0.255054432348367,0.314329738058552,0.189147286821705,0.225908372827804,0.0450310559006211,0.0596546310832025,0.0576631259484067,0.214626391096979,0.0850077279752705,0.221538461538462,0.0833333333333333,0.17601246105919,0.0424528301886792,0.0544629349470499,0.065015479876161,0.135725429017161,0.229534510433387,0.19578313253012,0.0609375,0.0693374422187981,0.2671875,0.22257053291536,0.218266253869969,0.0596546310832025,0.0585516178736518,0.260596546310832,0.285488958990536,0.23950233281493,0.226209048361934,0.215625,0.233785822021116,0.212634822804314,0.1008,0.24,0.215311004784689,0.0520673813169985,0.0633693972179289,0.0591054313099042,0.20094191522763,0.0600924499229584,0.218654434250765,0.105812220566319,0.248073959938367,0.124610591900312,0.062992125984252,0.0646687697160883,0.0619047619047619,0.0492307692307692,0.246835443037975,0.200949367088608,0.0566615620214395,0.0570987654320988,0.0889235569422777,0.213089802130898,0.0590979782270607,0.1936,0.222748815165877,0.114832535885167,0.228155339805825,0.264705882352941,0.152886115444618,0.0540958268933539,0.0595419847328244,0.0635400907715582,0.0759878419452888,0.222395023328149,0.0563380281690141,0.0532915360501567,0.637329286798179,0.283987915407855,0.175911251980983,0.272161741835148,0.258842443729904,0.226646248085758,0.0890937019969278,0.208333333333333,0.0554699537750385,0.211508553654743,0.0500782472613459,0.2473604826546,0.242236024844721,0.139904610492846,0.25975975975976,0.114155251141553,0.230031948881789,0.667721518987342,0.357254290171607,0.0557324840764331,0.160186625194401,0.0799373040752351,0.193251533742331,0.1875,0.0488958990536278,0.230769230769231,0.201309328968903,0.0851393188854489,0.258164852255054,0.102484472049689,0.220496894409938,0.112698412698413,0.279179810725552,0.252696456086287,0.138088012139605,0.0765625
"2",0.9296875,1,0.993720565149137,0.990536277602524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932411674347158,1,0.992150706436421,0.987321711568938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535433070866142,0.046875,0.0559006211180124,0.0495207667731629,0.15625,0.140322580645161,0.117174959871589,0.0528,0.134831460674157,0.0450310559006211,0.0504731861198738,0.272870662460568,0.0588235294117647,0.149842271293375,0.148377125193199,0.0488599348534202,0.0582677165354331,0.162679425837321,0.0528,0.0799373040752351,0.049306625577812,0.0535168195718654,0.0789473684210526,0.158478605388273,0.0453074433656958,0.0535714285714286,0.0490506329113924,0.161648177496038,0.053968253968254,0.0486223662884927,0.0542986425339367,0.170653907496013,0.0498442367601246,0.0505359877488515,0.0476190476190476,0.157728706624606,0.166926677067083,0.176470588235294,0.159869494290375,0.1578125,0.167701863354037,0.157377049180328,0.153364632237872,0.047244094488189,0.169491525423729,0.308049535603715,0.22884012539185,0.1765625,0.0423197492163009,0.046875,0.050314465408805,0.126984126984127,0.081377151799687,0.153846153846154,0.114467408585056,0.0825545171339564,0.0443740095087163,0.0473282442748092,0.0545171339563863,0.0760697305863708,0.172859450726979,0.149691358024691,0.0458860759493671,0.0419254658385093,0.159235668789809,0.22792937399679,0.158139534883721,0.0540540540540541,0.0510835913312693,0.180511182108626,0.182985553772071,0.174757281553398,0.171974522292994,0.166666666666667,0.172256097560976,0.160377358490566,0.0523731587561375,0.170454545454545,0.160453808752026,0.0619195046439628,0.0515297906602254,0.0661290322580645,0.255555555555556,0.0696594427244582,0.1515625,0.0866261398176292,0.145110410094637,0.0647709320695103,0.0500807754442649,0.0365659777424483,0.0701754385964912,0.0556414219474498,0.188102893890675,0.136363636363636,0.046801872074883,0.0698757763975155,0.05,0.165378670788253,0.0462962962962963,0.13290113452188,0.1312,0.0559105431309904,0.156507413509061,0.166666666666667,0.089171974522293,0.0427215189873418,0.049079754601227,0.0505359877488515,0.0445468509984639,0.152173913043478,0.0463258785942492,0.05,0.738390092879257,0.321483771251932,0.137318255250404,0.323899371069182,0.311183144246353,0.175,0.0498442367601246,0.147335423197492,0.046474358974359,0.146919431279621,0.0416666666666667,0.150076569678407,0.163265306122449,0.0824088748019017,0.159021406727829,0.0750382848392037,0.173486088379705,0.694267515923567,0.337007874015748,0.0422764227642276,0.0850393700787402,0.0457413249211356,0.110062893081761,0.225239616613419,0.0544,0.164576802507837,0.149425287356322,0.0635658914728682,0.153238546603476,0.0586370839936609,0.152037617554859,0.0610932475884244,0.176948051948052,0.157650695517774,0.0809968847352025,0.0447284345047923
"3",0.905864197530864,0.993720565149137,1,0.998439937597504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908675799086758,0.995245641838352,1,0.998402555910543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656,0.0590979782270607,0.0748407643312102,0.0592,0.153139356814701,0.141269841269841,0.118858954041204,0.0666666666666667,0.1312,0.0533751962323391,0.0572337042925278,0.268025078369906,0.0721153846153846,0.153488372093023,0.136222910216718,0.0561797752808989,0.0712074303405573,0.157392686804452,0.0660225442834139,0.0799373040752351,0.0590979782270607,0.0612557427258806,0.0740157480314961,0.16025641025641,0.0544,0.0662460567823344,0.0631911532385466,0.156299840510367,0.0655226209048362,0.0620031796502385,0.0594512195121951,0.16,0.0561622464898596,0.0637636080870918,0.0586370839936609,0.151181102362205,0.164576802507837,0.170953101361573,0.157723577235772,0.156739811912226,0.157650695517774,0.154351395730706,0.15224358974359,0.057542768273717,0.158878504672897,0.281004709576138,0.244479495268139,0.17524115755627,0.0488958990536278,0.0599078341013825,0.0600924499229584,0.1264,0.0966257668711656,0.151799687010955,0.135566188197767,0.0707547169811321,0.0485133020344288,0.0619195046439628,0.0642633228840125,0.0752351097178683,0.165594855305466,0.145285935085008,0.0556438791732909,0.0518053375196232,0.149920255183413,0.222222222222222,0.159375,0.063391442155309,0.0582822085889571,0.172741679873217,0.165876777251185,0.160714285714286,0.164012738853503,0.161648177496038,0.171732522796353,0.152307692307692,0.0554649265905383,0.164781906300485,0.154228855721393,0.0845070422535211,0.0644654088050314,0.0930979133226324,0.266244057052298,0.0894819466248038,0.148377125193199,0.091324200913242,0.142410015649452,0.0657276995305164,0.0643086816720257,0.0380348652931854,0.0916398713826367,0.0734375,0.172413793103448,0.131329113924051,0.0600924499229584,0.0869565217391304,0.0559006211180124,0.156832298136646,0.0632911392405063,0.14446227929374,0.114599686028257,0.0508744038155803,0.144026186579378,0.165366614664587,0.0830721003134796,0.0533751962323391,0.0646153846153846,0.0618238021638331,0.0542635658914729,0.153250773993808,0.0571428571428571,0.0610328638497653,0.75968992248062,0.309119010819165,0.126805778491172,0.32348367029549,0.315112540192926,0.162037037037037,0.0502354788069074,0.1359375,0.0560747663551402,0.146730462519936,0.056782334384858,0.138888888888889,0.1515625,0.0776545166402536,0.150684931506849,0.0677966101694915,0.171521035598705,0.667731629392971,0.328682170542636,0.05,0.0897435897435897,0.0568720379146919,0.101246105919003,0.236593059936909,0.0643086816720257,0.160063391442155,0.147783251231527,0.0716510903426791,0.144654088050314,0.0530421216848674,0.150706436420722,0.0752,0.168,0.159509202453988,0.0955315870570108,0.0599369085173502
"4",0.901898734177215,0.990536277602524,0.998439937597504,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.906584992343032,0.993630573248408,0.998425196850394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637958532695375,0.0551181102362205,0.0736677115987461,0.0562700964630225,0.148264984227129,0.1392,0.115569823434992,0.0656,0.129541864139021,0.0546875,0.0544,0.258675078864353,0.0684039087947883,0.144200626959248,0.133437990580848,0.0558292282430213,0.0740157480314961,0.153968253968254,0.0627009646302251,0.0818897637795276,0.0579029733959311,0.0596330275229358,0.0723472668810289,0.148325358851675,0.0532258064516129,0.0688,0.056782334384858,0.145135566188198,0.0645669291338583,0.0540540540540541,0.0602782071097372,0.1552,0.0572337042925278,0.06,0.0569620253164557,0.146263910969793,0.1568,0.158705701078582,0.154838709677419,0.143987341772152,0.152276295133438,0.146818923327896,0.145339652448657,0.0546623794212219,0.149606299212598,0.277337559429477,0.2296875,0.173633440514469,0.0486656200941915,0.0569620253164557,0.0643642072213501,0.125806451612903,0.0928792569659443,0.137876386687797,0.130434782608696,0.0723270440251572,0.0456692913385827,0.0627943485086342,0.0636942675159236,0.0804953560371517,0.164203612479475,0.136222910216718,0.0573248407643312,0.0495356037151703,0.144674085850556,0.218700475435816,0.148969889064976,0.0654952076677316,0.0641221374045802,0.162903225806452,0.171749598715891,0.159349593495935,0.158307210031348,0.154340836012862,0.157320872274143,0.143759873617694,0.0495049504950495,0.160714285714286,0.149593495934959,0.0747217806041336,0.0628930817610063,0.0851063829787234,0.250393700787402,0.0858505564387917,0.143525741029641,0.0910470409711684,0.132605304212168,0.0579937304075235,0.0596774193548387,0.0427215189873418,0.0863192182410423,0.0738993710691824,0.178456591639871,0.127625201938611,0.0556414219474498,0.0861538461538462,0.0539291217257319,0.15,0.059748427672956,0.137763371150729,0.113418530351438,0.053968253968254,0.147840531561462,0.152866242038217,0.0841269841269841,0.053125,0.06,0.0606531881804044,0.0496894409937888,0.144427001569859,0.0583596214511041,0.0606060606060606,0.751974723538705,0.308176100628931,0.120385232744783,0.321711568938193,0.302828618968386,0.158385093167702,0.0469483568075117,0.13302034428795,0.0528771384136858,0.136217948717949,0.0512820512820513,0.141321044546851,0.151898734177215,0.0759289176090469,0.147058823529412,0.0670826833073323,0.1616,0.65089722675367,0.307448494453249,0.0481540930979133,0.0847723704866562,0.0505529225908373,0.105345911949686,0.219242902208202,0.0699186991869919,0.15748031496063,0.129934210526316,0.0704225352112676,0.14171974522293,0.0476947535771065,0.149606299212598,0.0761750405186386,0.169628432956381,0.142410015649452,0.0947204968944099,0.0569620253164557
"5",0,0,0,0,1,0.879120879120879,1,0.9984,1,0.996946564885496,0.874003189792663,0.996860282574568,0.995260663507109,0.995334370139969,0.998425196850394,0.995245641838352,0.862459546925566,0.996899224806202,1,0.996753246753247,0.862714508580343,0.859223300970874,0.858034321372855,1,0.998444790046656,1,0.8828125,0.862126245847176,0.996894409937888,0.993527508090615,0.871961102106969,0.86833855799373,0.995327102803738,0.996889580093313,0.993710691823899,0.872307692307692,0.870192307692308,0.8671875,0.996870109546166,0.877616747181965,0.995290423861852,0.855623100303951,0.870866141732283,0.865718799368088,0.996850393700787,0.996794871794872,0.87211093990755,0,0,0,0,0.370491803278689,0.377952755905512,0.38,0.389857369255151,0.379968203497615,0.377708978328173,0.390551181102362,0.379746835443038,0.39622641509434,0.385911179173047,0.3792,0.385466034755134,0.388443017656501,0.38366718027735,0.392063492063492,0.370662460567823,0.378670788253478,0.384370015948963,0.398373983739837,0.384375,0.401263823064771,0.390675241157556,0.397781299524564,0.378125,0.385220125786164,0.380191693290735,0.369009584664537,0.379746835443038,0.401253918495298,0.3875,0.384737678855326,0.398133748055988,0.377708978328173,0.376766091051805,0.4,0.397815912636505,0.379968203497615,0.379968203497615,0.390697674418605,0.389154704944179,0.398461538461538,0.382775119617225,0.388709677419355,0.380573248407643,0.385208012326656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0,0,0,0,0.879120879120879,1,0.874411302982732,0.8798751950078,0.870514820592824,0.883333333333333,0.992223950233281,0.876146788990826,0.880877742946709,0.875766871165644,0.871517027863777,0.879556259904913,0.9828125,0.880989180834621,0.880503144654088,0.870458135860979,0.978593272171254,0.955974842767296,0.956521739130435,0.875786163522013,0.875,0.873015873015873,0.996904024767802,0.986991869918699,0.886706948640483,0.888540031397174,0.973898858075041,0.992199687987519,0.885022692889561,0.873065015479876,0.875981161695447,0.998507462686567,0.971608832807571,0.978461538461538,0.874809160305344,0.974358974358974,0.871559633027523,0.972850678733032,0.975193798449612,0.982456140350877,0.881172839506173,0.882075471698113,0.996978851963746,0,0,0,0,0.390243902439024,0.391035548686244,0.4,0.393846153846154,0.383775351014041,0.383540372670807,0.396923076923077,0.388364779874214,0.402173913043478,0.386398763523957,0.389830508474576,0.386292834890966,0.405956112852665,0.395348837209302,0.399686520376176,0.388888888888889,0.387247278382582,0.403174603174603,0.401587301587302,0.400306748466258,0.407692307692308,0.406698564593301,0.400309119010819,0.394171779141104,0.399068322981366,0.387301587301587,0.3875,0.389240506329114,0.402457757296467,0.400311526479751,0.400630914826498,0.40763358778626,0.390505359877489,0.389671361502347,0.398484848484848,0.4015625,0.388625592417062,0.384012539184953,0.396024464831804,0.4078125,0.407975460122699,0.392744479495268,0.390965732087227,0.392464678178964,0.394171779141104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0,0,0,0,1,0.874411302982732,1,0.998392282958199,1,0.998444790046656,0.868462757527734,0.996850393700787,0.996845425867508,0.996870109546166,0.998402555910543,0.996753246753247,0.854604200323102,0.996894409937888,1,0.996768982229402,0.852614896988906,0.849270664505673,0.853125,1,0.998427672955975,1,0.874015748031496,0.856427378964942,0.998468606431853,0.9952,0.861666666666667,0.867716535433071,0.995260663507109,0.996889580093313,0.993710691823899,0.863565891472868,0.859450726978998,0.856466876971609,0.996860282574568,0.865894039735099,0.995275590551181,0.84375,0.856692913385827,0.858730158730159,0.996845425867508,0.996763754045307,0.865237366003063,0,0,0,0,0.400656814449918,0.399678972712681,0.396255850234009,0.408450704225352,0.390953150242326,0.385103011093502,0.404761904761905,0.386731391585761,0.418495297805643,0.396255850234009,0.399678972712681,0.3952,0.410048622366288,0.402535657686212,0.40032414910859,0.389507154213037,0.396196513470681,0.398104265402844,0.408427876823339,0.39268680445151,0.408585055643879,0.408427876823339,0.4016,0.398763523956723,0.402866242038217,0.398412698412698,0.389154704944179,0.4032,0.414944356120827,0.404458598726115,0.405492730210016,0.406727828746177,0.387755102040816,0.390822784810127,0.415644171779141,0.419811320754717,0.395534290271132,0.384370015948963,0.400309119010819,0.403846153846154,0.410296411856474,0.397745571658615,0.39607201309329,0.394863563402889,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0,0,0,0,0.9984,0.8798751950078,0.998392282958199,1,1,0.9953125,0.880952380952381,0.995253164556962,0.992012779552716,0.992260061919505,0.995238095238095,0.993537964458804,0.869774919614148,1,1,0.996732026143791,0.864779874213837,0.86084142394822,0.861154446177847,0.998349834983498,0.995341614906832,1,0.881435257410296,0.872696817420435,0.993700787401575,0.990196078431373,0.87375415282392,0.874801901743265,0.996875,1,0.995215311004785,0.870109546165884,0.864433811802233,0.867716535433071,0.9952,0.871452420701169,0.996908809891808,0.861325115562404,0.873397435897436,0.874592833876222,1,1,0.872894333843798,0,0,0,0,0.391376451077944,0.388976377952756,0.392744479495268,0.406940063091483,0.389776357827476,0.382945736434109,0.398104265402844,0.391162029459902,0.410828025477707,0.4,0.391025641025641,0.394863563402889,0.40650406504065,0.387658227848101,0.40032154340836,0.384737678855326,0.396825396825397,0.399046104928458,0.398360655737705,0.396496815286624,0.413738019169329,0.396747967479675,0.402889245585875,0.392063492063492,0.397745571658615,0.389776357827476,0.388083735909823,0.388617886178862,0.41471048513302,0.409162717219589,0.397456279809221,0.40746500777605,0.388802488335925,0.391653290529695,0.414596273291925,0.411949685534591,0.404458598726115,0.388349514563107,0.398744113029827,0.400651465798046,0.408227848101266,0.388443017656501,0.399345335515548,0.39443535188216,0.402799377916019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0,0,0,0,1,0.870514820592824,1,1,1,0.995348837209302,0.871224165341812,0.996805111821086,0.993620414673046,0.993680884676145,0.996913580246914,0.993548387096774,0.857374392220421,1,1,0.998381877022654,0.852713178294574,0.851851851851852,0.862015503875969,1,0.996865203761755,1,0.869291338582677,0.85996705107084,0.995348837209302,0.99194847020934,0.865353037766831,0.864864864864865,0.996870109546166,1,0.995222929936306,0.868181818181818,0.858712715855573,0.862123613312203,0.996820349761526,0.870340356564019,0.996850393700787,0.853168469860896,0.864139020537125,0.859223300970874,1,1,0.863705972434916,0,0,0,0,0.387459807073955,0.38740157480315,0.3921875,0.40251572327044,0.381789137380192,0.380281690140845,0.401550387596899,0.384858044164038,0.408805031446541,0.390822784810127,0.384863123993559,0.38740157480315,0.400966183574879,0.390048154093098,0.398119122257053,0.391236306729264,0.388178913738019,0.389776357827476,0.400326797385621,0.397476340694006,0.407407407407407,0.395534290271132,0.395866454689984,0.386581469648562,0.394321766561514,0.386473429951691,0.384370015948963,0.388443017656501,0.404088050314465,0.398753894080997,0.398104265402844,0.408320493066256,0.385335413416537,0.38351822503962,0.404024767801858,0.394366197183099,0.390749601275917,0.379968203497615,0.388198757763975,0.3952,0.4,0.392,0.38961038961039,0.390749601275917,0.3890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",0,0,0,0,0.996946564885496,0.883333333333333,0.998444790046656,0.9953125,0.995348837209302,1,0.880121396054628,0.998489425981873,1,1,0.996937212863706,1,0.862015503875969,0.995535714285714,0.995327102803738,0.995297805642633,0.865648854961832,0.856481481481482,0.861194029850746,0.995297805642633,1,0.998466257668712,0.882530120481928,0.865079365079365,1,0.995341614906832,0.871019108280255,0.875190258751903,0.995468277945619,0.995398773006135,0.992236024844721,0.87202380952381,0.860429447852761,0.868381240544629,0.993808049535604,0.868544600938967,0.990853658536585,0.855439642324888,0.867469879518072,0.868421052631579,0.995433789954338,0.995356037151703,0.875555555555556,0,0,0,0,0.394863563402889,0.389393939393939,0.397260273972603,0.394856278366112,0.382716049382716,0.37987987987988,0.393019726858877,0.382581648522551,0.404651162790698,0.381381381381381,0.380877742946708,0.376722817764165,0.400625978090767,0.388127853881279,0.39938080495356,0.380880121396055,0.393019726858877,0.390168970814132,0.391785150078989,0.392036753445636,0.400616332819723,0.393468118195956,0.388198757763975,0.38796992481203,0.390697674418605,0.384735202492212,0.380952380952381,0.397476340694006,0.403374233128834,0.396656534954407,0.390357698289269,0.405970149253731,0.383582089552239,0.375766871165644,0.402402402402402,0.397865853658537,0.387345679012346,0.381172839506173,0.389393939393939,0.396875,0.40273556231003,0.380434782608696,0.388802488335925,0.388198757763975,0.393124065769806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
