"PC","R2","VariancePct"
"PC1",0.000252078324536024,13.1825719594912
"PC2",0.000729790369910822,6.55643103910692
"PC3",0.00500408084134624,5.41950794229381
"PC4",0.000613705272886656,4.42292280114866
"PC5",0.000144607161550397,3.5257417886485
"PC6",0.00146385004833858,2.86693268630332
"PC7",0.000174781151670346,2.59851823969067
"PC8",0.00017834017732532,2.10358827054481
"PC9",0.000431310681873734,1.98624528254429
"PC10",0.00263799307338285,1.6363344089979
