"PC","R2","VariancePct"
"PC1",4.10629664769873e-06,13.9650807660887
"PC2",0.115826807896445,8.45177002812898
"PC3",0.0354059367096291,6.10842024033841
"PC4",0.00115765805228908,4.25275770928245
"PC5",0.00753061670444743,3.37834480696148
"PC6",0.0433053642605548,3.03830367008715
"PC7",0.00464634524162845,2.73901105030914
"PC8",0.00223717804904517,2.46509230468036
"PC9",0.0139989480526833,2.02941297424806
"PC10",0.0248846756824363,1.93144198913634
