"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",1,0.0231404958677686,0.0343698854337152,0.998336106489185,0.0407166123778502,0.0376068376068376,0.0338983050847458,0.0741379310344828,0.0365217391304348,0.0667808219178082,0.0523648648648649,0.0566666666666667,0.0702341137123746,0.00894454382826476,0.00337837837837838,0.0741989881956155,0.0514950166112957,0.057660626029654
"2",0.0231404958677686,1,0.894648829431438,0.00165289256198347,0.969551282051282,0.825862068965517,1,0.758147512864494,1,0.785223367697594,0.887945670628183,0.8,0.785953177257525,0.893805309734513,0.988195615514334,0.766277128547579,0.800995024875622,0.753311258278146
"3",0.0343698854337152,0.894648829431438,1,0.116776315789474,0.925806451612903,0.934453781512605,0.903171953255426,0.715488215488216,0.902564102564103,0.716417910447761,0.996638655462185,0.724252491694352,0.707717569786535,0.863793103448276,0.887043189368771,0.70265780730897,0.727124183006536,0.915584415584416
"4",0.998336106489185,0.00165289256198347,0.116776315789474,1,0.024390243902439,0.136363636363636,0.0118043844856661,0.178752107925801,0.011986301369863,0.162479061976549,0.11744966442953,0.154605263157895,0.160267111853088,0.0763888888888889,0,0.172240802675585,0.14497528830313,0.201970443349754
"5",0.0407166123778502,0.969551282051282,0.925806451612903,0.024390243902439,1,0.873146622734761,0.983443708609272,0.741776315789474,0.98993288590604,0.743464052287582,0.921824104234528,0.748792270531401,0.740680713128039,0.88663282571912,0.956869009584665,0.729166666666667,0.761290322580645,0.800319488817891
"6",0.0376068376068376,0.825862068965517,0.934453781512605,0.136363636363636,0.873146622734761,1,0.836521739130435,0.812834224598931,0.840142095914742,0.814236111111111,0.898625429553265,0.81986531986532,0.797996661101836,0.937163375224417,0.868284228769497,0.795302013422819,0.813242784380306,0.963210702341137
"7",0.0338983050847458,1,0.903171953255426,0.0118043844856661,0.983443708609272,0.836521739130435,1,0.738831615120275,1,0.765811965811966,0.898671096345515,0.767946577629382,0.763333333333333,0.88809946714032,0.979831932773109,0.742096505823627,0.77317880794702,0.775947281713344
"8",0.0741379310344828,0.758147512864494,0.715488215488216,0.178752107925801,0.741776315789474,0.812834224598931,0.738831615120275,1,0.733913043478261,0.994915254237288,0.709621993127148,0.998322147651007,0.99492385786802,0.84452296819788,0.784615384615385,1,0.991762767710049,0.831404958677686
"9",0.0365217391304348,1,0.902564102564103,0.011986301369863,0.98993288590604,0.840142095914742,1,0.733913043478261,1,0.751760563380282,0.900514579759863,0.768566493955095,0.753378378378378,0.891143911439114,0.975736568457539,0.732173913043478,0.769230769230769,0.768844221105528
"10",0.0667808219178082,0.785223367697594,0.716417910447761,0.162479061976549,0.743464052287582,0.814236111111111,0.765811965811966,0.994915254237288,0.751760563380282,1,0.698466780238501,0.998330550918197,1,0.871657754010695,0.797945205479452,0.99496644295302,0.996672212978369,0.825581395348837
"11",0.0523648648648649,0.887945670628183,0.996638655462185,0.11744966442953,0.921824104234528,0.898625429553265,0.898671096345515,0.709621993127148,0.900514579759863,0.698466780238501,1,0.703333333333333,0.699013157894737,0.828014184397163,0.875210792580101,0.703826955074875,0.71334431630972,0.907590759075908
"12",0.0566666666666667,0.8,0.724252491694352,0.154605263157895,0.748792270531401,0.81986531986532,0.767946577629382,0.998322147651007,0.768566493955095,0.998330550918197,0.703333333333333,1,1,0.881739130434783,0.816360601001669,0.998338870431894,1,0.815359477124183
"13",0.0702341137123746,0.785953177257525,0.707717569786535,0.160267111853088,0.740680713128039,0.797996661101836,0.763333333333333,0.99492385786802,0.753378378378378,1,0.699013157894737,1,1,0.860103626943005,0.798690671031097,0.995098039215686,0.998394863563403,0.815660685154976
"14",0.00894454382826476,0.893805309734513,0.863793103448276,0.0763888888888889,0.88663282571912,0.937163375224417,0.88809946714032,0.84452296819788,0.891143911439114,0.871657754010695,0.828014184397163,0.881739130434783,0.860103626943005,1,0.936507936507937,0.844797178130511,0.877796901893287,0.877374784110535
"15",0.00337837837837838,0.988195615514334,0.887043189368771,0,0.956869009584665,0.868284228769497,0.979831932773109,0.784615384615385,0.975736568457539,0.797945205479452,0.875210792580101,0.816360601001669,0.798690671031097,0.936507936507937,1,0.784873949579832,0.817434210526316,0.786776859504132
"16",0.0741989881956155,0.766277128547579,0.70265780730897,0.172240802675585,0.729166666666667,0.795302013422819,0.742096505823627,1,0.732173913043478,0.99496644295302,0.703826955074875,0.998338870431894,0.995098039215686,0.844797178130511,0.784873949579832,1,0.991680532445923,0.817152103559871
"17",0.0514950166112957,0.800995024875622,0.727124183006536,0.14497528830313,0.761290322580645,0.813242784380306,0.77317880794702,0.991762767710049,0.769230769230769,0.996672212978369,0.71334431630972,1,0.998394863563403,0.877796901893287,0.817434210526316,0.991680532445923,1,0.825242718446602
"18",0.057660626029654,0.753311258278146,0.915584415584416,0.201970443349754,0.800319488817891,0.963210702341137,0.775947281713344,0.831404958677686,0.768844221105528,0.825581395348837,0.907590759075908,0.815359477124183,0.815660685154976,0.877374784110535,0.786776859504132,0.817152103559871,0.825242718446602,1
