## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=/work/ugbogu/pipeline/data/nbl/GSE189367/results/picard/SRR17010986_insert_size_histogram.pdf MINIMUM_PCT=0.5 INPUT=/work/ugbogu/pipeline/data/nbl/GSE189367/results/star/SRR17010986.Aligned.sortedByCoord.out.bam OUTPUT=/work/ugbogu/pipeline/data/nbl/GSE189367/results/picard/SRR17010986_insert_size_metrics.txt    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Apr 11 16:40:58 UTC 2026

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
508	134	391	21	2816916	837.09422	1053.232648	25234142	FR	401	589	679	735	783	1259	3299	7291	20575	64203	161859			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
21	1
28	7
29	1
30	1
31	7
32	8
33	20
34	20
35	277
36	316
37	318
38	285
39	283
40	452
41	479
42	447
43	345
44	426
45	387
46	458
47	469
48	502
49	693
50	647
51	730
52	702
53	787
54	790
55	844
56	957
57	1030
58	1138
59	1370
60	1514
61	1643
62	1823
63	1895
64	1878
65	2235
66	2521
67	2855
68	3087
69	3248
70	3857
71	4796
72	4587
73	6184
74	6071
75	14149
76	7626
77	6940
78	9238
79	8863
80	9047
81	10400
82	11042
83	13697
84	13841
85	13931
86	15031
87	16324
88	17336
89	19094
90	20872
91	23155
92	25494
93	27308
94	29357
95	31799
96	34098
97	37685
98	40451
99	43430
100	45921
101	48130
102	50330
103	52394
104	57191
105	60637
106	62684
107	66452
108	67353
109	71319
110	73805
111	75082
112	77832
113	80710
114	81754
115	84458
116	87496
117	88449
118	92906
119	92458
120	95062
121	99441
122	98375
123	102754
124	104186
125	102590
126	100361
127	102300
128	101262
129	101571
130	103269
131	103190
132	102482
133	107242
134	107448
135	103841
136	105290
137	103736
138	102047
139	102344
140	101941
141	100625
142	98861
143	99655
144	97048
145	97068
146	95002
147	94865
148	93799
149	93504
150	91854
151	91495
152	90152
153	89057
154	88530
155	87711
156	86482
157	85326
158	84027
159	81302
160	81556
161	79410
162	77475
163	77309
164	75130
165	73713
166	73480
167	73381
168	71993
169	70739
170	70793
171	68005
172	67291
173	65739
174	64488
175	65133
176	63973
177	62606
178	61609
179	60361
180	59074
181	58447
182	57937
183	57357
184	56178
185	54231
186	54037
187	53725
188	53300
189	51178
190	51428
191	50885
192	50422
193	48519
194	48896
195	48105
196	47025
197	46699
198	45839
199	45014
200	44664
201	44488
202	43812
203	43131
204	41619
205	42220
206	40671
207	40405
208	40632
209	39788
210	38608
211	38624
212	39002
213	37611
214	36829
215	36475
216	35891
217	35025
218	35242
219	34791
220	34460
221	34303
222	33126
223	33012
224	32724
225	31946
226	32425
227	32518
228	30955
229	31023
230	31634
231	30397
232	30506
233	30140
234	29610
235	29410
236	28863
237	28289
238	27715
239	27339
240	27289
241	27143
242	26857
243	25981
244	25789
245	25735
246	25443
247	24722
248	25104
249	24364
250	24615
251	24568
252	23999
253	23034
254	22902
255	22606
256	22949
257	22073
258	22646
259	22361
260	21953
261	22175
262	21416
263	21322
264	21310
265	21020
266	20379
267	20298
268	20045
269	19969
270	19945
271	19404
272	19221
273	19106
274	19102
275	18521
276	18046
277	18031
278	18425
279	17831
280	17648
281	17540
282	17304
283	17048
284	17228
285	16573
286	16479
287	16597
288	16084
289	16174
290	15890
291	15945
292	15470
293	15312
294	15306
295	15279
296	14960
297	14709
298	14922
299	14840
300	14420
301	14319
302	14305
303	14055
304	14069
305	13746
306	13528
307	13808
308	13455
309	13562
310	12984
311	13098
312	12938
313	12799
314	12896
315	12444
316	12585
317	12623
318	12083
319	12122
320	11881
321	12074
322	11938
323	11930
324	11713
325	11938
326	11428
327	11210
328	11756
329	11218
330	11089
331	11142
332	11351
333	10891
334	10863
335	10852
336	10765
337	10890
338	10327
339	10693
340	10398
341	10429
342	9990
343	10035
344	10187
345	9929
346	10042
347	10039
348	9789
349	9755
350	9994
351	9618
352	9441
353	9530
354	9854
355	9433
356	9478
357	9422
358	9205
359	9190
360	9207
361	9068
362	9080
363	9123
364	9133
365	8702
366	9162
367	8922
368	9165
369	8796
370	8646
371	8701
372	8193
373	8638
374	8340
375	8130
376	8208
377	8397
378	8205
379	8001
380	8139
381	7920
382	7858
383	8015
384	8009
385	7857
