## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=/work/ugbogu/pipeline/data/nbl/GSE189367/results/picard/SRR17011005_insert_size_histogram.pdf MINIMUM_PCT=0.5 INPUT=/work/ugbogu/pipeline/data/nbl/GSE189367/results/star/SRR17011005.Aligned.sortedByCoord.out.bam OUTPUT=/work/ugbogu/pipeline/data/nbl/GSE189367/results/picard/SRR17011005_insert_size_metrics.txt    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Apr 14 20:01:46 UTC 2026

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
643	134	522	23	3436003	1083.785333	1383.01536	32005469	FR	523	801	921	991	1045	1427	3653	7965	21293	57227	161667			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
23	1
24	1
29	1
30	1
31	1
32	3
33	12
34	17
35	159
36	128
37	183
38	193
39	172
40	238
41	226
42	228
43	294
44	273
45	357
46	351
47	361
48	414
49	562
50	567
51	576
52	651
53	660
54	718
55	764
56	802
57	963
58	1139
59	1301
60	1425
61	1610
62	1797
63	1944
64	1965
65	2149
66	2489
67	2882
68	3206
69	3329
70	4017
71	4538
72	4614
73	5744
74	6179
75	12045
76	8556
77	8415
78	10975
79	10297
80	10622
81	11714
82	12482
83	13942
84	15305
85	16517
86	18139
87	19343
88	20889
89	22951
90	24686
91	27500
92	30101
93	31869
94	35124
95	38578
96	40774
97	44912
98	47781
99	50718
100	53241
101	56144
102	58423
103	62476
104	66721
105	70975
106	74622
107	77517
108	79106
109	83328
110	85566
111	87055
112	90946
113	93013
114	94724
115	97419
116	100864
117	102614
118	106893
119	106432
120	108774
121	111021
122	111877
123	113836
124	116665
125	115496
126	115680
127	118242
128	116793
129	116410
130	116952
131	116799
132	115878
133	118052
134	118277
135	116334
136	118117
137	116365
138	116814
139	115593
140	115843
141	113906
142	112690
143	111269
144	111472
145	110534
146	108476
147	105519
148	108145
149	105132
150	103447
151	106729
152	103616
153	102606
154	102054
155	100826
156	100120
157	98404
158	97287
159	95226
160	95151
161	93472
162	91897
163	90259
164	89752
165	86529
166	87637
167	85465
168	85249
169	85039
170	84139
171	81117
172	81211
173	79414
174	77287
175	76630
176	76724
177	74104
178	74311
179	72920
180	71900
181	71154
182	70831
183	68873
184	67796
185	67592
186	66407
187	66674
188	65586
189	63063
190	63226
191	63370
192	61855
193	60925
194	60315
195	58681
196	58561
197	57698
198	56456
199	54880
200	55653
201	55392
202	54845
203	53932
204	53246
205	52486
206	51053
207	50392
208	50865
209	49585
210	48641
211	48342
212	48538
213	47739
214	46805
215	46603
216	45747
217	45341
218	45380
219	43929
220	43515
221	43396
222	43040
223	42307
224	41829
225	41252
226	40905
227	41492
228	40137
229	39977
230	40751
231	39575
232	38557
233	39155
234	37688
235	38133
236	37400
237	36377
238	36030
239	35192
240	35073
241	34434
242	34767
243	33733
244	33531
245	33562
246	33075
247	32333
248	32397
249	31500
250	31846
251	31480
252	31019
253	30331
254	29923
255	29925
256	29042
257	29455
258	28927
259	28368
260	28390
261	28118
262	28086
263	27780
264	27352
265	27373
266	26943
267	26783
268	26044
269	26033
270	25389
271	25345
272	25058
273	24687
274	24610
275	24754
276	24353
277	23383
278	23728
279	23129
280	22604
281	22902
282	22284
283	22384
284	22659
285	21722
286	21651
287	21283
288	21118
289	21003
290	20392
291	20360
292	20783
293	20218
294	20020
295	19777
296	19420
297	18940
298	19156
299	18799
300	18787
301	18528
302	18951
303	18410
304	18541
305	18026
306	17905
307	17443
308	17705
309	17326
310	17096
311	17183
312	16816
313	16431
314	16714
315	16680
316	16017
317	16284
318	15772
319	15617
320	15775
321	15614
322	15542
323	15519
324	15473
325	15349
326	14952
327	14595
328	14962
329	14557
330	14403
331	14523
332	14373
333	13967
334	14019
335	14170
336	13756
337	13819
338	13630
339	13548
340	13702
341	13553
342	13332
343	13092
344	13204
345	12993
346	13188
347	12893
348	13181
349	12521
350	12547
351	12637
352	12731
353	12240
354	12336
355	12268
356	12115
357	12319
358	12104
359	11684
360	11801
361	11785
362	11896
363	11730
364	11428
365	11460
366	11612
367	11303
368	11405
369	11299
370	11245
371	11079
372	10728
373	10655
374	10475
375	10528
376	10463
377	10646
378	10645
379	10318
380	10357
381	10298
382	10255
383	9942
384	10105
385	10054
386	10036
387	10054
388	9959
389	9993
390	9979
391	9722
392	10033
393	9895
394	9460
395	9649
396	9727
397	9584
398	9152
399	9188
400	9309
401	9345
402	9396
403	9464
404	9164
405	8960
406	8977
407	8949
408	8793
409	8923
410	8729
411	8938
412	8883
413	8730
414	8833
415	8695
416	8748
417	8655
418	9006
419	8514
420	8480
421	8177
422	8430
423	8442
424	8396
425	8562
426	8197
427	8667
428	8398
429	8604
430	8244
431	8207
432	8339
433	8078
434	8073
435	8061
436	7891
437	8023
438	7662
439	7759
440	7907
441	8067
442	8151
443	7990
444	8169
445	7891
446	7717
447	7780
448	7732
449	7806
450	7618
451	7739
452	7723
453	7744
454	8056
455	7920
456	7578
457	7379
458	7484
459	7588
460	7386
461	7658
462	7338
463	7121
464	7350
465	7282
466	7353
467	7293
468	7100
469	7248
470	7386
471	7108
472	7222
473	7219
474	6913
475	7014
476	7023
477	7212
478	6983
479	6952
480	6995
481	6956
482	6832
483	6695
484	7018
485	6908
486	6895
487	6852
488	7009
489	6810
490	6797
491	6839
492	6888
493	6778
494	6570
495	6669
496	6977
497	6675
498	6808
499	6756
500	6753
501	6646
502	6512
503	6675
504	6678
505	6764
506	6621
507	7070
508	6750
509	6702
510	6908
511	6748
512	6672
513	6467
514	6736
515	6775
516	6538
517	6690
518	6530
519	6765
520	6861
521	6587
522	6608
523	6643
524	6552
525	6647
526	6434
527	6525
528	6227
529	6272
530	6341
531	6483
532	6548
533	6436
534	6331
535	6552
536	6608
537	6547
538	6388
539	6445
540	6553
541	6579
542	6336
543	6578
544	6278
545	6621
546	6397
547	6317
548	6425
549	6042
550	6367
551	6226
552	5997
553	6230
554	6375
555	6295
556	6429
557	6298
558	6161
559	6227
560	5939
561	6237
562	6152
563	6141
564	6105
565	6176
566	6347
567	6264
568	6238
569	6048
570	6090
571	6003
572	5900
573	6295
574	6206
575	6275
576	5962
577	6019
578	6137
579	6020
580	6080
581	6113
582	6077
583	6155
584	6081
585	6219
586	6149
587	6122
588	6022
589	6217
590	6027
591	5936
592	6166
593	6060
594	5985
595	6059
596	6009
597	5954
598	6017
599	5989
600	5824
601	5774
602	5938
603	6079
604	5856
605	6068
606	5995
607	5890
608	5798
609	5763
610	5545
611	5863
612	5622
613	5776
614	5885
615	5950
616	5718
617	5767
618	5668
619	5837
620	5774
621	5872
622	5473
623	5654
624	5719
625	5923
626	5953
627	5856
628	5699
629	5531
630	5678
631	5790
632	5914
633	5754
634	5845
635	5783
636	5814
637	5508
638	5784
639	5641
640	5503
641	5534
642	5523
643	5755
644	5570
645	5801
646	5668
647	5692
648	5540
649	5876
650	5485
651	5399
652	5595
653	5471
654	5481
655	5746
656	5605
657	5641
658	5590
659	5745
660	5651
661	5468
662	5448
663	5775
664	5730
665	5792
666	5535
667	5432
668	5506
669	5668
670	5782
671	5517
672	5580
673	5574
674	5487
675	5399
676	5579
677	5411
678	5870
679	5529
680	5945
681	5620
682	5727
683	5516
684	5403
685	5419
686	5548
687	5518
688	5418
689	5301
690	5594
691	5652
692	5693
693	5779
694	5690
695	5877
696	5695
697	5718
698	5629
699	5568
700	5657
701	5654
702	5570
703	5645
704	5347
705	5461
706	5560
707	5529
708	5822
709	5531
710	5558
711	5353
712	5466
713	5490
714	5662
715	5611
716	5606
717	5548
718	5509
719	5398
720	5504
721	5656
722	5327
723	5603
724	5745
725	5639
726	5646
727	5620
728	5439
729	5429
730	5433
