"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",1,0,0,0.773710482529118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,1,0.020066889632107,0,0.0657051282051282,0.0120689655172414,0.666107382550336,0.0583190394511149,0.444444444444444,0.00171821305841924,0,0.0148760330578512,0,0.0513274336283186,0.93929173693086,0,0.00165837479270315,0
"3",0,0.020066889632107,1,0,1,0,0.126878130217028,0,0.0683760683760684,0,0.00840336134453781,0,0,0.681034482758621,0.0182724252491694,0,0,0
"4",0.773710482529118,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0,0.0657051282051282,1,0,1,0.00988467874794069,0.324503311258278,0,0.266778523489933,0,0.0325732899022801,0.0193236714975845,0,0.629441624365482,0.0207667731629393,0.0016025641025641,0,0
"6",0,0.0120689655172414,0,0,0.00988467874794069,1,0.0226086956521739,0.0909090909090909,0.218472468916519,0.404513888888889,0,0.744107744107744,0.434056761268781,0.00718132854578097,0.244367417677643,0.00335570469798658,0.373514431239389,0.00167224080267559
"7",0,0.666107382550336,0.126878130217028,0,0.324503311258278,0.0226086956521739,1,0,0.858620689655172,0,0.0332225913621262,0.181969949916528,0,0.197158081705151,0.46890756302521,0,0,0
"8",0,0.0583190394511149,0,0,0,0.0909090909090909,0,1,0,0.00338983050847458,0,0.00167785234899329,0.00676818950930626,0,0.162393162393162,0,0,0
"9",0,0.444444444444444,0.0683760683760684,0,0.266778523489933,0.218472468916519,0.858620689655172,0,1,0.0140845070422535,0.0377358490566038,0.538860103626943,0.0253378378378378,0.118081180811808,0.209705372616984,0.0365217391304348,0.0923076923076923,0.0016750418760469
"10",0,0.00171821305841924,0,0,0,0.404513888888889,0,0.00338983050847458,0.0140845070422535,1,0,0.312186978297162,1,0,0,0.0604026845637584,0.688851913477537,0.0182724252491694
"11",0,0,0.00840336134453781,0,0.0325732899022801,0,0.0332225913621262,0,0.0377358490566038,0,1,0,0,0.0265957446808511,0,0.913477537437604,0,0.226072607260726
"12",0,0.0148760330578512,0,0,0.0193236714975845,0.744107744107744,0.181969949916528,0.00167785234899329,0.538860103626943,0.312186978297162,0,1,0.331699346405229,0.00173913043478261,0.00166944908180301,0.0498338870431894,0.517073170731707,0.00326797385620915
"13",0,0,0,0,0,0.434056761268781,0,0.00676818950930626,0.0253378378378378,1,0,0.331699346405229,1,0,0,0.0065359477124183,0.775280898876405,0.00489396411092985
"14",0,0.0513274336283186,0.681034482758621,0,0.629441624365482,0.00718132854578097,0.197158081705151,0,0.118081180811808,0,0.0265957446808511,0.00173913043478261,0,1,0.0758377425044092,0,0,0
"15",0,0.93929173693086,0.0182724252491694,0,0.0207667731629393,0.244367417677643,0.46890756302521,0.162393162393162,0.209705372616984,0,0,0.00166944908180301,0,0.0758377425044092,1,0,0,0
"16",0,0,0,0,0.0016025641025641,0.00335570469798658,0,0,0.0365217391304348,0.0604026845637584,0.913477537437604,0.0498338870431894,0.0065359477124183,0,0,1,0.00332778702163062,0.326860841423948
"17",0,0.00165837479270315,0,0,0,0.373514431239389,0,0,0.0923076923076923,0.688851913477537,0,0.517073170731707,0.775280898876405,0,0,0.00332778702163062,1,0.00323624595469256
"18",0,0,0,0,0,0.00167224080267559,0,0,0.0016750418760469,0.0182724252491694,0.226072607260726,0.00326797385620915,0.00489396411092985,0,0,0.326860841423948,0.00323624595469256,1
