cell_line	sample_id	cell_tech_id	cell_line_display	degree	betweenness	component	community_louv	community_leid	mean_edge_sim	max_edge_sim	is_outlier
EFM_192C	NG-29643_EFM_192C_lib581294_7997_4	EFM_192C	EFM_192C	9	28.849999999999998	1	1	1	0.5871870300071782	0.7180587272105167	FALSE
IPH_926	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	4	6.366666666666667	1	2	10	0.5437379716060754	0.605627764627783	FALSE
HCC_1143	NG-29643_HCC_1143_lib581306_7997_4	HCC_1143	HCC_1143	3	0	2	3	11	0.7509607050532262	0.8133161280382112	FALSE
HDQ_P1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	3	0	2	3	12	0.735625104028183	0.820919357982781	FALSE
CAL_85_1	NG-29643_CAL_85_1_lib581300_7997_4	CAL_85_1	CAL_85_1	3	0	2	3	13	0.7275299160209134	0.820919357982781	FALSE
MFM_223	NG-29643_MFM_223_lib581297_7997_4	MFM_223	MFM_223	3	0	1	1	14	0.6832928178380855	0.75882440262701	FALSE
MCF_7	NG-29643_MCF_7_lib581315_7997_4	MCF_7	MCF_7	3	0	1	1	15	0.619233722720787	0.7693235957873621	FALSE
EVSA_T	NG-29643_EVSA_T_lib581299_7997_4	EVSA_T	EVSA_T	3	3.2	1	2	16	0.5571544573044285	0.5831426844796599	FALSE
ETCC_006	NG-29643_ETCC_006_lib581311_8005_3	ETCC_006	ETCC_006	2	0	3	4	17	0.6623507597916477	0.7004382853422789	FALSE
ETCC_007	NG-29643_ETCC_007_lib581312_7997_4	ETCC_007	ETCC_007	2	0	3	4	18	0.6455094949374998	0.7004382853422789	FALSE
HS_578T	NG-30919_HS_578T_B_lib628473_10098_2	HS_578T	HS_578T	2	0	3	4	19	0.6074219693868685	0.6242632342410165	FALSE
BT_474	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	7	13.583333333333332	1	1	2	0.631826962095776	0.75882440262701	FALSE
EFM_19	NG-29643_EFM_19_lib581291_7997_4	EFM_19	EFM_19	2	0	1	1	20	0.5931198805826869	0.6416856774910489	FALSE
MDA_MB_453	NG-29643_MDA_MB_453_lib581289_7997_4	MDA_MB_453	MDA_MB_453	2	4.033333333333333	1	2	21	0.556017665342855	0.5831426844796599	FALSE
COLO_824	NG-29643_COLO_824_lib581290_7997_4	COLO_824	COLO_824	1	0	2	3	22	0.5687210659930778	0.5687210659930778	FALSE
KPL_1	NG-29643_KPL_1_lib581296_7997_4	KPL_1	KPL_1	6	2.7499999999999996	1	1	3	0.6205659375818653	0.7693235957873621	FALSE
CAL_148	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	6	6.366666666666667	1	1	4	0.5892831559912118	0.7259709299759459	FALSE
T_47D	NG-29643_T_47D_lib581309_8005_3	T_47D	T_47D	5	2.5	1	1	5	0.5790682194678763	0.7180587272105167	FALSE
EFM_192B	NG-29643_EFM_192B_lib581293_7997_4	EFM_192B	EFM_192B	4	5.483333333333334	1	2	6	0.6150798463951863	0.7497998074753249	FALSE
EFM_192A	NG-29643_EFM_192A_lib581292_7997_4	EFM_192A	EFM_192A	4	2.033333333333333	1	2	7	0.6116730240611052	0.7497998074753249	FALSE
HCC_1599	NG-29643_HCC_1599_lib581304_7997_4	HCC_1599	HCC_1599	4	3	2	3	8	0.5891473474574078	0.6465620474072523	FALSE
SK_BR_3	NG-29643_SK_BR_3_lib581307_7997_4	SK_BR_3	SK_BR_3	4	2.8333333333333335	1	2	9	0.5692346492167883	0.6338030207018844	FALSE
CAL_120	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	0	0	4	5	23	NA	NA	TRUE
CAL_51	NG-29643_CAL_51_lib581295_7997_4	CAL_51	CAL_51	0	0	5	6	24	NA	NA	TRUE
DU_4475	NG-29643_DU_4475_lib581298_7997_4	DU_4475	DU_4475	0	0	6	7	25	NA	NA	TRUE
HCC_1937	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	HCC_1937	0	0	7	8	26	NA	NA	TRUE
JIMT_1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	0	0	8	9	27	NA	NA	TRUE
MDA_MB_231	NG-29643_MDA_MB_231_lib581314_8005_3	MDA_MB_231	MDA_MB_231	0	0	9	10	28	NA	NA	TRUE
MDA_MB_468	NG-30919_MDA_MB_468_B_lib628474_10098_2	MDA_MB_468	MDA_MB_468	0	0	10	11	29	NA	NA	TRUE
