cell_line	sample_id	cell_tech_id	cell_line_display	degree	betweenness	component	community_louv	community_leid	mean_edge_sim	max_edge_sim	is_outlier
CHP_134	NG-A0611_CHP134_libLAB6074	CHP_134	CHP_134	4	8	1	3	1	0.5678571428571428	0.6454212454212455	FALSE
NGP	NG-A0611_NGP_libLAB6082	NGP	NGP	2	5	2	4	10	0.5567765567765568	0.6010989010989011	FALSE
KELLY	NG-A0611_KELLY_libLAB6075	KELLY	KELLY	2	0	1	3	11	0.5346153846153846	0.5567765567765568	FALSE
NBL_S	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	1	0	2	4	12	0.6010989010989011	0.6010989010989011	FALSE
LAN2	NG-A0611_LAN2_libLAB6083	LAN2	LAN2	1	0	1	2	13	0.46813186813186813	0.46813186813186813	FALSE
NMB	NG-A0611_NMB_libLAB6080	NMB	NMB	1	0	2	1	14	0.46813186813186813	0.46813186813186813	FALSE
SK_N_BE_2	NG-A0611_SKNBE2_libLAB6076	SK_N_BE_2	SK_N_BE_2	3	3	1	2	2	0.6158730158730159	0.6454212454212455	FALSE
CHP_126	NG-A0611_CHP126_libLAB6088	CHP_126	CHP_126	3	3	2	1	3	0.5863247863247864	0.7783882783882784	FALSE
GI_ME_N	NG-A0611_GIMEN_libLAB6073	GI_ME_N	GI_ME_N	3	3	1	2	4	0.5863247863247864	0.6454212454212455	FALSE
LAN1	NG-A0611_LAN1_libLAB6085	LAN1	LAN1	3	8	2	1	5	0.5863247863247864	0.7783882783882784	FALSE
CCLF_PEDS_0051_T	NG-A2798_CCLF_PEDS_0051_T_libLAI2540	CCLF_PEDS_0051_T	CCLF_PEDS_0051_T	3	5	1	2	6	0.5715506715506715	0.6454212454212455	FALSE
IMR_32	NG-A0611_IMR32_libLAB6079	IMR_32	IMR_32	3	3	2	1	7	0.5124542124542124	0.5567765567765568	FALSE
LAN5	NG-A0611_LAN5_libLAB6087	LAN5	LAN5	3	5	2	1	8	0.4976800976800977	0.5567765567765568	FALSE
LS	NG-A0611_LS_libLAB6078	LS	LS	2	0	1	3	9	0.5789377289377289	0.6454212454212455	FALSE
LAN6	NG-A0611_LAN6_libLAB6089	LAN6	LAN6	0	0	3	5	15	NA	NA	TRUE
MHH_NB_11	NG-A0611_MHHNB11_libLAB6084	MHH_NB_11	MHH_NB_11	0	0	4	6	16	NA	NA	TRUE
SH_SY5Y	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	0	0	5	7	17	NA	NA	TRUE
SIMA	NG-A0611_SIMA_libLAB6086	SIMA	SIMA	0	0	6	8	18	NA	NA	TRUE
