gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000003	8.6243052879497	0.227354787093513	0.547388300014153	0.415344622980861	0.677889639257025	0.998502957620612
ENSG00000000005	2.22495896222148	-0.162509451676092	1.08347475256019	-0.149989144917398	0.880773179477931	0.998502957620612
ENSG00000000419	9.84626796104913	0.0236363385321149	0.519069489673649	0.0455359812170344	0.963680095767902	0.998502957620612
ENSG00000000457	8.84533901447046	0.026507046736595	0.550606816813539	0.0481415157371208	0.961603459771284	0.998502957620612
ENSG00000000460	8.45252488988084	0.0955741161220721	0.557718914664726	0.171366101469818	0.863935907579206	0.998502957620612
ENSG00000000938	3.44718118444371	-0.821170332802343	1.1964328124412	-0.686348890019847	0.492493125969159	0.998502957620612
ENSG00000000971	5.13039806566734	-0.807263547478468	1.09723433954116	-0.735725740971656	0.461897621115158	0.998502957620612
ENSG00000001036	7.18171873666261	0.512012775765549	0.668829669468696	0.765535380887456	0.443952806526655	0.998502957620612
ENSG00000001084	9.73634534563949	-0.119736775273679	0.541884267593967	-0.220963741585127	0.825120665191552	0.998502957620612
ENSG00000001167	9.79040275663402	0.0323076885300466	0.519440298848413	0.0621971160144333	0.950405859132416	0.998502957620612
ENSG00000001460	5.73360860564023	0.515217134341565	0.682895002101446	0.754460250486689	0.4505729049593	0.998502957620612
ENSG00000001461	8.23802336449868	0.136186522799213	0.571099120419628	0.238463898699663	0.8115213124455	0.998502957620612
ENSG00000001497	11.2910220543531	0.0929793097385082	0.471750616018246	0.19709419888688	0.843753823008932	0.998502957620612
ENSG00000001561	6.45670967470435	-1.15013003404749	0.979016086235676	-1.17478154875856	0.240082123842511	0.998502957620612
ENSG00000001617	7.90451015686718	-0.18426551638354	0.6269981700332	-0.293885253881655	0.768845586502858	0.998502957620612
ENSG00000001626	2.73162093792148	-0.469775588103283	1.12858780552759	-0.416250809908116	0.677226483191927	0.998502957620612
ENSG00000001629	11.4619236055801	0.0704090483464242	0.4706156159644	0.14961052280881	0.881071905631422	0.998502957620612
ENSG00000001630	6.28673707005608	-0.347575323101301	0.730397239730153	-0.475871627375965	0.634165836681097	0.998502957620612
ENSG00000001631	8.23316918221927	0.136390852494499	0.558167765795517	0.244354584504016	0.806956212073634	0.998502957620612
ENSG00000002016	9.34564866333002	-0.0575450169761568	0.545325787507175	-0.105524107413313	0.915959941829128	0.998502957620612
ENSG00000002079	4.05997031441401	-0.0230415291378615	0.828601366204268	-0.0278077373241758	0.97781549485801	0.998502957620612
ENSG00000002330	8.17898199666335	0.146754614386508	0.559218433131409	0.262428070485335	0.792991433690377	0.998502957620612
ENSG00000002549	10.4042506077444	-0.0603065072843843	0.513929911134466	-0.117343836149295	0.906587588732131	0.998502957620612
ENSG00000002586	8.79662530891306	0.344586871626954	0.647117965783358	0.532494676159732	0.594383428129896	0.998502957620612
ENSG00000002587	4.8360700733326	-1.32361775541205	1.1211957243521	-1.18054120851818	0.237785030810978	0.998502957620612
ENSG00000002726	4.00273673999926	-0.00184581703514382	0.836300629824086	-0.00220712142179312	0.998238973323507	0.998502957620612
