cohort	representation	cell_tech_id	tumour_id	n_methods	p_consensus	sample_id	cell_line	cell_line_canonical	cell_line_display
brca	MX_euc	NG-29643_HCC_1937_lib581305_7997_4	TCGA-BH-A5IZ-01A-11R-A27Q-07	4	1	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	HCC_1937	HCC_1937
brca	MX_euc	NG-29643_HCC_1937_lib581305_7997_4	TCGA-C8-A134-01A-11R-A115-07	4	1	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	HCC_1937	HCC_1937
brca	MX_euc	NG-29643_HCC_1937_lib581305_7997_4	TCGA-E2-A14X-01A-11R-A115-07	4	1	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	HCC_1937	HCC_1937
brca	MX_euc	NG-29643_HCC_1937_lib581305_7997_4	TCGA-E2-A14Y-01A-21R-A12D-07	4	1	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	HCC_1937	HCC_1937
brca	MX_euc	NG-29643_HCC_1937_lib581305_7997_4	TCGA-E2-A150-01A-11R-A12D-07	4	1	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	HCC_1937	HCC_1937
brca	MX_euc	NG-29643_HCC_1937_lib581305_7997_4	TCGA-EW-A1PH-01A-11R-A14M-07	4	1	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	HCC_1937	HCC_1937
brca	MX_euc	NG-29643_HCC_1937_lib581305_7997_4	TCGA-GI-A2C9-01A-11R-A21T-07	4	1	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	HCC_1937	HCC_1937
brca	MX_euc	NG-29643_HCC_1937_lib581305_7997_4	TCGA-OL-A5RW-01A-11R-A28M-07	4	1	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	HCC_1937	HCC_1937
brca	MX_euc	NG-29643_HCC_1937_lib581305_7997_4	TCGA-PL-A8LV-01A-21R-A41B-07	4	1	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	HCC_1937	HCC_1937
brca	MX_euc	NG-29643_HCC_1937_lib581305_7997_4	TCGA-A2-A0D2-01A-21R-A034-07	2	0.5	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	HCC_1937	HCC_1937
brca	MX_euc	NG-29643_HCC_1937_lib581305_7997_4	TCGA-A2-A3XZ-01A-42R-A239-07	2	0.5	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	HCC_1937	HCC_1937
brca	MX_euc	NG-29643_HCC_1937_lib581305_7997_4	TCGA-AO-A0J2-01A-11R-A034-07	2	0.5	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	HCC_1937	HCC_1937
brca	MX_euc	NG-29643_HCC_1937_lib581305_7997_4	TCGA-AO-A129-01A-21R-A10J-07	2	0.5	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	HCC_1937	HCC_1937
brca	MX_euc	NG-29643_HCC_1937_lib581305_7997_4	TCGA-B6-A0RE-01A-11R-A056-07	2	0.5	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	HCC_1937	HCC_1937
brca	MX_euc	NG-29643_HCC_1937_lib581305_7997_4	TCGA-B6-A0RS-01A-11R-A084-07	2	0.5	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	HCC_1937	HCC_1937
brca	MX_euc	NG-29643_HCC_1937_lib581305_7997_4	TCGA-C8-A12L-01A-11R-A115-07	2	0.5	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	HCC_1937	HCC_1937
brca	MX_euc	NG-29643_HCC_1937_lib581305_7997_4	TCGA-E2-A1LL-01A-11R-A144-07	2	0.5	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	HCC_1937	HCC_1937
brca	MX_euc	NG-29643_HCC_1937_lib581305_7997_4	TCGA-E9-A5FL-01A-11R-A27Q-07	2	0.5	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	HCC_1937	HCC_1937
brca	MX_euc	NG-29643_HCC_1937_lib581305_7997_4	TCGA-GM-A2DB-01A-31R-A18M-07	2	0.5	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	HCC_1937	HCC_1937
brca	MX_euc	NG-29643_HDQ_P1_lib581303_8005_3	TCGA-A2-A0T0-01A-22R-A084-07	4	1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	HDQ_P1
brca	MX_euc	NG-29643_HDQ_P1_lib581303_8005_3	TCGA-A2-A0T2-01A-11R-A084-07	4	1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	HDQ_P1
brca	MX_euc	NG-29643_HDQ_P1_lib581303_8005_3	TCGA-A2-A0YE-01A-11R-A109-07	4	1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	HDQ_P1
brca	MX_euc	NG-29643_HDQ_P1_lib581303_8005_3	TCGA-A2-A3XS-01A-11R-A22U-07	4	1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	HDQ_P1
brca	MX_euc	NG-29643_HDQ_P1_lib581303_8005_3	TCGA-A7-A0CE-01A-11R-A00Z-07	4	1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	HDQ_P1
brca	MX_euc	NG-29643_HDQ_P1_lib581303_8005_3	TCGA-A7-A0DA-01A-31R-A115-07	4	1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	HDQ_P1
brca	MX_euc	NG-29643_HDQ_P1_lib581303_8005_3	TCGA-A7-A13D-01A-13R-A12P-07	4	1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	HDQ_P1
brca	MX_euc	NG-29643_HDQ_P1_lib581303_8005_3	TCGA-A7-A13D-01A-13R-A277-07	4	1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	HDQ_P1
brca	MX_euc	NG-29643_HDQ_P1_lib581303_8005_3	TCGA-A7-A13D-01B-04R-A277-07	4	1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	HDQ_P1
brca	MX_euc	NG-29643_HDQ_P1_lib581303_8005_3	TCGA-A7-A13E-01A-11R-A277-07	4	1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	HDQ_P1
brca	MX_euc	NG-29643_HDQ_P1_lib581303_8005_3	TCGA-A7-A26I-01A-11R-A169-07	4	1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	HDQ_P1
brca	MX_euc	NG-29643_HDQ_P1_lib581303_8005_3	TCGA-A7-A4SE-01A-11R-A266-07	4	1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	HDQ_P1
brca	MX_euc	NG-29643_HDQ_P1_lib581303_8005_3	TCGA-A7-A6VV-01A-22R-A33J-07	4	1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	HDQ_P1
brca	MX_euc	NG-29643_HDQ_P1_lib581303_8005_3	TCGA-AN-A0FJ-01A-11R-A00Z-07	4	1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	HDQ_P1
brca	MX_euc	NG-29643_HDQ_P1_lib581303_8005_3	TCGA-AN-A0FX-01A-11R-A034-07	4	1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	HDQ_P1
brca	MX_euc	NG-29643_HDQ_P1_lib581303_8005_3	TCGA-AR-A1AY-01A-21R-A12P-07	4	1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	HDQ_P1
brca	MX_euc	NG-29643_HDQ_P1_lib581303_8005_3	TCGA-AR-A251-01A-12R-A169-07	4	1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	HDQ_P1
brca	MX_euc	NG-29643_HDQ_P1_lib581303_8005_3	TCGA-B6-A0I6-01A-11R-A034-07	4	1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	HDQ_P1
brca	MX_euc	NG-29643_HDQ_P1_lib581303_8005_3	TCGA-B6-A0RE-01A-11R-A056-07	4	1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	HDQ_P1
brca	MX_euc	NG-29643_HDQ_P1_lib581303_8005_3	TCGA-B6-A400-01A-11R-A239-07	4	1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	HDQ_P1
brca	MX_euc	NG-29643_HDQ_P1_lib581303_8005_3	TCGA-BH-A0WA-01A-11R-A109-07	4	1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	HDQ_P1
brca	MX_euc	NG-29643_HDQ_P1_lib581303_8005_3	TCGA-D8-A147-01A-11R-A115-07	4	1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	HDQ_P1
brca	MX_euc	NG-29643_HDQ_P1_lib581303_8005_3	TCGA-D8-A27F-01A-11R-A16F-07	4	1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	HDQ_P1
brca	MX_euc	NG-29643_HDQ_P1_lib581303_8005_3	TCGA-D8-A27H-01A-11R-A16F-07	4	1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	HDQ_P1
brca	MX_euc	NG-29643_HDQ_P1_lib581303_8005_3	TCGA-E2-A150-01A-11R-A12D-07	4	1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	HDQ_P1
brca	MX_euc	NG-29643_HDQ_P1_lib581303_8005_3	TCGA-E2-A1LL-01A-11R-A144-07	4	1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	HDQ_P1
brca	MX_euc	NG-29643_HDQ_P1_lib581303_8005_3	TCGA-E9-A244-01A-11R-A169-07	4	1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	HDQ_P1
brca	MX_euc	NG-29643_HDQ_P1_lib581303_8005_3	TCGA-E9-A5FL-01A-11R-A27Q-07	4	1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	HDQ_P1
brca	MX_euc	NG-29643_HDQ_P1_lib581303_8005_3	TCGA-EW-A1P4-01A-21R-A144-07	4	1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	HDQ_P1
brca	MX_euc	NG-29643_HDQ_P1_lib581303_8005_3	TCGA-GI-A2C9-01A-11R-A21T-07	4	1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	HDQ_P1
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-5T-A9QA-01A-11R-A41B-07	4	1	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-A2-A0CW-01A-21R-A115-07	4	1	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-A2-A0YT-01A-11R-A109-07	4	1	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-A2-A4S3-01A-21R-A266-07	4	1	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-A7-A4SF-01A-11R-A266-07	4	1	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-A8-A08B-01A-11R-A00Z-07	4	1	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-A8-A09E-01A-11R-A00Z-07	4	1	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-AN-A04C-01A-21R-A034-07	4	1	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-AR-A0U3-01A-11R-A109-07	4	1	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-AR-A24H-01A-11R-A169-07	4	1	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-B6-A0I9-01A-11R-A034-07	4	1	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-B6-A0IB-01A-11R-A034-07	4	1	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-B6-A0IO-01A-11R-A034-07	4	1	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-B6-A0RO-01A-22R-A084-07	4	1	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-B6-A0WV-01A-11R-A109-07	4	1	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-B6-A0X0-01A-21R-A115-07	4	1	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-BH-A0HU-01A-11R-A034-07	4	1	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-BH-A18S-01A-11R-A12D-07	4	1	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-BH-A1FG-01A-11R-A13Q-07	4	1	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-E2-A107-01A-11R-A10J-07	4	1	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-E2-A15O-01A-11R-A115-07	4	1	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-E2-A56Z-01A-12R-A29R-07	4	1	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-E2-A576-01A-11R-A31O-07	4	1	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-E9-A3HO-01A-11R-A213-07	4	1	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-EW-A423-01A-11R-A24H-07	4	1	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-LL-A6FP-01A-11R-A31O-07	4	1	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-OL-A5RZ-01A-11R-A28M-07	4	1	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-S3-A6ZH-01A-22R-A32P-07	4	1	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-S3-AA11-01A-31R-A41B-07	4	1	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-UL-AAZ6-01A-11R-A41B-07	4	1	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-A2-A0D3-01A-11R-A115-07	1	0.25	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-D8-A1JN-01A-11R-A13Q-07	1	0.25	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-E2-A105-01A-11R-A10J-07	1	0.25	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_IPH_926_lib581313_7997_4	TCGA-E2-A2P6-01A-11R-A19W-07	1	0.25	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	IPH_926
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-A1-A0SK-01A-12R-A084-07	4	1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-A2-A04U-01A-11R-A115-07	4	1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-A2-A0T2-01A-11R-A084-07	4	1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-A2-A0YJ-01A-11R-A109-07	4	1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-A7-A0CE-01A-11R-A00Z-07	4	1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-A7-A13D-01A-13R-A12P-07	4	1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-A7-A13E-01A-11R-A12P-07	4	1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-A7-A6VW-01A-21R-A33J-07	4	1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-A8-A07O-01A-11R-A00Z-07	4	1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-A8-A07R-01A-21R-A034-07	4	1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-AO-A0JL-01A-11R-A056-07	4	1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-AR-A1AH-01A-11R-A12D-07	4	1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-AR-A1AY-01A-21R-A12P-07	4	1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-AR-A251-01A-12R-A169-07	4	1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-B6-A0I1-01A-11R-A21T-07	4	1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-B6-A1KF-01A-11R-A13Q-07	4	1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-B6-A402-01A-11R-A239-07	4	1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-B6-A409-01A-11R-A24H-07	4	1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-BH-A0E0-01A-11R-A056-07	4	1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-BH-A18T-01A-11R-A12D-07	4	1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-BH-A5IZ-01A-11R-A27Q-07	4	1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-D8-A1JM-01A-11R-A13Q-07	4	1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-E2-A14Y-01A-21R-A12D-07	4	1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-E2-A1LK-01A-21R-A14D-07	4	1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-E2-A1LL-01A-11R-A144-07	4	1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-E9-A1N8-01A-11R-A144-07	4	1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-E9-A5FL-01A-11R-A27Q-07	4	1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-EW-A1PH-01A-11R-A14M-07	4	1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-OL-A6VO-01A-12R-A33J-07	4	1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-E2-A14P-01A-31R-A12D-07	2	0.5	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_JIMT_1_B_lib581287_7997_4	TCGA-E2-A574-01A-11R-A29R-07	2	0.5	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	JIMT_1
brca	MX_euc	NG-29643_KPL_1_lib581296_7997_4	TCGA-A2-A0YG-01A-21R-A109-07	4	1	NG-29643_KPL_1_lib581296_7997_4	KPL_1	KPL_1	KPL_1
brca	MX_euc	NG-29643_KPL_1_lib581296_7997_4	TCGA-A8-A09E-01A-11R-A00Z-07	4	1	NG-29643_KPL_1_lib581296_7997_4	KPL_1	KPL_1	KPL_1
brca	MX_euc	NG-29643_KPL_1_lib581296_7997_4	TCGA-AC-A2FM-01A-11R-A19W-07	4	1	NG-29643_KPL_1_lib581296_7997_4	KPL_1	KPL_1	KPL_1
brca	MX_euc	NG-29643_KPL_1_lib581296_7997_4	TCGA-AO-A0J7-01A-11R-A034-07	4	1	NG-29643_KPL_1_lib581296_7997_4	KPL_1	KPL_1	KPL_1
brca	MX_euc	NG-29643_KPL_1_lib581296_7997_4	TCGA-AO-A1KP-01A-11R-A13Q-07	4	1	NG-29643_KPL_1_lib581296_7997_4	KPL_1	KPL_1	KPL_1
brca	MX_euc	NG-29643_KPL_1_lib581296_7997_4	TCGA-AR-A0U3-01A-11R-A109-07	4	1	NG-29643_KPL_1_lib581296_7997_4	KPL_1	KPL_1	KPL_1
brca	MX_euc	NG-29643_KPL_1_lib581296_7997_4	TCGA-B6-A0WV-01A-11R-A109-07	4	1	NG-29643_KPL_1_lib581296_7997_4	KPL_1	KPL_1	KPL_1
brca	MX_euc	NG-29643_KPL_1_lib581296_7997_4	TCGA-B6-A0X5-01A-21R-A109-07	4	1	NG-29643_KPL_1_lib581296_7997_4	KPL_1	KPL_1	KPL_1
brca	MX_euc	NG-29643_KPL_1_lib581296_7997_4	TCGA-B6-A2IU-01A-32R-A18M-07	4	1	NG-29643_KPL_1_lib581296_7997_4	KPL_1	KPL_1	KPL_1
brca	MX_euc	NG-29643_KPL_1_lib581296_7997_4	TCGA-BH-A0HU-01A-11R-A034-07	4	1	NG-29643_KPL_1_lib581296_7997_4	KPL_1	KPL_1	KPL_1
brca	MX_euc	NG-29643_KPL_1_lib581296_7997_4	TCGA-BH-A0W3-01A-11R-A109-07	4	1	NG-29643_KPL_1_lib581296_7997_4	KPL_1	KPL_1	KPL_1
brca	MX_euc	NG-29643_KPL_1_lib581296_7997_4	TCGA-BH-A18L-01A-32R-A12D-07	4	1	NG-29643_KPL_1_lib581296_7997_4	KPL_1	KPL_1	KPL_1
brca	MX_euc	NG-29643_KPL_1_lib581296_7997_4	TCGA-BH-A1FG-01A-11R-A13Q-07	4	1	NG-29643_KPL_1_lib581296_7997_4	KPL_1	KPL_1	KPL_1
brca	MX_euc	NG-29643_KPL_1_lib581296_7997_4	TCGA-C8-A1HO-01A-11R-A13Q-07	4	1	NG-29643_KPL_1_lib581296_7997_4	KPL_1	KPL_1	KPL_1
brca	MX_euc	NG-29643_KPL_1_lib581296_7997_4	TCGA-E2-A105-01A-11R-A10J-07	4	1	NG-29643_KPL_1_lib581296_7997_4	KPL_1	KPL_1	KPL_1
brca	MX_euc	NG-29643_KPL_1_lib581296_7997_4	TCGA-E2-A106-01A-11R-A10J-07	4	1	NG-29643_KPL_1_lib581296_7997_4	KPL_1	KPL_1	KPL_1
brca	MX_euc	NG-29643_KPL_1_lib581296_7997_4	TCGA-E2-A14O-01A-31R-A115-07	4	1	NG-29643_KPL_1_lib581296_7997_4	KPL_1	KPL_1	KPL_1
brca	MX_euc	NG-29643_KPL_1_lib581296_7997_4	TCGA-E2-A155-01A-11R-A12D-07	4	1	NG-29643_KPL_1_lib581296_7997_4	KPL_1	KPL_1	KPL_1
brca	MX_euc	NG-29643_KPL_1_lib581296_7997_4	TCGA-E2-A156-01A-11R-A12D-07	4	1	NG-29643_KPL_1_lib581296_7997_4	KPL_1	KPL_1	KPL_1
