cohort	representation	cell_tech_id	tumour_id	n_methods	p_consensus	sample_id	cell_line	cell_line_canonical	cell_line_display
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-AC-A2FM-01A-11R-A19W-07	2	1	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-AR-A0U3-01A-11R-A109-07	2	1	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-B6-A0RO-01A-22R-A084-07	2	1	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-B6-A0WV-01A-11R-A109-07	2	1	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-BH-A0E7-01A-11R-A034-07	2	1	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-BH-A1F5-01A-12R-A13Q-07	2	1	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-C8-A274-01A-11R-A16F-07	2	1	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-E2-A106-01A-11R-A10J-07	2	1	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-E2-A107-01A-11R-A10J-07	2	1	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-E2-A156-01A-11R-A12D-07	2	1	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-E2-A15G-01A-11R-A12D-07	2	1	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-E2-A15T-01A-11R-A115-07	2	1	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-E2-A1IE-01A-11R-A13Q-07	2	1	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-E9-A1RE-01A-11R-A157-07	2	1	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-GM-A5PV-01A-11R-A28M-07	2	1	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-OL-A6VR-01A-32R-A33J-07	2	1	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-S3-AA11-01A-31R-A41B-07	2	1	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-A2-A0D4-01A-11R-A00Z-07	1	0.5	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-A2-A0ER-01A-21R-A034-07	1	0.5	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-A2-A0YG-01A-21R-A109-07	1	0.5	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-A8-A0AB-01A-11R-A034-07	1	0.5	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-AN-A0XO-01A-11R-A109-07	1	0.5	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-AO-A03V-01A-11R-A115-07	1	0.5	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-AO-A1KP-01A-11R-A13Q-07	1	0.5	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-AR-A0TZ-01A-12R-A084-07	1	0.5	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-B6-A0IO-01A-11R-A034-07	1	0.5	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-B6-A0RM-01A-11R-A084-07	1	0.5	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-B6-A0WZ-01A-11R-A109-07	1	0.5	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-B6-A0X0-01A-21R-A115-07	1	0.5	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-B6-A0X5-01A-21R-A109-07	1	0.5	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-B6-A2IU-01A-32R-A18M-07	1	0.5	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-BH-A0H9-01A-11R-A056-07	1	0.5	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-BH-A1FJ-01A-11R-A13Q-07	1	0.5	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-C8-A26Z-01A-11R-A16F-07	1	0.5	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-E2-A105-01A-11R-A10J-07	1	0.5	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-E2-A10E-01A-21R-A10J-07	1	0.5	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-E2-A14V-01A-11R-A12D-07	1	0.5	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-E2-A15R-01A-11R-A115-07	1	0.5	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-E2-A1IU-01A-11R-A14D-07	1	0.5	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-E9-A54X-01A-11R-A266-07	1	0.5	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-JL-A3YX-01A-11R-A22U-07	1	0.5	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-LQ-A4E4-01A-11R-A266-07	1	0.5	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_BT_474_lib581288_7997_4	TCGA-UL-AAZ6-01A-11R-A41B-07	1	0.5	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	BT_474
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-A2-A4RX-01A-11R-A266-07	2	1	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-A7-A0DA-01A-31R-A115-07	2	1	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-A7-A13D-01A-13R-A12P-07	2	1	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-A7-A13D-01A-13R-A277-07	2	1	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-A7-A26I-01A-11R-A169-07	2	1	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-A7-A4SE-01A-11R-A266-07	2	1	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-AC-A2QH-01A-11R-A18M-07	2	1	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-AC-A7VC-01A-11R-A352-07	2	1	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-AN-A0FJ-01A-11R-A00Z-07	2	1	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-AN-A0FX-01A-11R-A034-07	2	1	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-AO-A12F-01A-11R-A115-07	2	1	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-AR-A1AY-01A-21R-A12P-07	2	1	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-AR-A24Q-01A-12R-A169-07	2	1	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-AR-A251-01A-12R-A169-07	2	1	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-AR-A2LR-01A-12R-A18M-07	2	1	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-B6-A0I6-01A-11R-A034-07	2	1	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-B6-A0RE-01A-11R-A056-07	2	1	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-B6-A0RU-01A-11R-A084-07	2	1	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-B6-A0WX-01A-11R-A109-07	2	1	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-B6-A400-01A-11R-A239-07	2	1	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-BH-A0AV-01A-31R-A115-07	2	1	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-BH-A0WA-01A-11R-A109-07	2	1	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-D8-A27F-01A-11R-A16F-07	2	1	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-D8-A27H-01A-11R-A16F-07	2	1	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-E2-A1LL-01A-11R-A144-07	2	1	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-E9-A244-01A-11R-A169-07	2	1	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-EW-A1OW-01A-21R-A144-07	2	1	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-GI-A2C9-01A-11R-A21T-07	2	1	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-LL-A73Y-01A-11R-A33J-07	2	1	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-D8-A142-01A-11R-A115-07	1	0.5	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_120_lib581301_8005_3	TCGA-OL-A97C-01A-32R-A41B-07	1	0.5	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	CAL_120
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-A8-A07S-01A-11R-A034-07	2	1	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-AR-A0U3-01A-11R-A109-07	2	1	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-AR-A24Z-01A-11R-A169-07	2	1	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-B6-A0RO-01A-22R-A084-07	2	1	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-B6-A0WV-01A-11R-A109-07	2	1	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-BH-A0BS-01A-11R-A12P-07	2	1	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-BH-A0W3-01A-11R-A109-07	2	1	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-C8-A274-01A-11R-A16F-07	2	1	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-E2-A107-01A-11R-A10J-07	2	1	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-E2-A156-01A-11R-A12D-07	2	1	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-E2-A15G-01A-11R-A12D-07	2	1	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-E9-A22H-01A-11R-A157-07	2	1	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-S3-AA11-01A-31R-A41B-07	2	1	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-A2-A0YG-01A-21R-A109-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-A8-A06Q-01A-11R-A034-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-A8-A06Y-01A-21R-A00Z-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-A8-A06Z-01A-11R-A00Z-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-A8-A09E-01A-11R-A00Z-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-A8-A0AB-01A-11R-A034-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-AN-A0XO-01A-11R-A109-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-AO-A0J7-01A-11R-A034-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-AO-A0JD-01A-11R-A056-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-B6-A0IB-01A-11R-A034-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-B6-A0IO-01A-11R-A034-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-B6-A0IP-01A-11R-A034-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-B6-A0WZ-01A-11R-A109-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-B6-A0X0-01A-21R-A115-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-BH-A0B8-01A-21R-A056-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-BH-A0E7-01A-11R-A034-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-BH-A0H9-01A-11R-A056-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-BH-A0HU-01A-11R-A034-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-BH-A1F5-01A-12R-A13Q-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-BH-A1FJ-01A-11R-A13Q-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-C8-A1HE-01A-11R-A13Q-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-D8-A13Y-01A-11R-A115-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-D8-A1XR-01A-11R-A14M-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-E2-A10E-01A-21R-A10J-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-E2-A14V-01A-11R-A12D-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-E2-A15J-01A-11R-A12P-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-E2-A1IE-01A-11R-A13Q-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-E2-A1IU-01A-11R-A14D-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-E2-A56Z-01A-12R-A29R-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-E9-A1RC-01A-11R-A157-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-E9-A1RD-01A-11R-A157-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-EW-A1PC-01B-11R-A21T-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-LQ-A4E4-01A-11R-A266-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_148_lib581302_7997_4	TCGA-Z7-A8R6-01A-11R-A41B-07	1	0.5	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	CAL_148
brca	Entropy_corr	NG-29643_CAL_51_lib581295_7997_4	TCGA-A1-A0SB-01A-11R-A144-07	2	1	NG-29643_CAL_51_lib581295_7997_4	CAL_51	CAL_51	CAL_51
brca	Entropy_corr	NG-29643_CAL_51_lib581295_7997_4	TCGA-A2-A0YE-01A-11R-A109-07	2	1	NG-29643_CAL_51_lib581295_7997_4	CAL_51	CAL_51	CAL_51
brca	Entropy_corr	NG-29643_CAL_51_lib581295_7997_4	TCGA-A2-A4RX-01A-11R-A266-07	2	1	NG-29643_CAL_51_lib581295_7997_4	CAL_51	CAL_51	CAL_51
brca	Entropy_corr	NG-29643_CAL_51_lib581295_7997_4	TCGA-A7-A0CE-01A-11R-A00Z-07	2	1	NG-29643_CAL_51_lib581295_7997_4	CAL_51	CAL_51	CAL_51
brca	Entropy_corr	NG-29643_CAL_51_lib581295_7997_4	TCGA-A7-A0DA-01A-31R-A115-07	2	1	NG-29643_CAL_51_lib581295_7997_4	CAL_51	CAL_51	CAL_51
brca	Entropy_corr	NG-29643_CAL_51_lib581295_7997_4	TCGA-A7-A13D-01A-13R-A12P-07	2	1	NG-29643_CAL_51_lib581295_7997_4	CAL_51	CAL_51	CAL_51
brca	Entropy_corr	NG-29643_CAL_51_lib581295_7997_4	TCGA-A7-A13D-01A-13R-A277-07	2	1	NG-29643_CAL_51_lib581295_7997_4	CAL_51	CAL_51	CAL_51
brca	Entropy_corr	NG-29643_CAL_51_lib581295_7997_4	TCGA-A7-A4SE-01A-11R-A266-07	2	1	NG-29643_CAL_51_lib581295_7997_4	CAL_51	CAL_51	CAL_51
brca	Entropy_corr	NG-29643_CAL_51_lib581295_7997_4	TCGA-AC-A2QH-01A-11R-A18M-07	2	1	NG-29643_CAL_51_lib581295_7997_4	CAL_51	CAL_51	CAL_51
brca	Entropy_corr	NG-29643_CAL_51_lib581295_7997_4	TCGA-AC-A2QH-01B-04R-A22O-07	2	1	NG-29643_CAL_51_lib581295_7997_4	CAL_51	CAL_51	CAL_51
brca	Entropy_corr	NG-29643_CAL_51_lib581295_7997_4	TCGA-AC-A7VC-01A-11R-A352-07	2	1	NG-29643_CAL_51_lib581295_7997_4	CAL_51	CAL_51	CAL_51
brca	Entropy_corr	NG-29643_CAL_51_lib581295_7997_4	TCGA-AN-A0AL-01A-11R-A00Z-07	2	1	NG-29643_CAL_51_lib581295_7997_4	CAL_51	CAL_51	CAL_51
brca	Entropy_corr	NG-29643_CAL_51_lib581295_7997_4	TCGA-AN-A0FJ-01A-11R-A00Z-07	2	1	NG-29643_CAL_51_lib581295_7997_4	CAL_51	CAL_51	CAL_51
brca	Entropy_corr	NG-29643_CAL_51_lib581295_7997_4	TCGA-AN-A0FX-01A-11R-A034-07	2	1	NG-29643_CAL_51_lib581295_7997_4	CAL_51	CAL_51	CAL_51
brca	Entropy_corr	NG-29643_CAL_51_lib581295_7997_4	TCGA-AO-A12F-01A-11R-A115-07	2	1	NG-29643_CAL_51_lib581295_7997_4	CAL_51	CAL_51	CAL_51
brca	Entropy_corr	NG-29643_CAL_51_lib581295_7997_4	TCGA-AR-A1AY-01A-21R-A12P-07	2	1	NG-29643_CAL_51_lib581295_7997_4	CAL_51	CAL_51	CAL_51
brca	Entropy_corr	NG-29643_CAL_51_lib581295_7997_4	TCGA-AR-A24Q-01A-12R-A169-07	2	1	NG-29643_CAL_51_lib581295_7997_4	CAL_51	CAL_51	CAL_51
