cell_line	sample_id	cell_tech_id	cell_line_display	degree	betweenness	component	community_louv	community_leid	mean_edge_sim	max_edge_sim	is_outlier
BT_474	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	7	10.016666666666666	1	1	1	0.6253659815117683	0.7353336979718494	FALSE
HDQ_P1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	3	0	2	2	10	0.6807017543859649	0.8526315789473684	FALSE
CAL_148	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	3	0	1	1	11	0.6483132518484047	0.6697323789871795	FALSE
EFM_192A	NG-29643_EFM_192A_lib581292_7997_4	EFM_192A	EFM_192A	3	7.333333333333333	1	4	12	0.6319965632847218	0.7343428914687108	FALSE
JIMT_1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	3	0	2	2	13	0.619298245614035	0.7052631578947368	FALSE
SK_BR_3	NG-29643_SK_BR_3_lib581307_7997_4	SK_BR_3	SK_BR_3	3	8.533333333333333	1	4	14	0.5721704873761694	0.5862117456537166	FALSE
ETCC_006	NG-29643_ETCC_006_lib581311_8005_3	ETCC_006	ETCC_006	2	0	3	3	15	0.7879796008730513	0.7990838455293982	FALSE
HS_578T	NG-30919_HS_578T_B_lib628473_10098_2	HS_578T	HS_578T	2	0	3	3	16	0.7321551607829604	0.7990838455293982	FALSE
MCF_7	NG-29643_MCF_7_lib581315_7997_4	MCF_7	MCF_7	2	0	1	1	17	0.692807417631879	0.8298625697653483	FALSE
HCC_1599	NG-29643_HCC_1599_lib581304_7997_4	HCC_1599	HCC_1599	2	4	2	2	18	0.6868421052631579	0.7052631578947368	FALSE
EFM_192B	NG-29643_EFM_192B_lib581293_7997_4	EFM_192B	EFM_192B	2	0	1	4	19	0.6602773185612136	0.7343428914687108	FALSE
MDA_MB_453	NG-29643_MDA_MB_453_lib581289_7997_4	MDA_MB_453	MDA_MB_453	7	23.549999999999997	1	1	2	0.5941160661020036	0.6697323789871795	FALSE
EFM_19	NG-29643_EFM_19_lib581291_7997_4	EFM_19	EFM_19	2	0	1	1	20	0.6460317699500313	0.6927575310395195	FALSE
EVSA_T	NG-29643_EVSA_T_lib581299_7997_4	EVSA_T	EVSA_T	2	14.2	1	4	21	0.5742390500348905	0.5973522500247858	FALSE
IPH_926	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	2	12.799999999999999	1	4	22	0.5723714139619813	0.5824729319556583	FALSE
COLO_824	NG-29643_COLO_824_lib581290_7997_4	COLO_824	COLO_824	1	0	2	2	23	0.7052631578947368	0.7052631578947368	FALSE
HCC_1937	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	HCC_1937	1	0	4	5	24	0.631578947368421	0.631578947368421	FALSE
MDA_MB_468	NG-30919_MDA_MB_468_B_lib628474_10098_2	MDA_MB_468	MDA_MB_468	1	0	4	5	25	0.631578947368421	0.631578947368421	FALSE
CAL_120	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	1	0	3	3	26	0.5639744824265768	0.5639744824265768	FALSE
MDA_MB_231	NG-29643_MDA_MB_231_lib581314_8005_3	MDA_MB_231	MDA_MB_231	1	0	3	3	27	0.5639744824265768	0.5639744824265768	FALSE
EFM_192C	NG-29643_EFM_192C_lib581294_7997_4	EFM_192C	EFM_192C	6	22.950000000000003	1	1	3	0.5974166771405867	0.6927575310395195	FALSE
KPL_1	NG-29643_KPL_1_lib581296_7997_4	KPL_1	KPL_1	5	5.033333333333334	1	1	4	0.6343085046289292	0.8298625697653483	FALSE
MFM_223	NG-29643_MFM_223_lib581297_7997_4	MFM_223	MFM_223	5	1.1166666666666667	1	1	5	0.6306278157643478	0.7353336979718494	FALSE
T_47D	NG-29643_T_47D_lib581309_8005_3	T_47D	T_47D	5	4.466666666666667	1	1	6	0.5798610024569409	0.6498253807024656	FALSE
ETCC_007	NG-29643_ETCC_007_lib581312_7997_4	ETCC_007	ETCC_007	4	5	3	3	7	0.6425126992765953	0.7768753562167046	FALSE
HCC_1143	NG-29643_HCC_1143_lib581306_7997_4	HCC_1143	HCC_1143	4	6	2	2	8	0.6223684210526316	0.6684210526315789	FALSE
CAL_85_1	NG-29643_CAL_85_1_lib581300_7997_4	CAL_85_1	CAL_85_1	3	0	2	2	9	0.7421052631578947	0.8526315789473684	FALSE
CAL_51	NG-29643_CAL_51_lib581295_7997_4	CAL_51	CAL_51	0	0	5	6	28	NA	NA	TRUE
DU_4475	NG-29643_DU_4475_lib581298_7997_4	DU_4475	DU_4475	0	0	6	7	29	NA	NA	TRUE
