cell_line	sample_id	cell_tech_id	cell_line_display	degree	betweenness	component	community_louv	community_leid	mean_edge_sim	max_edge_sim	is_outlier
LAN5	NG-A0611_LAN5_libLAB6087	LAN5	LAN5	5	12.5	1	1	1	0.8389764662574116	0.8508709187576531	FALSE
LAN6	NG-A0611_LAN6_libLAB6089	LAN6	LAN6	1	0	1	3	10	0.8318336608529902	0.8318336608529902	FALSE
SIMA	NG-A0611_SIMA_libLAB6086	SIMA	SIMA	1	0	1	3	11	0.8233475212501846	0.8233475212501846	FALSE
CHP_134	NG-A0611_CHP134_libLAB6074	CHP_134	CHP_134	1	0	2	4	12	0.8180187192843182	0.8180187192843182	FALSE
LAN1	NG-A0611_LAN1_libLAB6085	LAN1	LAN1	1	0	2	4	13	0.8180187192843182	0.8180187192843182	FALSE
NGP	NG-A0611_NGP_libLAB6082	NGP	NGP	5	25	1	2	2	0.8272223020579994	0.8524915898477494	FALSE
CHP_126	NG-A0611_CHP126_libLAB6088	CHP_126	CHP_126	4	3.5	1	1	3	0.8502047079644987	0.905289287760168	FALSE
NMB	NG-A0611_NMB_libLAB6080	NMB	NMB	3	0	1	1	4	0.8666747812480212	0.905289287760168	FALSE
NBL_S	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	3	17	1	3	5	0.8238128311570501	0.8318336608529902	FALSE
KELLY	NG-A0611_KELLY_libLAB6075	KELLY	KELLY	3	21	1	2	6	0.8054752380415371	0.8162573113679755	FALSE
MHH_NB_11	NG-A0611_MHHNB11_libLAB6084	MHH_NB_11	MHH_NB_11	2	0	1	1	7	0.8145938434531631	0.8309932276973367	FALSE
LAN2	NG-A0611_LAN2_libLAB6083	LAN2	LAN2	2	0	1	2	8	0.8119119156333758	0.8133133356900754	FALSE
IMR_32	NG-A0611_IMR32_libLAB6079	IMR_32	IMR_32	1	0	1	1	9	0.8365902072548935	0.8365902072548935	FALSE
CCLF_PEDS_0051_T	NG-A2798_CCLF_PEDS_0051_T_libLAI2540	CCLF_PEDS_0051_T	CCLF_PEDS_0051_T	0	0	3	5	14	NA	NA	TRUE
GI_ME_N	NG-A0611_GIMEN_libLAB6073	GI_ME_N	GI_ME_N	0	0	4	6	15	NA	NA	TRUE
LS	NG-A0611_LS_libLAB6078	LS	LS	0	0	5	7	16	NA	NA	TRUE
SH_SY5Y	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	0	0	6	8	17	NA	NA	TRUE
SK_N_BE_2	NG-A0611_SKNBE2_libLAB6076	SK_N_BE_2	SK_N_BE_2	0	0	7	9	18	NA	NA	TRUE
