## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373285_insert_size_histogram.pdf MINIMUM_PCT=0.5 INPUT=/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373285.Aligned.sortedByCoord.out.bam OUTPUT=/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373285_insert_size_metrics.txt    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Apr 14 15:54:55 UTC 2026

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
154	126	34	38	3119598	162.334376	57.362698	27099747	FR	15	27	41	55	69	85	103	149	459	4585	40369			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
38	3
39	8
40	4
41	9
42	5
43	12
44	15
45	19
46	11
47	29
48	28
49	22
50	29
51	35
52	46
53	53
54	56
55	91
56	238
57	175
58	198
59	198
60	162
61	270
62	246
63	261
64	290
65	277
66	373
67	369
68	4278
69	5297
70	6454
71	6867
72	7913
73	9401
74	10316
75	11206
76	13469
77	13856
78	15242
79	16490
80	18403
81	21001
82	22237
83	24174
84	25492
85	27924
86	31573
87	33844
88	35478
89	37801
90	41545
91	44985
92	48757
93	54052
94	57353
95	60537
96	65933
97	71744
98	75112
99	83608
100	87750
101	154831
102	165778
103	171850
104	182384
105	189474
106	196028
107	203644
108	208161
109	213360
110	222090
111	219390
112	229670
113	228664
114	237294
115	243331
116	249932
117	258680
118	259970
119	258496
120	253519
121	259633
122	260419
123	261808
124	262529
125	263985
126	264417
127	264334
128	263054
129	263087
130	261222
131	255402
132	258116
133	252067
134	254540
135	253462
136	252402
137	248979
138	244162
139	242534
140	237007
141	237757
142	235230
143	231147
144	230103
145	226892
146	222723
147	224579
148	216205
149	222154
150	214729
151	212048
152	209715
153	202974
154	200670
155	204461
156	196962
157	191698
158	185016
159	186408
160	182961
161	185142
162	177349
163	175860
164	169063
165	170975
166	171609
167	173584
168	166249
169	161814
170	159698
171	156263
172	149085
173	143154
174	137690
175	136582
176	135048
177	133920
178	133072
179	128404
180	129157
181	126407
182	121608
183	117272
184	113841
185	113888
186	110837
187	108667
188	109898
189	105870
190	104913
191	100827
192	101604
193	100209
194	97537
195	96371
196	96661
197	96855
198	95306
199	91061
200	90305
201	86457
202	85937
203	82258
204	78673
205	79280
206	76582
207	75637
208	74496
209	71681
210	71337
211	68392
212	68447
213	67393
214	65178
215	66291
216	63879
217	62773
218	63116
219	61817
220	60763
221	58742
222	57667
223	55974
224	55832
225	54127
226	54125
227	52065
228	51380
229	50545
230	49496
231	49278
232	47920
233	46505
234	45681
235	44221
236	43878
237	42587
238	42518
239	41176
240	40329
241	39992
242	39299
243	38306
244	37791
245	36881
246	36098
247	35682
248	35334
249	34339
250	33666
251	33018
252	32316
253	30960
254	30407
255	29929
256	29066
257	28837
258	28779
259	27812
260	28077
261	27290
262	27135
263	26470
264	26395
265	25475
266	25072
267	25620
268	25266
269	23550
270	22866
271	22055
272	22068
273	21442
274	20911
275	20309
276	20237
277	20106
278	19837
279	19069
280	18806
281	18857
282	17809
283	17645
284	17223
285	17342
286	16557
287	16406
288	15739
289	15438
290	15022
291	14923
292	14845
293	14359
294	14257
295	13680
296	13245
297	13070
298	13076
299	12843
300	12521
301	12178
302	12030
303	11936
304	11600
305	11661
306	11264
307	11080
308	10833
309	10619
310	10762
311	10294
312	10195
313	9900
314	9710
315	9595
316	9405
317	9102
318	9090
319	8992
320	8754
321	8760
322	8495
323	8601
324	8407
325	8090
326	8107
327	7916
328	7917
329	7363
330	7393
331	7182
332	7143
333	7031
334	6995
335	6772
336	6695
337	6744
338	6523
339	6345
340	6337
341	6240
342	6121
343	5965
344	5971
345	5820
346	5732
347	5677
348	5472
349	5312
350	5332
351	5339
352	5281
353	5100
354	5082
355	4984
356	4948
357	4890
358	4639
359	4643
360	4662
361	4563
362	4507
363	4457
364	4247
365	4317
366	4184
367	4075
368	4127
369	4033
370	4006
371	3894
372	3993
373	3708
374	3773
375	3747
376	3759
377	3630
378	3534
379	3461
380	3486
381	3478
382	3356
383	3343
384	3368
385	3268
386	3257
387	3248
388	3179
389	3021
390	3096
391	3038
392	2862
393	2962
394	2865
395	2911
396	2851
397	2848
398	2856
399	2649
400	2667
401	2648
402	2655
403	2528
404	2578
405	2453
406	2469
407	2437
408	2544
409	2376
410	2330
411	2358
412	2402
413	2300
414	2372
415	2334
416	2187
417	2230
418	2323
419	2200
420	2162
421	2139
422	2115
423	2126
424	2092
425	2080
426	1975
427	2020
428	1990
429	2015
430	1935
431	1967
432	2004
433	1977
434	1905
435	1848
436	1813
437	1866
438	1801
439	1787
440	1784
441	1858
442	1737
443	1834
444	1886
445	1778
446	1722
447	1693
448	1727
449	1621
450	1669
451	1686
452	1639
453	1623
454	1648
455	1685
456	1578
457	1520
458	1535
459	1536
460	1581
461	1510
462	1531
463	1513
464	1547
465	1546
466	1538
467	1522
468	1475
469	1488
470	1493
471	1511
472	1449
473	1470
474	1346
475	1392
476	1399
477	1462
478	1430
479	1387
480	1397
481	1410
482	1492
483	1438
484	1332
485	1422
486	1355
487	1383
488	1395
489	1361
490	1328
491	1344
492	1336
493	1309
494	1372

