## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373280_insert_size_histogram.pdf MINIMUM_PCT=0.5 INPUT=/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373280.Aligned.sortedByCoord.out.bam OUTPUT=/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373280_insert_size_metrics.txt    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Apr 11 16:40:58 UTC 2026

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
152	125	33	37	3122695	160.117436	56.384397	38286989	FR	13	27	39	53	67	83	101	151	687	5233	40285			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
37	1
38	1
39	2
40	9
41	8
42	12
43	12
44	13
45	24
46	26
47	32
48	40
49	40
50	41
51	40
52	85
53	93
54	77
55	173
56	517
57	236
58	243
59	206
60	234
61	281
62	255
63	299
64	444
65	266
66	445
67	469
68	6759
69	8766
70	10073
71	10915
72	12580
73	14535
74	16021
75	17677
76	20559
77	21306
78	23455
79	25283
80	27411
81	31060
82	33743
83	36432
84	38310
85	41721
86	46865
87	50656
88	52062
89	54782
90	60431
91	65357
92	69286
93	77755
94	83271
95	86368
96	92225
97	104032
98	105026
99	119981
100	123691
101	226639
102	242536
103	250617
104	265238
105	277376
106	289477
107	296480
108	302808
109	309759
110	319906
111	316882
112	337129
113	333610
114	346506
115	354761
116	362215
117	377072
118	377978
119	374700
120	368645
121	383552
122	377188
123	381462
124	386469
125	386813
126	383274
127	385242
128	379435
129	379107
130	377441
131	367588
132	373327
133	365716
134	369769
135	367023
136	364613
137	357837
138	352749
139	352360
140	343191
141	345954
142	338666
143	331721
144	331009
145	323316
146	316133
147	320859
148	309740
149	318579
150	307726
151	299658
152	297458
153	287417
154	283689
155	291660
156	279173
157	269683
158	261524
159	260643
160	254391
161	258889
162	245316
163	244139
164	234892
165	238449
166	240287
167	241212
168	232376
169	223786
170	222867
171	214691
172	204972
173	197723
174	187064
175	184992
176	184197
177	183876
178	180139
179	173992
180	175276
181	170625
182	162714
183	157916
184	153937
185	153173
186	149585
187	149578
188	147758
189	142026
190	139133
191	134066
192	133867
193	129793
194	129563
195	126038
196	128045
197	127153
198	125807
199	121242
200	118763
201	113908
202	113190
203	110076
204	105634
205	104395
206	101080
207	100832
208	98190
209	94324
210	93567
211	89596
212	88844
213	88092
214	84713
215	85540
216	81784
217	81552
218	81907
219	80595
220	78319
221	76514
222	74761
223	72840
224	71360
225	69319
226	70102
227	66991
228	66492
229	65497
230	63765
231	63127
232	61237
233	59646
234	58728
235	56162
236	56201
237	54641
238	53643
239	52758
240	52181
241	51346
242	49477
243	48257
244	47674
245	46370
246	45641
247	44685
248	45156
249	43511
250	43615
251	41931
252	40343
253	39745
254	38383
255	37338
256	36892
257	36954
258	36788
259	35377
260	35567
261	34141
262	34615
263	32950
264	32626
265	32194
266	31804
267	31478
268	31198
269	29225
270	28874
271	27966
272	27961
273	26825
274	26265
275	26010
276	25780
277	25020
278	24689
279	24491
280	23516
281	23140
282	22686
283	21868
284	21523
285	21110
286	20573
287	20507
288	19946
289	19164
290	19087
291	18677
292	18396
293	18248
294	17585
295	17297
296	16795
297	16627
298	16556
299	16583
300	15724
301	15618
302	15184
303	15258
304	15020
305	14552
306	13991
307	13663
308	13744
309	13527
310	13164
311	13113
312	12694
313	12793
314	12706
315	11936
316	11808
317	11652
318	11414
319	11226
320	11105
321	10922
322	10950
323	11054
324	10706
325	10170
326	10170
327	10213
328	9621
329	9510
330	9563
331	9271
332	9309
333	8974
334	8945
335	8588
336	8410
337	8631
338	8230
339	8119
340	8189
341	8030
342	7806
343	7737
344	7725
345	7572
346	7589
347	7353
348	7148
349	7094
350	7120
351	6972
352	6995
353	6819
354	6551
355	6771
356	6488
357	6622
358	6302
359	6110
360	6177
361	5979
362	5965
363	5878
364	5852
365	5804
366	5651
367	5590
368	5518
369	5395
370	5357
371	5260
372	5370
373	5259
374	5142
375	5067
376	5079
377	4964
378	4974
379	4772
380	4876
381	4807
382	4683
383	4713
384	4436
385	4509
386	4544
387	4463
388	4381
389	4205
390	4417
391	4313
392	4238
393	4131
394	4171
395	4058
396	4113
397	4073
398	3988
399	3926
400	3888
401	3809
402	3776
403	3750
404	3577
405	3690
406	3687
407	3660
408	3632
409	3595
410	3527
411	3507
412	3736
413	3453
414	3503
415	3485
416	3430
417	3488
418	3325
419	3252
420	3345
421	3215
422	3253
423	3323
424	3516
425	3073
426	3335
427	3385
428	3292
429	3082
430	3017
431	2999
432	2972
433	2874
434	2863
435	2905
436	2894
437	2860
438	2776
439	2801
440	2794
441	2706
442	2718
443	2843
444	2726
445	2792
446	2620
447	2714
448	2645
449	2717
450	2580
451	2690
452	2526
453	2588
454	2527
455	2603
456	2424
457	2589
458	2916
459	2723
460	2578
461	2678
462	2499
463	2541
464	2463
465	2532
466	2435
467	2447
468	2423
469	2467
470	2355
471	2419
472	2383
473	2488
474	2351
475	2367
476	2399
477	2520
478	2254
479	2844
480	2385
481	2231
482	2225

