"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",1,0.00164203612479475,0.00165016501650165,1,0.00166666666666667,0,0.00166944908180301,0,0.0182119205298013,0.0797448165869219,1,0.053781512605042,0.0263157894736842,0.00168067226890756,0.00160771704180064,0.896081771720613,0.05,1
"2",0.00164203612479475,1,0.995,0,0.993299832495812,0.979591836734694,0.998319327731092,0.978512396694215,0.951260504201681,0.845528455284553,0.0113452188006483,0.903878583473862,0.912685337726524,0.99490662139219,1,0.0767918088737201,0.886097152428811,0.0066334991708126
"3",0.00165016501650165,0.995,1,0.00170068027210884,1,0.970588235294118,1,0.968386023294509,0.936860068259386,0.837748344370861,0.0147783251231527,0.89267461669506,0.903389830508475,1,0.993288590604027,0.0815972222222222,0.878006872852234,0.00837520938023451
"4",1,0,0.00170068027210884,1,0.00167224080267559,0.0120068610634648,0,0.0114566284779051,0.0234113712374582,0.0955518945634267,1,0.0560271646859083,0.038917089678511,0,0,0.894827586206897,0.0601001669449082,1
"5",0.00166666666666667,0.993299832495812,1,0.00167224080267559,1,0.971039182282794,1,0.968120805369127,0.943877551020408,0.83003300330033,0.0166112956810631,0.895652173913044,0.901006711409396,1,0.991652754590985,0.0837696335078534,0.871355060034305,0.00848896434634975
"6",0,0.979591836734694,0.970588235294118,0.0120068610634648,0.971039182282794,1,0.973544973544973,1,0.94047619047619,0.888888888888889,0.00834724540901502,0.909556313993174,0.944723618090452,0.97158081705151,0.983388704318937,0.101933216168717,0.918367346938776,0.0154373927958834
"7",0.00166944908180301,0.998319327731092,1,0,1,0.973544973544973,1,0.972927241962775,0.952861952861953,0.843071786310517,0.0117252931323283,0.905759162303665,0.908304498269896,1,0.998322147651007,0.0891608391608392,0.881739130434783,0.00514579759862779
"8",0,0.978512396694215,0.968386023294509,0.0114566284779051,0.968120805369127,1,0.972927241962775,1,0.941666666666667,0.889067524115756,0.012987012987013,0.912457912457912,0.948844884488449,0.969230769230769,0.982315112540193,0.11663807890223,0.916387959866221,0.0198675496688742
"9",0.0182119205298013,0.951260504201681,0.936860068259386,0.0234113712374582,0.943877551020408,0.94047619047619,0.952861952861953,0.941666666666667,1,0.933444259567388,0.0293637846655791,1,0.955,0.948630136986301,0.943801652892562,0.142611683848797,0.966159052453469,0.0402684563758389
"10",0.0797448165869219,0.845528455284553,0.837748344370861,0.0955518945634267,0.83003300330033,0.888888888888889,0.843071786310517,0.889067524115756,0.933444259567388,1,0.080952380952381,0.965058236272879,1,0.838383838383838,0.842696629213483,0.264855687606112,1,0.124386252045827
"11",1,0.0113452188006483,0.0147783251231527,1,0.0166112956810631,0.00834724540901502,0.0117252931323283,0.012987012987013,0.0293637846655791,0.080952380952381,1,0.0552763819095477,0.0354838709677419,0.0151006711409396,0.00963081861958266,0.934232715008432,0.0545746388443018,0.998371335504886
"12",0.053781512605042,0.903878583473862,0.89267461669506,0.0560271646859083,0.895652173913044,0.909556313993174,0.905759162303665,0.912457912457912,1,0.965058236272879,0.0552763819095477,1,0.972881355932203,0.902777777777778,0.89527027027027,0.199306759098787,0.979557069846678,0.0840480274442539
"13",0.0263157894736842,0.912685337726524,0.903389830508475,0.038917089678511,0.901006711409396,0.944723618090452,0.908304498269896,0.948844884488449,0.955,1,0.0354838709677419,0.972881355932203,1,0.905923344947735,0.912106135986733,0.121527777777778,1,0.0653266331658292
"14",0.00168067226890756,0.99490662139219,1,0,1,0.97158081705151,1,0.969230769230769,0.948630136986301,0.838383838383838,0.0151006711409396,0.902777777777778,0.905923344947735,1,0.993288590604027,0.099644128113879,0.879370629370629,0.00866551126516464
"15",0.00160771704180064,1,0.993288590604027,0,0.991652754590985,0.983388704318937,0.998322147651007,0.982315112540193,0.943801652892562,0.842696629213483,0.00963081861958266,0.89527027027027,0.912106135986733,0.993288590604027,1,0.0837520938023451,0.881666666666667,0.00500834724540901
"16",0.896081771720613,0.0767918088737201,0.0815972222222222,0.894827586206897,0.0837696335078534,0.101933216168717,0.0891608391608392,0.11663807890223,0.142611683848797,0.264855687606112,0.934232715008432,0.199306759098787,0.121527777777778,0.099644128113879,0.0837520938023451,1,0.178694158075601,0.964912280701754
"17",0.05,0.886097152428811,0.878006872852234,0.0601001669449082,0.871355060034305,0.918367346938776,0.881739130434783,0.916387959866221,0.966159052453469,1,0.0545746388443018,0.979557069846678,1,0.879370629370629,0.881666666666667,0.178694158075601,1,0.0840336134453782
"18",1,0.0066334991708126,0.00837520938023451,1,0.00848896434634975,0.0154373927958834,0.00514579759862779,0.0198675496688742,0.0402684563758389,0.124386252045827,0.998371335504886,0.0840480274442539,0.0653266331658292,0.00866551126516464,0.00500834724540901,0.964912280701754,0.0840336134453782,1
