"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,1,0,0,0.95142378559464,0,1,0.00826446280991736,1,0,0.00972447325769854,0,0,0.0254668930390492,0.0956239870340357,0,0,0
"3",0,0,1,0,0.0868824531516184,0.200692041522491,0,0,0.0273037542662116,0,0.845648604269294,0,0,0.0191304347826087,0.00671140939597315,0,0,0.276381909547739
"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0,0.95142378559464,0.0868824531516184,0,1,0.00170357751277683,1,0,1,0,0.104651162790698,0,0,0.0104347826086957,0.0851419031719533,0,0,0
"6",0,0,0.200692041522491,0,0.00170357751277683,1,0,0.011844331641286,0,0.033167495854063,0.148580968280467,0,0,0.451154529307282,0.0681063122923588,0,0,1
"7",0,1,0,0,1,0,1,0,1,0,0.0100502512562814,0,0,0.0158730158730159,0.105704697986577,0,0,0
"8",0,0.00826446280991736,0,0,0,0.011844331641286,0,1,0,0.454983922829582,0,0.782828282828283,0.594059405940594,0.00854700854700855,0.327974276527331,0.735849056603774,0.714046822742475,0
"9",0,1,0.0273037542662116,0,1,0,1,0,1,0,0.0375203915171289,0,0,0.0136986301369863,0.0826446280991736,0,0,0
"10",0,0,0,0,0,0.033167495854063,0,0.454983922829582,0,1,0,0.675540765391015,1,0.126262626262626,0.0947030497592295,0.760611205432937,0.749174917491749,0.0360065466448445
"11",0,0.00972447325769854,0.845648604269294,0,0.104651162790698,0.148580968280467,0.0100502512562814,0,0.0375203915171289,0,1,0,0,0,0,0,0,0.392508143322476
"12",0,0,0,0,0,0,0,0.782828282828283,0,0.675540765391015,0,1,0.828813559322034,0.00173611111111111,0.0540540540540541,1,1,0
"13",0,0,0,0,0,0,0,0.594059405940594,0,1,0,0.828813559322034,1,0.00871080139372822,0.0182421227197347,0.876736111111111,0.873287671232877,0
"14",0,0.0254668930390492,0.0191304347826087,0,0.0104347826086957,0.451154529307282,0.0158730158730159,0.00854700854700855,0.0136986301369863,0.126262626262626,0,0.00173611111111111,0.00871080139372822,1,0.843959731543624,0,0.00524475524475524,0.190641247833622
"15",0,0.0956239870340357,0.00671140939597315,0,0.0851419031719533,0.0681063122923588,0.105704697986577,0.327974276527331,0.0826446280991736,0.0947030497592295,0,0.0540540540540541,0.0182421227197347,0.843959731543624,1,0.016750418760469,0.0383333333333333,0.011686143572621
"16",0,0,0,0,0,0,0,0.735849056603774,0,0.760611205432937,0,1,0.876736111111111,0,0.016750418760469,1,1,0
"17",0,0,0,0,0,0,0,0.714046822742475,0,0.749174917491749,0,1,0.873287671232877,0.00524475524475524,0.0383333333333333,1,1,0
"18",0,0,0.276381909547739,0,0,1,0,0,0,0.0360065466448445,0.392508143322476,0,0,0.190641247833622,0.011686143572621,0,0,1
