cell_line1	cell_line2	similarity	sample_id1	cell_line1_display	sample_id2	cell_line2_display
CHP_134	IMR_32	0.9044816073180221	NG-A0611_CHP134_libLAB6074	CHP_134	NG-A0611_IMR32_libLAB6079	IMR_32
NBL_S	SIMA	0.8665817670788123	NG-A0611_NBLS_libLAB6077	NBL_S	NG-A0611_SIMA_libLAB6086	SIMA
CHP_126	NGP	0.7884399551066218	NG-A0611_CHP126_libLAB6088	CHP_126	NG-A0611_NGP_libLAB6082	NGP
KELLY	NBL_S	0.7795324221787145	NG-A0611_KELLY_libLAB6075	KELLY	NG-A0611_NBLS_libLAB6077	NBL_S
LAN6	NBL_S	0.7577313630611844	NG-A0611_LAN6_libLAB6089	LAN6	NG-A0611_NBLS_libLAB6077	NBL_S
CHP_126	CHP_134	0.7356386141971134	NG-A0611_CHP126_libLAB6088	CHP_126	NG-A0611_CHP134_libLAB6074	CHP_134
CHP_134	NGP	0.7248477594617991	NG-A0611_CHP134_libLAB6074	CHP_134	NG-A0611_NGP_libLAB6082	NGP
KELLY	SIMA	0.718364578960554	NG-A0611_KELLY_libLAB6075	KELLY	NG-A0611_SIMA_libLAB6086	SIMA
IMR_32	NGP	0.7171911670396925	NG-A0611_IMR32_libLAB6079	IMR_32	NG-A0611_NGP_libLAB6082	NGP
IMR_32	LAN5	0.7114257113988675	NG-A0611_IMR32_libLAB6079	IMR_32	NG-A0611_LAN5_libLAB6087	LAN5
IMR_32	LAN1	0.7057971014492753	NG-A0611_IMR32_libLAB6079	IMR_32	NG-A0611_LAN1_libLAB6085	LAN1
CHP_134	LAN1	0.6920932136967861	NG-A0611_CHP134_libLAB6074	CHP_134	NG-A0611_LAN1_libLAB6085	LAN1
CHP_126	IMR_32	0.6851605553700554	NG-A0611_CHP126_libLAB6088	CHP_126	NG-A0611_IMR32_libLAB6079	IMR_32
LAN5	NGP	0.6825530798638508	NG-A0611_LAN5_libLAB6087	LAN5	NG-A0611_NGP_libLAB6082	NGP
LAN5	MHH_NB_11	0.6690615519931854	NG-A0611_LAN5_libLAB6087	LAN5	NG-A0611_MHHNB11_libLAB6084	MHH_NB_11
CHP_134	NMB	0.649615534972539	NG-A0611_CHP134_libLAB6074	CHP_134	NG-A0611_NMB_libLAB6080	NMB
