cell_line	sample_id	cell_tech_id	cell_line_display	degree	betweenness	component	community_louv	community_leid	mean_edge_sim	max_edge_sim	is_outlier
IMR_32	NG-A0611_IMR32_libLAB6079	IMR_32	IMR_32	5	6	1	1	1	0.7448112285151826	0.9044816073180221	FALSE
LAN6	NG-A0611_LAN6_libLAB6089	LAN6	LAN6	1	0	2	2	10	0.7577313630611844	0.7577313630611844	FALSE
MHH_NB_11	NG-A0611_MHHNB11_libLAB6084	MHH_NB_11	MHH_NB_11	1	0	1	3	11	0.6690615519931854	0.6690615519931854	FALSE
NMB	NG-A0611_NMB_libLAB6080	NMB	NMB	1	0	1	1	12	0.649615534972539	0.649615534972539	FALSE
CHP_134	NG-A0611_CHP134_libLAB6074	CHP_134	CHP_134	5	7	1	1	2	0.741335345929252	0.9044816073180221	FALSE
NGP	NG-A0611_NGP_libLAB6082	NGP	NGP	4	3	1	1	3	0.7282579903679911	0.7884399551066218	FALSE
NBL_S	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	3	2	2	2	4	0.8012818507729037	0.8665817670788123	FALSE
CHP_126	NG-A0611_CHP126_libLAB6088	CHP_126	CHP_126	3	0	1	1	5	0.7364130415579302	0.7884399551066218	FALSE
LAN5	NG-A0611_LAN5_libLAB6087	LAN5	LAN5	3	6	1	3	6	0.6876801144186345	0.7114257113988675	FALSE
SIMA	NG-A0611_SIMA_libLAB6086	SIMA	SIMA	2	0	2	2	7	0.7924731730196831	0.8665817670788123	FALSE
KELLY	NG-A0611_KELLY_libLAB6075	KELLY	KELLY	2	0	2	2	8	0.7489485005696342	0.7795324221787145	FALSE
LAN1	NG-A0611_LAN1_libLAB6085	LAN1	LAN1	2	0	1	1	9	0.6989451575730308	0.7057971014492753	FALSE
CCLF_PEDS_0051_T	NG-A2798_CCLF_PEDS_0051_T_libLAI2540	CCLF_PEDS_0051_T	CCLF_PEDS_0051_T	0	0	3	4	13	NA	NA	TRUE
GI_ME_N	NG-A0611_GIMEN_libLAB6073	GI_ME_N	GI_ME_N	0	0	4	5	14	NA	NA	TRUE
LAN2	NG-A0611_LAN2_libLAB6083	LAN2	LAN2	0	0	5	6	15	NA	NA	TRUE
LS	NG-A0611_LS_libLAB6078	LS	LS	0	0	6	7	16	NA	NA	TRUE
SH_SY5Y	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	0	0	7	8	17	NA	NA	TRUE
SK_N_BE_2	NG-A0611_SKNBE2_libLAB6076	SK_N_BE_2	SK_N_BE_2	0	0	8	9	18	NA	NA	TRUE
