Gene	WGCNA_kTotal	Spearman_meanAbs	Variance	Variance_scaled	MX_Score	Rank_kTotal	Rank_MX	Pctl_kTotal	Pctl_MX	Rank_Sum	Rank_Prod	Rank_Combo
ENSG00000164692	4.380421836766529	0.17413385732867817	34.7512327581615	0.9337048694648861	0.16258963052649056	22	2	0.995872641509434	0.9998034591194969	24	44	1
ENSG00000168542	4.077361600878037	0.18106254677152533	37.2186478775437	1	0.18106254677152533	32	1	0.9939072327044025	1	33	32	2
ENSG00000163359	4.32929883284385	0.18604654659380623	24.10368472752916	0.647623868734694	0.1204881842698103	25	8	0.9952830188679245	0.998624213836478	33	200	3
ENSG00000139329	3.0012776243143717	0.1790703951522674	26.600503192831642	0.7147090157695213	0.12798322587273628	62	5	0.9880110062893082	0.9992138364779874	67	310	4
ENSG00000133110	2.5785134945111103	0.17182154104974826	31.29494660196741	0.8408405029901577	0.14447451100081435	82	3	0.9840801886792453	0.9996069182389937	85	246	5
ENSG00000113140	2.718448015468419	0.1756429147262252	21.37551657157	0.5743227599750382	0.10087572355562595	71	16	0.9862421383647799	0.9970518867924528	87	1136	6
ENSG00000038427	3.006576156517402	0.18108475137536742	16.42406848732175	0.4412860064492402	0.07991016676328945	61	34	0.9882075471698113	0.9935141509433962	95	2074	7
ENSG00000140937	2.605499789632616	0.17783383828770935	17.664686084408544	0.47461923234096676	0.08440335981236023	81	28	0.9842767295597484	0.9946933962264151	109	2268	8
ENSG00000116132	2.648287256433481	0.184512081098774	16.089664089835377	0.4323011449199706	0.07976478391056648	78	35	0.9848663522012578	0.9933176100628931	113	2730	9
ENSG00000211592	2.338163951409971	0.156262336685499	28.47279135721618	0.7650141254700327	0.11954289484336081	109	9	0.9787735849056604	0.9984276729559748	118	981	10
ENSG00000148848	3.566733561137092	0.1790386775729593	12.997570030670266	0.3492219833841008	0.06252424208449538	42	94	0.991941823899371	0.9817216981132075	136	3948	11
ENSG00000108821	3.35649202729215	0.17283717772554386	13.715857231328064	0.36852110470148713	0.06369414766890469	46	90	0.9911556603773585	0.9825078616352201	136	4140	12
