"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",1,0,0,0.427620632279534,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,1,0,0,0.578525641025641,0,0.89261744966443,0,0.8,0,0.0135823429541596,0,0,0,0.190556492411467,0,0.192371475953566,0
"3",0,0,1,0,0.129032258064516,0.205042016806723,0,0,0,0,0.58655462184874,0,0,0,0,0,0,0.288961038961039
"4",0.427620632279534,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0,0.578525641025641,0.129032258064516,0,1,0.00164744645799012,0.75,0,0.964765100671141,0,0.340390879478827,0,0,0,0.146964856230032,0,0.0145161290322581,0
"6",0,0,0.205042016806723,0,0.00164744645799012,1,0,0,0,0,0.013745704467354,0,0,0.0502692998204668,0.00173310225303293,0,0,0.944816053511706
"7",0,0.89261744966443,0,0,0.75,0,1,0,0.844827586206897,0,0.0581395348837209,0,0,0,0.156302521008403,0,0.0480132450331126,0
"8",0,0,0,0,0,0,0,1,0,0,0,0.0469798657718121,0.00676818950930626,0,0.0803418803418803,0.052901023890785,0.0790774299835255,0.00826446280991736
"9",0,0.8,0,0,0.964765100671141,0,0.844827586206897,0,1,0,0.0874785591766724,0.00172711571675302,0,0,0.119584055459272,0,0.0273504273504274,0
"10",0,0,0,0,0,0,0,0,0,1,0,0.011686143572621,0.656040268456376,0.0445632798573975,0,0.139261744966443,0.0582362728785358,0.0249169435215947
"11",0,0.0135823429541596,0.58655462184874,0,0.340390879478827,0.013745704467354,0.0581395348837209,0,0.0874785591766724,0,1,0,0,0,0.317032040472175,0,0.00329489291598023,0.0792079207920792
"12",0,0,0,0,0,0,0,0.0469798657718121,0.00172711571675302,0.011686143572621,0,1,0.148692810457516,0,0.0767946577629382,0.686046511627907,0.167479674796748,0
"13",0,0,0,0,0,0,0,0.00676818950930626,0,0.656040268456376,0,0.148692810457516,1,0.0293609671848014,0.0212765957446809,0.642156862745098,0.382022471910112,0
"14",0,0,0,0,0,0.0502692998204668,0,0,0,0.0445632798573975,0,0,0.0293609671848014,1,0,0,0,0
"15",0,0.190556492411467,0,0,0.146964856230032,0.00173310225303293,0.156302521008403,0.0803418803418803,0.119584055459272,0,0.317032040472175,0.0767946577629382,0.0212765957446809,0,1,0.0756302521008403,0.797697368421053,0
"16",0,0,0,0,0,0,0,0.052901023890785,0,0.139261744966443,0,0.686046511627907,0.642156862745098,0,0.0756302521008403,1,0.361064891846922,0
"17",0,0.192371475953566,0,0,0.0145161290322581,0,0.0480132450331126,0.0790774299835255,0.0273504273504274,0.0582362728785358,0.00329489291598023,0.167479674796748,0.382022471910112,0,0.797697368421053,0.361064891846922,1,0
"18",0,0,0.288961038961039,0,0,0.944816053511706,0,0.00826446280991736,0,0.0249169435215947,0.0792079207920792,0,0,0,0,0,0,1
