id	filename	md5	size	state
004a79af-6f76-4a2a-88b3-82d9eee1fb3d	004a79af-6f76-4a2a-88b3-82d9eee1fb3d/6b0b2a9b-f81c-4a28-9762-bfed2e700629.rna_seq.augmented_star_gene_counts.tsv	54dbf09104a1a6380df944409e8bf1c8	4245204	validated
01048fcc-c397-4671-b13c-b52628efb4b3	01048fcc-c397-4671-b13c-b52628efb4b3/aff0cf03-c7fc-4d58-a4b2-c1e89a228946.rna_seq.augmented_star_gene_counts.tsv	c1e1f2d20b8e4d3afbbb29a8a8fed37a	4244374	validated
040038f0-051a-4d12-b4cb-95f78188a5e3	040038f0-051a-4d12-b4cb-95f78188a5e3/d60b4f4f-e280-465b-af96-e6a38fdbf10e.rna_seq.augmented_star_gene_counts.tsv	aa240b19919d5b8bcfa0c495e2a53d36	4243124	validated
040d0706-71e1-46ff-947b-8c72ac79dd30	040d0706-71e1-46ff-947b-8c72ac79dd30/ebb57504-53cc-4097-b33e-e33058189a67.rna_seq.augmented_star_gene_counts.tsv	feae026c09dbb4e2d75db94d67b30713	4234628	validated
0b85f9a9-641a-4df6-9ba6-33d2c8e443de	0b85f9a9-641a-4df6-9ba6-33d2c8e443de/a0331bcf-9878-4fbc-ae98-e4114d430c0f.rna_seq.augmented_star_gene_counts.tsv	0326fb31394e4c12553ba6cbcaccce72	4246979	validated
0b9c14bc-841a-46c2-ac7b-1a7f4dfad8fe	0b9c14bc-841a-46c2-ac7b-1a7f4dfad8fe/6185bcf5-2a16-4b2a-b520-72eb7c723483.rna_seq.augmented_star_gene_counts.tsv	8815e8f82dea4f7c35e960ce80690db2	4233067	validated
0c53bdc0-692e-4367-976d-4bb41fd7b96d	0c53bdc0-692e-4367-976d-4bb41fd7b96d/2a22df33-4eef-43ac-9fa3-bd0f58e6e7ba.rna_seq.augmented_star_gene_counts.tsv	f1fc1d5237d7f57066ba44bd4ba51846	4245468	validated
0d3609fb-8e1a-4bda-bc95-0b59006f24ac	0d3609fb-8e1a-4bda-bc95-0b59006f24ac/16b193ec-6a1a-420b-9dbf-f49ca38e835f.rna_seq.augmented_star_gene_counts.tsv	daf5f294793971744ce6135fb5dce343	4245631	validated
0d8c63b2-65b0-4dc0-9397-40075b188611	0d8c63b2-65b0-4dc0-9397-40075b188611/43aa36aa-b88a-4f92-90d7-902c246bb859.rna_seq.augmented_star_gene_counts.tsv	155479878d50c9bb6de02a71c0a8e10a	4249522	validated
0f170187-d160-45ea-a066-a255d359de9d	0f170187-d160-45ea-a066-a255d359de9d/81afdafb-0ca1-46e5-8199-687108336f53.rna_seq.augmented_star_gene_counts.tsv	b0c0ce3f22829a2ded5e3bf4304ea260	4244707	validated
10dc2c71-264f-4578-a490-58f651a61802	10dc2c71-264f-4578-a490-58f651a61802/980d7e6a-52c4-4801-9688-e839ecdbba44.rna_seq.augmented_star_gene_counts.tsv	544deac1f5b5b333322434908602b681	4244755	validated
1259c249-1eb1-4596-ae5f-a887462aa876	1259c249-1eb1-4596-ae5f-a887462aa876/2231c28a-bf18-4c0c-885c-42896df3b0e8.rna_seq.augmented_star_gene_counts.tsv	d3d44fdae64281e03d99ba774c2083bc	4233584	validated
125d15c7-438a-4270-82f9-767ce095f0aa	125d15c7-438a-4270-82f9-767ce095f0aa/3b49951b-1fed-4bf3-a0c4-5d2acd099d1d.rna_seq.augmented_star_gene_counts.tsv	11098fd15eedaeb3c4ff538bed0ac891	4241637	validated
145c3d2c-2904-4fad-ba71-18e198820a4f	145c3d2c-2904-4fad-ba71-18e198820a4f/94fb10ee-93bc-4295-b889-01789b913933.rna_seq.augmented_star_gene_counts.tsv	a0cc58fffcd5cd8c1c36a736636ee58f	4252707	validated
17acdf01-78a6-44f0-95aa-097a2a3f8839	17acdf01-78a6-44f0-95aa-097a2a3f8839/8a0863a9-b258-4de3-a238-ac3dd034f95c.rna_seq.augmented_star_gene_counts.tsv	04d261f54193d713e042d91471cf1e64	4243543	validated
