"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"1",1,0,1,1,0.895770392749245,0.53448275862069,0,0.0450310559006211,0.0623003194888179,0,1,1,0,1,0.947122861586314,0.855987055016181,1,1,0,0.870917573872473,0,0,1,0,0.890822784810127,0,0,0,0
"2",0,1,0,0,0.087218045112782,0.44620253164557,1,0.962145110410095,0.94524959742351,1,0,0,1,0,0.0448916408668731,0.120772946859903,0,0,1,0.108661417322835,1,1,0,1,0.0910518053375196,1,1,1,1
"3",1,0,1,1,0.901234567901235,0.555379746835443,0,0.0476190476190476,0.0586319218241042,0,1,1,0,1,0.950871632329635,0.869067103109656,1,1,0,0.886115444617785,0,0,1,0,0.903633491311216,0,0,0,0
"4",1,0,1,1,0.894984326018809,0.526143790849673,0,0.0478468899521531,0.0594059405940594,0,1,1,0,1,0.948136142625608,0.856905158069884,1,1,0,0.877221324717286,0,0,1,0,0.898387096774194,0,0,0,0
"5",0.895770392749245,0.087218045112782,0.901234567901235,0.894984326018809,1,0.741194486983155,0.100931677018634,0.161832061068702,0.171383647798742,0.0691244239631336,0.89041095890411,0.902694610778443,0.0962732919254658,0.917591125198098,1,0.9828125,0.885220125786163,0.893292682926829,0.0858034321372855,0.990909090909091,0.0980707395498392,0.0875576036866359,0.909509202453988,0.0957613814756672,1,0.0872894333843798,0.0930232558139535,0.0845070422535211,0.0923317683881064
"6",0.53448275862069,0.44620253164557,0.555379746835443,0.526143790849673,0.741194486983155,1,0.453821656050955,0.539906103286385,0.525040387722132,0.445324881141046,0.542452830188679,0.552995391705069,0.449111470113086,0.519867549668874,0.623211446740858,0.628246753246753,0.565359477124183,0.542319749216301,0.461290322580645,0.727838258164852,0.445182724252492,0.444267515923567,0.558502340093604,0.471854304635762,0.673566878980892,0.443217665615142,0.464856230031949,0.431340872374798,0.368167202572347
"7",0,1,0,0,0.100931677018634,0.453821656050955,1,0.942857142857143,0.927868852459016,1,0,0,1,0,0.0470219435736677,0.139072847682119,0,0,1,0.126382306477093,1,1,0,1,0.105519480519481,1,1,1,1
"8",0.0450310559006211,0.962145110410095,0.0476190476190476,0.0478468899521531,0.161832061068702,0.539906103286385,0.942857142857143,1,1,0.960380348652932,0.0421875,0.0540958268933539,0.943639291465378,0.0378912685337726,0.117004680187207,0.219672131147541,0.0522875816993464,0.048062015503876,0.951923076923077,0.1859375,0.938741721854305,0.95253164556962,0.0424528301886792,0.946859903381642,0.138801261829653,0.952904238618524,0.965244865718799,0.954838709677419,0.940886699507389
"9",0.0623003194888179,0.94524959742351,0.0586319218241042,0.0594059405940594,0.171383647798742,0.525040387722132,0.927868852459016,1,1,0.934210526315789,0.0495207667731629,0.0684713375796178,0.929042904290429,0.0501672240802676,0.127388535031847,0.209813874788494,0.072013093289689,0.0545746388443018,0.93046357615894,0.181964573268921,0.919055649241147,0.931372549019608,0.0631067961165049,0.920711974110032,0.147727272727273,0.944625407166124,0.936,0.953795379537954,0.922570016474465
"10",0,1,0,0,0.0691244239631336,0.445324881141046,1,0.960380348652932,0.934210526315789,1,0,0,1,0,0.0284810126582278,0.100977198697068,0,0,1,0.0862068965517241,1,1,0,1,0.073482428115016,1,1,1,1
"11",1,0,1,1,0.89041095890411,0.542452830188679,0,0.0421875,0.0495207667731629,0,1,1,0,1,0.943307086614173,0.8544,1,1,0,0.865834633385335,0,0,1,0,0.886581469648562,0,0,0,0
"12",1,0,1,1,0.902694610778443,0.552995391705069,0,0.0540958268933539,0.0684713375796178,0,1,1,0,1,0.951145038167939,0.874403815580286,1,1,0,0.884498480243161,0,0,1,0,0.898753894080997,0,0,0,0
"13",0,1,0,0,0.0962732919254658,0.449111470113086,1,0.943639291465378,0.929042904290429,1,0,0,1,0,0.0464,0.129720853858785,0,0,1,0.112852664576803,1,1,0,1,0.102728731942215,1,1,1,1
"14",1,0,1,1,0.917591125198098,0.519867549668874,0,0.0378912685337726,0.0501672240802676,0,1,1,0,1,0.963875205254516,0.894214876033058,1,1,0,0.903908794788274,0,0,1,0,0.923076923076923,0,0,0,0
"15",0.947122861586314,0.0448916408668731,0.950871632329635,0.948136142625608,1,0.623211446740858,0.0470219435736677,0.117004680187207,0.127388535031847,0.0284810126582278,0.943307086614173,0.951145038167939,0.0464,0.963875205254516,1,0.968203497615262,0.94551282051282,0.9453125,0.0443740095087163,0.956318252730109,0.0462809917355372,0.0490506329113924,0.954545454545455,0.0481540930979133,0.981220657276995,0.0388802488335925,0.0469483568075117,0.0370967741935484,0.043338683788122
"16",0.855987055016181,0.120772946859903,0.869067103109656,0.856905158069884,0.9828125,0.628246753246753,0.139072847682119,0.219672131147541,0.209813874788494,0.100977198697068,0.8544,0.874403815580286,0.129720853858785,0.894214876033058,0.968203497615262,1,0.84474123539232,0.857371794871795,0.125816993464052,0.992,0.137521222410866,0.125,0.872549019607843,0.130434782608696,1,0.12,0.114331723027375,0.114238410596026,0.125
"17",1,0,1,1,0.885220125786163,0.565359477124183,0,0.0522875816993464,0.072013093289689,0,1,1,0,1,0.94551282051282,0.84474123539232,1,1,0,0.862903225806452,0,0,1,0,0.8848,0,0,0,0
"18",1,0,1,1,0.893292682926829,0.542319749216301,0,0.048062015503876,0.0545746388443018,0,1,1,0,1,0.9453125,0.857371794871795,1,1,0,0.873261205564142,0,0,1,0,0.8887171561051,0,0,0,0
"19",0,1,0,0,0.0858034321372855,0.461290322580645,1,0.951923076923077,0.93046357615894,1,0,0,1,0,0.0443740095087163,0.125816993464052,0,0,1,0.110584518167457,1,1,0,1,0.0959349593495935,1,1,1,1
"20",0.870917573872473,0.108661417322835,0.886115444617785,0.877221324717286,0.990909090909091,0.727838258164852,0.126382306477093,0.1859375,0.181964573268921,0.0862068965517241,0.865834633385335,0.884498480243161,0.112852664576803,0.903908794788274,0.956318252730109,0.992,0.862903225806452,0.873261205564142,0.110584518167457,1,0.121951219512195,0.105511811023622,0.882352941176471,0.118022328548644,1,0.117465224111283,0.10377358490566,0.100946372239748,0.117834394904459
"21",0,1,0,0,0.0980707395498392,0.445182724252492,1,0.938741721854305,0.919055649241147,1,0,0,1,0,0.0462809917355372,0.137521222410866,0,0,1,0.121951219512195,1,1,0,1,0.107260726072607,1,1,1,1
"22",0,1,0,0,0.0875576036866359,0.444267515923567,1,0.95253164556962,0.931372549019608,1,0,0,1,0,0.0490506329113924,0.125,0,0,1,0.105511811023622,1,1,0,1,0.0920840064620355,1,1,1,1
"23",1,0,1,1,0.909509202453988,0.558502340093604,0,0.0424528301886792,0.0631067961165049,0,1,1,0,1,0.954545454545455,0.872549019607843,1,1,0,0.882352941176471,0,0,1,0,0.901430842607313,0,0,0,0
"24",0,1,0,0,0.0957613814756672,0.471854304635762,1,0.946859903381642,0.920711974110032,1,0,0,1,0,0.0481540930979133,0.130434782608696,0,0,1,0.118022328548644,1,1,0,1,0.0983606557377049,1,1,1,1
"25",0.890822784810127,0.0910518053375196,0.903633491311216,0.898387096774194,1,0.673566878980892,0.105519480519481,0.138801261829653,0.147727272727273,0.073482428115016,0.886581469648562,0.898753894080997,0.102728731942215,0.923076923076923,0.981220657276995,1,0.8848,0.8887171561051,0.0959349593495935,1,0.107260726072607,0.0920840064620355,0.901430842607313,0.0983606557377049,1,0.0930599369085174,0.0829346092503987,0.0875202593192869,0.1072
"26",0,1,0,0,0.0872894333843798,0.443217665615142,1,0.952904238618524,0.944625407166124,1,0,0,1,0,0.0388802488335925,0.12,0,0,1,0.117465224111283,1,1,0,1,0.0930599369085174,1,1,1,1
"27",0,1,0,0,0.0930232558139535,0.464856230031949,1,0.965244865718799,0.936,1,0,0,1,0,0.0469483568075117,0.114331723027375,0,0,1,0.10377358490566,1,1,0,1,0.0829346092503987,1,1,1,1
"28",0,1,0,0,0.0845070422535211,0.431340872374798,1,0.954838709677419,0.953795379537954,1,0,0,1,0,0.0370967741935484,0.114238410596026,0,0,1,0.100946372239748,1,1,0,1,0.0875202593192869,1,1,1,1
"29",0,1,0,0,0.0923317683881064,0.368167202572347,1,0.940886699507389,0.922570016474465,1,0,0,1,0,0.043338683788122,0.125,0,0,1,0.117834394904459,1,1,0,1,0.1072,1,1,1,1
