"","StromalScore","ImmuneScore","ESTIMATEScore","TumorPurity"
"TCGA-B6-A0X4-01A-11R-A109-07",-1373.68804303085,-1323.02328289517,-2696.71132592602,0.978209566730999
"TCGA-AO-A0J4-01A-11R-A034-07",154.08791608822,796.924856892216,951.012772980436,0.735369302327723
"TCGA-A7-A425-01A-11R-A24H-07",726.526210380075,434.129444630794,1160.65565501087,0.714170498079453
"TCGA-A8-A08X-01A-21R-A00Z-07",1102.34216665611,758.681456948885,1861.023623605,0.638565237008535
"TCGA-OL-A66N-01A-12R-A31O-07",628.756810047188,395.436560999497,1024.19337104668,0.728047477905617
"TCGA-B6-A1KF-01A-11R-A13Q-07",-266.410304866187,-1234.54634563924,-1500.95665050542,0.926924501954973
"TCGA-AC-A2FE-01A-11R-A19W-07",1096.83249676641,1478.47556968336,2575.30806644977,0.554518106100149
"TCGA-A2-A0CM-01A-31R-A034-07",598.89057561684,1110.48267984543,1709.37325546227,0.655536587627051
"TCGA-GM-A5PX-01A-12R-A28M-07",956.433434570566,-121.098737777363,835.334696793203,0.746769652259241
"TCGA-AR-A1AR-01A-31R-A137-07",993.350821554868,1282.11380934201,2275.46463089688,0.590596083590665
"TCGA-AO-A0J6-01A-11R-A034-07",-752.649488124792,731.586544783324,-21.0629433414679,0.824263906256574
"TCGA-E2-A156-01A-11R-A12D-07",-773.892178851584,-780.692168339961,-1554.58434719155,0.929849674820016
"TCGA-D8-A73W-01A-22R-A352-07",960.176538973443,522.368711970223,1482.54525094367,0.68031231964524
"TCGA-E2-A107-01A-11R-A10J-07",-634.04969609719,-590.117957508168,-1224.16765360536,0.910917640188226
"TCGA-E2-A158-11A-22R-A12D-07",1679.56548245218,178.39694685993,1857.96242931211,0.6389109760899
"TCGA-AC-A23G-01A-11R-A213-07",1787.17851556402,513.627127481302,2300.80564304533,0.587590274447238
"TCGA-A2-A1G4-01A-11R-A13Q-07",-439.620898212917,-338.701543592734,-778.322441805651,0.881985062759099
"TCGA-AO-A1KO-01A-31R-A13Q-07",260.193228745115,-477.185280941459,-216.992052196344,0.840204939371314
"TCGA-A2-A3XS-01A-11R-A22U-07",25.5160709305202,160.662904470972,186.178975401492,0.80666081481395
"TCGA-B6-A0RH-01A-21R-A115-07",607.430710369664,-274.406436052492,333.024274317172,0.793734979505549
"TCGA-D8-A1JH-01A-11R-A13Q-07",1229.92786711337,364.269713177289,1594.19758029066,0.668209431088646
"TCGA-AO-A03P-01A-11R-A00Z-07",27.2769870866775,-567.952438142426,-540.675451055748,0.865011860498133
"TCGA-OL-A5DA-01A-11R-A27Q-07",-45.2548521470945,-289.178058350294,-334.432910497389,0.849427783857361
"TCGA-A8-A07B-01A-11R-A00Z-07",592.688511759387,-475.445194098795,117.243317660592,0.81259986550098
"TCGA-A2-A25A-01A-12R-A16F-07",1336.56240871759,468.93316218309,1805.49557090068,0.644816604901949
"TCGA-A2-A04R-01A-41R-A109-07",12.5075017317604,-1074.37486698666,-1061.8673652549,0.900830656403509
"TCGA-A2-A04T-01A-21R-A034-07",-318.096904599118,472.410415717251,154.313511118132,0.809416439918161
"TCGA-AR-A1AX-01A-11R-A12P-07",865.033400857115,1599.5727061908,2464.60610704791,0.567966893661455
"TCGA-C8-A26V-01A-11R-A16F-07",45.8288425930767,-105.233905024109,-59.4050624310328,0.827437541843207
"TCGA-BH-A18R-11A-42R-A12D-07",795.195124993426,-361.898726766013,433.296398227412,0.784696422855676
"TCGA-AN-A0XR-01A-11R-A109-07",-252.329586118175,-720.394331614947,-972.723917733122,0.895072478275994
"TCGA-BH-A0HQ-01A-11R-A034-07",611.48811778695,-455.60496864187,155.88314914508,0.809281116741575
"TCGA-LL-A5YM-01A-11R-A28M-07",31.3547271881859,-59.0108223375849,-27.6560951493989,0.824811493115515
"TCGA-D8-A1X5-01A-11R-A14D-07",748.256937746431,307.215897365021,1055.47283511145,0.724892244632493
"TCGA-A7-A0DB-01A-11R-A00Z-07",829.766661680705,196.66178557221,1026.42844725291,0.727822528888722
"TCGA-EW-A1P6-01A-11R-A144-07",568.732779777822,-581.154523628345,-12.4217438505232,0.823545052156823
"TCGA-A7-A0DB-01C-02R-A277-07",1181.91832494548,-251.66813423166,930.250190713823,0.737431212537544
"TCGA-LL-A73Y-01A-11R-A33J-07",692.960845344098,458.894049572395,1151.85489491649,0.715074160092814
"TCGA-E2-A1L8-01A-11R-A13Q-07",688.0841262369,-148.571486312974,539.512639923926,0.774936694325628
"TCGA-AR-A1AM-01A-41R-A22K-07",630.755669494272,28.6645403478295,659.420209842102,0.763692693963558
"TCGA-E2-A1LG-01A-21R-A14M-07",-1070.47568704037,-300.128024944681,-1370.60371198506,0.919575156659047
"TCGA-E2-A14W-01A-11R-A12D-07",-563.421300959584,-1114.44474699183,-1677.86604795141,0.936355418293255
"TCGA-C8-A27B-01A-11R-A169-07",-185.196308527277,1046.09519298404,860.898884456763,0.744268659811948
"TCGA-EW-A1P1-01A-31R-A14D-07",1629.97397158286,870.117324924276,2500.09129650714,0.563672086289589
"TCGA-AN-A0FN-01A-11R-A034-07",2107.59244066616,1560.64911303785,3668.24155370402,0.414464055555756
"TCGA-BH-A0AW-01A-11R-A056-07",1045.65757086275,1706.42078052892,2752.07835139167,0.532740817392655
"TCGA-AR-A0TX-01A-11R-A084-07",872.250680774758,1135.25327399505,2007.5039547698,0.621871960010437
"TCGA-E9-A3QA-01A-61R-A22K-07",266.22161899699,1710.26544511785,1976.48706411484,0.625430979951722
"TCGA-A2-A0SU-01A-11R-A084-07",383.781902662879,-124.54984265246,259.232060010419,0.800276903348123
"TCGA-GM-A2DA-01A-11R-A18M-07",971.129613841478,924.579850046412,1895.70946388789,0.634638739381924
"TCGA-OL-A5D7-01A-11R-A27Q-07",-541.03949945394,1202.82974569597,661.790246242029,0.763468054458901
"TCGA-E9-A1RF-11A-32R-A157-07",1783.99179715116,590.369162432181,2374.36095958334,0.578819654871985
"TCGA-BH-A0EE-01A-11R-A034-07",-1213.45011462608,137.775790801508,-1075.67432382457,0.901708739900194
"TCGA-BH-A0H6-01A-21R-A056-07",620.550998171516,-661.303167804743,-40.7521696332271,0.825896881175419
"TCGA-OL-A66L-01A-12R-A31O-07",843.976989493831,743.253763886405,1587.23075338024,0.668969905296907
"TCGA-A7-A13D-01A-13R-A12P-07",-56.3495326400308,-731.165690036846,-787.515222676877,0.882620198229162
"TCGA-A7-A13D-01A-13R-A277-07",96.3996493063059,-831.225835466743,-734.826186160437,0.878958120087434
"TCGA-E9-A5FK-01A-11R-A27Q-07",717.951657238879,1977.67356918192,2695.6252264208,0.539735271005443
"TCGA-D8-A1JL-01A-11R-A13Q-07",976.965985581613,1147.71780136226,2124.68378694387,0.60831048541187
"TCGA-BH-A203-01A-12R-A169-07",256.623415709317,463.044906451483,719.6683221608,0.757953572936098
"TCGA-EW-A1PE-01A-11R-A144-07",909.441249578113,925.668439275161,1835.10968885327,0.641487941767903
"TCGA-AR-A0TP-01A-11R-A084-07",-649.999109263359,-1158.53206046735,-1808.53116973071,0.942916027777635
"TCGA-EW-A6SA-01A-21R-A32P-07",-947.769981602137,-1407.3535600402,-2355.12354164234,0.966574214065349
"TCGA-BH-A18M-11A-33R-A12D-07",1343.33563166688,132.675647276878,1476.01127894376,0.681014960719031
"TCGA-BH-A18R-01A-11R-A12D-07",-264.499433244682,-220.530258544277,-485.029691788958,0.860884668196849
"TCGA-BH-A0BP-01A-11R-A115-07",1156.51440182116,-205.093425070938,951.420976750219,0.735328695512164
"TCGA-E9-A1ND-01A-11R-A144-07",601.790979143341,1716.11454812666,2317.90552727,0.585557385106742
"TCGA-E9-A1ND-11A-43R-A144-07",1811.56496367327,1593.83461127293,3405.3995749462,0.449259195101036
"TCGA-E2-A1IH-01A-11R-A13Q-07",1583.66257080158,1388.46352354299,2972.12609434457,0.505132505037368
"TCGA-S3-A6ZH-01A-22R-A32P-07",-561.711613419338,-353.053743935633,-914.765357354971,0.891246396951496
"TCGA-BH-A0C1-01B-11R-A12D-07",714.14209838808,251.170458513061,965.31255690114,0.733945232483028
"TCGA-A2-A4RX-01A-11R-A266-07",1030.25760000288,224.785857225481,1255.04345722836,0.704404129454445
"TCGA-AC-A5EH-01A-11R-A28M-07",1009.69738456583,320.317954371976,1330.01533893781,0.696550290956427
"TCGA-AR-A0TR-01A-11R-A084-07",-1277.85976915287,-561.396651472288,-1839.25642062515,0.944408437399635
"TCGA-E2-A106-01A-11R-A10J-07",-610.979874268761,-1014.96193629589,-1625.94181056465,0.933652560655189
"TCGA-AQ-A1H2-01A-11R-A13Q-07",-266.559537248384,-197.761191398679,-464.320728647063,0.859334024258482
"TCGA-A2-A0CX-01A-21R-A00Z-07",1001.01024918017,468.240387992109,1469.25063717228,0.681741317641789
"TCGA-AR-A0TZ-01A-12R-A084-07",72.8906882012519,-584.690655973817,-511.799967772565,0.862877380131381
"TCGA-A2-A25F-01A-11R-A169-07",2013.13787229144,2858.75562755916,4871.89349985059,0.248054695886894
"TCGA-E2-A15D-01A-11R-A115-07",492.285111728127,-258.648776554554,233.636335173573,0.802524155084509
"TCGA-E2-A14X-01A-11R-A115-07",9.71803258695251,610.658916470152,620.376949057105,0.767380013624004
"TCGA-D8-A1Y1-01A-21R-A14M-07",1118.9629170184,165.349461935622,1284.31237895403,0.701348100554421
"TCGA-A8-A092-01A-11R-A00Z-07",120.779894772529,-290.172276295534,-169.392381523005,0.836395584625114
"TCGA-E2-A573-01A-11R-A29R-07",-173.944764697384,1295.00443517621,1121.05967047882,0.718226810000292
"TCGA-EW-A1IY-01A-11R-A13Q-07",1118.00500043742,1002.30955521236,2120.31455564978,0.608819401183988
"TCGA-C8-A133-01A-32R-A12D-07",-1301.56662589388,-617.23017606761,-1918.79680196149,0.948182622010421
"TCGA-BH-A1EV-11A-24R-A137-07",1152.88331750891,153.306495692942,1306.18981320186,0.699055374414926
"TCGA-B6-A2IU-01A-32R-A18M-07",-363.317998185284,-818.184326143432,-1181.50232432872,0.908315845504695
"TCGA-D8-A147-01A-11R-A115-07",-154.226264399402,313.288740412234,159.062476012832,0.809006885856054
"TCGA-AC-A3EH-01A-22R-A22K-07",195.947712847513,-205.243274889254,-9.29556204174145,0.823284661278849
"TCGA-A8-A09Z-01A-11R-A00Z-07",-159.627289091037,704.866364589224,545.239075498187,0.774405144984864
"TCGA-BH-A1FR-01A-11R-A13Q-07",-77.8071266975946,96.7398875320083,18.9327608344137,0.820925579495489
"TCGA-E2-A10B-01A-11R-A10J-07",589.496127532342,-123.356316266146,466.139811266195,0.781698852804107
"TCGA-E2-A2P6-01A-11R-A19W-07",-43.1096786362937,-95.4511219268768,-138.56080056317,0.833906362285735
"TCGA-E9-A227-01A-11R-A157-07",742.174338989061,679.430256047087,1421.60459503615,0.686841282941008
"TCGA-C8-A132-01A-31R-A115-07",1056.32314944472,827.496219732908,1883.81936917763,0.635986577168014
"TCGA-AQ-A1H3-01A-31R-A13Q-07",799.528204548268,99.1597632699727,898.687967818241,0.740552496874516
"TCGA-A2-A0YE-01A-11R-A109-07",-74.0899536754562,-712.775037433814,-786.86499110927,0.882575326093363
"TCGA-A8-A08L-01A-11R-A00Z-07",63.9653706556854,461.188971549729,525.154342205415,0.776267077202878
"TCGA-S3-AA17-01A-11R-A41B-07",483.736448617228,1814.19978225351,2297.93623087074,0.587931037030864
"TCGA-BH-A0BC-01A-22R-A084-07",1079.67184080349,980.671449374145,2060.34329017763,0.615779287257893
"TCGA-AR-A2LK-01A-11R-A180-07",481.056118878719,-61.8189919749692,419.23712690375,0.785974021322815
"TCGA-AO-A03R-01A-21R-A034-07",-93.8682526423258,520.062567267885,426.194314625559,0.785342223652124
"TCGA-BH-A1ET-01A-11R-A137-07",577.074905809847,-100.176617370645,476.898288439202,0.780712988527232
"TCGA-OL-A6VO-01A-12R-A33J-07",-623.034805133956,-133.815401848859,-756.850206982815,0.880495276940009
"TCGA-AR-A1AU-01A-11R-A12P-07",544.018023208843,-434.608958202331,109.409065006512,0.813269560153387
"TCGA-AO-A1KP-01A-11R-A13Q-07",-562.957139769392,-1096.429825143,-1659.3869649124,0.935399736951127
"TCGA-A8-A08R-01A-11R-A034-07",513.466995849438,862.181941993132,1375.64893784257,0.691728485023154
"TCGA-BH-A0E1-11A-13R-A089-07",-285.65201910345,-619.787306007765,-905.439325111215,0.890624715109534
"TCGA-AR-A0TV-01A-21R-A084-07",-301.844526611616,669.09120472597,367.246678114354,0.790669393740244
"TCGA-E9-A1RD-01A-11R-A157-07",430.114277959861,-291.136101890438,138.978176069424,0.810736283145102
"TCGA-A8-A09G-01A-21R-A00Z-07",92.4691596074675,501.127696686564,593.596856294031,0.769894610518733
"TCGA-AR-A1AI-01A-11R-A12P-07",-310.157895604167,1238.16452827269,928.00663266852,0.737653608200012
"TCGA-BH-A1FC-11A-32R-A13Q-07",1158.48409402111,480.568891634123,1639.05298565524,0.663296474235173
"TCGA-BH-A1FC-01A-11R-A13Q-07",-193.911653626549,940.459975371042,746.548321744493,0.755373884111352
"TCGA-C8-A12N-01A-11R-A115-07",1055.6236881479,198.651868959204,1254.2755571071,0.704484132708328
"TCGA-B6-A40C-01A-11R-A239-07",776.974428465144,64.0265633537181,841.000991818863,0.746216213830615
"TCGA-AC-A3TN-01A-11R-A22K-07",-2.1529652390275,-436.190965239236,-438.343930478263,0.85737770999718
"TCGA-A2-A0CP-01A-11R-A034-07",1026.96136882167,-216.489064666693,810.472304154978,0.749191900553974
"TCGA-E2-A14O-01A-31R-A115-07",-250.863060318466,-427.775410764313,-678.638471082779,0.874994947564652
"TCGA-AQ-A04J-01A-02R-A034-07",881.804634256731,1264.48933278895,2146.29396704568,0.60578971715654
"TCGA-S3-A6ZF-01A-32R-A32P-07",229.170217112232,184.145450017409,413.315667129642,0.786511116519263
"TCGA-A2-A0EU-01A-22R-A056-07",167.203724816323,-575.352099035496,-408.148374219174,0.855088015571791
"TCGA-C8-A12O-01A-11R-A115-07",1133.37236914475,339.525909440603,1472.89827858536,0.681349501871258
"TCGA-A2-A0CW-01A-21R-A115-07",-552.604459658394,-6.70814835753071,-559.312608015925,0.866381272446623
"TCGA-E9-A1RA-01A-11R-A14D-07",316.864267728169,-184.657493961015,132.206773767155,0.811317760159226
"TCGA-A1-A0SF-01A-11R-A144-07",472.664967291392,236.2068758979,708.871843189292,0.758986397797868
"TCGA-AC-A3W5-01A-11R-A22K-07",1462.76081790522,1242.0507119806,2704.81152988582,0.538599614579997
"TCGA-EW-A1PA-01A-11R-A144-07",202.136906869488,-275.385569801554,-73.2486629320661,0.828576962937826
"TCGA-D8-A73X-01A-11R-A32P-07",601.526770724796,-322.417459322161,279.109311402634,0.798523927155965
"TCGA-C8-A8HR-01A-11R-A36F-07",1466.34281993291,891.107625116248,2357.45044504916,0.580842048337373
"TCGA-AO-A0J3-01A-11R-A034-07",-1069.01284852942,-904.601378296314,-1973.61422682573,0.950708499294099
"TCGA-D8-A27L-01A-11R-A16F-07",1144.50788319632,352.880930612141,1497.38881380846,0.678713768796748
"TCGA-A8-A09D-01A-11R-A00Z-07",1496.78528086084,448.870727934608,1945.65600879545,0.628955828138445
"TCGA-EW-A1OX-01A-11R-A144-07",-1297.07662001654,-1497.45911253618,-2794.53573255273,0.981089931302686
"TCGA-AR-A1AY-01A-21R-A12P-07",-148.525109489862,-495.969398538683,-644.494508028546,0.872557528344043
"TCGA-LD-A66U-01A-11R-A31O-07",595.249775118094,768.664726119877,1363.91450123797,0.692971359801923
"TCGA-C8-A12Z-01A-11R-A115-07",-119.015871900487,-701.921125200401,-820.936997100888,0.884915779782332
"TCGA-LD-A7W6-01A-81R-A352-07",169.521849770572,-218.067905126269,-48.5460553556966,0.82654138132112
"TCGA-E9-A1N9-11A-71R-A14D-07",630.829496705052,-572.27024823134,58.5592484737123,0.817590165233596
"TCGA-E9-A228-01A-31R-A157-07",-88.47581995686,-297.700686506177,-386.176506463037,0.853411352266893
