## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373284_insert_size_histogram.pdf MINIMUM_PCT=0.5 INPUT=/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373284.Aligned.sortedByCoord.out.bam OUTPUT=/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373284_insert_size_metrics.txt    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Apr 12 07:04:27 UTC 2026

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
150	125	31	38	2725636	157.324525	52.561943	35165283	FR	13	25	37	51	63	77	95	135	389	3923	33821			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
38	3
39	3
40	9
41	7
42	11
43	14
44	17
45	28
46	26
47	34
48	25
49	40
50	44
51	58
52	55
53	71
54	81
55	109
56	360
57	240
58	238
59	207
60	199
61	229
62	267
63	297
64	259
65	280
66	321
67	394
68	6564
69	7341
70	9299
71	10245
72	11681
73	13240
74	14944
75	15830
76	18259
77	19149
78	21310
79	23047
80	25269
81	28937
82	30517
83	33618
84	35043
85	38696
86	42726
87	45478
88	47527
89	50177
90	55299
91	60165
92	65202
93	71537
94	75578
95	79897
96	84173
97	95063
98	98101
99	112421
100	114640
101	211656
102	227661
103	238541
104	251998
105	262551
106	272447
107	280436
108	287395
109	297180
110	307014
111	303623
112	322848
113	322520
114	334102
115	342125
116	348368
117	361094
118	362179
119	358149
120	355744
121	366216
122	361834
123	369391
124	373912
125	375063
126	373293
127	372705
128	366318
129	367148
130	364013
131	354847
132	359500
133	352667
134	359575
135	357049
136	351906
137	345994
138	339199
139	336798
140	327328
141	329649
142	323581
143	318246
144	318552
145	313216
146	304463
147	307797
148	296916
149	305205
150	292476
151	285884
152	283819
153	274478
154	271694
155	275324
156	264509
157	256154
158	249190
159	246881
160	240877
161	243626
162	231400
163	230087
164	221075
165	224513
166	223206
167	223518
168	214922
169	205826
170	204789
171	198318
172	190040
173	183876
174	175766
175	173155
176	172379
177	170452
178	166363
179	160850
180	159840
181	156478
182	149584
183	146486
184	141146
185	141509
186	139051
187	136113
188	137292
189	129943
190	127908
191	122956
192	122582
193	118508
194	117631
195	114314
196	114957
197	114556
198	113127
199	108889
200	105622
201	102440
202	101234
203	98584
204	94896
205	93717
206	91256
207	90219
208	87599
209	84787
210	83976
211	80106
212	79621
213	78783
214	75904
215	75417
216	73704
217	72468
218	72843
219	71562
220	69541
221	67362
222	65657
223	63605
224	62719
225	60957
226	60274
227	58287
228	58338
229	56816
230	55143
231	54614
232	53133
233	51420
234	50928
235	48811
236	48158
237	47477
238	46181
239	45019
240	43967
241	43435
242	42560
243	41104
244	40559
245	39547
246	39565
247	38308
248	37939
249	37007
250	36338
251	36359
252	34689
253	33165
254	32277
255	31991
256	31730
257	31280
258	30616
259	29678
260	30256
261	28765
262	28899
263	27174
264	27556
265	26495
266	25796
267	25722
268	25324
269	23935
270	23628
271	22922
272	23059
273	21840
274	21539
275	21688
276	20935
277	20178
278	20301
279	20220
280	19098
281	19051
282	18687
283	18363
284	17740
285	17374
286	17021
287	17223
288	16273
289	15968
290	15709
291	15391
292	15095
293	14854
294	14551
295	13989
296	13645
297	13303
298	13299
299	13231
300	12800
301	12548
302	12384
303	12328
304	11848
305	11826
306	11269
307	11538
308	10851
309	10813
310	10529
311	10288
312	10315
313	9948
314	9940
315	9509
316	9650
317	9196
318	9413
319	9108
320	8905
321	8903
322	8438
323	8535
324	8548
325	7952
326	7994
327	7912
328	7793
329	7646
330	7495
331	7221
332	7217
333	7249
334	7049
335	6775
336	6866
337	6705
338	6623
339	6450
340	6325
341	6284
342	6095
343	5987
344	5938
345	5813
346	5796
347	5706
348	5530
349	5644
350	5578
351	5426
352	5187
353	5305
354	5175
355	4992
356	4954
357	4982
358	4920
359	4720
360	4689
361	4695
362	4417
363	4580
364	4502
365	4387
366	4388
367	4249
368	4317
369	4208
370	4196
371	4149
372	4081
373	4040
374	3990
375	3861
376	3859
377	3831
378	3738
379	3791
380	3529
381	3507
382	3684
383	3550
384	3593
385	3585
386	3544
387	3426
388	3363
389	3321
390	3301
391	3241
392	3219
393	3259
394	3219
395	3171
396	3176
397	3025
398	3038
399	3023
400	2892
401	2968
402	2831
403	2807
404	2797
405	2874
406	2803
407	2821
408	2768
409	2643
410	2718
411	2642
412	2652
413	2625
414	2645
415	2535
416	2531
417	2463
418	2486
419	2488
420	2476
421	2350
422	2489
423	2480
424	2481
425	2355
426	2313
427	2388
428	2243
429	2282
430	2322
431	2384
432	2266
433	2331
434	2199
435	2200
436	2264
437	2095
438	2127
439	2082
440	2156
441	2080
442	2099
443	2192
444	2136
445	2150
446	2114
447	2066
448	2092
449	2286
450	2002
451	2134
452	1983
453	1939
454	1989
455	2011
456	1987
457	1980
458	1909
459	2027
460	1944

