## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373312_insert_size_histogram.pdf MINIMUM_PCT=0.5 INPUT=/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373312.Aligned.sortedByCoord.out.bam OUTPUT=/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373312_insert_size_metrics.txt    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Apr 11 20:11:56 UTC 2026

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
155	118	37	38	2101682	160.963955	61.201986	20251314	FR	15	31	45	61	75	93	115	197	2623	10027	87809			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
38	5
39	2
40	3
41	7
42	4
43	11
44	5
45	8
46	12
47	12
48	17
49	23
50	19
51	34
52	31
53	31
54	31
55	77
56	257
57	124
58	164
59	109
60	113
61	155
62	149
63	191
64	136
65	168
66	203
67	257
68	3961
69	4791
70	5758
71	6680
72	7497
73	8778
74	9782
75	10492
76	12419
77	12323
78	13644
79	14873
80	16436
81	19094
82	19560
83	21250
84	21918
85	23545
86	26228
87	28542
88	29724
89	30976
90	34814
91	38045
92	41179
93	46467
94	48240
95	49942
96	54480
97	60596
98	64007
99	71152
100	70179
101	123817
102	133016
103	134496
104	143346
105	148933
106	151770
107	160391
108	163328
109	166350
110	172568
111	162528
112	173095
113	172404
114	178839
115	183649
116	189096
117	200242
118	204610
119	195822
120	188750
121	195331
122	193407
123	197501
124	198547
125	199251
126	195853
127	194073
128	194074
129	191764
130	189322
131	180716
132	184464
133	175245
134	180844
135	179961
136	179009
137	177679
138	168632
139	167442
140	161908
141	165857
142	162322
143	158462
144	160297
145	158765
146	151019
147	153069
148	147175
149	156636
150	148752
151	146604
152	145737
153	139169
154	139140
155	141335
156	135192
157	129459
158	123887
159	123337
160	123020
161	128154
162	120104
163	122345
164	112753
165	117387
166	120033
167	129604
168	119263
169	112223
170	112612
171	109736
172	102985
173	93907
174	86888
175	88120
176	86776
177	86327
178	87075
179	81911
180	84914
181	82333
182	77422
183	74507
184	71057
185	71840
186	69440
187	68618
188	75491
189	69329
190	69534
191	66764
192	68646
193	70259
194	64270
195	63632
196	65834
197	67935
198	65984
199	61789
200	61126
201	54997
202	56135
203	52371
204	48699
205	49520
206	47386
207	46232
208	45855
209	43204
210	43888
211	40415
212	41520
213	41244
214	40526
215	42051
216	39462
217	38825
218	40170
219	39834
220	38990
221	37735
222	36868
223	35882
224	36351
225	34565
226	35187
227	33290
228	32468
229	32624
230	31631
231	31480
232	30808
233	29775
234	28998
235	27902
236	28752
237	27998
238	27360
239	27006
240	26024
241	26426
242	25435
243	24090
244	23888
245	23497
246	23337
247	23101
248	23449
249	22734
250	22546
251	21970
252	21140
253	19823
254	19432
255	19298
256	18966
257	18518
258	18987
259	17857
260	18754
261	17955
262	19164
263	18240
264	18663
265	18226
266	18581
267	18952
268	18805
269	16220
270	15272
271	14177
272	14861
273	13807
274	13606
275	13255
276	13294
277	13025
278	12911
279	12793
280	12404
281	12247
282	11917
283	11658
284	11619
285	11630
286	11089
287	10858
288	10498
289	9785
290	9675
291	9544
292	9511
293	9539
294	9064
295	8808
296	8649
297	8480
298	8338
299	8178
300	7984
301	8127
302	7837
303	8115
304	7776
305	7923
306	7323
307	7149
308	7335
309	7152
310	7060
311	6870
312	6703
313	6583
314	6631
315	6418
316	6290
317	6076
318	6073
319	5994
320	6301
321	6198
322	5903
323	5817
324	5696
325	5692
326	5700
327	5590
328	5372
329	5205
330	4985
331	5103
332	5101
333	4955
334	4838
335	4656
336	4639
337	4541
338	4567
339	4506
340	4236
341	4368
342	4171
343	4335
344	4161
345	4199
346	4182
347	4054
348	3978
349	3912
350	3943
351	3875
352	3791
353	3760
354	3692
355	3608
356	3357
357	3654
358	3387
359	3428
360	3537
361	3341
362	3275
363	3242
364	3223
365	3157
366	3132
367	3057
368	3114
369	2994
370	2978
371	3008
372	3021
373	2946
374	2874
375	2870
376	2710
377	2773
378	2776
379	2613
380	2716
381	2628
382	2628
383	2561
384	2641
385	2508
386	2505
387	2545
388	2381
389	2410
390	2551
391	2450
392	2411
393	2304
394	2378
395	2236
396	2369
397	2318
398	2314
399	2254
400	2168
401	2132
402	2196
403	2081
404	2223
405	2099
406	2053
407	2101
408	2102
409	2022
410	2080
411	1993
412	1923
413	1985
414	1928
415	1892
416	2011
417	1912
418	1910
419	1952
420	1765
421	1924
422	1794
423	1831
424	1795
425	1763
426	1857
427	1760
428	1723
429	1762
430	1648
431	1774
432	1622
433	1743
434	1734
435	1643
436	1643
437	1620
438	1594
439	1686
440	1691
441	1675
442	1614
443	1656
444	1617
445	1670
446	1548
447	1592
448	1584
449	1510
450	1523
451	1473
452	1524
453	1487
454	1501
455	1558
456	1600
457	1483
458	1441
459	1462
460	1427
461	1427
462	1368
463	1439
464	1357
465	1486
466	1492
467	1446
468	1460
469	1387
470	1390
471	1475
472	1388
473	1387
474	1336
475	1347
476	1413
477	1422
478	1381
479	1335
480	1320
481	1375
482	1331
483	1317
484	1386
485	1328
486	1301
487	1352
488	1360
489	1303
490	1365
491	1310
492	1390
493	1334
494	1277
495	1378
496	1327
497	1308
498	1415
499	1412
500	1264
501	1315
502	1384
503	1354
504	1368
505	1263
506	1300
507	1355
508	1233
509	1308
510	1276
511	1296
512	1305
513	1286
514	1319
515	1220
516	1314
517	1283
518	1263
519	1227
520	1316
521	1229
522	1233
523	1333
524	1185
525	1159

