"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",1,0,0,0.0313014827018122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,1,0.0133333333333333,0,0.946398659966499,0,1,0.0247933884297521,1,0.0390243902439024,0.241491085899514,0.0202360876897133,0.0115321252059308,0.118845500848896,0.570502431118314,0.0102389078498294,0.418760469011725,0
"3",0,0.0133333333333333,1,0,0.109028960817717,0.858131487889273,0.0261324041811847,0.0998336106489185,0.0238907849829352,0,0.888341543513957,0.00170357751277683,0,0.0226086956521739,0.11744966442953,0,0.00687285223367698,0.932998324958124
"4",0.0313014827018122,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0,0.946398659966499,0.109028960817717,0,1,0.0630323679727428,1,0.0167785234899329,1,0.0297029702970297,0.416943521594684,0.0104347826086957,0,0.128695652173913,0.47245409015025,0.00174520069808028,0.305317324185249,0.0492359932088285
"6",0,0,0.858131487889273,0,0.0630323679727428,1,0.0017636684303351,0.104906937394247,0.0136054421768707,0.087893864013267,0.570951585976628,0.015358361774744,0.033500837520938,0.236234458259325,0.0764119601328904,0.0123022847100176,0.00680272108843537,1
"7",0,1,0.0261324041811847,0,1,0.0017636684303351,1,0.0101522842639594,1,0.0434056761268781,0.271356783919598,0.00523560209424084,0.00346020761245675,0.137566137566138,0.459731543624161,0.00174825174825175,0.302608695652174,0
"8",0,0.0247933884297521,0.0998336106489185,0,0.0167785234899329,0.104906937394247,0.0101522842639594,1,0.025,0.260450160771704,0.0909090909090909,0.759259259259259,0.427392739273927,0.0102564102564103,0.401929260450161,0.612349914236707,0.563545150501672,0.157284768211921
"9",0,1,0.0238907849829352,0,1,0.0136054421768707,1,0.025,1,0.0166389351081531,0.295269168026101,0.0186757215619694,0.00166666666666667,0.11986301369863,0.416528925619835,0.00343642611683849,0.265651438240271,0
"10",0,0.0390243902439024,0,0,0.0297029702970297,0.087893864013267,0.0434056761268781,0.260450160771704,0.0166389351081531,1,0.019047619047619,0.589018302828619,1,0.764309764309764,0.128410914927769,0.814940577249576,0.334983498349835,0.0392798690671031
"11",0,0.241491085899514,0.888341543513957,0,0.416943521594684,0.570951585976628,0.271356783919598,0.0909090909090909,0.295269168026101,0.019047619047619,1,0.0134003350083752,0,0.0604026845637584,0.279293739967897,0.00168634064080944,0.0561797752808989,0.669381107491857
"12",0,0.0202360876897133,0.00170357751277683,0,0.0104347826086957,0.015358361774744,0.00523560209424084,0.759259259259259,0.0186757215619694,0.589018302828619,0.0134003350083752,1,0.793220338983051,0.309027777777778,0.464527027027027,0.911611785095321,0.701873935264055,0.00514579759862779
"13",0,0.0115321252059308,0,0,0,0.033500837520938,0.00346020761245675,0.427392739273927,0.00166666666666667,1,0,0.793220338983051,1,0.585365853658537,0.227197346600332,1,0.481164383561644,0.00837520938023451
"14",0,0.118845500848896,0.0226086956521739,0,0.128695652173913,0.236234458259325,0.137566137566138,0.0102564102564103,0.11986301369863,0.764309764309764,0.0604026845637584,0.309027777777778,0.585365853658537,1,0.115771812080537,0.389679715302491,0.159090909090909,0.0623916811091854
"15",0,0.570502431118314,0.11744966442953,0,0.47245409015025,0.0764119601328904,0.459731543624161,0.401929260450161,0.416528925619835,0.128410914927769,0.279293739967897,0.464527027027027,0.227197346600332,0.115771812080537,1,0.309882747068677,1,0.0517529215358932
"16",0,0.0102389078498294,0,0,0.00174520069808028,0.0123022847100176,0.00174825174825175,0.612349914236707,0.00343642611683849,0.814940577249576,0.00168634064080944,0.911611785095321,1,0.389679715302491,0.309882747068677,1,0.542955326460481,0
"17",0,0.418760469011725,0.00687285223367698,0,0.305317324185249,0.00680272108843537,0.302608695652174,0.563545150501672,0.265651438240271,0.334983498349835,0.0561797752808989,0.701873935264055,0.481164383561644,0.159090909090909,1,0.542955326460481,1,0.00504201680672269
"18",0,0,0.932998324958124,0,0.0492359932088285,1,0,0.157284768211921,0,0.0392798690671031,0.669381107491857,0.00514579759862779,0.00837520938023451,0.0623916811091854,0.0517529215358932,0,0.00504201680672269,1
