cell_line	sample_id	cell_tech_id	cell_line_display	degree	betweenness	component	community_louv	community_leid	mean_edge_sim	max_edge_sim	is_outlier
EFM_192C	NG-29643_EFM_192C_lib581294_7997_4	EFM_192C	EFM_192C	8	37.4	1	1	1	0.5365392171053992	0.6277838664984802	FALSE
CAL_120	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	3	2	3	4	10	0.5155598216710657	0.5617846318502103	FALSE
CAL_85_1	NG-29643_CAL_85_1_lib581300_7997_4	CAL_85_1	CAL_85_1	3	4	2	3	11	0.4784741918468725	0.5183704394136615	FALSE
EFM_192A	NG-29643_EFM_192A_lib581292_7997_4	EFM_192A	EFM_192A	3	17.6	1	2	12	0.47828049433166553	0.5142682701494042	FALSE
EFM_192B	NG-29643_EFM_192B_lib581293_7997_4	EFM_192B	EFM_192B	3	24	1	2	13	0.4611611389784211	0.5142682701494042	FALSE
ETCC_007	NG-29643_ETCC_007_lib581312_7997_4	ETCC_007	ETCC_007	2	1	4	6	14	0.6458724709032411	0.7495195525900974	FALSE
MDA_MB_468	NG-30919_MDA_MB_468_B_lib628474_10098_2	MDA_MB_468	MDA_MB_468	2	0	2	3	15	0.6064074419290529	0.6944444444444444	FALSE
HCC_1937	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	HCC_1937	2	0	2	3	16	0.5926453948649735	0.6944444444444444	FALSE
MDA_MB_231	NG-29643_MDA_MB_231_lib581314_8005_3	MDA_MB_231	MDA_MB_231	2	0	3	4	17	0.5684412272899633	0.5750978227297163	FALSE
JIMT_1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	2	0	3	4	18	0.5656229258574539	0.5750978227297163	FALSE
HCC_1143	NG-29643_HCC_1143_lib581306_7997_4	HCC_1143	HCC_1143	2	3	2	3	19	0.5540260743555654	0.6818463578696772	FALSE
KPL_1	NG-29643_KPL_1_lib581296_7997_4	KPL_1	KPL_1	6	1.3	1	1	2	0.6436375166291004	0.7642631154490374	FALSE
EVSA_T	NG-29643_EVSA_T_lib581299_7997_4	EVSA_T	EVSA_T	2	13	1	5	20	0.5471370375731508	0.6071051924150623	FALSE
DU_4475	NG-29643_DU_4475_lib581298_7997_4	DU_4475	DU_4475	2	13	1	2	21	0.4334464550980193	0.43656162163166107	FALSE
ETCC_006	NG-29643_ETCC_006_lib581311_8005_3	ETCC_006	ETCC_006	1	0	4	6	22	0.7495195525900974	0.7495195525900974	FALSE
HCC_1599	NG-29643_HCC_1599_lib581304_7997_4	HCC_1599	HCC_1599	1	0	2	3	23	0.6818463578696772	0.6818463578696772	FALSE
HS_578T	NG-30919_HS_578T_B_lib628473_10098_2	HS_578T	HS_578T	1	0	4	6	24	0.5422253892163849	0.5422253892163849	FALSE
MDA_MB_453	NG-29643_MDA_MB_453_lib581289_7997_4	MDA_MB_453	MDA_MB_453	1	0	1	5	25	0.48716888273123926	0.48716888273123926	FALSE
SK_BR_3	NG-29643_SK_BR_3_lib581307_7997_4	SK_BR_3	SK_BR_3	1	0	1	2	26	0.43656162163166107	0.43656162163166107	FALSE
CAL_51	NG-29643_CAL_51_lib581295_7997_4	CAL_51	CAL_51	1	0	3	4	27	0.42874680417779554	0.42874680417779554	FALSE
BT_474	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	6	3.4666666666666663	1	1	3	0.6222695534095687	0.7642631154490374	FALSE
MCF_7	NG-29643_MCF_7_lib581315_7997_4	MCF_7	MCF_7	6	3.4666666666666663	1	1	4	0.6084837706872902	0.7642631154490374	FALSE
MFM_223	NG-29643_MFM_223_lib581297_7997_4	MFM_223	MFM_223	6	3.4666666666666663	1	1	5	0.5984890782136383	0.7229057672822019	FALSE
T_47D	NG-29643_T_47D_lib581309_8005_3	T_47D	T_47D	6	1.3	1	1	6	0.5433459473245242	0.6153766620484294	FALSE
CAL_148	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	5	15	1	2	7	0.4526974689291864	0.4830331479145557	FALSE
EFM_19	NG-29643_EFM_19_lib581291_7997_4	EFM_19	EFM_19	4	3	1	1	8	0.47579561198535947	0.545069170164809	FALSE
IPH_926	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	3	24	1	5	9	0.5416227244842394	0.6071051924150623	FALSE
COLO_824	NG-29643_COLO_824_lib581290_7997_4	COLO_824	COLO_824	0	0	5	7	28	NA	NA	TRUE
HDQ_P1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	0	0	6	8	29	NA	NA	TRUE
