cell_line1	cell_line2	similarity	sample_id1	cell_line1_display	sample_id2	cell_line2_display
CHP_126	NMB	0.8391250659998007	NG-A0611_CHP126_libLAB6088	CHP_126	NG-A0611_NMB_libLAB6080	NMB
CHP_134	IMR_32	0.833227592969239	NG-A0611_CHP134_libLAB6074	CHP_134	NG-A0611_IMR32_libLAB6079	IMR_32
CHP_126	LAN2	0.827417283024581	NG-A0611_CHP126_libLAB6088	CHP_126	NG-A0611_LAN2_libLAB6083	LAN2
LAN6	NBL_S	0.8265285837387935	NG-A0611_LAN6_libLAB6089	LAN6	NG-A0611_NBLS_libLAB6077	NBL_S
MHH_NB_11	SIMA	0.7902512858368125	NG-A0611_MHHNB11_libLAB6084	MHH_NB_11	NG-A0611_SIMA_libLAB6086	SIMA
IMR_32	LAN5	0.789153645995634	NG-A0611_IMR32_libLAB6079	IMR_32	NG-A0611_LAN5_libLAB6087	LAN5
LAN5	MHH_NB_11	0.7729604378271608	NG-A0611_LAN5_libLAB6087	LAN5	NG-A0611_MHHNB11_libLAB6084	MHH_NB_11
CHP_134	LAN1	0.7630737906629269	NG-A0611_CHP134_libLAB6074	CHP_134	NG-A0611_LAN1_libLAB6085	LAN1
IMR_32	LAN1	0.7605668121808254	NG-A0611_IMR32_libLAB6079	IMR_32	NG-A0611_LAN1_libLAB6085	LAN1
KELLY	NBL_S	0.7599018178147999	NG-A0611_KELLY_libLAB6075	KELLY	NG-A0611_NBLS_libLAB6077	NBL_S
NBL_S	SIMA	0.751418024901189	NG-A0611_NBLS_libLAB6077	NBL_S	NG-A0611_SIMA_libLAB6086	SIMA
KELLY	LAN6	0.7323223687579078	NG-A0611_KELLY_libLAB6075	KELLY	NG-A0611_LAN6_libLAB6089	LAN6
CHP_126	LAN5	0.7303888229138611	NG-A0611_CHP126_libLAB6088	CHP_126	NG-A0611_LAN5_libLAB6087	LAN5
CHP_126	IMR_32	0.7295303434796443	NG-A0611_CHP126_libLAB6088	CHP_126	NG-A0611_IMR32_libLAB6079	IMR_32
CHP_134	LAN5	0.7232944237318644	NG-A0611_CHP134_libLAB6074	CHP_134	NG-A0611_LAN5_libLAB6087	LAN5
LAN2	NMB	0.723095285458524	NG-A0611_LAN2_libLAB6083	LAN2	NG-A0611_NMB_libLAB6080	NMB
