"","StromalScore","ImmuneScore","ESTIMATEScore","tumourPurity"
"TCGA-A7-A56D-01A-11R-A27Q-07",831.121394990782,319.635152113976,1150.75654710476,0.715186854712118
"TCGA-AC-A3OD-01A-11R-A21T-07",825.681472721075,832.49541384287,1658.17688656394,0.661193101382351
"TCGA-E2-A109-01A-11R-A10J-07",199.764344386152,-598.078304977333,-398.313960591182,0.854338654484607
"TCGA-BH-A0DK-11A-13R-A089-07",-25.5935694630346,-989.903185289506,-1015.49675475254,0.897854556080165
"TCGA-E2-A15O-01A-11R-A115-07",-591.331561454563,-783.317245468029,-1374.64880692259,0.919808296360177
"TCGA-BH-A0DK-01A-21R-A056-07",1363.11913446788,1211.9238043712,2575.04293883908,0.554550491852038
"TCGA-B6-A0WW-01A-11R-A109-07",308.559559704737,-802.559164906912,-493.999605202176,0.861553848357433
"TCGA-E2-A2P5-01A-11R-A19W-07",305.916620261319,-573.004704446283,-267.088084184964,0.844169770747166
"TCGA-E9-A3Q9-01A-11R-A21T-07",279.05035876421,294.831737093188,573.882095857398,0.771738186160013
"TCGA-E2-A158-01A-11R-A12D-07",-1194.4448642131,-1057.23178484332,-2251.67664905643,0.962569744160713
"TCGA-A1-A0SD-01A-11R-A115-07",857.374888165399,-376.763507187428,480.611380977971,0.780372283338896
"TCGA-E9-A5FL-01A-11R-A27Q-07",256.374744409525,-208.716346026898,47.658398382627,0.81851046725984
"TCGA-BH-A1FU-11A-23R-A14D-07",863.106637659704,-528.115521639568,334.991116020136,0.79355933487804
"TCGA-AR-A1AT-01A-11R-A12P-07",462.21107529275,964.852633866517,1427.06370915927,0.686258646512493
"TCGA-A1-A0SE-01A-11R-A084-07",585.943280022784,-852.174431355978,-266.231151333194,0.844102332256354
"TCGA-AN-A0XN-01A-21R-A109-07",1769.21396140771,616.72706794185,2385.94102934956,0.577432691685187
"TCGA-A2-A0YG-01A-21R-A109-07",-231.884869608362,-640.787221710495,-872.672091318857,0.888427194806766
"TCGA-E9-A1RF-01A-11R-A157-07",936.347224164026,473.017760251069,1409.3649844151,0.688145979840797
"TCGA-B6-A0RQ-01A-11R-A115-07",-211.101739622791,-1165.52493727848,-1376.62667690127,0.919922173173405
"TCGA-A7-A6VY-01A-12R-A33J-07",504.796088054846,661.234755221596,1166.03084327644,0.713617987397583
"TCGA-A7-A13D-01B-04R-A277-07",242.411365107472,-1170.92510661976,-928.51374151229,0.892159830457235
"TCGA-BH-A203-11A-42R-A169-07",578.530947191853,-649.228336325871,-70.6973891340189,0.828367233041153
"TCGA-GM-A2DD-01A-11R-A180-07",1208.96532991778,1624.23967905536,2833.20500897313,0.522625415143378
"TCGA-E9-A2JT-01A-22R-A18M-07",974.810431203085,2625.4617523305,3600.27218353358,0.423523106687907
"TCGA-EW-A1OW-01A-21R-A144-07",517.416858521091,-394.473109314542,122.943749206549,0.812111900579945
"TCGA-AN-A03X-01A-21R-A00Z-07",1418.57737851083,-101.314759400159,1317.26261911067,0.69789220975791
"TCGA-EW-A1PB-01A-11R-A144-07",122.266948085658,1857.92392372543,1980.19087181108,0.625006668300277
"TCGA-AC-A2FO-01A-11R-A180-07",1070.50550398094,775.273933581722,1845.77943756267,0.640285675169097
"TCGA-BH-A18M-01A-11R-A12D-07",1027.33309280104,-314.164765834876,713.168326966165,0.75857561096732
"TCGA-A8-A090-01A-11R-A00Z-07",660.198503298511,98.8665534597004,759.065056758211,0.754168630523814
"TCGA-AC-A2FM-01A-11R-A19W-07",-184.035957364021,-1221.56847117496,-1405.60442853898,0.921581685993648
"TCGA-BH-A1FJ-11B-42R-A13Q-07",1319.4637006443,-68.6701948704762,1250.79350577382,0.704846795989262
"TCGA-A8-A099-01A-11R-A00Z-07",233.944116879224,-363.371152287598,-129.427035408374,0.833165655717022
"TCGA-AO-A12B-01A-11R-A10J-07",-560.196063647489,-780.339384024455,-1340.53544767194,0.917832011056028
"TCGA-E2-A15F-01A-11R-A115-07",-164.11928512815,-601.726959439413,-765.846244567564,0.881120505214667
"TCGA-AO-A0JF-01A-11R-A056-07",1657.66893415178,386.128291947299,2043.79722609908,0.617691142662055
"TCGA-E2-A576-01A-11R-A31O-07",-183.376427338867,-705.864782445967,-889.241209784834,0.889540967588326
"TCGA-AN-A0AR-01A-11R-A00Z-07",-905.851600679383,-1174.95295045947,-2080.80455113885,0.95546960340288
"TCGA-AC-A3OD-01B-06R-A22O-07",1078.9629733233,1436.79407922244,2515.75705254574,0.561771171380875
"TCGA-LL-A5YN-01A-11R-A28M-07",146.300822605645,1802.27909518864,1948.57991779429,0.628622095694931
"TCGA-E9-A1R0-01A-22R-A16F-07",692.525563214871,-295.401704653256,397.123858561615,0.787976729816175
"TCGA-AN-A03Y-01A-21R-A00Z-07",-23.8191203100149,-315.488078717818,-339.307199027833,0.849805133447999
"TCGA-A7-A4SC-01A-12R-A266-07",703.979585063393,-123.596241404555,580.383343658837,0.771130951994766
"TCGA-OL-A5D6-01A-21R-A27Q-07",997.351624439267,-145.523506472555,851.828117966712,0.745157271344196
"TCGA-EW-A1IZ-01A-11R-A13Q-07",85.4823224293363,1806.74320483849,1892.22552726783,0.635033872017251
"TCGA-BH-A0EB-01A-11R-A034-07",1246.37696874721,791.909471641236,2038.28644038844,0.618327091543095
"TCGA-C8-A3M8-01A-11R-A213-07",142.268643997673,-934.019178226633,-791.75053422896,0.882912278061001
"TCGA-AO-A129-01A-21R-A10J-07",164.272027460842,752.475537157353,916.747564618195,0.738768469577652
"TCGA-D8-A27P-01A-11R-A16F-07",132.180594797598,-943.052837020081,-810.872242222484,0.884226718652754
"TCGA-E2-A152-01A-11R-A12D-07",1006.46174337982,-251.770215559062,754.69152782076,0.754590053201076
"TCGA-BH-A1FU-01A-11R-A14D-07",1184.48567421742,150.642160531301,1335.12783474872,0.696011637360608
"TCGA-E9-A1NI-01A-11R-A14D-07",709.71005863923,-591.832853937731,117.877204701499,0.812545631992602
"TCGA-D8-A27M-01A-11R-A16F-07",1114.48542081691,1170.44112244855,2284.92654326546,0.589474718214577
"TCGA-A2-A0YF-01A-21R-A109-07",104.64472034089,-19.302634578241,85.3420857626492,0.815320144633896
"TCGA-E9-A1RG-01A-11R-A14D-07",184.370145166431,-142.391448384186,41.9786967822458,0.818989144619533
"TCGA-B6-A0X4-01A-11R-A109-07",-1370.84851756756,-1587.92144805562,-2958.76996562318,0.985470498427096
"TCGA-AO-A0J4-01A-11R-A034-07",156.525458977547,573.547981971484,730.073440949031,0.756956385374662
"TCGA-A7-A425-01A-11R-A24H-07",727.588256637927,215.436402531575,943.024659169502,0.736163402993387
"TCGA-A8-A08X-01A-21R-A00Z-07",1102.88720634281,571.627310206289,1674.5145165491,0.659392053419353
"TCGA-OL-A66N-01A-12R-A31O-07",630.464735769223,167.155245414771,797.619981183994,0.750440143142301
"TCGA-B6-A1KF-01A-11R-A13Q-07",-265.777509860799,-1449.00154012762,-1714.77904998842,0.938243811997227
"TCGA-AC-A2FE-01A-11R-A19W-07",1098.34078943125,1314.81389686523,2413.15468629648,0.574166708711093
"TCGA-A2-A0CM-01A-31R-A034-07",600.447905854339,918.816424330555,1519.26433018489,0.676352053123703
"TCGA-GM-A5PX-01A-12R-A28M-07",956.526078159767,-371.657882736861,584.868195422906,0.770711645321529
"TCGA-AR-A1AR-01A-31R-A137-07",994.177184383979,1126.6688907804,2120.84607516438,0.608757504661017
"TCGA-AO-A0J6-01A-11R-A034-07",-748.638751147527,493.550099070582,-255.088652076945,0.843224229696538
"TCGA-E2-A156-01A-11R-A12D-07",-772.810917313685,-976.355840205093,-1749.16675751878,0.939978234277174
"TCGA-D8-A73W-01A-22R-A352-07",960.517641066431,331.768814312833,1292.28645537926,0.700513264356985
"TCGA-E2-A107-01A-11R-A10J-07",-632.240738419367,-829.544920380559,-1461.78565879993,0.924751573536806
"TCGA-E2-A158-11A-22R-A12D-07",1678.76222659741,-46.0988745407447,1632.66335205667,0.663998084182608
"TCGA-AC-A23G-01A-11R-A213-07",1787.5765841982,290.986669497611,2078.56325369581,0.613669815252835
"TCGA-A2-A1G4-01A-11R-A13Q-07",-438.904971719435,-521.357296105074,-960.262267824509,0.894255291687069
"TCGA-AO-A1KO-01A-31R-A13Q-07",259.973946811148,-694.381562426294,-434.407615615146,0.857080177560951
"TCGA-A2-A3XS-01A-11R-A22U-07",27.4984510227207,-80.5448370343632,-53.0463860116425,0.826913034744155
"TCGA-B6-A0RH-01A-21R-A115-07",607.657416287572,-514.839458742138,92.8179575454344,0.814684264459268
"TCGA-D8-A1JH-01A-11R-A13Q-07",1230.1704839217,150.923915190328,1381.09439911203,0.691151021414966
"TCGA-AO-A03P-01A-11R-A00Z-07",28.4747809282803,-812.333771868021,-783.858990939741,0.882367779118721
"TCGA-OL-A5DA-01A-11R-A27Q-07",-42.8744061056888,-559.112107565651,-601.98651367134,0.869492407403852
"TCGA-A8-A07B-01A-11R-A00Z-07",592.838325145832,-691.856235307029,-99.0179101611974,0.83068882887509
"TCGA-A2-A25A-01A-12R-A16F-07",1337.01056937632,249.952242919465,1586.96281229578,0.668999138833118
"TCGA-A2-A04R-01A-41R-A109-07",11.6847251150984,-1245.00336929365,-1233.31864417855,0.91147103118763
"TCGA-A2-A04T-01A-21R-A034-07",-315.603537725328,270.139880895105,-45.4636568302234,0.826286617672856
"TCGA-AR-A1AX-01A-11R-A12P-07",866.388441568546,1439.80710711928,2306.19554868783,0.586949904034567
"TCGA-C8-A26V-01A-11R-A16F-07",47.7704334150375,-404.520137250231,-356.749703835194,0.851151903216377
"TCGA-BH-A18R-11A-42R-A12D-07",794.960609634796,-589.717445849459,205.243163785337,0.805003762034341
"TCGA-AN-A0XR-01A-11R-A109-07",-250.795364230128,-1027.03988848945,-1277.83525271957,0.914139620971425
"TCGA-BH-A0HQ-01A-11R-A034-07",611.774393029023,-699.525223210249,-87.7508301812269,0.829766918905804
"TCGA-LL-A5YM-01A-11R-A28M-07",33.751806413868,-333.3688616129,-299.617055199032,0.846719833603346
"TCGA-D8-A1X5-01A-11R-A14D-07",748.937743698199,104.569691550985,853.507435249184,0.744992857757199
"TCGA-A7-A0DB-01A-11R-A00Z-07",830.163283855345,-29.7284732269362,800.434810628409,0.750166989707812
"TCGA-EW-A1P6-01A-11R-A144-07",568.709254708716,-826.889142196007,-258.179887487291,0.843468065666866
"TCGA-A7-A0DB-01C-02R-A277-07",1180.31503674004,-427.792336120544,752.522700619492,0.754798920807178
"TCGA-LL-A73Y-01A-11R-A33J-07",693.647195633793,263.584331650911,957.231527284704,0.734750394198173
"TCGA-E2-A1L8-01A-11R-A13Q-07",688.906337968215,-402.589906912171,286.316431056044,0.79788665070989
"TCGA-AR-A1AM-01A-41R-A22K-07",631.821755217515,-216.125555800656,415.696199416859,0.786295266086994
"TCGA-E2-A1LG-01A-21R-A14M-07",-1065.88597993664,-631.860376909259,-1697.7463568459,0.937375873652908
"TCGA-E2-A14W-01A-11R-A12D-07",-562.477277170417,-1356.30990689022,-1918.78718406063,0.948182173445304
"TCGA-C8-A27B-01A-11R-A169-07",-182.158329921042,843.55702778487,661.398697863827,0.7635051730183
"TCGA-EW-A1P1-01A-31R-A14D-07",1630.00715530699,692.850649638521,2322.85780494551,0.584967952875164
"TCGA-AN-A0FN-01A-11R-A034-07",2107.42375123728,1400.85553652292,3508.2792877602,0.43571673510378
"TCGA-BH-A0AW-01A-11R-A056-07",1047.59572556162,1558.89197838888,2606.4877039505,0.550703620788776
"TCGA-AR-A0TX-01A-11R-A084-07",873.576913331191,950.767175107302,1824.34408843849,0.64269941410533
"TCGA-E9-A3QA-01A-61R-A22K-07",269.799398837643,1532.5821038221,1802.38150265975,0.645165923065458
"TCGA-A2-A0SU-01A-11R-A084-07",384.629461909469,-367.65859518871,16.9708667207589,0.821089994050167
"TCGA-GM-A2DA-01A-11R-A18M-07",972.380740816819,720.434834935668,1692.81557575249,0.657370055659953
"TCGA-OL-A5D7-01A-11R-A27Q-07",-537.053839206198,1000.94218369417,463.888344487974,0.781904921712589
"TCGA-E9-A1RF-11A-32R-A157-07",1782.86522909859,410.501629704677,2193.36685880327,0.600277727337038
"TCGA-BH-A0EE-01A-11R-A034-07",-1208.82987452572,-166.136107970857,-1374.96598249658,0.919826563115953
"TCGA-BH-A0H6-01A-21R-A056-07",620.445613043119,-907.179208492032,-286.733595448913,0.845712158510484
"TCGA-OL-A66L-01A-12R-A31O-07",845.799447746558,523.962220954304,1369.76166870086,0.692352302901612
"TCGA-A7-A13D-01A-13R-A12P-07",-57.1891079306974,-866.698282290617,-923.887390221315,0.891852864194013
"TCGA-A7-A13D-01A-13R-A277-07",95.2612654235531,-949.273947375819,-854.012681952266,0.887166621735288
"TCGA-E9-A5FK-01A-11R-A27Q-07",720.898390795353,1818.03751610688,2538.93590690223,0.558953155458977
"TCGA-D8-A1JL-01A-11R-A13Q-07",978.023894363138,965.998652387858,1944.022546751,0.629142219644396
"TCGA-BH-A203-01A-12R-A169-07",257.949195127907,260.399424456461,518.348619584368,0.776896464226353
"TCGA-EW-A1PE-01A-11R-A144-07",911.005903277526,711.510302405158,1622.51620568268,0.665111084984956
"TCGA-AR-A0TP-01A-11R-A084-07",-649.750390320095,-1344.10750730064,-1993.85789762073,0.951625732382221
"TCGA-EW-A6SA-01A-21R-A32P-07",-947.327832114567,-1581.58907548357,-2528.91690759814,0.972799646849028
"TCGA-BH-A18M-11A-33R-A12D-07",1342.85021630122,-91.3925516661421,1251.45766463508,0.704777636596412
"TCGA-BH-A18R-01A-11R-A12D-07",-262.97455415356,-443.754791240462,-706.729345394021,0.87698378045874
"TCGA-BH-A0BP-01A-11R-A115-07",1155.97163328853,-427.856636731873,728.114996556658,0.757144210313635
"TCGA-E9-A1ND-01A-11R-A144-07",604.313058927164,1536.67750827116,2140.99056719833,0.606408909596994
"TCGA-E9-A1ND-11A-43R-A144-07",1812.2812030093,1430.28256383982,3242.56376684911,0.470483277412967
"TCGA-E2-A1IH-01A-11R-A13Q-07",1584.0298865969,1227.67207717082,2811.70196376772,0.525313833227571
"TCGA-S3-A6ZH-01A-22R-A32P-07",-559.771303884895,-574.169624087299,-1133.94092797219,0.905373492904337
"TCGA-BH-A0C1-01B-11R-A12D-07",714.89266800502,33.3844829126444,748.277150917664,0.755207564463022
"TCGA-A2-A4RX-01A-11R-A266-07",1030.35649679656,11.2922138249585,1041.64871062152,0.726288605088966
"TCGA-AC-A5EH-01A-11R-A28M-07",1010.16516886411,105.655929311882,1115.82109817599,0.718761648084386
"TCGA-AR-A0TR-01A-11R-A084-07",-1275.01669241217,-784.481967677786,-2059.49866008995,0.954542052147699
"TCGA-E2-A106-01A-11R-A10J-07",-609.74857653274,-1253.9000100761,-1863.64858660884,0.945579554286528
"TCGA-AQ-A1H2-01A-11R-A13Q-07",-265.025768367109,-411.874194751397,-676.899963118506,0.874871372060109
"TCGA-A2-A0CX-01A-21R-A00Z-07",1001.5760513579,255.467949826649,1257.04400118455,0.704195661849782
"TCGA-AR-A0TZ-01A-12R-A084-07",73.391990110591,-799.038054407774,-725.646064297183,0.878314684015208
"TCGA-A2-A25F-01A-11R-A169-07",2014.51942478352,2771.40615551973,4785.92558030325,0.2602593179801
"TCGA-E2-A15D-01A-11R-A115-07",492.526940851344,-498.028148824019,-5.5012079726755,0.822968383039573
"TCGA-E2-A14X-01A-11R-A115-07",11.7209779427265,404.092595445681,415.813573388407,0.786284620931912
"TCGA-D8-A1Y1-01A-21R-A14M-07",1119.21197414297,-49.9813479676714,1069.2306261753,0.723499620971571
"TCGA-A8-A092-01A-11R-A00Z-07",121.892161788816,-506.467919396675,-384.575757607858,0.853288852702983
"TCGA-E2-A573-01A-11R-A29R-07",-170.41896654631,1085.03717430284,914.618207756531,0.73897908950123
"TCGA-EW-A1IY-01A-11R-A13Q-07",1119.014156856,818.173004493957,1937.18716134995,0.629921801067233
"TCGA-C8-A133-01A-32R-A12D-07",-1298.20024856462,-897.998143345306,-2196.19839190993,0.960330667287322
"TCGA-BH-A1EV-11A-24R-A137-07",1152.59193584162,-63.4965914267923,1089.09534441483,0.721483622971991
"TCGA-B6-A2IU-01A-32R-A18M-07",-362.135102255321,-1067.75329302636,-1429.88839528168,0.922959552291583
"TCGA-D8-A147-01A-11R-A115-07",-151.685687670816,91.4861953942055,-60.1994922766107,0.827503021200027
"TCGA-AC-A3EH-01A-22R-A22K-07",196.949714210117,-439.510064534261,-242.560350324144,0.842234222835567
"TCGA-A8-A09Z-01A-11R-A00Z-07",-156.065803381047,442.790609328833,286.724805947786,0.797850514162924
"TCGA-BH-A1FR-01A-11R-A13Q-07",-76.1329979447958,-127.501827464133,-203.634825408929,0.83914010586432
"TCGA-E2-A10B-01A-11R-A10J-07",590.04284791748,-357.522716689069,232.520131228411,0.802621897926998
"TCGA-E2-A2P6-01A-11R-A19W-07",-41.3378006755006,-334.574934951388,-375.912735626888,0.852625085516287
"TCGA-E9-A227-01A-11R-A157-07",742.942132536125,482.83450201635,1225.77663455248,0.707446938349327
"TCGA-C8-A132-01A-31R-A115-07",1056.74818167825,633.00637012885,1689.7545518071,0.657708584543288
"TCGA-AQ-A1H3-01A-31R-A13Q-07",799.757007165202,-114.025762155699,685.731245009503,0.761193674792242
"TCGA-A2-A0YE-01A-11R-A109-07",-73.440731596646,-928.410294139012,-1001.85102573566,0.896970834997603
"TCGA-A8-A08L-01A-11R-A00Z-07",65.7371734035468,267.883985190622,333.621158594168,0.793681683012638
"TCGA-S3-AA17-01A-11R-A41B-07",486.657064989702,1657.93261017866,2144.58967516836,0.605988739874387
"TCGA-BH-A0BC-01A-22R-A084-07",1081.18875524548,792.640764857047,1873.82952010253,0.63711750937299
"TCGA-AR-A2LK-01A-11R-A180-07",481.634801481749,-265.241985718539,216.39281576321,0.804031715653083
"TCGA-AO-A03R-01A-21R-A034-07",-91.9034146188318,315.637247831238,223.733833212407,0.803390536799358
"TCGA-BH-A1ET-01A-11R-A137-07",577.26438612772,-316.885064715488,260.379321412232,0.800175911406952
"TCGA-OL-A6VO-01A-12R-A33J-07",-620.691177292887,-329.160334316449,-949.851511609336,0.893570300541408
"TCGA-AR-A1AU-01A-11R-A12P-07",543.692305294992,-652.247994358669,-108.555689063677,0.83146746593777
"TCGA-AO-A1KP-01A-11R-A13Q-07",-562.363174007703,-1292.39167600583,-1854.75485001353,0.945153951520305
"TCGA-A8-A08R-01A-11R-A034-07",515.301379620408,674.124546535957,1189.42592615636,0.711208057993799
"TCGA-BH-A0E1-11A-13R-A089-07",-284.33017466793,-873.374706338839,-1157.70488100677,0.906849158343096
"TCGA-AR-A0TV-01A-21R-A084-07",-299.31659512283,465.699426842648,166.382831719818,0.808374803264742
"TCGA-E9-A1RD-01A-11R-A157-07",430.54782218659,-527.834618202307,-97.2867960157164,0.830547331027923
"TCGA-A8-A09G-01A-21R-A00Z-07",94.4520831572207,284.347048721548,378.799131878769,0.789630035836498
"TCGA-AR-A1AI-01A-11R-A12P-07",-306.977931404614,1059.91277189883,752.934840494213,0.754759235809866
"TCGA-BH-A1FC-11A-32R-A13Q-07",1159.0202868284,257.553566382038,1416.57385321044,0.687377809874604
"TCGA-BH-A1FC-01A-11R-A13Q-07",-191.286540568812,744.061964037102,552.77542346829,0.773704758905442
"TCGA-C8-A12N-01A-11R-A115-07",1056.22780816583,-49.0428194451686,1007.18498872066,0.729756715866846
"TCGA-B6-A40C-01A-11R-A239-07",777.884912275244,-178.347808275882,599.537103999362,0.769337858627196
"TCGA-AC-A3TN-01A-11R-A22K-07",-0.906219267284206,-700.277688332505,-701.183907599789,0.876592343838199
"TCGA-A2-A0CP-01A-11R-A034-07",1027.25519125918,-479.806417191319,547.448774067862,0.774199886105151
"TCGA-E2-A14O-01A-31R-A115-07",-250.294198215471,-607.866515952151,-858.160714167622,0.88744742585723
"TCGA-AQ-A04J-01A-02R-A034-07",883.119204095833,1094.2625701919,1977.38177428773,0.625328498053029
"TCGA-S3-A6ZF-01A-32R-A32P-07",230.911169581247,-50.2665142481887,180.644655333058,0.807140673519957
"TCGA-A2-A0EU-01A-22R-A056-07",167.224595073826,-781.588724976664,-614.364129902839,0.870388418116373
"TCGA-C8-A12O-01A-11R-A115-07",1133.12780178616,141.913925059162,1275.04172684532,0.702317472119267
"TCGA-A2-A0CW-01A-21R-A115-07",-550.133625244996,-252.960004899968,-803.093630144964,0.883692850947236
"TCGA-E9-A1RA-01A-11R-A14D-07",317.629436878303,-415.722257522883,-98.0928206445797,0.830613220559725
"TCGA-A1-A0SF-01A-11R-A144-07",473.661090623989,10.5564449459421,484.217535569931,0.780041168635484
"TCGA-AC-A3W5-01A-11R-A22K-07",1463.77234596472,1057.09431969841,2520.86666566313,0.561150517511008
"TCGA-EW-A1PA-01A-11R-A144-07",202.44166974973,-475.198893889117,-272.757224139387,0.844615581480929
"TCGA-D8-A73X-01A-11R-A32P-07",602.23243825604,-591.359737823981,10.872700432059,0.821600609863433
"TCGA-C8-A8HR-01A-11R-A36F-07",1466.77982789914,691.635543594465,2158.4153714936,0.604373118451415
"TCGA-AO-A0J3-01A-11R-A034-07",-1066.25661437078,-1130.36730682678,-2196.62392119756,0.960348084016365
"TCGA-D8-A27L-01A-11R-A16F-07",1144.88871563824,132.971087793871,1277.85980343211,0.70202294175226
"TCGA-A8-A09D-01A-11R-A00Z-07",1496.90815582536,242.376185106809,1739.28434093217,0.65221465900618
"TCGA-EW-A1OX-01A-11R-A144-07",-1295.98219709115,-1655.97933484944,-2951.96153194059,0.985300261689314
"TCGA-AR-A1AY-01A-21R-A12P-07",-147.967924305543,-676.852630997145,-824.820555302688,0.885181142642596
"TCGA-LD-A66U-01A-11R-A31O-07",596.96745140183,545.036336521105,1142.00378792293,0.716084256144297
"TCGA-C8-A12Z-01A-11R-A115-07",-118.582970818749,-911.588851448658,-1030.17182226741,0.898800918635869
"TCGA-LD-A7W6-01A-81R-A352-07",170.632648581728,-461.504411341014,-290.871762759287,0.846036153656454
"TCGA-E9-A1N9-11A-71R-A14D-07",630.75725780044,-806.55505872288,-175.797800922439,0.836910585792967
