community_leiden	n_members	members	mean_degree	mean_mean_edge_sim
1	1	MDA_MB_231	6	0.7126623187914976
10	1	HDQ_P1	4	0.652835567892072
11	1	CAL_85_1	4	0.6495986788661402
12	1	MFM_223	3	0.7129177819273607
13	1	KPL_1	3	0.7094195765622647
14	1	BT_474	3	0.6753955320676961
15	1	JIMT_1	3	0.6499371835731522
16	1	EFM_19	3	0.648706749081318
17	1	HCC_1599	2	0.691005291005291
18	1	EFM_192B	2	0.6543094683346434
19	1	COLO_824	2	0.6523809523809523
2	1	CAL_120	6	0.6918227354564715
20	1	MDA_MB_453	2	0.6467552630008602
21	1	EVSA_T	2	0.6244900528467301
22	1	MCF_7	1	0.877368606454618
23	1	EFM_192A	1	0.7135806684142887
24	1	HCC_1937	1	0.701710216599101
25	1	MDA_MB_468	1	0.701710216599101
26	1	CAL_148	1	0.6528707291299753
27	1	DU_4475	0	NA
28	1	IPH_926	0	NA
29	1	SK_BR_3	0	NA
3	1	ETCC_006	5	0.8106778720030122
4	1	HS_578T	5	0.8045159044429204
5	1	ETCC_007	5	0.8026414328300464
6	1	CAL_51	5	0.6988232647641284
7	1	EFM_192C	5	0.6616015541914989
8	1	HCC_1143	5	0.6443266644214573
9	1	T_47D	4	0.681248602613948
