cell_line	sample_id	cell_tech_id	cell_line_display	degree	betweenness	component	community_louv	community_leid	mean_edge_sim	max_edge_sim	is_outlier
MDA_MB_231	NG-29643_MDA_MB_231_lib581314_8005_3	MDA_MB_231	MDA_MB_231	6	12.5	1	2	1	0.7126623187914976	0.7613780626232529	FALSE
HDQ_P1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	4	12.5	1	3	10	0.652835567892072	0.6750741839762612	FALSE
CAL_85_1	NG-29643_CAL_85_1_lib581300_7997_4	CAL_85_1	CAL_85_1	4	12.5	1	3	11	0.6495986788661402	0.6756431410077646	FALSE
MFM_223	NG-29643_MFM_223_lib581297_7997_4	MFM_223	MFM_223	3	10.833333333333332	2	1	12	0.7129177819273607	0.8071504050722085	FALSE
KPL_1	NG-29643_KPL_1_lib581296_7997_4	KPL_1	KPL_1	3	10	2	1	13	0.7094195765622647	0.877368606454618	FALSE
BT_474	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	3	7.999999999999999	2	1	14	0.6753955320676961	0.8071504050722085	FALSE
JIMT_1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	3	0	1	3	15	0.6499371835731522	0.6756431410077646	FALSE
EFM_19	NG-29643_EFM_19_lib581291_7997_4	EFM_19	EFM_19	3	18	2	1	16	0.648706749081318	0.705037263176798	FALSE
HCC_1599	NG-29643_HCC_1599_lib581304_7997_4	HCC_1599	HCC_1599	2	0	1	3	17	0.691005291005291	0.691005291005291	FALSE
EFM_192B	NG-29643_EFM_192B_lib581293_7997_4	EFM_192B	EFM_192B	2	10	2	4	18	0.6543094683346434	0.7135806684142887	FALSE
COLO_824	NG-29643_COLO_824_lib581290_7997_4	COLO_824	COLO_824	2	0	1	3	19	0.6523809523809523	0.691005291005291	FALSE
CAL_120	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	6	12.5	1	2	2	0.6918227354564715	0.7463900507595861	FALSE
MDA_MB_453	NG-29643_MDA_MB_453_lib581289_7997_4	MDA_MB_453	MDA_MB_453	2	3.333333333333333	2	1	20	0.6467552630008602	0.652992167470403	FALSE
EVSA_T	NG-29643_EVSA_T_lib581299_7997_4	EVSA_T	EVSA_T	2	1.1666666666666665	2	1	21	0.6244900528467301	0.6405183585313174	FALSE
MCF_7	NG-29643_MCF_7_lib581315_7997_4	MCF_7	MCF_7	1	0	2	1	22	0.877368606454618	0.877368606454618	FALSE
EFM_192A	NG-29643_EFM_192A_lib581292_7997_4	EFM_192A	EFM_192A	1	0	2	4	23	0.7135806684142887	0.7135806684142887	FALSE
HCC_1937	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	HCC_1937	1	0	3	5	24	0.701710216599101	0.701710216599101	FALSE
MDA_MB_468	NG-30919_MDA_MB_468_B_lib628474_10098_2	MDA_MB_468	MDA_MB_468	1	0	3	5	25	0.701710216599101	0.701710216599101	FALSE
CAL_148	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	1	0	2	1	26	0.6528707291299753	0.6528707291299753	FALSE
ETCC_006	NG-29643_ETCC_006_lib581311_8005_3	ETCC_006	ETCC_006	5	0	1	2	3	0.8106778720030122	0.9602708827037592	FALSE
HS_578T	NG-30919_HS_578T_B_lib628473_10098_2	HS_578T	HS_578T	5	0	1	2	4	0.8045159044429204	0.9602708827037592	FALSE
ETCC_007	NG-29643_ETCC_007_lib581312_7997_4	ETCC_007	ETCC_007	5	0	1	2	5	0.8026414328300464	0.9403816006957085	FALSE
CAL_51	NG-29643_CAL_51_lib581295_7997_4	CAL_51	CAL_51	5	0	1	2	6	0.6988232647641284	0.7463900507595861	FALSE
EFM_192C	NG-29643_EFM_192C_lib581294_7997_4	EFM_192C	EFM_192C	5	21.999999999999996	2	1	7	0.6616015541914989	0.7443656280865584	FALSE
HCC_1143	NG-29643_HCC_1143_lib581306_7997_4	HCC_1143	HCC_1143	5	18	1	3	8	0.6443266644214573	0.691005291005291	FALSE
T_47D	NG-29643_T_47D_lib581309_8005_3	T_47D	T_47D	4	14.666666666666666	2	1	9	0.681248602613948	0.7443656280865584	FALSE
DU_4475	NG-29643_DU_4475_lib581298_7997_4	DU_4475	DU_4475	0	0	4	6	27	NA	NA	TRUE
IPH_926	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	0	0	5	7	28	NA	NA	TRUE
SK_BR_3	NG-29643_SK_BR_3_lib581307_7997_4	SK_BR_3	SK_BR_3	0	0	6	8	29	NA	NA	TRUE
