"NG-29643_CAL_120_lib581301_8005_3",1
"NG-29643_CAL_148_lib581302_7997_4",2
"NG-29643_CAL_51_lib581295_7997_4",3
"NG-29643_CAL_85_1_lib581300_7997_4",3
"NG-29643_COLO_824_lib581290_7997_4",3
"NG-29643_DU_4475_lib581298_7997_4",3
"NG-29643_EFM_19_lib581291_7997_4",2
"NG-29643_EFM_192A_lib581292_7997_4",2
"NG-29643_EFM_192B_lib581293_7997_4",2
"NG-29643_EFM_192C_lib581294_7997_4",2
"NG-29643_ETCC_006_lib581311_8005_3",1
"NG-29643_ETCC_007_lib581312_7997_4",1
"NG-29643_EVSA_T_lib581299_7997_4",2
"NG-29643_HCC_1143_lib581306_7997_4",3
"NG-29643_HCC_1599_lib581304_7997_4",3
"NG-29643_HCC_1937_lib581305_7997_4",3
"NG-29643_HDQ_P1_lib581303_8005_3",3
"NG-30919_HS_578T_B_lib628473_10098_2",1
"NG-29643_IPH_926_lib581313_7997_4",2
"NG-29643_JIMT_1_B_lib581287_7997_4",3
"NG-29643_KPL_1_lib581296_7997_4",2
"NG-29643_MCF_7_lib581315_7997_4",2
"NG-29643_MDA_MB_231_lib581314_8005_3",1
"NG-29643_MDA_MB_453_lib581289_7997_4",2
"NG-30919_MDA_MB_468_B_lib628474_10098_2",3
"NG-29643_MFM_223_lib581297_7997_4",2
"NG-29643_SK_BR_3_lib581307_7997_4",2
"NG-29643_T_47D_lib581309_8005_3",2
"NG-29643_BT_474_lib581288_7997_4",2
