cell_line	sample_id	cell_tech_id	cell_line_display	degree	betweenness	component	community_louv	community_leid	mean_edge_sim	max_edge_sim	is_outlier
IMR_32	NG-A0611_IMR32_libLAB6079	IMR_32	IMR_32	5	15	1	1	1	0.8232903415287799	0.8638316658564981	FALSE
LS	NG-A0611_LS_libLAB6078	LS	LS	2	7	1	3	10	0.7859000757178958	0.7866030454377316	FALSE
CCLF_PEDS_0051_T	NG-A2798_CCLF_PEDS_0051_T_libLAI2540	CCLF_PEDS_0051_T	CCLF_PEDS_0051_T	1	0	3	4	11	0.8280701754385965	0.8280701754385965	FALSE
GI_ME_N	NG-A0611_GIMEN_libLAB6073	GI_ME_N	GI_ME_N	1	0	3	4	12	0.8280701754385965	0.8280701754385965	FALSE
NMB	NG-A0611_NMB_libLAB6080	NMB	NMB	1	0	1	1	13	0.8233779608650875	0.8233779608650875	FALSE
SH_SY5Y	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	1	0	1	3	14	0.7866030454377316	0.7866030454377316	FALSE
SIMA	NG-A0611_SIMA_libLAB6086	SIMA	SIMA	1	0	2	2	15	0.7672935460361576	0.7672935460361576	FALSE
CHP_126	NG-A0611_CHP126_libLAB6088	CHP_126	CHP_126	3	7	1	1	2	0.8255311931632613	0.8320273334944422	FALSE
LAN5	NG-A0611_LAN5_libLAB6087	LAN5	LAN5	3	3	1	1	3	0.8103172393739525	0.8427269829123644	FALSE
KELLY	NG-A0611_KELLY_libLAB6075	KELLY	KELLY	3	2	2	2	4	0.7912833252085291	0.8084101886007582	FALSE
NGP	NG-A0611_NGP_libLAB6082	NGP	NGP	3	12	1	3	5	0.7764647641012936	0.7851971059980598	FALSE
CHP_134	NG-A0611_CHP134_libLAB6074	CHP_134	CHP_134	2	0	1	1	6	0.8365234390003894	0.8638316658564981	FALSE
LAN6	NG-A0611_LAN6_libLAB6089	LAN6	LAN6	2	0	2	2	7	0.8339663816597499	0.8595225747187416	FALSE
NBL_S	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	2	0	2	2	8	0.8288344078537065	0.8595225747187416	FALSE
LAN1	NG-A0611_LAN1_libLAB6085	LAN1	LAN1	2	0	1	1	9	0.8049601006491469	0.8092152121442807	FALSE
LAN2	NG-A0611_LAN2_libLAB6083	LAN2	LAN2	0	0	4	5	16	NA	NA	TRUE
MHH_NB_11	NG-A0611_MHHNB11_libLAB6084	MHH_NB_11	MHH_NB_11	0	0	5	6	17	NA	NA	TRUE
SK_N_BE_2	NG-A0611_SKNBE2_libLAB6076	SK_N_BE_2	SK_N_BE_2	0	0	6	7	18	NA	NA	TRUE
