"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",1,0,0,0.0790774299835255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,1,0.206666666666667,0,0.246231155778894,0.960884353741497,1,0.960330578512397,0.963025210084034,0.105691056910569,0.00972447325769854,0.919055649241147,0.0906095551894563,0.292020373514431,1,0,0.142378559463987,0
"3",0,0.206666666666667,1,0,1,0.21280276816609,0.278745644599303,0.242928452579035,0.226962457337884,0,0.0689655172413793,0.173764906303237,0.0101694915254237,1,0.226510067114094,0,0,0
"4",0.0790774299835255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0,0.246231155778894,1,0,1,0.233390119250426,0.328671328671329,0.236577181208054,0.285714285714286,0,0.0880398671096345,0.205217391304348,0.0151006711409396,1,0.267111853088481,0,0,0
"6",0,0.960884353741497,0.21280276816609,0,0.233390119250426,1,0.950617283950617,0.989847715736041,0.938775510204082,0.114427860696517,0.00834724540901502,0.959044368600683,0.132328308207705,0.259325044404973,0.978405315614618,0,0.151360544217687,0
"7",0,1,0.278745644599303,0,0.328671328671329,0.950617283950617,1,0.947546531302876,0.966329966329966,0.0818030050083473,0.0150753768844221,0.921465968586387,0.0622837370242214,0.358024691358025,1,0,0.118260869565217,0
"8",0,0.960330578512397,0.242928452579035,0,0.236577181208054,0.989847715736041,0.947546531302876,1,0.92,0.104501607717042,0.0113636363636364,0.900673400673401,0.0907590759075908,0.258119658119658,0.97588424437299,0,0.142140468227425,0
"9",0,0.963025210084034,0.226962457337884,0,0.285714285714286,0.938775510204082,0.966329966329966,0.92,1,0.0965058236272879,0.0146818923327896,1,0.0916666666666667,0.296232876712329,0.963636363636364,0,0.153976311336717,0
"10",0,0.105691056910569,0,0,0,0.114427860696517,0.0818030050083473,0.104501607717042,0.0965058236272879,1,0,0.164725457570715,1,0.00336700336700337,0.0930979133226324,0.0780984719864177,1,0.0376432078559738
"11",0,0.00972447325769854,0.0689655172413793,0,0.0880398671096345,0.00834724540901502,0.0150753768844221,0.0113636363636364,0.0146818923327896,0,1,0.0134003350083752,0,0.102348993288591,0.0128410914927769,0.905564924114671,0,0.858306188925081
"12",0,0.919055649241147,0.173764906303237,0,0.205217391304348,0.959044368600683,0.921465968586387,0.900673400673401,1,0.164725457570715,0.0134003350083752,1,0.161016949152542,0.244791666666667,0.923986486486487,0,0.20954003407155,0
"13",0,0.0906095551894563,0.0101694915254237,0,0.0151006711409396,0.132328308207705,0.0622837370242214,0.0907590759075908,0.0916666666666667,1,0,0.161016949152542,1,0.0174216027874564,0.0762852404643449,0.03125,1,0
"14",0,0.292020373514431,1,0,1,0.259325044404973,0.358024691358025,0.258119658119658,0.296232876712329,0.00336700336700337,0.102348993288591,0.244791666666667,0.0174216027874564,1,0.298657718120805,0,0,0
"15",0,1,0.226510067114094,0,0.267111853088481,0.978405315614618,1,0.97588424437299,0.963636363636364,0.0930979133226324,0.0128410914927769,0.923986486486487,0.0762852404643449,0.298657718120805,1,0,0.128333333333333,0
"16",0,0,0,0,0,0,0,0,0,0.0780984719864177,0.905564924114671,0,0.03125,0,0,1,0.0257731958762887,0.998245614035088
"17",0,0.142378559463987,0,0,0,0.151360544217687,0.118260869565217,0.142140468227425,0.153976311336717,1,0,0.20954003407155,1,0,0.128333333333333,0.0257731958762887,1,0
"18",0,0,0,0,0,0,0,0,0,0.0376432078559738,0.858306188925081,0,0,0,0,0.998245614035088,0,1
