"NG-A2798_CCLF_PEDS_0051_T_libLAI2540",1
"NG-A0611_CHP126_libLAB6088",2
"NG-A0611_CHP134_libLAB6074",2
"NG-A0611_GIMEN_libLAB6073",1
"NG-A0611_IMR32_libLAB6079",2
"NG-A0611_KELLY_libLAB6075",3
"NG-A0611_LAN1_libLAB6085",2
"NG-A0611_LAN2_libLAB6083",2
"NG-A0611_LAN5_libLAB6087",2
"NG-A0611_LAN6_libLAB6089",3
"NG-A0611_LS_libLAB6078",4
"NG-A0611_MHHNB11_libLAB6084",3
"NG-A0611_NBLS_libLAB6077",3
"NG-A0611_NGP_libLAB6082",2
"NG-A0611_NMB_libLAB6080",2
"NG-A0611_SHSY5Y_libLAB6081",4
"NG-A0611_SIMA_libLAB6086",3
"NG-A0611_SKNBE2_libLAB6076",4
