from	to	weight
NG-13640_BC3_lib236396_5774_5	NG-13640_HAIRM_lib236393_5774_5	0.647300209312961
NG-13640_BC3_lib236396_5774_5	NG-13640_HC1_lib236394_5774_5	0.645313739826912
NG-13640_BC3_lib236396_5774_5	NG-13640_HG_3_lib227479_5697_4	0.669463114671057
NG-13640_BC3_lib236396_5774_5	NG-13640_HH_lib241222_5808_1	0.651801775096869
NG-13640_BC3_lib236396_5774_5	NG-13640_JVM2_lib236381_5767_8	0.670461412145723
NG-13640_BC3_lib236396_5774_5	NG-13640_JVM_13_lib227481_5697_4	0.660492461176885
NG-13640_BC3_lib236396_5774_5	NG-13640_KMS_12_BM_lib248379_5885_5	0.684733602186669
NG-13640_BC3_lib236396_5774_5	NG-13640_LP_1_lib241211_5808_7	0.662425147490775
NG-13640_BC3_lib236396_5774_5	NG-13640_L_363_lib241210_5808_6	0.660242571740292
NG-13640_BC3_lib236396_5774_5	NG-13640_OPM2_lib236378_5767_8	0.660166136406911
NG-13640_BC3_lib236396_5774_5	NG-13640_PGA_1_lib227483_5697_4	0.676393716828772
NG-13640_BC3_lib236396_5774_5	NG-13640_RPMI_8226_lib241212_5808_7	0.658479434624341
NG-13640_BC3_lib236396_5774_5	NG-13640_U_266_lib241213_5808_7	0.665522797151912
NG-13640_BCBL_1_lib241208_5808_6	NG-13640_CCRF_CEM_lib241217_5826_6	0.664530992568623
NG-13640_BCBL_1_lib241208_5808_6	NG-13640_CRO_AP2_lib241209_5808_6	0.791166926181426
NG-13640_BCBL_1_lib241208_5808_6	NG-13640_CRO_AP5_lib227485_5684_6	0.788916493692723
NG-13640_BCBL_1_lib241208_5808_6	NG-13640_DERL7_lib236383_5767_8	0.664941989039496
NG-13640_BCBL_1_lib241208_5808_6	NG-13640_GRANTA_519_lib241206_5808_6	0.680918710114768
NG-13640_BCBL_1_lib241208_5808_6	NG-13640_HEL_lib248397_5885_1	0.659770766610422
NG-13640_BCBL_1_lib241208_5808_6	NG-13640_HH_lib241222_5808_1	0.655909338031555
NG-13640_BCBL_1_lib241208_5808_6	NG-13640_JURKAT_lib236382_5794_6	0.662863839045412
NG-13640_BCBL_1_lib241208_5808_6	NG-13640_KHYG_1_lib248382_5885_5	0.661880840656489
NG-13640_BCBL_1_lib241208_5808_6	NG-13640_KMS_12_BM_lib248379_5885_5	0.669005822739246
NG-13640_BCBL_1_lib241208_5808_6	NG-13640_LP_1_lib241211_5808_7	0.684565342955023
NG-13640_BCBL_1_lib241208_5808_6	NG-13640_L_1236_lib241215_5808_7	0.663704019107085
NG-13640_BCBL_1_lib241208_5808_6	NG-13640_L_363_lib241210_5808_6	0.680712009660291
NG-13640_BCBL_1_lib241208_5808_6	NG-13640_L_428_lib241214_5808_7	0.671627949683667
NG-13640_BCBL_1_lib241208_5808_6	NG-13640_OPM2_lib236378_5767_8	0.711492022787058
NG-13640_BCBL_1_lib241208_5808_6	NG-13640_PGA_1_lib227483_5697_4	0.670159986930492
NG-13640_BCBL_1_lib241208_5808_6	NG-13640_TF_1_lib259824_5972_8	0.655213932535527
NG-13640_BCBL_1_lib241208_5808_6	NG-13640_U_266_lib241213_5808_7	0.692118628874062
NG-13640_BCBL_1_lib241208_5808_6	NG-13640_YT_lib248385_5885_5	0.654070994064005
NG-13640_BJAB_lib227474_5697_7	NG-13640_DAUDI_lib227475_5697_7	0.741635551849366
NG-13640_BJAB_lib227474_5697_7	NG-13640_DOHH2_lib236386_5774_8	0.734327164583207
NG-13640_BJAB_lib227474_5697_7	NG-13640_GRANTA_519_lib241206_5808_6	0.680585113227333
NG-13640_BJAB_lib227474_5697_7	NG-13640_HAIRM_lib236393_5774_5	0.681898162016984
NG-13640_BJAB_lib227474_5697_7	NG-13640_JVM_13_lib227481_5697_4	0.690870372111926
NG-13640_BJAB_lib227474_5697_7	NG-13640_MEC_1_lib227482_5697_4	0.684643711489948
NG-13640_BJAB_lib227474_5697_7	NG-13640_NU_DHL_1_lib227484_5697_4	0.700004248779962
NG-13640_BJAB_lib227474_5697_7	NG-13640_OCILY7_lib236387_5774_8	0.756503031794237
NG-13640_BJAB_lib227474_5697_7	NG-13640_OCI_LY_3_lib241204_5808_6	0.73182511582477
NG-13640_BJAB_lib227474_5697_7	NG-13640_RAJI_lib227476_5684_6	0.751202879234688
NG-13640_BJAB_lib227474_5697_7	NG-13640_RAMOS_lib227477_5697_7	0.758810258307916
NG-13640_BJAB_lib227474_5697_7	NG-13640_REC_1_lib241207_5808_6	0.684781606181312
NG-13640_BJAB_lib227474_5697_7	NG-13640_Ri_1_lib241203_5808_6	0.73161316771924
NG-13640_BJAB_lib227474_5697_7	NG-13640_SUDHL4_lib236389_5774_5	0.756615984061332
NG-13640_BJAB_lib227474_5697_7	NG-13640_SUDHL6_lib236390_5774_5	0.717367788298814
NG-13640_BJAB_lib227474_5697_7	NG-13640_U2946_lib236385_5767_8	0.722078223613699
NG-13640_BJAB_lib227474_5697_7	NG-13640_U_2932_lib241205_5808_6	0.722234523697078
NG-13640_BJAB_lib227474_5697_7	NG-13640_U_2940_lib248378_5885_5	0.726163633885328
NG-13640_BJAB_lib227474_5697_7	NG-13640_VAL_lib227478_5697_4	0.730886370837235
NG-13640_BJAB_lib227474_5697_7	NG-13640_WSUDLCL2_lib236391_5774_5	0.774097103494596
NG-13640_BONNA12_lib236392_5774_5	NG-13640_DEL_lib250969_5908_5	0.68933945014043
NG-13640_BONNA12_lib236392_5774_5	NG-13640_DERL7_lib236383_5767_8	0.760166053382601
NG-13640_BONNA12_lib236392_5774_5	NG-13640_GRANTA_519_lib241206_5808_6	0.841310851717969
NG-13640_BONNA12_lib236392_5774_5	NG-13640_HAIRM_lib236393_5774_5	0.866329894733468
NG-13640_BONNA12_lib236392_5774_5	NG-13640_HC1_lib236394_5774_5	0.87704148742488
NG-13640_BONNA12_lib236392_5774_5	NG-13640_HDLM_2_lib227487_5697_4	0.676684241715436
NG-13640_BONNA12_lib236392_5774_5	NG-13640_HG_3_lib227479_5697_4	0.889690722194554
NG-13640_BONNA12_lib236392_5774_5	NG-13640_HH_lib241222_5808_1	0.709591933233833
NG-13640_BONNA12_lib236392_5774_5	NG-13640_HT_1080_lib259823_5972_8	0.569242362108782
NG-13640_BONNA12_lib236392_5774_5	NG-13640_HT_1080_lib259823_5988_1	0.567916876646689
NG-13640_BONNA12_lib236392_5774_5	NG-13640_JVM2_lib236381_5767_8	0.888759478774468
NG-13640_BONNA12_lib236392_5774_5	NG-13640_JVM_13_lib227481_5697_4	0.869188923404078
NG-13640_BONNA12_lib236392_5774_5	NG-13640_JVM_3_lib227480_5697_4	0.850085485972092
NG-13640_BONNA12_lib236392_5774_5	NG-13640_KMS_12_BM_lib248379_5885_5	0.690168361017058
NG-13640_BONNA12_lib236392_5774_5	NG-13640_KOPN_8_lib227470_5697_7	0.757884989048431
NG-13640_BONNA12_lib236392_5774_5	NG-13640_LP_1_lib241211_5808_7	0.712471532645293
NG-13640_BONNA12_lib236392_5774_5	NG-13640_L_363_lib241210_5808_6	0.712771182382924
NG-13640_BONNA12_lib236392_5774_5	NG-13640_L_428_lib241214_5808_7	0.7164256657145
NG-13640_BONNA12_lib236392_5774_5	NG-13640_MEC_1_lib227482_5697_4	0.869384092727169
NG-13640_BONNA12_lib236392_5774_5	NG-13640_MINO_lib248384_5885_5	0.777515150430862
NG-13640_BONNA12_lib236392_5774_5	NG-13640_MONO_MAC_6_lib248394_5885_6	0.759435497900689
NG-13640_BONNA12_lib236392_5774_5	NG-13640_MOTN_1_lib250968_5908_5	0.72633784000503
NG-13640_BONNA12_lib236392_5774_5	NG-13640_NALM_1_lib265127_5989_8	0.754327496139708
NG-13640_BONNA12_lib236392_5774_5	NG-13640_NC_NC_lib259822_5972_8	0.905151543074891
NG-13640_BONNA12_lib236392_5774_5	NG-13640_NK_92_lib227486_5684_6	0.69599633175442
NG-13640_BONNA12_lib236392_5774_5	NG-13640_NU_DHL_1_lib227484_5697_4	0.790291960240205
NG-13640_BONNA12_lib236392_5774_5	NG-13640_OCI_AML_3_lib248392_5885_6	0.727872678502644
NG-13640_BONNA12_lib236392_5774_5	NG-13640_OCI_LY_3_lib241204_5808_6	0.775453275049865
NG-13640_BONNA12_lib236392_5774_5	NG-13640_OPM2_lib236378_5767_8	0.696834987612622
NG-13640_BONNA12_lib236392_5774_5	NG-13640_PGA_1_lib227483_5697_4	0.852950551357035
NG-13640_BONNA12_lib236392_5774_5	NG-13640_REC_1_lib241207_5808_6	0.744257775619981
NG-13640_BONNA12_lib236392_5774_5	NG-13640_RPMI_8226_lib241212_5808_7	0.698873812904202
NG-13640_BONNA12_lib236392_5774_5	NG-13640_Ri_1_lib241203_5808_6	0.753433531570959
NG-13640_BONNA12_lib236392_5774_5	NG-13640_SR_786_lib248387_5885_5	0.688475284539518
NG-13640_BONNA12_lib236392_5774_5	NG-13640_SUP_HD_1_lib241216_5808_7	0.689810679879767
NG-13640_BONNA12_lib236392_5774_5	NG-13640_SUP_M2_lib248389_5885_6	0.706826590113972
NG-13640_BONNA12_lib236392_5774_5	NG-13640_SUP_M2_lib248389_5904_3	0.691619940543298
NG-13640_BONNA12_lib236392_5774_5	NG-13640_SU_DHL_1_lib248388_5885_6	0.700145280604216
NG-13640_BONNA12_lib236392_5774_5	NG-13640_U_266_lib241213_5808_7	0.709113149965687
NG-13640_BONNA12_lib236392_5774_5	NG-13640_U_2932_lib241205_5808_6	0.780858769514834
NG-13640_BONNA12_lib236392_5774_5	NG-13640_U_2940_lib248378_5885_5	0.756388205095538
NG-13640_BONNA12_lib236392_5774_5	NG-13640_YT_lib248385_5885_5	0.708824123685131
NG-13640_BV_173_lib227468_5681_8	NG-13640_EOL_1_lib248390_5885_6	0.761730921831755
NG-13640_BV_173_lib227468_5681_8	NG-13640_GRANTA_519_lib241206_5808_6	0.760123400982608
NG-13640_BV_173_lib227468_5681_8	NG-13640_HL60_lib236384_5767_8	0.720810912669593
NG-13640_BV_173_lib227468_5681_8	NG-13640_JURKAT_lib236382_5794_6	0.754881150665896
NG-13640_BV_173_lib227468_5681_8	NG-13640_KASUMI_1_RNA_lib206691_5568_1	0.765601507200973
NG-13640_BV_173_lib227468_5681_8	NG-13640_KOPN_8_lib227470_5697_7	0.828949949816842
NG-13640_BV_173_lib227468_5681_8	NG-13640_MEC_1_lib227482_5697_4	0.762749272032064
NG-13640_BV_173_lib227468_5681_8	NG-13640_MINO_lib248384_5885_5	0.74806686647285
NG-13640_BV_173_lib227468_5681_8	NG-13640_MONO_MAC_6_lib248394_5885_6	0.74977847238358
NG-13640_BV_173_lib227468_5681_8	NG-13640_MONO_MAC_6_lib248394_5904_3	0.742209232565008
NG-13640_BV_173_lib227468_5681_8	NG-13640_NALM_1_lib265127_5989_8	0.882720672347906
NG-13640_BV_173_lib227468_5681_8	NG-13640_NALM_6_lib227471_5697_7	0.839374686361112
NG-13640_BV_173_lib227468_5681_8	NG-13640_NALM_6_lib227471_5706_1	0.822662658629032
NG-13640_BV_173_lib227468_5681_8	NG-13640_NU_DHL_1_lib227484_5697_4	0.742311893060057
NG-13640_BV_173_lib227468_5681_8	NG-13640_OCILY19_lib236388_5774_8	0.820662875213749
NG-13640_BV_173_lib227468_5681_8	NG-13640_REH_lib227472_5697_7	0.790680012558294
NG-13640_BV_173_lib227468_5681_8	NG-13640_RPMI_8402_lib241221_5808_2	0.748818468722335
NG-13640_BV_173_lib227468_5681_8	NG-13640_SEM_lib227473_5697_7	0.838753415404878
NG-13640_BV_173_lib227468_5681_8	NG-13640_U2946_lib236385_5767_8	0.7540667676313
NG-13640_BV_173_lib227468_5681_8	NG-13640_U_937_lib248395_5885_6	0.744461158179753
NG-13640_CCRF_CEM_lib241217_5826_6	NG-13640_CML_T1_lib259818_5981_7	0.817417827860888
NG-13640_CCRF_CEM_lib241217_5826_6	NG-13640_CRO_AP2_lib241209_5808_6	0.727094589931743
NG-13640_CCRF_CEM_lib241217_5826_6	NG-13640_DERL7_lib236383_5767_8	0.747059793977089
NG-13640_CCRF_CEM_lib241217_5826_6	NG-13640_DND_41_lib241218_5808_7	0.828458793811236
NG-13640_CCRF_CEM_lib241217_5826_6	NG-13640_ELF_153_lib259809_5981_3	0.746859486452207
NG-13640_CCRF_CEM_lib241217_5826_6	NG-13640_EM_2_lib259814_5981_7	0.741074563456931
NG-13640_CCRF_CEM_lib241217_5826_6	NG-13640_GRANTA_519_lib241206_5808_6	0.748899521422503
NG-13640_CCRF_CEM_lib241217_5826_6	NG-13640_HH_lib241222_5808_1	0.754208516108072
NG-13640_CCRF_CEM_lib241217_5826_6	NG-13640_HPB_ALL_lib241219_5808_7	0.808961869749313
NG-13640_CCRF_CEM_lib241217_5826_6	NG-13640_JURKAT_lib236382_5794_6	0.843346937957444
NG-13640_CCRF_CEM_lib241217_5826_6	NG-13640_KG_1_lib248391_5885_6	0.761610376064239
NG-13640_CCRF_CEM_lib241217_5826_6	NG-13640_KHYG_1_lib248382_5885_5	0.762582789196465
NG-13640_CCRF_CEM_lib241217_5826_6	NG-13640_KOPN_8_lib227470_5697_7	0.754486270887024
NG-13640_CCRF_CEM_lib241217_5826_6	NG-13640_MEGAL_lib259811_5981_3	0.759814573108614
NG-13640_CCRF_CEM_lib241217_5826_6	NG-13640_MINO_lib248384_5885_5	0.737326271246819
NG-13640_CCRF_CEM_lib241217_5826_6	NG-13640_MOLT_4_lib241220_5808_2	0.8500797462639
NG-13640_CCRF_CEM_lib241217_5826_6	NG-13640_NALM_1_lib265127_5989_8	0.757555514758632
NG-13640_CCRF_CEM_lib241217_5826_6	NG-13640_NK_92_lib227486_5684_6	0.699162302631109
NG-13640_CCRF_CEM_lib241217_5826_6	NG-13640_OCILY19_lib236388_5774_8	0.764768169482952
NG-13640_CCRF_CEM_lib241217_5826_6	NG-13640_RPMI_8402_lib241221_5808_2	0.849920863394507
NG-13640_CCRF_CEM_lib241217_5826_6	NG-13640_SEM_lib227473_5697_7	0.758571819976185
NG-13640_CCRF_CEM_lib241217_5826_6	NG-13640_TK_6_lib259820_5981_7	0.787679362024186
NG-13640_CCRF_CEM_lib241217_5826_6	NG-13640_YT_lib248385_5885_5	0.718075146008329
NG-13640_CMK_lib259808_5981_3	NG-13640_ELF_153_lib259809_5981_3	0.779334658030326
NG-13640_CMK_lib259808_5981_3	NG-13640_EM_2_lib259814_5981_7	0.78548871517537
NG-13640_CMK_lib259808_5981_3	NG-13640_F_36P_lib248396_5885_1	0.844599910316156
NG-13640_CMK_lib259808_5981_3	NG-13640_HEL_lib248397_5885_1	0.845507196866686
NG-13640_CMK_lib259808_5981_3	NG-13640_KU812_lib236377_5767_8	0.844710838495885
NG-13640_CMK_lib259808_5981_3	NG-13640_K_562_RNA_lib206692_5568_1	0.749475389710217
NG-13640_CMK_lib259808_5981_3	NG-13640_LAMA_84_lib259816_5981_7	0.819665929460056
NG-13640_CMK_lib259808_5981_3	NG-13640_MEGAL_lib259811_5981_3	0.765038870699149
NG-13640_CMK_lib259808_5981_3	NG-13640_ME_1_lib248393_5885_6	0.783555821314818
NG-13640_CMK_lib259808_5981_3	NG-13640_MKPL_1_lib259812_5981_3	0.893825223025762
NG-13640_CMK_lib259808_5981_3	NG-13640_MUTZ_3_lib259806_5981_3	0.7823581989431
NG-13640_CMK_lib259808_5981_3	NG-13640_MUTZ_3_lib259806_5991_5	0.775642884266914
NG-13640_CMK_lib259808_5981_3	NG-13640_M_07e_lib259810_5981_3	0.852120697426823
NG-13640_CMK_lib259808_5981_3	NG-13640_NB4_lib236380_5767_8	0.771706233453768
NG-13640_CMK_lib259808_5981_3	NG-13640_OCI_M2_lib259807_5981_3	0.762932101972217
NG-13640_CMK_lib259808_5981_3	NG-13640_SET_2_lib259821_5981_7	0.880173080652155
NG-13640_CMK_lib259808_5981_3	NG-13640_SKNO_1_lib259805_5981_3	0.832349787833265
NG-13640_CMK_lib259808_5981_3	NG-13640_SKNO_1_lib259805_5991_5	0.797769123517902
NG-13640_CMK_lib259808_5981_3	NG-13640_TF_1_lib259824_5972_8	0.875328677809049
NG-13640_CMK_lib259808_5981_3	NG-13640_UT_7_lib259813_5981_7	0.86236022272292
NG-13640_CML_T1_lib259818_5981_7	NG-13640_CRO_AP5_lib227485_5684_6	0.731447863089385
NG-13640_CML_T1_lib259818_5981_7	NG-13640_DERL7_lib236383_5767_8	0.772493786611693
NG-13640_CML_T1_lib259818_5981_7	NG-13640_DND_41_lib241218_5808_7	0.786262708167353
NG-13640_CML_T1_lib259818_5981_7	NG-13640_EM_2_lib259814_5981_7	0.779948656710353
NG-13640_CML_T1_lib259818_5981_7	NG-13640_EOL_1_lib248390_5885_6	0.762144135315488
NG-13640_CML_T1_lib259818_5981_7	NG-13640_GRANTA_519_lib241206_5808_6	0.765846224002397
NG-13640_CML_T1_lib259818_5981_7	NG-13640_HC1_lib236394_5774_5	0.73426760349495
NG-13640_CML_T1_lib259818_5981_7	NG-13640_HPB_ALL_lib241219_5808_7	0.786095640888503
NG-13640_CML_T1_lib259818_5981_7	NG-13640_JURKAT_lib236382_5794_6	0.84040830646924
NG-13640_CML_T1_lib259818_5981_7	NG-13640_KG_1_lib248391_5885_6	0.76382321780237
NG-13640_CML_T1_lib259818_5981_7	NG-13640_KHYG_1_lib248382_5885_5	0.746841128765417
NG-13640_CML_T1_lib259818_5981_7	NG-13640_KOPN_8_lib227470_5697_7	0.762337206054323
NG-13640_CML_T1_lib259818_5981_7	NG-13640_MINO_lib248384_5885_5	0.767341070123109
NG-13640_CML_T1_lib259818_5981_7	NG-13640_MOLT_4_lib241220_5808_2	0.810994961769604
NG-13640_CML_T1_lib259818_5981_7	NG-13640_NALM_1_lib265127_5989_8	0.757839273831269
NG-13640_CML_T1_lib259818_5981_7	NG-13640_NALM_6_lib227471_5697_7	0.758491160167423
NG-13640_CML_T1_lib259818_5981_7	NG-13640_NALM_6_lib227471_5706_1	0.743811529910874
NG-13640_CML_T1_lib259818_5981_7	NG-13640_OCILY19_lib236388_5774_8	0.766765074435391
NG-13640_CML_T1_lib259818_5981_7	NG-13640_RAJI_lib227476_5684_6	0.748866145181576
NG-13640_CML_T1_lib259818_5981_7	NG-13640_REH_lib227472_5697_7	0.73509588693512
NG-13640_CML_T1_lib259818_5981_7	NG-13640_RPMI_8402_lib241221_5808_2	0.807041827612346
NG-13640_CML_T1_lib259818_5981_7	NG-13640_SKNO_1_lib259805_5981_3	0.753857735526755
NG-13640_CML_T1_lib259818_5981_7	NG-13640_SKNO_1_lib259805_5991_5	0.752635352245461
NG-13640_CML_T1_lib259818_5981_7	NG-13640_TK_6_lib259820_5981_7	0.848087077408487
NG-13640_CRO_AP2_lib241209_5808_6	NG-13640_CRO_AP5_lib227485_5684_6	0.83402951306606
NG-13640_CRO_AP2_lib241209_5808_6	NG-13640_DND_41_lib241218_5808_7	0.71487148940605
NG-13640_CRO_AP2_lib241209_5808_6	NG-13640_HC1_lib236394_5774_5	0.714238599748383
NG-13640_CRO_AP2_lib241209_5808_6	NG-13640_HG_3_lib227479_5697_4	0.738033782074303
NG-13640_CRO_AP2_lib241209_5808_6	NG-13640_HH_lib241222_5808_1	0.757495916234319
NG-13640_CRO_AP2_lib241209_5808_6	NG-13640_JVM2_lib236381_5767_8	0.732138221590731
NG-13640_CRO_AP2_lib241209_5808_6	NG-13640_JVM_13_lib227481_5697_4	0.711291003879071
NG-13640_CRO_AP2_lib241209_5808_6	NG-13640_KHYG_1_lib248382_5885_5	0.735867024862363
NG-13640_CRO_AP2_lib241209_5808_6	NG-13640_KMS_12_BM_lib248379_5885_5	0.698903843943802
NG-13640_CRO_AP2_lib241209_5808_6	NG-13640_L_1236_lib241215_5808_7	0.697339067558402
NG-13640_CRO_AP2_lib241209_5808_6	NG-13640_MOTN_1_lib250968_5908_5	0.72265324305023
NG-13640_CRO_AP2_lib241209_5808_6	NG-13640_NK_92_lib227486_5684_6	0.710441242723567
NG-13640_CRO_AP2_lib241209_5808_6	NG-13640_OCILY19_lib236388_5774_8	0.707848719682089
NG-13640_CRO_AP2_lib241209_5808_6	NG-13640_OPM2_lib236378_5767_8	0.718491904024212
NG-13640_CRO_AP2_lib241209_5808_6	NG-13640_PGA_1_lib227483_5697_4	0.732130578982475
NG-13640_CRO_AP2_lib241209_5808_6	NG-13640_RAJI_lib227476_5684_6	0.71886647387276
NG-13640_CRO_AP2_lib241209_5808_6	NG-13640_RPMI_8226_lib241212_5808_7	0.684192371417544
NG-13640_CRO_AP2_lib241209_5808_6	NG-13640_SUDHL6_lib236390_5774_5	0.726744189944549
NG-13640_CRO_AP2_lib241209_5808_6	NG-13640_SUP_HD_1_lib241216_5808_7	0.68474549607283
NG-13640_CRO_AP2_lib241209_5808_6	NG-13640_U_266_lib241213_5808_7	0.732621372618671
NG-13640_CRO_AP2_lib241209_5808_6	NG-13640_YT_lib248385_5885_5	0.722375111219195
NG-13640_CRO_AP5_lib227485_5684_6	NG-13640_HAIRM_lib236393_5774_5	0.713442382308405
NG-13640_CRO_AP5_lib227485_5684_6	NG-13640_HC1_lib236394_5774_5	0.722929084436398
NG-13640_CRO_AP5_lib227485_5684_6	NG-13640_HH_lib241222_5808_1	0.733316829897224
NG-13640_CRO_AP5_lib227485_5684_6	NG-13640_JVM2_lib236381_5767_8	0.732132269960161
NG-13640_CRO_AP5_lib227485_5684_6	NG-13640_JVM_13_lib227481_5697_4	0.726166248955523
NG-13640_CRO_AP5_lib227485_5684_6	NG-13640_KHYG_1_lib248382_5885_5	0.733740775712114
NG-13640_CRO_AP5_lib227485_5684_6	NG-13640_LP_1_lib241211_5808_7	0.731377425968104
NG-13640_CRO_AP5_lib227485_5684_6	NG-13640_L_363_lib241210_5808_6	0.725162789731494
NG-13640_CRO_AP5_lib227485_5684_6	NG-13640_MOTN_1_lib250968_5908_5	0.748874511587014
NG-13640_CRO_AP5_lib227485_5684_6	NG-13640_NK_92_lib227486_5684_6	0.712112365411282
NG-13640_CRO_AP5_lib227485_5684_6	NG-13640_OCILY19_lib236388_5774_8	0.716960660262887
NG-13640_CRO_AP5_lib227485_5684_6	NG-13640_OCI_LY_3_lib241204_5808_6	0.714494971375408
NG-13640_CRO_AP5_lib227485_5684_6	NG-13640_OPM2_lib236378_5767_8	0.749689108305804
NG-13640_CRO_AP5_lib227485_5684_6	NG-13640_RAJI_lib227476_5684_6	0.7224128819129
NG-13640_CRO_AP5_lib227485_5684_6	NG-13640_RPMI_8226_lib241212_5808_7	0.704063866385014
NG-13640_CRO_AP5_lib227485_5684_6	NG-13640_SUDHL6_lib236390_5774_5	0.720397281820063
NG-13640_CRO_AP5_lib227485_5684_6	NG-13640_U_266_lib241213_5808_7	0.692828441665094
NG-13640_CRO_AP5_lib227485_5684_6	NG-13640_YT_lib248385_5885_5	0.72747215276188
NG-13640_DAUDI_lib227475_5697_7	NG-13640_DOHH2_lib236386_5774_8	0.822199655071519
NG-13640_DAUDI_lib227475_5697_7	NG-13640_GRANTA_519_lib241206_5808_6	0.71654496129714
NG-13640_DAUDI_lib227475_5697_7	NG-13640_JEKO1_lib236395_5774_5	0.749287779585212
NG-13640_DAUDI_lib227475_5697_7	NG-13640_MEC_1_lib227482_5697_4	0.736702329012603
NG-13640_DAUDI_lib227475_5697_7	NG-13640_MINO_lib248384_5885_5	0.749522847323669
NG-13640_DAUDI_lib227475_5697_7	NG-13640_NU_DHL_1_lib227484_5697_4	0.744095398316103
NG-13640_DAUDI_lib227475_5697_7	NG-13640_OCILY19_lib236388_5774_8	0.739534696896975
NG-13640_DAUDI_lib227475_5697_7	NG-13640_OCILY7_lib236387_5774_8	0.822983121078119
NG-13640_DAUDI_lib227475_5697_7	NG-13640_OCI_LY_3_lib241204_5808_6	0.738875944747782
NG-13640_DAUDI_lib227475_5697_7	NG-13640_RAJI_lib227476_5684_6	0.813812062976247
NG-13640_DAUDI_lib227475_5697_7	NG-13640_RAMOS_lib227477_5697_7	0.812540921818749
NG-13640_DAUDI_lib227475_5697_7	NG-13640_Ri_1_lib241203_5808_6	0.73842521473602
NG-13640_DAUDI_lib227475_5697_7	NG-13640_SUDHL4_lib236389_5774_5	0.808797530914872
NG-13640_DAUDI_lib227475_5697_7	NG-13640_SUDHL6_lib236390_5774_5	0.794569591191861
NG-13640_DAUDI_lib227475_5697_7	NG-13640_U2946_lib236385_5767_8	0.802092342703149
NG-13640_DAUDI_lib227475_5697_7	NG-13640_U_2932_lib241205_5808_6	0.747889499320499
NG-13640_DAUDI_lib227475_5697_7	NG-13640_U_2940_lib248378_5885_5	0.740695034363307
NG-13640_DAUDI_lib227475_5697_7	NG-13640_VAL_lib227478_5697_4	0.795254288262157
NG-13640_DAUDI_lib227475_5697_7	NG-13640_WSUDLCL2_lib236391_5774_5	0.784527424405653
NG-13640_DEL_lib250969_5908_5	NG-13640_HAIRM_lib236393_5774_5	0.676307010122805
NG-13640_DEL_lib250969_5908_5	NG-13640_HDLM_2_lib227487_5697_4	0.666881039813648
NG-13640_DEL_lib250969_5908_5	NG-13640_HH_lib241222_5808_1	0.671040214804202
NG-13640_DEL_lib250969_5908_5	NG-13640_HT_1080_lib259823_5972_8	0.616457800430852
NG-13640_DEL_lib250969_5908_5	NG-13640_HT_1080_lib259823_5988_1	0.613070599669203
