node1	node2	support_directions	support_weight_mean	support_weight_sum	support_weight_max	methods_union	node1_short	node2_short
BT_474	KPL_1	17	0.6992408251895421	11.887094028222217	0.8974282296650717	best_overall=Entropy_corr;winner=Entropy_corr;Spearman_corr	BT_474	KPL_1
BT_474	MFM_223	18	0.7425708741791631	13.366275735224937	0.8961625282167043	best_overall=Entropy_corr;winner=Entropy_corr;Spearman_corr	BT_474	MFM_223
CAL_120	CAL_51	10	0.7558513977100502	7.558513977100501	0.9321023208538032	best_overall=Entropy_corr;winner=Entropy_corr;MAD_corr;MeanAbsDev_corr;Variance_corr	CAL_120	CAL_51
CAL_120	CCLF_PEDS_0051_T	8	0.7019176742208577	5.615341393766862	0.8557174318143317	best_overall=Entropy_corr;winner=Entropy_corr;MAD_corr;MeanAbsDev_corr;Variance_corr	CAL_120	CCLF_PEDS_0051_T
CAL_120	ETCC_006	9	0.7607830614237822	6.84704755281404	0.9408360026640448	best_overall=Entropy_corr;winner=Entropy_corr;MAD_corr;MeanAbsDev_corr;Variance_corr	CAL_120	ETCC_006
CAL_120	ETCC_007	10	0.7477261184208789	7.477261184208789	0.957563950533627	best_overall=Entropy_corr;winner=Entropy_corr;MAD_corr;MeanAbsDev_corr;Variance_corr	CAL_120	ETCC_007
CAL_120	GIMEN	6	0.637959208571156	3.8277552514269355	0.7728012163850545	best_overall=Entropy_corr;winner=Entropy_corr;MAD_corr;MeanAbsDev_corr;Variance_corr	CAL_120	GIMEN
CAL_120	HS_578T_B	8	0.7733499725086259	6.186799780069008	0.9236151109605284	best_overall=Entropy_corr;winner=Entropy_corr;MAD_corr;MeanAbsDev_corr;Variance_corr	CAL_120	HS_578T_B
CAL_120	MDA_MB_231	17	0.7188781885385106	12.220929205154683	0.957563950533627	best_overall=Entropy_corr;winner=Entropy_corr;MAD_corr;MeanAbsDev_corr;Variance_corr	CAL_120	MDA_MB_231
CAL_148	MFM_223	16	0.6605127540448668	10.568204064717868	0.7527997033426922	best_overall=Entropy_corr;winner=Entropy_corr;Spearman_corr	CAL_148	MFM_223
CAL_51	CCLF_PEDS_0051_T	5	0.7491670281796645	3.745835140898323	0.8217685922412332	best_overall=Entropy_corr;winner=Entropy_corr;MAD_corr;MeanAbsDev_corr;Variance_corr	CAL_51	CCLF_PEDS_0051_T
CAL_51	ETCC_006	5	0.8345167618153717	4.172583809076858	0.957563950533627	best_overall=Entropy_corr;winner=Entropy_corr;MAD_corr;MeanAbsDev_corr;Variance_corr	CAL_51	ETCC_006
CAL_51	ETCC_007	7	0.7277884342183277	5.094519039528294	0.8726918516008809	best_overall=Entropy_corr;winner=Entropy_corr;MAD_corr;MeanAbsDev_corr;Variance_corr	CAL_51	ETCC_007
CAL_51	HS_578T_B	6	0.7983499083518825	4.790099450111295	0.957563950533627	best_overall=Entropy_corr;winner=Entropy_corr;MAD_corr;MeanAbsDev_corr;Variance_corr	CAL_51	HS_578T_B
