direction	cell_line	n_pairs	max_p	median_p	frac_ge_thr	frac_eq_1	composite_score
Spearman_corr	COLO_824	30	1	1	1	1	0.8490595251550175
MX_euc	COLO_824	30	1	1	1	1	0.8490595251550175
MX_corr	COLO_824	30	1	1	1	1	0.8490595251550175
HVG_euc	COLO_824	30	1	1	1	1	0.8490595251550175
HVG_corr	COLO_824	30	1	1	1	1	0.8490595251550175
PCA_euc	COLO_824	31	1	1	0.967741935483871	0.9354838709677419	0.7690970879355185
Entropy_corr	COLO_824	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
kTotal_euc	COLO_824	37	1	1	0.6216216216216216	0.6216216216216216	0.2187042646325755
kTotal_corr	COLO_824	75	0.5	0.5	0	0	-2.1630687427444872
MAD_corr	DU_4475	32	1	1	0.875	0.875	0.6408171623038537
MAD_euc	DU_4475	36	1	1	0.6944444444444444	0.6666666666666666	0.3174421756578625
Spearman_corr	DU_4475	43	1	1	0.6744186046511628	0.6744186046511628	0.3066608126124511
Entropy_euc	DU_4475	38	1	1	0.7631578947368421	0.5789473684210527	0.3047509282537041
MeanAbsDev_euc	DU_4475	38	1	1	0.7105263157894737	0.6052631578947368	0.28124598476335816
Spearman_euc	DU_4475	45	1	1	0.6444444444444445	0.6	0.22059695300081103
MX_corr	DU_4475	37	1	1	0.6216216216216216	0.6216216216216216	0.2187042646325755
MX_euc	DU_4475	43	1	0.75	0.6976744186046512	0.46511627906976744	-0.13365545199547502
HVG_euc	DU_4475	47	1	0.75	0.6382978723404256	0.3617021276595745	-0.2683711720725093
Variance_euc	DU_4475	45	1	0.75	0.5555555555555556	0.37777777777777777	-0.3258860221593374
kTotal_euc	DU_4475	41	1	0.5	0.4878048780487805	0.43902439024390244	-0.6239063435031063
Entropy_corr	DU_4475	50	1	0.5	0.2	0.2	-1.0637181910923634
PCA_euc	DU_4475	62	1	0.25	0.4838709677419355	0.016129032258064516	-1.261045652437745
kTotal_corr	DU_4475	72	1	0.5	0.041666666666666664	0.041666666666666664	-1.3274918507038378
MeanAbsDev_corr	DU_4475	62	1	0.5	0.016129032258064516	0.016129032258064516	-1.3700359893508498
Variance_corr	DU_4475	63	1	0.5	0.015873015873015872	0.015873015873015872	-1.370462497006459
PCA_corr	DU_4475	64	1	0.5	0.015625	0.015625	-1.3708756762978302
HVG_corr	DU_4475	62	0.5	0.5	0	0	-2.1630687427444872
kTotal_euc	EFM_19	30	1	1	1	1	0.8490595251550175
PCA_euc	EFM_19	33	1	1	0.9090909090909091	0.9090909090909091	0.6976105339905346
Spearman_corr	EFM_19	39	1	1	0.8461538461538461	0.8461538461538461	0.5927612324151235
Spearman_euc	EFM_19	40	1	1	0.8	0.775	0.49554932831827636
Entropy_euc	EFM_19	35	1	1	0.8571428571428571	0.6571428571428571	0.44848892312608407
PCA_corr	EFM_19	37	1	1	0.7567567567567568	0.7567567567567568	0.44383114339059054
kTotal_corr	EFM_19	35	1	1	0.7142857142857143	0.7142857142857143	0.3730769814952144
MX_euc	EFM_19	39	1	1	0.7692307692307693	0.5897435897435898	0.31870755894348135
HVG_corr	EFM_19	38	1	1	0.631578947368421	0.631578947368421	0.23529256096211343
MeanAbsDev_euc	EFM_19	40	1	1	0.675	0.525	0.18569488409271767
MX_corr	EFM_19	38	1	1	0.5789473684210527	0.5789473684210527	0.14761156607741296
MAD_corr	EFM_19	39	1	1	0.5384615384615384	0.5384615384615384	0.08016464693533551
MAD_euc	EFM_19	42	1	0.75	0.5952380952380952	0.42857142857142855	-0.250745150528863
HVG_euc	EFM_19	47	1	0.75	0.6382978723404256	0.3617021276595745	-0.2683711720725093
Variance_euc	EFM_19	44	1	0.625	0.5	0.38636363636363635	-0.5113044911808554
MeanAbsDev_corr	EFM_19	45	1	0.5	0.4	0.4	-0.7305304105305013
Entropy_corr	EFM_19	46	1	0.5	0.30434782608695654	0.30434782608695654	-0.8898810881905224
Variance_corr	EFM_19	50	1	0.5	0.28	0.28	-0.9304430788676186
Spearman_corr	EFM_192A	39	1	1	0.8461538461538461	0.8461538461538461	0.5927612324151235
kTotal_euc	EFM_192A	33	1	1	0.8484848484848485	0.8181818181818182	0.5720113080325413
PCA_euc	EFM_192A	35	1	1	0.8285714285714286	0.8	0.540244380359274
Spearman_euc	EFM_192A	40	1	1	0.8	0.775	0.49554932831827636
PCA_corr	EFM_192A	38	1	1	0.7105263157894737	0.7105263157894737	0.36681405328916433
MX_euc	EFM_192A	38	1	1	0.7894736842105263	0.6052631578947368	0.34859142569605434
MX_corr	EFM_192A	36	1	1	0.6666666666666666	0.6666666666666666	0.2937465575519138
kTotal_corr	EFM_192A	38	1	1	0.5789473684210527	0.5789473684210527	0.14761156607741296
MAD_corr	EFM_192A	39	1	1	0.5384615384615384	0.5384615384615384	0.08016464693533551
Entropy_euc	EFM_192A	43	1	0.75	0.6744186046511628	0.3953488372093023	-0.21020736373500132
HVG_euc	EFM_192A	48	1	0.75	0.625	0.3541666666666667	-0.2858403700429625
MeanAbsDev_euc	EFM_192A	44	1	0.75	0.5909090909090909	0.38636363636363635	-0.2887485470614039
MAD_euc	EFM_192A	43	1	0.75	0.5116279069767442	0.4186046511627907	-0.3301701337746269
Variance_euc	EFM_192A	46	1	0.5	0.45652173913043476	0.34782608695652173	-0.7247269780885793
MeanAbsDev_corr	EFM_192A	45	1	0.5	0.4	0.4	-0.7305304105305013
HVG_corr	EFM_192A	45	1	0.5	0.37777777777777777	0.37777777777777777	-0.767551275037375
Entropy_corr	EFM_192A	44	1	0.5	0.36363636363636365	0.36363636363636365	-0.7911100069962944
Variance_corr	EFM_192A	51	1	0.5	0.2549019607843137	0.2549019607843137	-0.9722548787812642
Spearman_corr	EFM_192B	40	1	1	0.8	0.8	0.5158717445931553
Spearman_euc	EFM_192B	42	1	1	0.7142857142857143	0.7142857142857143	0.3730769814952144
PCA_euc	EFM_192B	39	1	1	0.6923076923076923	0.6153846153846154	0.27393242806021734
PCA_corr	EFM_192B	40	1	1	0.625	0.625	0.2243324366015259
kTotal_corr	EFM_192B	39	1	1	0.5384615384615384	0.5384615384615384	0.08016464693533551
Entropy_euc	EFM_192B	47	1	0.75	0.574468085106383	0.2765957446808511	-0.3920033712091709
MX_euc	EFM_192B	52	1	0.75	0.5769230769230769	0.23076923076923078	-0.4271613791472122
MeanAbsDev_euc	EFM_192B	50	1	0.625	0.5	0.28	-0.5977671349685222
MAD_euc	EFM_192B	45	1	0.5	0.4666666666666667	0.35555555555555557	-0.7097896671204538
kTotal_euc	EFM_192B	43	1	0.5	0.4186046511627907	0.37209302325581395	-0.7373453449431262
MAD_corr	EFM_192B	43	1	0.5	0.3953488372093023	0.3953488372093023	-0.7382789635668238
MX_corr	EFM_192B	43	1	0.5	0.3953488372093023	0.3953488372093023	-0.7382789635668238
HVG_corr	EFM_192B	46	1	0.5	0.34782608695652173	0.34782608695652173	-0.8174489619814219
HVG_euc	EFM_192B	58	1	0.5	0.46551724137931033	0.1724137931034483	-0.8596455008105415
Variance_euc	EFM_192B	51	1	0.5	0.39215686274509803	0.23529411764705882	-0.8711097981596189
MeanAbsDev_corr	EFM_192B	50	1	0.5	0.26	0.26	-0.9637618569238049
Variance_corr	EFM_192B	53	1	0.5	0.20754716981132076	0.20754716981132076	-1.0511450672975762
Entropy_corr	EFM_192B	54	1	0.5	0.1111111111111111	0.1111111111111111	-1.2118016491198578
kTotal_euc	EFM_192C	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
PCA_euc	EFM_192C	33	1	1	0.9090909090909091	0.9090909090909091	0.6976105339905346
Spearman_corr	EFM_192C	39	1	1	0.8461538461538461	0.8461538461538461	0.5927612324151235
kTotal_corr	EFM_192C	33	1	1	0.8181818181818182	0.8181818181818182	0.5461615428260519
Spearman_euc	EFM_192C	40	1	1	0.8	0.775	0.49554932831827636
MX_euc	EFM_192C	35	1	1	0.8571428571428571	0.7142857142857143	0.49494016032580745
HVG_corr	EFM_192C	35	1	1	0.7714285714285715	0.7714285714285715	0.46827349022717507
MX_corr	EFM_192C	34	1	1	0.7647058823529411	0.7647058823529411	0.4570739009645913
PCA_corr	EFM_192C	37	1	1	0.7567567567567568	0.7567567567567568	0.44383114339059054
MeanAbsDev_corr	EFM_192C	36	1	1	0.75	0.75	0.43257479945268973
Entropy_euc	EFM_192C	37	1	1	0.8108108108108109	0.5945945945945946	0.35812045684078925
MeanAbsDev_euc	EFM_192C	38	1	1	0.7368421052631579	0.6052631578947368	0.30369446507425685
MAD_euc	EFM_192C	37	1	1	0.7027027027027027	0.6216216216216216	0.28786985261750675
Variance_euc	EFM_192C	38	1	1	0.6842105263157895	0.5789473684210527	0.23740548732100789
MAD_corr	EFM_192C	37	1	1	0.6216216216216216	0.6216216216216216	0.2187042646325755
Entropy_corr	EFM_192C	39	1	1	0.5384615384615384	0.5384615384615384	0.08016464693533551
HVG_euc	EFM_192C	42	1	0.75	0.7142857142857143	0.47619047619047616	-0.11048313717026588
Variance_corr	EFM_192C	44	1	0.5	0.45454545454545453	0.45454545454545453	-0.6396610158318117
Variance_corr	ETCC_006	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
MAD_corr	ETCC_006	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
Entropy_corr	ETCC_006	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
MeanAbsDev_corr	ETCC_006	32	1	1	0.875	0.875	0.6408171623038537
PCA_corr	ETCC_006	32	1	1	0.875	0.875	0.6408171623038537
kTotal_corr	ETCC_006	45	1	1	0.8666666666666667	0.8666666666666667	0.6269343381137761
kTotal_euc	ETCC_006	46	1	1	0.8695652173913043	0.8478260869565217	0.6140914802017343
Spearman_euc	ETCC_006	37	1	1	0.8108108108108109	0.8108108108108109	0.5338818948937966
HVG_euc	ETCC_006	67	1	0.75	0.5074626865671642	0.014925373134328358	-0.661872775957598
MX_euc	ETCC_006	66	1	0.5	0.045454545454545456	0.045454545454545456	-1.3211814760719844
Spearman_corr	ETCC_006	64	1	0.5	0.03125	0.03125	-1.3448453809414347
MX_corr	ETCC_006	70	1	0.5	0.02857142857142857	0.02857142857142857	-1.3493077172882455
HVG_corr	ETCC_006	66	1	0.5	0.015151515151515152	0.015151515151515152	-1.371664473126812
Variance_euc	ETCC_006	67	1	0.5	0.014925373134328358	0.014925373134328358	-1.372041211910803
MAD_euc	ETCC_006	67	1	0.5	0.014925373134328358	0.014925373134328358	-1.372041211910803
MeanAbsDev_euc	ETCC_006	67	1	0.5	0.014925373134328358	0.014925373134328358	-1.372041211910803
Entropy_euc	ETCC_006	67	1	0.5	0.014925373134328358	0.014925373134328358	-1.372041211910803
PCA_euc	ETCC_006	67	1	0.5	0.014925373134328358	0.014925373134328358	-1.372041211910803
Variance_corr	ETCC_007	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
MAD_corr	ETCC_007	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
Entropy_corr	ETCC_007	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
MeanAbsDev_corr	ETCC_007	32	1	1	0.875	0.875	0.6408171623038537
PCA_corr	ETCC_007	32	1	1	0.875	0.875	0.6408171623038537
kTotal_corr	ETCC_007	45	1	1	0.8666666666666667	0.8666666666666667	0.6269343381137761
kTotal_euc	ETCC_007	46	1	1	0.8695652173913043	0.8478260869565217	0.6140914802017343
Spearman_euc	ETCC_007	37	1	1	0.8108108108108109	0.8108108108108109	0.5338818948937966
HVG_euc	ETCC_007	68	0.75	0.625	0.5	0	-1.2084595827922975
Spearman_corr	ETCC_007	65	1	0.5	0.015384615384615385	0.015384615384615385	-1.3712761423802362
MX_corr	ETCC_007	71	1	0.5	0.014084507042253521	0.014084507042253521	-1.3734420434456438
Variance_euc	ETCC_007	69	0.5	0.5	0	0	-2.1630687427444872
MAD_euc	ETCC_007	68	0.5	0.5	0	0	-2.1630687427444872
MeanAbsDev_euc	ETCC_007	69	0.5	0.5	0	0	-2.1630687427444872
Entropy_euc	ETCC_007	68	0.5	0.5	0	0	-2.1630687427444872
PCA_euc	ETCC_007	69	0.5	0.5	0	0	-2.1630687427444872
MX_euc	ETCC_007	69	0.5	0.5	0	0	-2.1630687427444872
HVG_corr	ETCC_007	67	0.5	0.5	0	0	-2.1630687427444872
kTotal_euc	EVSA_T	30	1	1	1	1	0.8490595251550175
PCA_euc	EVSA_T	33	1	1	0.9090909090909091	0.9090909090909091	0.6976105339905346
MX_euc	EVSA_T	34	1	1	0.8823529411764706	0.8529411764705882	0.629157988030535
PCA_corr	EVSA_T	35	1	1	0.8571428571428571	0.8571428571428571	0.6110682533251158
Spearman_corr	EVSA_T	39	1	1	0.8461538461538461	0.8461538461538461	0.5927612324151235
Entropy_euc	EVSA_T	34	1	1	0.8529411764705882	0.7647058823529411	0.5323423349481929
Spearman_euc	EVSA_T	40	1	1	0.8	0.775	0.49554932831827636
HVG_corr	EVSA_T	35	1	1	0.7714285714285715	0.7714285714285715	0.46827349022717507
MX_corr	EVSA_T	34	1	1	0.7647058823529411	0.7647058823529411	0.4570739009645913
MAD_euc	EVSA_T	35	1	1	0.8	0.7142857142857143	0.4461948887935703
kTotal_corr	EVSA_T	35	1	1	0.7142857142857143	0.7142857142857143	0.3730769814952144
MeanAbsDev_euc	EVSA_T	39	1	1	0.7435897435897436	0.5384615384615384	0.2551476729484949
Variance_euc	EVSA_T	39	1	1	0.6410256410256411	0.5641025641025641	0.188499663813586
MAD_corr	EVSA_T	38	1	1	0.5789473684210527	0.5789473684210527	0.14761156607741296
HVG_euc	EVSA_T	43	1	0.75	0.6744186046511628	0.4418604651162791	-0.17239821717708692
Entropy_corr	EVSA_T	41	1	0.5	0.4634146341463415	0.4634146341463415	-0.6248855044986914
MeanAbsDev_corr	EVSA_T	44	1	0.5	0.4318181818181818	0.4318181818181818	-0.6775232636229324
Variance_corr	EVSA_T	46	1	0.5	0.391304347826087	0.391304347826087	-0.7450168357723215
Variance_euc	HCC_1143	30	1	1	1	1	0.8490595251550175
Variance_corr	HCC_1143	30	1	1	1	1	0.8490595251550175
MAD_euc	HCC_1143	30	1	1	1	1	0.8490595251550175
MAD_corr	HCC_1143	30	1	1	1	1	0.8490595251550175
MeanAbsDev_euc	HCC_1143	30	1	1	1	1	0.8490595251550175
MeanAbsDev_corr	HCC_1143	30	1	1	1	1	0.8490595251550175
Entropy_corr	HCC_1143	30	1	1	1	1	0.8490595251550175
PCA_euc	HCC_1143	30	1	1	1	1	0.8490595251550175
PCA_corr	HCC_1143	30	1	1	1	1	0.8490595251550175
MX_euc	HCC_1143	30	1	1	1	1	0.8490595251550175
MX_corr	HCC_1143	30	1	1	1	1	0.8490595251550175
HVG_corr	HCC_1143	30	1	1	1	1	0.8490595251550175
HVG_euc	HCC_1143	31	1	1	0.967741935483871	0.9354838709677419	0.7690970879355185
Spearman_euc	HCC_1143	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
Spearman_corr	HCC_1143	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
Entropy_euc	HCC_1143	32	1	1	0.875	0.875	0.6408171623038537
kTotal_corr	HCC_1143	45	1	1	0.8666666666666667	0.8666666666666667	0.6269343381137761
kTotal_euc	HCC_1143	55	1	0.5	0.10909090909090909	0.10909090909090909	-1.2151671822568464
Variance_corr	HCC_1599	30	1	1	1	1	0.8490595251550175
MAD_corr	HCC_1599	30	1	1	1	1	0.8490595251550175
MeanAbsDev_corr	HCC_1599	30	1	1	1	1	0.8490595251550175
Entropy_corr	HCC_1599	30	1	1	1	1	0.8490595251550175
PCA_euc	HCC_1599	30	1	1	1	1	0.8490595251550175
PCA_corr	HCC_1599	30	1	1	1	1	0.8490595251550175
Spearman_euc	HCC_1599	30	1	1	1	1	0.8490595251550175
Spearman_corr	HCC_1599	30	1	1	1	1	0.8490595251550175
MX_euc	HCC_1599	30	1	1	1	1	0.8490595251550175
MX_corr	HCC_1599	30	1	1	1	1	0.8490595251550175
HVG_corr	HCC_1599	30	1	1	1	1	0.8490595251550175
MAD_euc	HCC_1599	31	1	1	0.967741935483871	0.9032258064516129	0.7428746153227714
Variance_euc	HCC_1599	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
MeanAbsDev_euc	HCC_1599	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
HVG_euc	HCC_1599	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
Entropy_euc	HCC_1599	32	1	1	0.875	0.875	0.6408171623038537
kTotal_corr	HCC_1599	45	1	1	0.8666666666666667	0.8666666666666667	0.6269343381137761
kTotal_euc	HCC_1599	49	1	0.5	0.22448979591836735	0.22448979591836735	-1.0229196873500945
Variance_corr	HCC_1937	30	1	1	1	1	0.8490595251550175
MeanAbsDev_corr	HCC_1937	30	1	1	1	1	0.8490595251550175
Entropy_corr	HCC_1937	30	1	1	1	1	0.8490595251550175
MX_corr	HCC_1937	30	1	1	1	1	0.8490595251550175
HVG_corr	HCC_1937	30	1	1	1	1	0.8490595251550175
MAD_corr	HCC_1937	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
PCA_corr	HCC_1937	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
PCA_euc	HCC_1937	33	1	1	0.8181818181818182	0.8181818181818182	0.5461615428260519
HVG_euc	HCC_1937	33	1	1	0.8181818181818182	0.8181818181818182	0.5461615428260519
Entropy_euc	HCC_1937	34	1	1	0.7647058823529411	0.7647058823529411	0.4570739009645913
MX_euc	HCC_1937	35	1	1	0.7142857142857143	0.7142857142857143	0.3730769814952144
MeanAbsDev_euc	HCC_1937	36	1	1	0.6944444444444444	0.6944444444444444	0.34002263818550577
MAD_euc	HCC_1937	36	1	1	0.6944444444444444	0.6666666666666666	0.3174421756578625
Variance_euc	HCC_1937	37	1	1	0.6486486486486487	0.6216216216216216	0.24175946062755263
Spearman_corr	HCC_1937	59	1	0.5	0.11864406779661017	0.11864406779661017	-1.1992522035243074
kTotal_corr	HCC_1937	69	1	0.5	0.08695652173913043	0.08695652173913043	-1.2520417192360247
Spearman_euc	HCC_1937	60	1	0.5	0.03333333333333333	0.03333333333333333	-1.3413746748939153
kTotal_euc	HCC_1937	77	0.75	0.25	0.16883116883116883	0	-1.9259805337631672
Variance_corr	HDQ_P1	30	1	1	1	1	0.8490595251550175
MAD_corr	HDQ_P1	30	1	1	1	1	0.8490595251550175
MeanAbsDev_euc	HDQ_P1	30	1	1	1	1	0.8490595251550175
Entropy_corr	HDQ_P1	30	1	1	1	1	0.8490595251550175
PCA_euc	HDQ_P1	30	1	1	1	1	0.8490595251550175
MX_euc	HDQ_P1	30	1	1	1	1	0.8490595251550175
MX_corr	HDQ_P1	30	1	1	1	1	0.8490595251550175
HVG_corr	HDQ_P1	30	1	1	1	1	0.8490595251550175
Variance_euc	HDQ_P1	31	1	1	0.967741935483871	0.9354838709677419	0.7690970879355185
HVG_euc	HDQ_P1	31	1	1	0.967741935483871	0.9354838709677419	0.7690970879355185
MeanAbsDev_corr	HDQ_P1	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
PCA_corr	HDQ_P1	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
MAD_euc	HDQ_P1	32	1	1	0.9375	0.875	0.694132303042238
Entropy_euc	HDQ_P1	32	1	1	0.875	0.875	0.6408171623038537
