"NG-A2798_CCLF_PEDS_0051_T_libLAI2540",1
"NG-A0611_CHP126_libLAB6088",2
"NG-A0611_CHP134_libLAB6074",3
"NG-A0611_GIMEN_libLAB6073",1
"NG-A0611_IMR32_libLAB6079",3
"NG-A0611_KELLY_libLAB6075",4
"NG-A0611_LAN1_libLAB6085",2
"NG-A0611_LAN2_libLAB6083",5
"NG-A0611_LAN5_libLAB6087",2
"NG-A0611_LAN6_libLAB6089",6
"NG-A0611_LS_libLAB6078",7
"NG-A0611_MHHNB11_libLAB6084",4
"NG-A0611_NBLS_libLAB6077",6
"NG-A0611_NGP_libLAB6082",3
"NG-A0611_NMB_libLAB6080",2
"NG-A0611_SHSY5Y_libLAB6081",7
"NG-A0611_SIMA_libLAB6086",6
"NG-A0611_SKNBE2_libLAB6076",8
