"TCGA-GM-A2DL-01A-11R-A18M-07",1
"TCGA-AC-A2QI-01A-12R-A19W-07",2
"TCGA-A8-A06R-01A-11R-A00Z-07",1
"TCGA-AR-A24N-01A-11R-A169-07",1
"TCGA-A8-A0AD-01A-11R-A056-07",1
"TCGA-A2-A0YL-01A-21R-A109-07",2
"TCGA-C8-A12P-01A-11R-A115-07",1
"TCGA-BH-A18J-01A-11R-A12D-07",1
"TCGA-D8-A27V-01A-12R-A17B-07",2
"TCGA-AR-A256-01A-11R-A169-07",3
"TCGA-A7-A426-01A-22R-A24H-07",4
"TCGA-E9-A1N8-01A-11R-A144-07",3
"TCGA-E2-A154-01A-11R-A115-07",5
"TCGA-E9-A1NH-01A-11R-A14D-07",1
"TCGA-Z7-A8R6-01A-11R-A41B-07",6
"TCGA-AC-A3YJ-01A-11R-A22U-07",7
"TCGA-A2-A04U-01A-11R-A115-07",3
"TCGA-A7-A26I-01A-11R-A169-07",3
"TCGA-A8-A09A-01A-11R-A00Z-07",1
"TCGA-AO-A126-01A-11R-A10J-07",2
"TCGA-EW-A1J6-01A-11R-A13Q-07",8
"TCGA-LQ-A4E4-01A-11R-A266-07",7
"TCGA-E2-A1IL-01A-11R-A14D-07",5
"TCGA-A8-A07C-01A-11R-A034-07",3
"TCGA-EW-A2FV-01A-11R-A17B-07",2
"TCGA-BH-A1FJ-01A-11R-A13Q-07",5
"TCGA-EW-A1J1-01A-11R-A13Q-07",7
"TCGA-A7-A0DB-01A-11R-A277-07",5
"TCGA-A7-A56D-01A-11R-A27Q-07",6
"TCGA-E2-A109-01A-11R-A10J-07",8
"TCGA-E2-A15O-01A-11R-A115-07",6
"TCGA-B6-A0WW-01A-11R-A109-07",5
"TCGA-E2-A2P5-01A-11R-A19W-07",5
"TCGA-E9-A3Q9-01A-11R-A21T-07",7
"TCGA-E2-A158-01A-11R-A12D-07",3
"TCGA-A1-A0SD-01A-11R-A115-07",1
"TCGA-E9-A5FL-01A-11R-A27Q-07",3
"TCGA-A1-A0SE-01A-11R-A084-07",2
"TCGA-A2-A0YG-01A-21R-A109-07",6
"TCGA-B6-A0RQ-01A-11R-A115-07",4
"TCGA-A7-A6VY-01A-12R-A33J-07",3
"TCGA-A7-A13D-01B-04R-A277-07",3
"TCGA-EW-A1OW-01A-21R-A144-07",3
"TCGA-BH-A18M-01A-11R-A12D-07",2
"TCGA-A8-A090-01A-11R-A00Z-07",5
"TCGA-AC-A2FM-01A-11R-A19W-07",7
"TCGA-A8-A099-01A-11R-A00Z-07",5
"TCGA-AO-A12B-01A-11R-A10J-07",7
"TCGA-E2-A15F-01A-11R-A115-07",7
"TCGA-E2-A576-01A-11R-A31O-07",6
"TCGA-AN-A0AR-01A-11R-A00Z-07",3
"TCGA-E9-A1R0-01A-22R-A16F-07",2
"TCGA-AN-A03Y-01A-21R-A00Z-07",6
"TCGA-A7-A4SC-01A-12R-A266-07",2
"TCGA-OL-A5D6-01A-21R-A27Q-07",1
"TCGA-C8-A3M8-01A-11R-A213-07",7
"TCGA-AO-A129-01A-21R-A10J-07",3
"TCGA-D8-A27P-01A-11R-A16F-07",5
"TCGA-E2-A152-01A-11R-A12D-07",1
"TCGA-E9-A1NI-01A-11R-A14D-07",1
"TCGA-A2-A0YF-01A-21R-A109-07",7
"TCGA-E9-A1RG-01A-11R-A14D-07",6
"TCGA-B6-A0X4-01A-11R-A109-07",7
"TCGA-AO-A0J4-01A-11R-A034-07",3
"TCGA-A7-A425-01A-11R-A24H-07",4
"TCGA-OL-A66N-01A-12R-A31O-07",4
"TCGA-B6-A1KF-01A-11R-A13Q-07",3
"TCGA-GM-A5PX-01A-12R-A28M-07",2
"TCGA-AO-A0J6-01A-11R-A034-07",3
"TCGA-E2-A156-01A-11R-A12D-07",7
"TCGA-D8-A73W-01A-22R-A352-07",5
"TCGA-E2-A107-01A-11R-A10J-07",7
"TCGA-A2-A1G4-01A-11R-A13Q-07",7
"TCGA-AO-A1KO-01A-31R-A13Q-07",4
"TCGA-A2-A3XS-01A-11R-A22U-07",3
"TCGA-B6-A0RH-01A-21R-A115-07",1
"TCGA-AO-A03P-01A-11R-A00Z-07",7
"TCGA-OL-A5DA-01A-11R-A27Q-07",6
"TCGA-A8-A07B-01A-11R-A00Z-07",1
"TCGA-A2-A04R-01A-41R-A109-07",7
"TCGA-A2-A04T-01A-21R-A034-07",3
"TCGA-C8-A26V-01A-11R-A16F-07",6
"TCGA-AN-A0XR-01A-11R-A109-07",6
"TCGA-BH-A0HQ-01A-11R-A034-07",5
"TCGA-LL-A5YM-01A-11R-A28M-07",6
