Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
NG-13640_OCI_AML_3_lib248392_5885_6_2	(1, 0.053178723983325196)	(2, 0.0)	(3, 0.0)	(4, 5.379530089356685e-05)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 2.0690500343679554e-06)	(9, 0.0)	(10, 0.0007758937628879833)	(15, 0.00016511019274256287)	(20, 0.004070649037615517)	(25, 0.000697269861582001)	(30, 0.0062762563742517555)	(35, 0.0008408619339671372)	(40, 0.00025366553421351135)	(45, 0.0014338516738169932)	(50, 0.00045146671749908795)	(55, 0.008850154617005493)	(60, 0.005868653517481269)	(65, 0.0033713101259991466)	(70, 0.009923163964828716)	(75, 0.003857123074068743)	(80, 0.003442071637174531)	(85, 0.0034193120867964835)	(90, 0.001255085750847602)	(95, 0.0026802474145202495)	(100, 0.0028817728878676886)	(105, 0.001596892816525188)	(110, 0.003098195521462577)	(115, 0.0003509108858288053)	(120, 0.002652522144059719)	(125, 0.0036212513701507957)	(130, 0.0016974486481954707)	(135, 0.0018898703013916908)	(140, 0.0025590010825062874)	(145, 0.001243912880662015)	(150, 0.003012536850039743)
NG-13640_OCI_LY_3_lib241204_5808_6_1	(1, 0.2617877681385313)	(2, 0.12178517864893455)	(3, 0.00021268908391887083)	(4, 0.0014031571508536617)	(5, 0.0)	(6, 0.0)	(7, 0.0002363212043543009)	(8, 0.0015095016928130972)	(9, 0.00022450514413658587)	(10, 0.0)	(15, 0.00023927521940872966)	(20, 0.0007367313545745331)	(25, 0.0014604650429095795)	(30, 0.0024920070999161032)	(35, 0.0013907502876250608)	(40, 0.003937111264542653)	(45, 0.0008637540019149698)	(50, 0.0004761872267739163)	(55, 0.0009689169378526338)	(60, 0.0011892864609130192)	(65, 0.0004862308779589741)	(70, 0.00031667041383476324)	(75, 0.0009435124083845463)	(80, 0.001897659270965036)	(85, 0.0005695341024938652)	(90, 0.02275595957028652)	(95, 0.0026840180784539723)	(100, 0.0006386580547674982)	(105, 0.0019047489070956652)	(110, 0.18064983663853645)	(115, 0.0029032059954925866)	(120, 0.0040351845643496875)	(125, 0.0009878226342009777)	(130, 0.0026987881537261166)	(135, 0.003362850737961702)	(140, 0.002206058442647399)	(145, 0.0010486753443222103)	(150, 0.004846061696790383)
NG-13640_OCI_LY_3_lib241204_5808_6_2	(1, 0.3030524044338466)	(2, 0.0059316622292929526)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.005529916181890642)	(8, 0.0)	(9, 0.0)	(10, 6.203431614300398e-05)	(15, 0.0007243244913459322)	(20, 9.15744666872916e-05)	(25, 0.0010002294974295787)	(30, 0.0012383231108165367)	(35, 0.0007190072642479605)	(40, 0.0006853314926274726)	(45, 0.0001412019196016948)	(50, 0.00041238050159825507)	(55, 0.0008696620320238274)	(60, 0.0)	(65, 0.00027295099102921756)	(70, 0.0008359862604033395)	(75, 0.0007095544160737884)	(80, 0.000264679748876817)	(85, 0.00030367274759527665)	(90, 0.0007644990960861634)	(95, 0.0013517572889066012)	(100, 2.7176938500744606e-05)	(105, 0.00041710692568534114)	(110, 0.0009257883180579738)	(115, 0.0016489312033821347)	(120, 0.0006357040397130694)	(125, 0.001338168819656229)	(130, 0.0013588469250372301)	(135, 0.001361800940091659)	(140, 0.0017694550176028281)	(145, 0.0005825317687333517)	(150, 0.0008345092528761251)
NG-13640_OCI_M2_lib259807_5981_3_1	(1, 0.49524041240200656)	(2, 0.008114833122502354)	(3, 0.0)	(4, 0.013024188175793367)	(5, 0.0)	(6, 7.1391493746355014e-06)	(7, 0.0)	(8, 4.5214612706024844e-05)	(9, 0.0)	(10, 0.004395336298317257)	(15, 0.0011346488072754024)	(20, 0.0002888975780269166)	(25, 0.0002389235324044681)	(30, 0.0005754154395956214)	(35, 0.0014892265595489657)	(40, 0.0028509003169377768)	(45, 0.0017486156534940555)	(50, 0.0008814469761216632)	(55, 0.0005830305322618994)	(60, 0.002260730635301242)	(65, 0.008586968867811582)	(70, 0.0006629890052578169)	(75, 0.018471359148640256)	(80, 0.008498443415566102)	(85, 0.001545387867962765)	(90, 0.01491511087348849)	(95, 0.013699075763342245)	(100, 0.0015396765484630567)	(105, 0.0010851507049445964)	(110, 0.003667619005396078)	(115, 0.0010337488294472207)	(120, 0.000668224381465883)	(125, 0.00018419005386559594)	(130, 0.0006453791034670493)	(135, 0.001925666557985016)	(140, 0.0004945050800164191)	(145, 0.007888284115680587)	(150, 0.0007662686995442105)
NG-13640_OCI_M2_lib259807_5981_3_2	(1, 0.47046994378847956)	(2, 0.04223996713326005)	(3, 0.0019370891969844328)	(4, 5.473347853887218e-05)	(5, 0.002691459314237584)	(6, 0.017333854681615)	(7, 0.0)	(8, 0.01938754998505181)	(9, 0.00650138536383473)	(10, 0.008644082062808665)	(15, 0.005487150209344847)	(20, 0.00852033680698165)	(25, 0.0055823388676733195)	(30, 0.010238016146518952)	(35, 0.012460195375197162)	(40, 0.007559883244447355)	(45, 0.007661735108858821)	(50, 0.008748313643678344)	(55, 0.004064555710625813)	(60, 0.0069383013055624235)	(65, 0.005983559062527836)	(70, 0.004382485829442913)	(75, 0.0050035918250362025)	(80, 0.009172379116531692)	(85, 0.006115871297604413)	(90, 0.007326671031542595)	(95, 0.005242039414149027)	(100, 0.009550278090095732)	(105, 0.00497503522753766)	(110, 0.005108775292489165)	(115, 0.012668658536936519)	(120, 0.006758870684613251)	(125, 0.008851117394673095)	(130, 0.006521850925375352)	(135, 0.0031911997704620696)	(140, 0.006174888265768066)	(145, 0.1890056480904334)	(150, 0.0004140706637288591)
NG-13640_OPM2_lib236378_5767_8_1	(1, 0.8281854926217287)	(2, 0.003789312450143062)	(3, 0.0026842197653085334)	(4, 0.0005866175646038517)	(5, 0.00010665773901888212)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.00017183746841931008)	(10, 0.00024057245578703413)	(15, 9.243670714969784e-05)	(20, 0.001394253666174609)	(25, 0.00014221031869184284)	(30, 0.0002441277137543302)	(35, 0.00026368163257445857)	(40, 0.0021402652963122344)	(45, 0.0016182349181142618)	(50, 0.0002482755147161756)	(55, 0.0017468167479314694)	(60, 0.0006423166060914901)	(65, 0.004524658306378799)	(70, 0.0004278160420646272)	(75, 0.0005866175646038517)	(80, 3.5552579672960712e-06)	(85, 0.0004983286584159993)	(90, 0.0010227292085921696)	(95, 0.0026166698639299084)	(100, 0.0003395271358767748)	(105, 0.0023755048651483246)	(110, 0.000566471102789174)	(115, 0.003652435018402164)	(120, 0.00044914758986840363)	(125, 0.006139337966525765)	(130, 0.009150048921830987)	(135, 0.0006322433751841513)	(140, 0.0013190007058668423)	(145, 0.0020478285891625367)	(150, 0.0003362681494067533)
NG-13640_OPM2_lib236378_5767_8_2	(1, 0.7446013778105981)	(2, 0.0006754990137862535)	(3, 0.0)	(4, 0.00022516633792875115)	(5, 0.0)	(6, 0.00018665104328304373)	(7, 0.0005747667047128648)	(8, 2.9627149727467257e-06)	(9, 0.00024294262776523151)	(10, 0.0011430154364856868)	(15, 0.0013231485068286876)	(20, 0.0014037343540873985)	(25, 5.9254299454934515e-05)	(30, 0.0008485215681946623)	(35, 0.0027997656492456556)	(40, 0.0015026890341771392)	(45, 0.0007181621093938062)	(50, 9.83621370951913e-05)	(55, 0.003449192771271738)	(60, 0.002697848254183168)	(65, 0.002318028194677038)	(70, 0.0020691601369663133)	(75, 0.0013367769957033226)	(80, 0.0008562246271238037)	(85, 0.00016472695248471796)	(90, 9.480687912789522e-05)	(95, 0.00044085198794471277)	(100, 0.0020981947436992314)	(105, 0.0020158312674568722)	(110, 0.0012988542440521644)	(115, 0.003117961237318654)	(120, 0.0008183018754726457)	(125, 0.00010606519602433279)	(130, 0.0022522559222820605)	(135, 0.0010079156337284361)	(140, 0.0015583880756647776)	(145, 0.0009172565555623862)	(150, 0.0002962714972746726)
NG-13640_PGA_1_lib227483_5697_4_1	(1, 0.7969731442739159)	(2, 0.0584685720487122)	(3, 0.0)	(4, 0.0035650156770406925)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0011051548598826147)	(15, 0.000413449220726927)	(20, 0.0022820730223550097)	(25, 0.0008042119780545042)	(30, 0.00027455250603702994)	(35, 0.10450588813267858)	(40, 0.004566460989954851)	(45, 0.10092096392653235)	(50, 0.08746094629498338)	(55, 0.11990721884654335)	(60, 0.1824362048546902)	(65, 0.17168745109388803)	(70, 0.16693162758290594)	(75, 0.008259724633559215)	(80, 0.0036020548009579986)	(85, 0.0013204447676519553)	(90, 0.0028404378154083957)	(95, 0.0009611652656540881)	(100, 0.007017988004231534)	(105, 0.003414544236126637)	(110, 0.0027524698961047945)	(115, 0.0009991303676693264)	(120, 0.002687651429249509)	(125, 8.657895215670253e-05)	(130, 0.001806120280017629)	(135, 0.0025265312402092286)	(140, 0.0006926316172536203)	(145, 0.002622369973345257)	(150, 0.0015417535330578581)
NG-13640_PGA_1_lib227483_5697_4_2	(1, 0.858754402967982)	(2, 0.0523339671499084)	(3, 0.0002986279365832788)	(4, 0.0)	(5, 0.0033150015905988777)	(6, 0.0)	(7, 0.030263279185683747)	(8, 0.0016227766166269644)	(9, 0.02411246967016614)	(10, 0.0002671446812535688)	(15, 0.0009972784114734613)	(20, 4.537292679869972e-05)	(25, 0.0003477047757737091)	(30, 0.000644943745210089)	(35, 0.03185920243747067)	(40, 0.0018598270096977225)	(45, 0.001886217385488803)	(50, 0.002844604716849093)	(55, 0.0011505277866813144)	(60, 0.002414024901310412)	(65, 0.0020542824102635785)	(70, 0.0015588841278696118)	(75, 0.0019755742719393034)	(80, 0.0005041950743243266)	(85, 0.001604720043717278)	(90, 0.002165399782015496)	(95, 0.0021853083111210477)	(100, 0.0031460105877261697)	(105, 0.005545682828518625)	(110, 0.0030270224021418245)	(115, 0.001352854001079598)	(120, 0.00317240096351725)	(125, 0.001863530922089453)	(130, 0.00392059126664683)	(135, 0.0032131439998262863)	(140, 0.0019269604217978394)	(145, 0.0016181467261373013)	(150, 0.0026679743946684403)
NG-13640_RAJI_lib227476_5684_6_1	(1, 0.102869705546671)	(2, 0.007607069222688645)	(3, 0.0)	(4, 0.019936975846421075)	(5, 0.0)	(6, 2.2129655920548783e-05)	(7, 0.0)	(8, 0.0)	(9, 0.0001788813853577693)	(10, 0.0003341578044002866)	(15, 0.0011271371415532848)	(20, 0.0010622234841863416)	(25, 0.0024549164967862117)	(30, 0.0008660072016908089)	(35, 0.0007085178170562369)	(40, 0.0011938949369136068)	(45, 0.0005842229163024878)	(50, 0.0005761087091316199)	(55, 0.0003537056671301047)	(60, 0.002467456635141189)	(65, 0.001116441141191686)	(70, 0.00020469931726507622)	(75, 0.0007900287163635915)	(80, 0.0009401415490246474)	(85, 0.001688861574336548)	(90, 0.0013923241850011942)	(95, 0.0004507073255818435)	(100, 0.003478044255512917)	(105, 0.0029340235474660924)	(110, 0.0006199991933740417)	(115, 0.003410179977356567)	(120, 0.004367656423518978)	(125, 0.0009497310665902186)	(130, 0.006422026148143257)	(135, 0.00226386380067214)	(140, 0.0016125142614106544)	(145, 0.003955675995798095)	(150, 0.00015214138445377286)
NG-13640_RAJI_lib227476_5684_6_2	(1, 0.13467186524249297)	(2, 7.560965772854166e-05)	(3, 0.005698386399541311)	(4, 0.0005292676040997917)	(5, 0.002266445593862871)	(6, 7.37655197351626e-05)	(7, 0.0017132041958491516)	(8, 0.0020875642085051017)	(9, 0.0016394386761139888)	(10, 0.004875532026895572)	(15, 0.005451271908428517)	(20, 0.007307212384965207)	(25, 0.0023409487687953852)	(30, 0.0016578800560477795)	(35, 0.0017021393678888772)	(40, 0.001337368872798498)	(45, 0.0013937994953958975)	(50, 0.0029834464456886516)	(55, 0.0018983556503844095)	(60, 0.004108370621649881)	(65, 0.0013292546656276303)	(70, 0.0034784130831115923)	(75, 0.0008637942360987541)	(80, 0.002553762293231329)	(85, 0.001276143491418313)	(90, 0.0010305043107002216)	(95, 0.002022281723539483)	(100, 0.0014565001871707857)	(105, 0.0014572378423681374)	(110, 0.0006395470561038598)	(115, 0.005173913554224305)	(120, 0.000538488294066687)	(125, 0.0053749245955026234)	(130, 0.0016209972961801983)	(135, 0.0007616289912655539)	(140, 0.0012016403164857989)	(145, 0.006873471128922451)	(150, 0.0006150200207919182)
NG-13640_RAMOS_lib227477_5697_7_1	(1, 1.0540841786389257)	(2, 0.02754476436637279)	(3, 0.0)	(4, 0.014593181003529462)	(5, 0.0)	(6, 0.00032182886201260303)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0005938959504030893)	(15, 0.0017616749639916775)	(20, 0.0007750937130488406)	(25, 0.0)	(30, 0.0013917069948881137)	(35, 0.09199653809504467)	(40, 0.006274310587136462)	(45, 0.0552642358292667)	(50, 0.06165267396242781)	(55, 0.08916768944239607)	(60, 0.1855897800567468)	(65, 0.21739891206699752)	(70, 0.1444270572720693)	(75, 0.0008930074809795085)	(80, 0.0013170643344549383)	(85, 0.00038943996747743556)	(90, 0.0005554928424990644)	(95, 0.006655637221958118)	(100, 0.0011153127957478782)	(105, 0.0006387897244317382)	(110, 3.137155293568231e-05)	(115, 0.0009963172501297726)	(120, 0.0012862336703629749)	(125, 0.000971977252162433)	(130, 0.002861301983271714)	(135, 0.005763170629822328)	(140, 0.0001400902105231331)	(145, 0.0008594723726689517)	(150, 0.0)
NG-13640_RAMOS_lib227477_5697_7_2	(1, 0.9881552374780581)	(2, 1.622666531155982e-05)	(3, 0.0)	(4, 2.1635553748746424e-05)	(5, 0.0)	(6, 0.0)	(7, 0.001152093237120747)	(8, 0.0)	(9, 5.408888437186606e-06)	(10, 0.001113690129216722)	(15, 0.001588590534001706)	(20, 0.0015079980962876256)	(25, 0.0029581210862973544)	(30, 0.003668849026943675)	(35, 0.026836199981101344)	(40, 0.006849275428009399)	(45, 0.003880336564837671)	(50, 0.005539242648522803)	(55, 0.00015793954236584888)	(60, 0.00461973161420108)	(65, 0.0069747616397521275)	(70, 0.0)	(75, 0.005728012854980615)	(80, 0.003994464110862308)	(85, 0.0010255252476905805)	(90, 0.0028196535423053778)	(95, 0.004170793873914592)	(100, 0.0)	(105, 0.00019471998373871778)	(110, 0.004104264546137196)	(115, 0.0007653577138619047)	(120, 0.005989262166496728)	(125, 0.005996293721465071)	(130, 0.005473254209589127)	(135, 3.0289775248244988e-05)	(140, 0.007928348671228127)	(145, 0.0024037100214857276)	(150, 0.008969289250964688)
NG-13640_REC_1_lib241207_5808_6_1	(1, 0.26313191051743523)	(2, 0.11922969554541418)	(3, 0.0002075097031441121)	(4, 0.0014621748527099008)	(5, 0.0)	(6, 0.0)	(7, 0.00024785881208880055)	(8, 0.00148523148639258)	(9, 0.00022864495068656795)	(10, 0.0)	(15, 0.00023786760415963958)	(20, 0.0007378122778457319)	(25, 0.001409144595239739)	(30, 0.0024151823782606377)	(35, 0.0013576514466817557)	(40, 0.003885042775531432)	(45, 0.0008657765947846011)	(50, 0.0004330804360063228)	(55, 0.0009741427730931929)	(60, 0.0011597486742387598)	(65, 0.000446145861759841)	(70, 0.000322408594329463)	(75, 0.000945321980989844)	(80, 0.0017907318826880783)	(85, 0.0005433680004551379)	(90, 0.02284182271220216)	(95, 0.002535461150638614)	(100, 0.0006379001985541224)	(105, 0.0018176312886512042)	(110, 0.1790393718727399)	(115, 0.0027544991706240658)	(120, 0.003861601864620708)	(125, 0.000972989941409059)	(130, 0.0025808058635478828)	(135, 0.003325150854270374)	(140, 0.002174624833504686)	(145, 0.0010329371889840247)	(150, 0.004630540597938057)
NG-13640_REC_1_lib241207_5808_6_2	(1, 0.3038038123336812)	(2, 0.005771843965230674)	(3, 3.84277228044652e-06)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.005214641984565928)	(8, 0.0)	(9, 0.0)	(10, 8.7230930766136e-05)	(15, 0.0006928518421645076)	(20, 0.00010221774265987743)	(25, 0.0009622301790238086)	(30, 0.001197023565359091)	(35, 0.0006797864164109894)	(40, 0.0006455857431150154)	(45, 0.00013334419813149426)	(50, 0.00038812000032509855)	(55, 0.0008173576640509749)	(60, 0.0)	(65, 0.0002597714061581847)	(70, 0.0008554011096273955)	(75, 0.0007308952877409282)	(80, 0.00028359659429695323)	(85, 0.00036352625773024077)	(90, 0.0007916110897719831)	(95, 0.0013618784961902466)	(100, 3.227928715575077e-05)	(105, 0.0004396131488830819)	(110, 0.0009395578225691743)	(115, 0.0016450908132591554)	(120, 0.0006482756837113279)	(125, 0.001329599209034496)	(130, 0.0013522715654891305)	(135, 0.0014248999615895698)	(140, 0.0017822777836710962)	(145, 0.0006152278420994879)	(150, 0.000864623763100467)
NG-13640_REH_lib227472_5697_7_1	(1, 1.0990632670390041)	(2, 0.03978405906533184)	(3, 0.0)	(4, 0.017054674511307866)	(5, 0.0)	(6, 0.00027708119009032866)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0006108876631912758)	(15, 0.0021970138458343386)	(20, 0.0007793181188997275)	(25, 0.0)	(30, 0.0014971111231494767)	(35, 0.098152193541604)	(40, 0.006645148730528528)	(45, 0.0625758414306675)	(50, 0.0642069114913882)	(55, 0.09533294697597625)	(60, 0.20366863786297884)	(65, 0.23075496050054914)	(70, 0.15623059272619114)	(75, 0.0008596062117762953)	(80, 0.0012872275760101883)	(85, 0.0004834739505828098)	(90, 0.0006964119360380544)	(95, 0.006777798623107205)	(100, 0.0014054779736707853)	(105, 0.0008015718837731241)	(110, 3.228977648296744e-05)	(115, 0.001009273689258158)	(120, 0.0015638724177696663)	(125, 0.0009486212712698813)	(130, 0.0031862155118733545)	(135, 0.005824377520197965)	(140, 0.00013657702755633526)	(145, 0.0008774964933411828)	(150, 0.0)
NG-13640_REH_lib227472_5697_7_2	(1, 1.0662716899755582)	(2, 1.309044992552734e-05)	(3, 0.0)	(4, 4.145309143083657e-05)	(5, 0.0)	(6, 0.0)	(7, 0.001160686560063424)	(8, 0.0)	(9, 1.7453933234036453e-05)	(10, 0.0012475198779027556)	(15, 0.0017755013582323581)	(20, 0.0014731119649526766)	(25, 0.0028423730271628363)	(30, 0.0038040847483582453)	(35, 0.02965728700294389)	(40, 0.006934447673882682)	(45, 0.004224724539298523)	(50, 0.005710926954176727)	(55, 0.00016843045570845175)	(60, 0.0047736507395089705)	(65, 0.007506500335628228)	(70, 0.0)	(75, 0.0060818230354000025)	(80, 0.004288431395602756)	(85, 0.0012357384729697809)	(90, 0.003431006925480716)	(95, 0.004293667575572968)	(100, 0.0)	(105, 0.0002661724818190559)	(110, 0.004159708638001738)	(115, 0.0009381489113294594)	(120, 0.005900302129766023)	(125, 0.006199200736398898)	(130, 0.005751071000615011)	(135, 3.272612481381835e-05)	(140, 0.008008300916106775)	(145, 0.0027817206091745594)	(150, 0.009504757516759976)
NG-13640_RPMI_8226_lib241212_5808_7_1	(1, 0.24342518953662634)	(2, 0.004786804605596909)	(3, 9.869700217725586e-05)	(4, 0.03206830095742672)	(5, 0.0)	(6, 0.0)	(7, 0.00015078708665969647)	(8, 0.0)	(9, 0.0)	(10, 4.825186773110287e-05)	(15, 5.20900844824406e-05)	(20, 0.00138778951394797)	(25, 0.0024992274217996236)	(30, 0.0003898531586001607)	(35, 0.003486745760250945)	(40, 0.005638888724393885)	(45, 0.0002873179396715671)	(50, 0.0020792168458675236)	(55, 0.0018905959083732123)	(60, 0.0002752549727387914)	(65, 0.0022365837326723706)	(70, 0.00015078708665969647)	(75, 0.0020995045629817375)	(80, 0.0016093094521680332)	(85, 0.0009880666551300838)	(90, 0.019419731811732618)	(95, 0.0014727785991561625)	(100, 0.0)	(105, 0.0022321971992422703)	(110, 0.0010752490070533264)	(115, 0.0014936146329491387)	(120, 0.00016942985373762256)	(125, 0.00012501620275785742)	(130, 0.002354471818606315)	(135, 0.0007654500835524955)	(140, 0.005220523098498073)	(145, 0.0008811449027713899)	(150, 0.0037025083733440013)
NG-13640_RPMI_8226_lib241212_5808_7_2	(1, 0.2857195965529743)	(2, 0.03142951202666837)	(3, 0.009850509133968897)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.004274128510953942)	(9, 0.0)	(10, 0.006647243096638182)	(15, 1.8642767077926106e-05)	(20, 0.0024219147700941064)	(25, 0.0005280289616483189)	(30, 0.0002637403224847782)	(35, 0.0)	(40, 0.006594604695476979)	(45, 0.012138634634444947)	(50, 0.008496166937425444)	(55, 0.0037537759828082983)	(60, 0.002666464008822196)	(65, 0.0022343904659573206)	(70, 0.001125145824820717)	(75, 0.003056317167422357)	(80, 0.0028101229786579797)	(85, 0.0020984079296242123)	(90, 0.003729101732263984)	(95, 0.0036150518630813774)	(100, 0.0023402155849584893)	(105, 0.011675855357569369)	(110, 0.004102505390501269)	(115, 0.006817221267054568)	(120, 0.002302930050802637)	(125, 0.00433663661233287)	(130, 0.005059866311620651)	(135, 0.0031270500189827235)	(140, 0.0062590348880743095)	(145, 0.0027585812108543014)	(150, 0.0026894933093302223)
NG-13640_RPMI_8402_lib241221_5808_2_1	(1, 0.2921798061894946)	(2, 0.09991383525821314)	(3, 0.0)	(4, 0.005656183484258123)	(5, 0.00042054156819991027)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0002205328032282783)	(20, 0.0053209575260662325)	(25, 0.004411058496688245)	(30, 0.003945846962870928)	(35, 0.001712751114123271)	(40, 0.004996999667309364)	(45, 0.00015171691025011116)	(50, 0.0039852853108935035)	(55, 0.0009469227846644868)	(60, 0.0003766764668278622)	(65, 0.004703626649876125)	(70, 0.0007843402071020336)	(75, 0.006160833366098015)	(80, 0.0016612398024203152)	(85, 0.0005271860807099354)	(90, 0.0009742881690066819)	(95, 0.00015131447812743182)	(100, 7.163291783692252e-05)	(105, 0.0010080924673117465)	(110, 0.0007960107386597344)	(115, 0.0004748699047616212)	(120, 6.84134608554878e-05)	(125, 0.00037748133107322085)	(130, 0.0008153274805483428)	(135, 0.00011630288345432925)	(140, 0.0004145050863597201)	(145, 0.00017264338062943684)	(150, 0.001055378241726569)
NG-13640_RPMI_8402_lib241221_5808_2_2	(1, 0.324593701510702)	(2, 0.04669621135509722)	(3, 0.0)	(4, 0.0013461354503623922)	(5, 0.0004909671896687948)	(6, 0.0013421111291355987)	(7, 0.0)	(8, 0.0)	(9, 0.003002143635187876)	(10, 0.00016982635577068145)	(15, 2.0121606133967e-06)	(20, 2.2938630992722377e-05)	(25, 0.0006302087041158464)	(30, 0.0003364332545599282)	(35, 0.0001086566731234218)	(40, 0.0004430777670699533)	(45, 0.0013332576224366532)	(50, 0.0004056515796607746)	(55, 1.2072963680380197e-05)	(60, 9.336425246160687e-05)	(65, 0.00019196012251804513)	(70, 0.0006579765205807208)	(75, 0.0040987711694890775)	(80, 0.0015859849954792788)	(85, 9.17545239708895e-05)	(90, 0.0003746643062144655)	(95, 0.004162355444872414)	(100, 0.0037088144426127975)	(105, 7.605967118639525e-05)	(110, 0.0011598093775618578)	(115, 0.005301238352054945)	(120, 0.005556380317833646)	(125, 0.004489532760610716)	(130, 0.0009449106240510903)	(135, 0.003203359696527546)	(140, 0.0030443990080692065)	(145, 0.000727999709926926)	(150, 0.0020916409576258693)
NG-13640_Ri_1_lib241203_5808_6_1	(1, 0.22723867285290167)	(2, 0.09097299534936316)	(3, 0.00018713222669572205)	(4, 0.0014602996976076884)	(5, 0.0)	(6, 0.0)	(7, 0.00018713222669572205)	(8, 0.0014268832285548806)	(9, 0.0001503741107376338)	(10, 0.0)	(15, 0.00019247886174417127)	(20, 0.0006529578052918587)	(25, 0.0013052472812026615)	(30, 0.002154693924525028)	(35, 0.0013139355631563913)	(40, 0.003633038515421233)	(45, 0.0007177857552543054)	(50, 0.00032012977352589595)	(55, 0.0007592221768797866)	(60, 0.0010118506829190114)	(65, 0.0003234714204311767)	(70, 0.00029339659828364997)	(75, 0.0008922197237099605)	(80, 0.001633397007301231)	(85, 0.000440429062116003)	(90, 0.017040394228788662)	(95, 0.002464798757335082)	(100, 0.0005700849620408962)	(105, 0.0014034917002179155)	(110, 0.17941101735638035)	(115, 0.0025262850603922477)	(120, 0.0032494174506950027)	(125, 0.000698404203203677)	(130, 0.002174743805956713)	(135, 0.0028176766705327295)	(140, 0.0018459257504770872)	(145, 0.0009396711097649472)	(150, 0.0034953626629236653)
NG-13640_Ri_1_lib241203_5808_6_2	(1, 0.27491060760363684)	(2, 0.005577208684913574)	(3, 3.341646905280751e-06)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.004170375337790378)	(8, 0.0)	(9, 0.0)	(10, 7.685787882145728e-05)	(15, 0.0005366684929880886)	(20, 6.816959686772733e-05)	(25, 0.0007598905062608429)	(30, 0.0009684092731503617)	(35, 0.0005246385641290779)	(40, 0.0005065936708405619)	(45, 0.0001223042767332755)	(50, 0.00029205993952153767)	(55, 0.0006295662769548935)	(60, 0.0)	(65, 0.00028136666942463927)	(70, 0.0008775164773267252)	(75, 0.0007324890016375407)	(80, 0.00025864347046873013)	(85, 0.0003268130673364575)	(90, 0.0007812770464546395)	(95, 0.0012952223404868192)	(100, 3.007482214752676e-05)	(105, 0.00046114727292874365)	(110, 0.0009690776025314179)	(115, 0.0016541152181139718)	(120, 0.0006663243929129817)	(125, 0.0012999006461542123)	(130, 0.0012831924116278085)	(135, 0.0013580453023060973)	(140, 0.0017403297082702151)	(145, 0.0006021647723315913)	(150, 0.0008989030175205221)
NG-13640_SEM_lib227473_5697_7_1	(1, 1.1067071675332196)	(2, 0.037901376281940985)	(3, 0.0)	(4, 0.01658016851566075)	(5, 0.0)	(6, 0.0003030493839174386)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0006527908210606751)	(15, 0.0020557972280858534)	(20, 0.0008224984760544406)	(25, 0.0)	(30, 0.0014896560827230537)	(35, 0.10032910040688309)	(40, 0.006971033754201583)	(45, 0.06348458079122603)	(50, 0.0662178617531362)	(55, 0.09807531091463784)	(60, 0.20693738404853548)	(65, 0.2366559780026554)	(70, 0.15935099841864342)	(75, 0.0009526974706263772)	(80, 0.0013307235169352414)	(85, 0.00048757278656939005)	(90, 0.0006514439349099309)	(95, 0.007126823585637659)	(100, 0.0014236586613365892)	(105, 0.0008063358422455106)	(110, 3.7263850170588747e-05)	(115, 0.001044734690927229)	(120, 0.0015749588722701847)	(125, 0.0010236334745655704)	(130, 0.003223996482831298)	(135, 0.006132372644338213)	(140, 0.0001548919073355797)	(145, 0.0009342900265662069)	(150, 0.0)
NG-13640_SEM_lib227473_5697_7_2	(1, 1.0684421319905777)	(2, 1.7958482009922285e-05)	(3, 0.0)	(4, 4.265139477356543e-05)	(5, 0.0)	(6, 0.0)	(7, 0.0013019899457193658)	(8, 0.0)	(9, 1.7958482009922285e-05)	(10, 0.0013078264523725903)	(15, 0.001768461515927097)	(20, 0.0016256915839482147)	(25, 0.0031427343517364)	(30, 0.003955355662685384)	(35, 0.03023265550165392)	(40, 0.007453218996167997)	(45, 0.004425418929295099)	(50, 0.0060434781583890975)	(55, 0.00018631925085294373)	(60, 0.0050777607883055265)	(65, 0.007807450053813714)	(70, 0.0)	(75, 0.006381546582225884)	(80, 0.004462682779465688)	(85, 0.0012153402700214907)	(90, 0.003385622820920599)	(95, 0.0045394552900581055)	(100, 0.0)	(105, 0.00028015231935478766)	(110, 0.004459540045113951)	(115, 0.0009500036983248888)	(120, 0.006412076001642752)	(125, 0.006509949728596829)	(130, 0.006066824185001996)	(135, 3.995762247207709e-05)	(140, 0.008545094702371272)	(145, 0.0027790750910354736)	(150, 0.009940019792491985)
