Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
NG-13640_RAMOS_lib227477_5697_7_2	(1, 30.749829065603162)	(2, 31.045894120900666)	(3, 34.74246883952893)	(4, 35.40351803299065)	(5, 35.77558105389703)	(6, 38.92188001927944)	(7, 38.86928028302766)	(8, 39.02175947138284)	(9, 39.118880092894415)	(10, 39.053704090639556)	(15, 39.03524889297633)	(20, 38.94608967385322)	(25, 38.77419928843909)	(30, 38.843948943987556)	(35, 38.78638664995465)	(40, 38.752495501562706)	(45, 38.653114689475444)	(50, 38.550364518514)	(55, 38.422090430448534)	(60, 38.34498417818999)	(65, 38.221039726825175)	(70, 38.10031414283154)	(75, 37.67910758425141)	(80, 38.052344707161964)	(85, 37.91947997107543)	(90, 37.70860164710389)	(95, 37.49860123981459)	(100, 37.23927767648432)	(105, 36.839604092083725)	(110, 36.40945723048576)	(115, 35.90513383564238)	(120, 35.494450832041196)	(125, 34.968594008671644)	(130, 34.54664551286458)	(135, 34.102583804370894)	(140, 33.644793422921474)	(145, 33.27577282062769)	(150, 30.429929594662767)
NG-13640_REC_1_lib241207_5808_6_1	(1, 31.387019218991504)	(2, 31.369272912323172)	(3, 35.163995072105685)	(4, 35.86051455220396)	(5, 36.1453028286128)	(6, 39.51028922452644)	(7, 39.70767602793534)	(8, 39.75175245306731)	(9, 39.789652524809945)	(10, 39.792353674773004)	(15, 39.707221835308424)	(20, 39.65774080842975)	(25, 39.509890901965704)	(30, 39.43470838805521)	(35, 39.408434658432014)	(40, 39.35925090457419)	(45, 39.333221809677134)	(50, 39.27389634955655)	(55, 39.20841847267517)	(60, 39.11725108284039)	(65, 39.09074370113423)	(70, 38.99070318102192)	(75, 38.56754132839143)	(80, 38.97411501674901)	(85, 38.977782720009905)	(90, 38.82516078591533)	(95, 38.70779345152792)	(100, 38.646787700799976)	(105, 38.52329594040506)	(110, 38.23487918775476)	(115, 38.14099492717553)	(120, 37.959410698573926)	(125, 37.7294377319005)	(130, 37.40081158966286)	(135, 37.129479418294196)	(140, 36.80748208513973)	(145, 36.4368912364214)	(150, 34.442293636259585)
NG-13640_REC_1_lib241207_5808_6_2	(1, 30.983334300110794)	(2, 31.025141510569576)	(3, 34.26016945972486)	(4, 35.090363328162816)	(5, 35.37573845354047)	(6, 38.4656399189029)	(7, 38.60737277363944)	(8, 38.66467725064784)	(9, 38.71087354110831)	(10, 38.61367450515997)	(15, 38.47486497795143)	(20, 38.32822528728998)	(25, 38.20236760885743)	(30, 38.115610511127336)	(35, 37.946064558305316)	(40, 37.71235285856817)	(45, 37.44568931735629)	(50, 37.227726132305996)	(55, 37.06037933273295)	(60, 36.7848719739105)	(65, 36.64140320059508)	(70, 36.281154720022435)	(75, 35.34812519114189)	(80, 36.09374363432762)	(85, 35.797260768163646)	(90, 35.148251222544374)	(95, 34.51327494714795)	(100, 33.982816232923035)	(105, 33.275362029017586)	(110, 32.44714829886523)	(115, 31.684959287460867)	(120, 30.88225203517543)	(125, 30.470968510613897)	(130, 29.784354364012643)	(135, 29.104748784622394)	(140, 28.391808516040662)	(145, 27.923816355526686)	(150, 24.90259859597782)
NG-13640_REH_lib227472_5697_7_1	(1, 31.249206298749243)	(2, 31.520690776060995)	(3, 35.45299986313935)	(4, 36.04469976300395)	(5, 36.27196923848991)	(6, 39.72694163607628)	(7, 39.889466728014334)	(8, 39.87253438375758)	(9, 39.908385024429286)	(10, 39.96775750622216)	(15, 39.92772565803019)	(20, 39.904047364215)	(25, 39.798338285195996)	(30, 39.73368015462265)	(35, 39.66157590559568)	(40, 39.667912673870354)	(45, 39.60279749023785)	(50, 39.54520770955067)	(55, 39.47745140983164)	(60, 39.4177677505901)	(65, 39.347670908968766)	(70, 39.31894041709359)	(75, 39.04430478922183)	(80, 39.28672694047975)	(85, 39.256217033201814)	(90, 39.12283442450597)	(95, 39.094263897928876)	(100, 39.03807931595243)	(105, 38.91188193740667)	(110, 38.74923364688088)	(115, 38.620509030435976)	(120, 38.45073251430606)	(125, 38.20901589466429)	(130, 37.973464396954284)	(135, 37.69489617102376)	(140, 37.39385083969019)	(145, 37.10914971615214)	(150, 35.2546957680168)
NG-13640_REH_lib227472_5697_7_2	(1, 30.981812761578553)	(2, 31.331701441483258)	(3, 34.95308867093338)	(4, 35.79064238350389)	(5, 36.002096370103324)	(6, 39.363669934690215)	(7, 39.366080082878256)	(8, 39.40495130123545)	(9, 39.48291695193848)	(10, 39.46575960902841)	(15, 39.42022010675218)	(20, 39.35091333487262)	(25, 39.25087533111475)	(30, 39.297777383415855)	(35, 39.16366751732047)	(40, 39.088662533677095)	(45, 39.01011835926657)	(50, 38.93086161057783)	(55, 38.826738299935855)	(60, 38.771246180943045)	(65, 38.6726034969697)	(70, 38.574011769754435)	(75, 38.09968878982521)	(80, 38.46944086608511)	(85, 38.364836398502185)	(90, 38.19300061060404)	(95, 38.01466299258463)	(100, 37.80233946412193)	(105, 37.47175517908924)	(110, 37.11207836397127)	(115, 36.67066024585915)	(120, 36.31315635379568)	(125, 35.86480000050616)	(130, 35.502957370448016)	(135, 35.11167948050811)	(140, 34.711832599500895)	(145, 34.36399267973313)	(150, 31.38709321126867)
NG-13640_RPMI_8226_lib241212_5808_7_1	(1, 31.449854822192965)	(2, 31.44179237374844)	(3, 35.24785377885599)	(4, 35.889629801801064)	(5, 36.15652705756382)	(6, 39.491522503245484)	(7, 39.60932891741013)	(8, 39.742395889467254)	(9, 39.77434632975458)	(10, 39.775562287787736)	(15, 39.710277033712046)	(20, 39.64650866482915)	(25, 39.526492084829414)	(30, 39.45729937805536)	(35, 39.40821848840496)	(40, 39.353035102795126)	(45, 39.30441422890554)	(50, 39.233117214314404)	(55, 39.15162535319819)	(60, 39.07220679259088)	(65, 38.97704596692246)	(70, 38.86991532784184)	(75, 38.27315401513661)	(80, 38.777066726191926)	(85, 38.74470575024087)	(90, 38.58697447410399)	(95, 38.446231540096534)	(100, 38.32569996462261)	(105, 38.1552069687102)	(110, 37.94376291422857)	(115, 37.749843685881224)	(120, 37.52122861756864)	(125, 37.20489765778855)	(130, 36.89006413440865)	(135, 36.466773347159695)	(140, 36.16076762909403)	(145, 35.75511582751186)	(150, 33.714915011463106)
NG-13640_RPMI_8226_lib241212_5808_7_2	(1, 30.817990637602374)	(2, 30.91873554774314)	(3, 34.03142926528416)	(4, 34.96178024388687)	(5, 35.31407837068357)	(6, 38.377630905672206)	(7, 38.45694971102614)	(8, 38.54761033721695)	(9, 38.58970460864555)	(10, 38.52805642683076)	(15, 38.41985362028281)	(20, 38.21812076959974)	(25, 38.06135624156552)	(30, 38.046875154214064)	(35, 37.90846803280864)	(40, 37.664060522975674)	(45, 37.49910328838672)	(50, 37.33292009995155)	(55, 37.13811410645546)	(60, 36.91367056015374)	(65, 36.72606108050407)	(70, 36.4621504618252)	(75, 35.50938887583895)	(80, 36.2379663405937)	(85, 35.94946641110723)	(90, 35.410246558271034)	(95, 34.70507191831222)	(100, 34.18335927967857)	(105, 33.453398044571124)	(110, 32.727856527019185)	(115, 31.950026587875755)	(120, 31.425612431348007)	(125, 30.802195531262935)	(130, 30.213465100411042)	(135, 29.698179341884003)	(140, 28.978036106214642)	(145, 28.267277606593307)	(150, 25.35335826967925)
NG-13640_RPMI_8402_lib241221_5808_2_1	(1, 31.42106557506685)	(2, 31.466750172673564)	(3, 35.267554059008866)	(4, 35.909664894369016)	(5, 36.16471319407116)	(6, 39.52626917936162)	(7, 39.72904989679427)	(8, 39.78955727677563)	(9, 39.82159996870688)	(10, 39.82459604768998)	(15, 39.75163812611345)	(20, 39.70233209817525)	(25, 39.56670786498451)	(30, 39.506895416865554)	(35, 39.46648185105577)	(40, 39.401946632590864)	(45, 39.32496695730449)	(50, 39.28038772805778)	(55, 39.20735996841069)	(60, 39.12300997818376)	(65, 39.01964606819188)	(70, 38.9382045032074)	(75, 38.43747282124355)	(80, 38.844799339496205)	(85, 38.79530752071993)	(90, 38.548812372501956)	(95, 38.30164270780317)	(100, 38.11585646147632)	(105, 37.84057945235508)	(110, 37.237328617741035)	(115, 37.31570881315483)	(120, 36.86968343602664)	(125, 36.55679522937645)	(130, 36.2721575967655)	(135, 35.88954170265249)	(140, 35.50089218396734)	(145, 34.982423768993335)	(150, 32.17718451524898)
NG-13640_RPMI_8402_lib241221_5808_2_2	(1, 30.973934068981936)	(2, 30.904082154747144)	(3, 34.1424252756992)	(4, 35.05516688437574)	(5, 35.25182791712683)	(6, 38.27564008740665)	(7, 38.38037250405058)	(8, 38.536330908022485)	(9, 38.555805041114276)	(10, 38.47636051334403)	(15, 38.29817474898598)	(20, 38.17241164814023)	(25, 38.0207411061193)	(30, 37.97795382662846)	(35, 37.7609049708456)	(40, 37.52267358919672)	(45, 37.30961702909234)	(50, 37.11930014156355)	(55, 36.91869786567307)	(60, 36.70727536510553)	(65, 36.417659948961145)	(70, 36.15210121280567)	(75, 35.14140353675861)	(80, 35.90451951797807)	(85, 35.50687999566661)	(90, 34.82033409834339)	(95, 34.20587092528924)	(100, 33.575629350517616)	(105, 32.69475841416149)	(110, 32.07262740004984)	(115, 31.459114151924002)	(120, 30.894571878823985)	(125, 30.28354398709867)	(130, 29.638818554261793)	(135, 28.97659746135354)	(140, 28.239571271352695)	(145, 27.643841289463346)	(150, 24.737786396353545)
NG-13640_Ri_1_lib241203_5808_6_1	(1, 31.12026784369273)	(2, 31.269764772117725)	(3, 34.78878596096609)	(4, 35.6311082130864)	(5, 35.97201968871624)	(6, 39.23169038144365)	(7, 39.3773330543281)	(8, 39.49443124568176)	(9, 39.533744284614215)	(10, 39.55992501210679)	(15, 39.446039633803615)	(20, 39.30833625281885)	(25, 39.05699804353257)	(30, 39.07310234889708)	(35, 38.82242678819212)	(40, 38.61550207375923)	(45, 38.693214959724465)	(50, 38.73638063684037)	(55, 38.732065481308766)	(60, 38.66319197320373)	(65, 38.65083924793697)	(70, 38.543566340579844)	(75, 38.073810564175595)	(80, 38.58324279029655)	(85, 38.58145063832808)	(90, 38.408585633244094)	(95, 38.26459327946688)	(100, 38.184281815252106)	(105, 38.02471672525019)	(110, 37.701056341369814)	(115, 37.56316657000396)	(120, 37.33478493361016)	(125, 37.04437888207475)	(130, 36.651170766043144)	(135, 36.306783015237514)	(140, 35.91079641337028)	(145, 35.46815590948201)	(150, 33.400149535357365)
NG-13640_Ri_1_lib241203_5808_6_2	(1, 30.46698720189335)	(2, 30.436007161015652)	(3, 33.49647202286328)	(4, 34.262839075240656)	(5, 34.72502038738777)	(6, 37.44793132675011)	(7, 37.43903342328601)	(8, 37.619883788213905)	(9, 37.72766212634874)	(10, 37.602648529187476)	(15, 37.46772922795526)	(20, 37.26345252809624)	(25, 37.00155861094956)	(30, 36.91272647510654)	(35, 36.78434067502069)	(40, 36.56361919607728)	(45, 36.2613244002646)	(50, 35.98194070421333)	(55, 35.747583006843286)	(60, 35.41502127091921)	(65, 35.20537149021813)	(70, 34.78391019069977)	(75, 34.01966209667491)	(80, 34.72176257572005)	(85, 34.30665212961152)	(90, 33.52535104334905)	(95, 32.74646167712446)	(100, 32.07519207452247)	(105, 31.245127237215893)	(110, 30.31091165340545)	(115, 29.48135552837386)	(120, 28.662139521510916)	(125, 28.176615455705065)	(130, 27.46742762427217)	(135, 26.770615074222654)	(140, 26.043679709292764)	(145, 25.546691000984982)	(150, 22.97914078839609)
NG-13640_SEM_lib227473_5697_7_1	(1, 31.28127483672092)	(2, 31.484691235890384)	(3, 35.4559254516474)	(4, 36.03052751132815)	(5, 36.27077417556818)	(6, 39.693240954901874)	(7, 39.79737193329456)	(8, 39.86712115095013)	(9, 39.88959136484351)	(10, 39.94342776015415)	(15, 39.915374617863144)	(20, 39.88690750562409)	(25, 39.774165026552176)	(30, 39.70770287556826)	(35, 39.62938989536828)	(40, 39.62435499249729)	(45, 39.55070185676112)	(50, 39.4826386577202)	(55, 39.40022057056567)	(60, 39.324097016658406)	(65, 39.23034431236355)	(70, 39.17437193969228)	(75, 38.761919267868606)	(80, 39.0910322681372)	(85, 39.04311760594578)	(90, 38.867831516664516)	(95, 38.80660605454507)	(100, 38.721194032531116)	(105, 38.55279161796831)	(110, 38.343300587163796)	(115, 38.169444783223724)	(120, 37.94846960846805)	(125, 37.640183634457784)	(130, 37.34350663829676)	(135, 37.00630222396719)	(140, 36.65136145160206)	(145, 36.31363835141584)	(150, 34.33533228074181)
NG-13640_SEM_lib227473_5697_7_2	(1, 30.778614321283303)	(2, 31.193114964926522)	(3, 34.80263168084994)	(4, 35.570074501885024)	(5, 35.83247086601076)	(6, 39.11239109443367)	(7, 39.09376350183216)	(8, 39.15452708077355)	(9, 39.23607569455271)	(10, 39.1772400933437)	(15, 39.13518661724942)	(20, 39.037806672227056)	(25, 38.93479879485117)	(30, 38.99183883519489)	(35, 38.893213429038575)	(40, 38.84844177057613)	(45, 38.75619931176362)	(50, 38.67364552133979)	(55, 38.5664123723166)	(60, 38.508040203204715)	(65, 38.40645455679084)	(70, 38.30460737651383)	(75, 37.84202191406216)	(80, 38.21501436846921)	(85, 38.106246644710176)	(90, 37.92408889493491)	(95, 37.73860431840882)	(100, 37.51104556863793)	(105, 37.16065129128781)	(110, 36.78075576700172)	(115, 36.320771792702104)	(120, 35.95031772932056)	(125, 35.484599261524764)	(130, 35.11133531976593)	(135, 34.71104138431163)	(140, 34.3016825279347)	(145, 33.949925969525125)	(150, 31.055601828577533)
NG-13640_SET_2_lib259821_5981_7_1	(1, 31.451000612259644)	(2, 31.598188868186906)	(3, 35.643674810475495)	(4, 36.188279413853564)	(5, 36.376695104559786)	(6, 39.873303400976845)	(7, 39.88947652908106)	(8, 40.042409562890555)	(9, 40.0682687556746)	(10, 40.10828859729304)	(15, 40.0531734315182)	(20, 40.01876658797445)	(25, 39.910125964903685)	(30, 39.833927692794646)	(35, 39.78171515418933)	(40, 39.72135455853659)	(45, 39.63281140603574)	(50, 39.55702030160971)	(55, 39.44134339906757)	(60, 39.30865668134518)	(65, 39.151245173224694)	(70, 38.942528334039295)	(75, 38.07439969075381)	(80, 38.719493127789846)	(85, 38.63935097746857)	(90, 38.5042275531526)	(95, 38.373616643533595)	(100, 38.262600245492536)	(105, 38.18478604731371)	(110, 38.0465407997755)	(115, 37.99701942404869)	(120, 37.87975790482365)	(125, 37.70497294596478)	(130, 37.58663177785034)	(135, 37.419777791958744)	(140, 37.264343114467124)	(145, 37.064486625432835)	(150, 35.51265646614245)
NG-13640_SET_2_lib259821_5981_7_2	(1, 30.709047918200387)	(2, 30.808056829541325)	(3, 34.18552416959953)	(4, 35.014841037800274)	(5, 35.37582173106317)	(6, 38.4422482154666)	(7, 38.52343820764168)	(8, 38.63373230498475)	(9, 38.712871438250005)	(10, 38.6745905815186)	(15, 38.609848243541265)	(20, 38.45507692571922)	(25, 38.34143259046214)	(30, 38.39914294573994)	(35, 38.34701196083516)	(40, 38.26883782305026)	(45, 38.203405337337095)	(50, 38.12394322398625)	(55, 38.04544432186305)	(60, 37.934974275354435)	(65, 37.80355815797513)	(70, 37.66991467418286)	(75, 37.15144263052499)	(80, 37.761141427729285)	(85, 37.69152971237452)	(90, 37.540438476463024)	(95, 37.289231831566056)	(100, 37.088153809138305)	(105, 36.80611471294485)	(110, 36.46968306725664)	(115, 36.024184926505626)	(120, 35.58081385774462)	(125, 35.13232047861184)	(130, 34.64031146983491)	(135, 33.9849758881611)	(140, 33.4413339740864)	(145, 32.98759239159443)	(150, 30.263530241702824)
NG-13640_SKNO_1_lib259805_5981_3_1	(1, 31.498270291880765)	(2, 31.60879276789201)	(3, 35.59559557141534)	(4, 35.945292911277164)	(5, 36.29427270482913)	(6, 39.73721374494107)	(7, 39.87599227182812)	(8, 39.935882235354654)	(9, 39.98325638108273)	(10, 40.039142144554404)	(15, 39.98952388592836)	(20, 39.96431019772082)	(25, 39.85816124824426)	(30, 39.787739376755475)	(35, 39.76889615590376)	(40, 39.73223596188392)	(45, 39.69510615598798)	(50, 39.62547742825091)	(55, 39.55984270626077)	(60, 39.423098156558865)	(65, 39.38031234473071)	(70, 39.291593622972826)	(75, 38.897757332034374)	(80, 39.262718954897274)	(85, 39.22750262060199)	(90, 39.1359029962844)	(95, 39.043560038490156)	(100, 38.9535495472176)	(105, 38.86834732982265)	(110, 38.764645750015184)	(115, 38.65047066233305)	(120, 38.504976338124806)	(125, 38.2867346080355)	(130, 38.152745854573325)	(135, 37.96973694696434)	(140, 37.7631388628737)	(145, 37.44407531200123)	(150, 36.03631808634224)
NG-13640_SKNO_1_lib259805_5981_3_2	(1, 30.938744885670836)	(2, 31.075207576055078)	(3, 34.45810759959063)	(4, 35.33767204556767)	(5, 35.55776334224375)	(6, 38.70359061254937)	(7, 38.75193304023959)	(8, 38.81423471108666)	(9, 38.896850623692195)	(10, 38.92052711663751)	(15, 38.848386413912834)	(20, 38.757560909881875)	(25, 38.61559629831382)	(30, 38.64689197269167)	(35, 38.548745741106245)	(40, 38.31357318914741)	(45, 38.35304180862979)	(50, 38.23536852201594)	(55, 38.18097170370377)	(60, 38.08027488286519)	(65, 38.00476174351033)	(70, 37.719803498065964)	(75, 37.296817620728305)	(80, 37.957865506938546)	(85, 37.89143691429822)	(90, 37.73639949453962)	(95, 37.5213784299968)	(100, 37.36503789401554)	(105, 37.10926395766969)	(110, 36.833776729586226)	(115, 36.40509909532165)	(120, 35.97113230837693)	(125, 35.50357415982281)	(130, 35.10272513353435)	(135, 34.48914391304521)	(140, 33.90291000509272)	(145, 33.39995828311898)	(150, 30.7500715374479)
NG-13640_SKNO_1_lib259805_5991_5_1	(1, 31.533189386528687)	(2, 31.597026629053065)	(3, 35.50695551678824)	(4, 36.08917334532015)	(5, 36.18146859743923)	(6, 39.64598291796235)	(7, 39.78841387180552)	(8, 39.822730463824136)	(9, 39.92079564128965)	(10, 39.95760494854116)	(15, 39.96208555615315)	(20, 39.9112607840885)	(25, 39.82252334297725)	(30, 39.7402920873351)	(35, 39.711530570312156)	(40, 39.69744801141512)	(45, 39.67479870738146)	(50, 39.618844148902426)	(55, 39.58455255336945)	(60, 39.5281644626108)	(65, 39.51409960195543)	(70, 39.42217364098196)	(75, 39.13368871911257)	(80, 39.5004365096314)	(85, 39.49741584938083)	(90, 39.442530964666126)	(95, 39.386863359871015)	(100, 39.32197173672082)	(105, 39.255005272566606)	(110, 39.20205838678122)	(115, 39.14522264827564)	(120, 39.039760849814165)	(125, 39.01274372921193)	(130, 38.942251400454225)	(135, 38.85339282507975)	(140, 38.63665639245311)	(145, 38.55872997285136)	(150, 37.69263453752977)
NG-13640_SKNO_1_lib259805_5991_5_2	(1, 30.990741514029008)	(2, 31.200539572447305)	(3, 34.559257801760616)	(4, 35.467827806226644)	(5, 35.73345494308821)	(6, 38.923477082477206)	(7, 39.023050508409774)	(8, 39.04479181137025)	(9, 39.179646275677065)	(10, 39.19610096291207)	(15, 39.142171783247136)	(20, 39.05420876875721)	(25, 38.97471392334936)	(30, 39.006340946590534)	(35, 38.83119209766046)	(40, 38.68054237563647)	(45, 38.63724079934018)	(50, 38.58933764703785)	(55, 38.54192689398762)	(60, 38.47102158414191)	(65, 38.37863918435489)	(70, 38.26774274851039)	(75, 37.82231356822344)	(80, 38.41113415126192)	(85, 38.40954255353116)	(90, 38.28604178493485)	(95, 38.15461094346805)	(100, 37.95516136375982)	(105, 37.801287841498734)	(110, 37.5216783970734)	(115, 37.18382214842887)	(120, 36.81165785002855)	(125, 36.310145031865545)	(130, 35.60548439813745)	(135, 35.01311071477591)	(140, 34.627617965125175)	(145, 34.11568070016699)	(150, 30.980788077654974)
NG-13640_SR_786_lib248387_5885_5_1	(1, 31.367479435554223)	(2, 31.406847422519945)	(3, 34.86255571895317)	(4, 35.63459582998668)	(5, 35.92687839572144)	(6, 39.10129788345551)	(7, 39.32968249034917)	(8, 39.36659487571297)	(9, 39.44497205595625)	(10, 39.432842097713355)	(15, 39.42885974465548)	(20, 39.35418427147357)	(25, 39.21816533249775)	(30, 39.118082693208635)	(35, 39.09611729631267)	(40, 39.04960263859732)	(45, 38.98292192403147)	(50, 38.93445383853547)	(55, 38.87986556236784)	(60, 38.83433638046425)	(65, 38.74093200901575)	(70, 38.65318565659474)	(75, 38.17541386026605)	(80, 38.52532944061554)	(85, 38.49267054208953)	(90, 38.405223539633134)	(95, 38.31752614715044)	(100, 38.22591423846568)	(105, 38.15691397242882)	(110, 38.08415644188163)	(115, 37.99732221946973)	(120, 37.84317269047705)	(125, 37.661635251765986)	(130, 37.511432570338265)	(135, 37.31478529095938)	(140, 37.157781344152504)	(145, 36.901029415130935)	(150, 35.60560288632189)
NG-13640_SR_786_lib248387_5885_5_2	(1, 31.078911237793715)	(2, 31.061963062079165)	(3, 34.16646022952419)	(4, 35.112124362821376)	(5, 35.42212012556126)	(6, 38.50081075114465)	(7, 38.61572750907603)	(8, 38.70231742012409)	(9, 38.75204469419241)	(10, 38.76868983713762)	(15, 38.70796122169416)	(20, 38.603103398811626)	(25, 38.48797238201673)	(30, 38.500077633930225)	(35, 38.35330791655497)	(40, 38.23337108377719)	(45, 38.14493933291385)	(50, 38.07851043266343)	(55, 37.993318212130575)	(60, 37.87782991749806)	(65, 37.76280625140839)	(70, 37.64499740830249)	(75, 37.03088036327511)	(80, 37.63581325128071)	(85, 37.620209889348)	(90, 37.4191144685901)	(95, 37.237330582081526)	(100, 37.04706439261954)	(105, 36.82971098630495)	(110, 36.48399225695397)	(115, 36.18819110704398)	(120, 35.79286209371517)	(125, 35.296872256018005)	(130, 34.905965416225605)	(135, 34.334368386275344)	(140, 33.671372918058104)	(145, 33.2904052051663)	(150, 30.814308828100003)
NG-13640_SUDHL4_lib236389_5774_5_1	(1, 31.53683241329497)	(2, 31.513429841381036)	(3, 35.326589411154266)	(4, 35.97750910562005)	(5, 36.21020319467363)	(6, 39.5798246399946)	(7, 39.688779029534516)	(8, 39.821691754069796)	(9, 39.84184566347541)	(10, 39.84582207787568)	(15, 39.804422431107454)	(20, 39.7822535769727)	(25, 39.6644569159484)	(30, 39.63925772379118)	(35, 39.646116366475)	(40, 39.61411890268662)	(45, 39.587366007781874)	(50, 39.560390937451515)	(55, 39.51496328342589)	(60, 39.44711891969674)	(65, 39.41472393291717)	(70, 39.37634211402583)	(75, 39.0387564904493)	(80, 39.31407736175579)	(85, 39.30960202349576)	(90, 39.26325484943245)	(95, 39.189949323093224)	(100, 39.119860245502274)	(105, 39.10266662703949)	(110, 39.02000774136245)	(115, 38.93636949464015)	(120, 38.78267772661611)	(125, 38.62984343631253)	(130, 38.5883651860227)	(135, 38.46987072606197)	(140, 38.30642849758155)	(145, 38.10758394176514)	(150, 36.77807738695998)
NG-13640_SUDHL4_lib236389_5774_5_2	(1, 31.204739133041503)	(2, 31.429316149632484)	(3, 35.01821324129948)	(4, 35.82948063127395)	(5, 35.998867136818454)	(6, 39.21219075554329)	(7, 39.38429961046825)	(8, 39.41645668813719)	(9, 39.48608843958975)	(10, 39.493785170079704)	(15, 39.430504023921046)	(20, 39.37601076013143)	(25, 39.29121539255233)	(30, 39.341842345285045)	(35, 39.21167066774078)	(40, 39.115188855466904)	(45, 39.060642522266015)	(50, 38.99737905689675)	(55, 38.9682921625777)	(60, 38.91845492292482)	(65, 38.855094145606145)	(70, 38.78964926890152)	(75, 38.33003633215621)	(80, 38.76149345284804)	(85, 38.74788839100408)	(90, 38.66990517899203)	(95, 38.59304527312425)	(100, 38.447463059576506)	(105, 38.27650363444609)	(110, 38.16816329131167)	(115, 37.962663289378085)	(120, 37.72433887761387)	(125, 37.445847049489196)	(130, 37.17803375289196)	(135, 36.861353739996716)	(140, 36.54965650239425)	(145, 36.01793498385945)	(150, 33.60105110643259)
NG-13640_SUDHL6_lib236390_5774_5_1	(1, 31.50853066149813)	(2, 31.508023272170643)	(3, 35.352921297297186)	(4, 35.98971599044603)	(5, 36.19715024330032)	(6, 39.60385915650871)	(7, 39.73284917015243)	(8, 39.789439398379)	(9, 39.836079410452534)	(10, 39.86469233390526)	(15, 39.8138100669157)	(20, 39.79276293472949)	(25, 39.670982761220515)	(30, 39.64031688345124)	(35, 39.645960441280785)	(40, 39.612515938643)	(45, 39.58472787970695)	(50, 39.55312023024835)	(55, 39.50345053940287)	(60, 39.430286250631646)	(65, 39.387931024638355)	(70, 39.34053983629102)	(75, 38.94155887130661)	(80, 39.25677593791112)	(85, 39.243591478143195)	(90, 39.18514210923949)	(95, 39.093345264552276)	(100, 39.001560481716204)	(105, 38.96883342239681)	(110, 38.86305270075164)	(115, 38.75816435495244)	(120, 38.5702361138182)	(125, 38.38608752089574)	(130, 38.339537820229495)	(135, 38.19622195441178)	(140, 38.00241109851216)	(145, 37.77174572683457)	(150, 36.41373370871492)
NG-13640_SUDHL6_lib236390_5774_5_2	(1, 31.147088792094173)	(2, 31.153742891683148)	(3, 34.835534226459664)	(4, 35.582260300068235)	(5, 35.85542739180863)	(6, 38.98699490430585)	(7, 39.11108449083416)	(8, 39.24666206599072)	(9, 39.29242494985151)	(10, 39.282655959930004)	(15, 39.227754935885976)	(20, 39.16927010163618)	(25, 39.05659214877953)	(30, 39.104919970039376)	(35, 39.048597905507236)	(40, 38.96472722178779)	(45, 38.90566899217946)	(50, 38.82773081867204)	(55, 38.783229906798674)	(60, 38.72519356059358)	(65, 38.652522451653326)	(70, 38.5769893879068)	(75, 38.114097676208786)	(80, 38.54927523781767)	(85, 38.52804059867269)	(90, 38.44317339452803)	(95, 38.36034130821319)	(100, 38.20333794049763)	(105, 38.021126802691995)	(110, 37.904887061104986)	(115, 37.68435622026874)	(120, 37.42970661996436)	(125, 37.13169057711837)	(130, 36.847054033978736)	(135, 36.50948923802581)	(140, 36.177860138067)	(145, 35.633829936852734)	(150, 33.29290364443091)
NG-13640_SUP_HD_1_lib241216_5808_7_1	(1, 31.493908223796353)	(2, 31.423103626820545)	(3, 35.2748223129079)	(4, 35.901836056372446)	(5, 36.152101862840794)	(6, 39.49275454791047)	(7, 39.62405600468447)	(8, 39.75408707116695)	(9, 39.7818358261573)	(10, 39.79256046310173)	(15, 39.731931720407445)	(20, 39.66971399653468)	(25, 39.55288489233834)	(30, 39.48935726180233)	(35, 39.44588267365446)	(40, 39.398584901374576)	(45, 39.357536903590486)	(50, 39.29629506406744)	(55, 39.227544459497054)	(60, 39.16633493189707)	(65, 39.095043231220345)	(70, 39.015635371459005)	(75, 38.580182787906026)	(80, 38.96940324406448)	(85, 38.945229601776575)	(90, 38.82347061547582)	(95, 38.714394205052336)	(100, 38.623074423386285)	(105, 38.484156269224464)	(110, 38.31227531417867)	(115, 38.15328046506732)	(120, 37.95780233464454)	(125, 37.69627204839566)	(130, 37.42369474219278)	(135, 37.059503171754145)	(140, 36.775493638392945)	(145, 36.4056934192737)	(150, 34.47406667258565)
