method	gene_id	clean_gene_id	gene_id_raw	gene_symbol	gene_name	direction	direction_consistent	feature_class	evidence_class	evidence_classes	owner_profile	cohort	profiles_present	n_profiles	marker_source_class	retained_marker_source_classes	source_contrast	source_file	source_marker_ranks	marker_source_recurrence_detail	ranking_component_keys	selected_rule_key	rank_within_candidate_pool	best_padj_rank_within_pool	source_count	marker_source_class_source_count	n_retained_contrasts	n_anchor_contrasts	n_isolate_contrasts	min_padj	median_padj	max_abs_log2FC	median_abs_log2FC	median_log2FC	mean_baseMean	median_baseMean	max_baseMean	best_marker_rank	source_rank	selection_rank
ranked_marker_source_pan_cancer_panel	ENSG00000132692	ENSG00000132692	ENSG00000132692.19	BCAN	brevican	UP	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	rbl	rbl	rbl	1	isolate	isolate	isolate_WERI_RB1_vs_rest	results/unsupervised/rbl/deseq2_markers/markers/isolate_WERI_RB1_vs_rest_markers_top50.txt	isolate_WERI_RB1_vs_rest:2	isolate:1/4	rbl|isolate|nonrecurrent_marker|ENSG00000132692	relaxed_iqr_median_baseMean	16	16	1	4	1	0	1	1.85905642825354e-12	1.85905642825354e-12	9.79698390860568	9.79698390860568	9.79698390860568	161.380044198594	161.380044198594	161.380044198594	2	NA	100
ranked_marker_source_pan_cancer_panel	ENSG00000233098	ENSG00000233098	ENSG00000233098.9	LOC339260	uncharacterized LOC339260	UP	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	rbl	rbl	rbl	1	isolate	isolate	isolate_Y_79_vs_rest	results/unsupervised/rbl/deseq2_markers/markers/isolate_Y_79_vs_rest_markers_top50.txt	isolate_Y_79_vs_rest:8	isolate:1/4	rbl|isolate|nonrecurrent_marker|ENSG00000233098	relaxed_iqr_median_baseMean	17	17	1	4	1	0	1	2.48311117404171e-12	2.48311117404171e-12	9.78454547819375	9.78454547819375	9.78454547819375	175.557147540469	175.557147540469	175.557147540469	8	NA	101
ranked_marker_source_pan_cancer_panel	ENSG00000007255	ENSG00000007255	ENSG00000007255	TRAPPC6A	trafficking protein particle complex subunit 6A	DOWN	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	brca	brca	brca	1	anchor	anchor	anchor_MDA_MB_231_vs_outside_component_1	results/unsupervised/brca/deseq2_markers/markers/anchor_MDA_MB_231_vs_outside_component_1_markers_top200.txt	anchor_MDA_MB_231_vs_outside_component_1:99	anchor:1/4	brca|anchor|nonrecurrent_marker|ENSG00000007255	relaxed_iqr_median_baseMean	17	17	1	4	1	1	0	3.4135222498803297e-12	3.4135222498803297e-12	5.86311139556578	5.86311139556578	-5.86311139556578	1298.20521893207	1298.20521893207	1298.20521893207	99	NA	102
ranked_marker_source_pan_cancer_panel	ENSG00000166145	ENSG00000166145	ENSG00000166145	SPINT1	serine peptidase inhibitor, Kunitz type 1	DOWN	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	brca	brca	brca	1	anchor	anchor	anchor_MDA_MB_231_vs_outside_component_1	results/unsupervised/brca/deseq2_markers/markers/anchor_MDA_MB_231_vs_outside_component_1_markers_top200.txt	anchor_MDA_MB_231_vs_outside_component_1:74	anchor:1/4	brca|anchor|nonrecurrent_marker|ENSG00000166145	relaxed_iqr_median_baseMean	18	18	1	4	1	1	0	5.32803093045103e-12	5.32803093045103e-12	6.61605319925753	6.61605319925753	-6.61605319925753	9032.9198803497	9032.9198803497	9032.9198803497	74	NA	103
ranked_marker_source_pan_cancer_panel	ENSG00000266014	ENSG00000266014	ENSG00000266014.2	NA	NA	UP	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	rbl	rbl	rbl	1	isolate	isolate	isolate_Y_79_vs_rest	results/unsupervised/rbl/deseq2_markers/markers/isolate_Y_79_vs_rest_markers_top50.txt	isolate_Y_79_vs_rest:16	isolate:1/4	rbl|isolate|nonrecurrent_marker|ENSG00000266014	relaxed_iqr_median_baseMean	18	18	1	4	1	0	1	6.741924309755679e-12	6.741924309755679e-12	8.57606189537724	8.57606189537724	8.57606189537724	27.0831579762552	27.0831579762552	27.0831579762552	16	NA	104
ranked_marker_source_pan_cancer_panel	ENSG00000081248	ENSG00000081248	ENSG00000081248	CACNA1S	calcium voltage-gated channel subunit alpha1 S	UP	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	brca	brca	brca	1	isolate	isolate	isolate_DU_4475_vs_rest	results/unsupervised/brca/deseq2_markers/markers/isolate_DU_4475_vs_rest_markers_top50.txt	isolate_DU_4475_vs_rest:13	isolate:1/3	brca|isolate|nonrecurrent_marker|ENSG00000081248	relaxed_iqr_median_baseMean	14	14	1	3	1	0	1	8.246483880324519e-12	8.246483880324519e-12	16.3444037525052	16.3444037525052	16.3444037525052	1061.53348439662	1061.53348439662	1061.53348439662	13	NA	105
ranked_marker_source_pan_cancer_panel	ENSG00000261150	ENSG00000261150	ENSG00000261150	EPPK1	epiplakin 1	DOWN	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	brca	brca	brca	1	anchor	anchor	anchor_MDA_MB_231_vs_outside_component_1	results/unsupervised/brca/deseq2_markers/markers/anchor_MDA_MB_231_vs_outside_component_1_markers_top200.txt	anchor_MDA_MB_231_vs_outside_component_1:46	anchor:1/4	brca|anchor|nonrecurrent_marker|ENSG00000261150	relaxed_iqr_median_baseMean	19	19	1	4	1	1	0	1.0735735666460298e-11	1.0735735666460298e-11	7.65966934720663	7.65966934720663	-7.65966934720663	2743.28202358115	2743.28202358115	2743.28202358115	46	NA	106
ranked_marker_source_pan_cancer_panel	ENSG00000185070	ENSG00000185070	ENSG00000185070.11	FLRT2	fibronectin leucine rich transmembrane protein 2	DOWN	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	rbl	rbl	rbl	1	isolate	isolate	isolate_Y_79_vs_rest	results/unsupervised/rbl/deseq2_markers/markers/isolate_Y_79_vs_rest_markers_top50.txt	isolate_Y_79_vs_rest:24	isolate:1/4	rbl|isolate|nonrecurrent_marker|ENSG00000185070	relaxed_iqr_median_baseMean	19	19	1	4	1	0	1	1.3582409215124598e-11	1.3582409215124598e-11	7.40904172147113	7.40904172147113	-7.40904172147113	1817.40200138061	1817.40200138061	1817.40200138061	24	NA	107
ranked_marker_source_pan_cancer_panel	ENSG00000176658	ENSG00000176658	ENSG00000176658	MYO1D	myosin ID	DOWN	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	brca	brca	brca	1	anchor	anchor	anchor_MDA_MB_231_vs_outside_component_1	results/unsupervised/brca/deseq2_markers/markers/anchor_MDA_MB_231_vs_outside_component_1_markers_top200.txt	anchor_MDA_MB_231_vs_outside_component_1:88	anchor:1/4	brca|anchor|nonrecurrent_marker|ENSG00000176658	relaxed_iqr_median_baseMean	20	20	1	4	1	1	0	1.45265228315751e-11	1.45265228315751e-11	6.2390361142199	6.2390361142199	-6.2390361142199	2782.64445419416	2782.64445419416	2782.64445419416	88	NA	108
ranked_marker_source_pan_cancer_panel	ENSG00000125257	ENSG00000125257	ENSG00000125257.16	ABCC4	ATP binding cassette subfamily C member 4	DOWN	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	nbl	nbl	nbl	1	isolate	isolate	isolate_LAN6_vs_rest	results/unsupervised/nbl/deseq2_markers/markers/isolate_LAN6_vs_rest_markers_top50.txt	isolate_LAN6_vs_rest:6	isolate:1/4	nbl|isolate|nonrecurrent_marker|ENSG00000125257	relaxed_iqr_median_baseMean	7	7	1	4	1	0	1	2.1277665147929397e-11	2.1277665147929397e-11	7.22988089804645	7.22988089804645	-7.22988089804645	1470.34117781395	1470.34117781395	1470.34117781395	6	NA	109
ranked_marker_source_pan_cancer_panel	ENSG00000174197	ENSG00000174197	ENSG00000174197	MGA	MAX dimerization protein MGA	DOWN	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	brca	brca	brca	1	isolate	isolate	isolate_DU_4475_vs_rest	results/unsupervised/brca/deseq2_markers/markers/isolate_DU_4475_vs_rest_markers_top50.txt	isolate_DU_4475_vs_rest:14	isolate:1/3	brca|isolate|nonrecurrent_marker|ENSG00000174197	relaxed_iqr_median_baseMean	15	15	1	3	1	0	1	2.4312257359877597e-11	2.4312257359877597e-11	5.67518823442335	5.67518823442335	-5.67518823442335	2037.09699176832	2037.09699176832	2037.09699176832	14	NA	110
ranked_marker_source_pan_cancer_panel	ENSG00000101489	ENSG00000101489	ENSG00000101489.20	CELF4	CUGBP Elav-like family member 4	DOWN	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	rbl	rbl	rbl	1	isolate	isolate	isolate_WERI_RB1_vs_rest	results/unsupervised/rbl/deseq2_markers/markers/isolate_WERI_RB1_vs_rest_markers_top50.txt	isolate_WERI_RB1_vs_rest:43	isolate:1/4	rbl|isolate|nonrecurrent_marker|ENSG00000101489	relaxed_iqr_median_baseMean	20	20	1	4	1	0	1	2.8086084127574697e-11	2.8086084127574697e-11	5.77191647064439	5.77191647064439	-5.77191647064439	2325.74682881171	2325.74682881171	2325.74682881171	43	NA	111
ranked_marker_source_pan_cancer_panel	ENSG00000236301	ENSG00000236301	ENSG00000236301	MRGPRG-AS1	MRGPRG antisense RNA 1	UP	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	brca	brca	brca	1	isolate	isolate	isolate_DU_4475_vs_rest	results/unsupervised/brca/deseq2_markers/markers/isolate_DU_4475_vs_rest_markers_top50.txt	isolate_DU_4475_vs_rest:17	isolate:1/3	brca|isolate|nonrecurrent_marker|ENSG00000236301	relaxed_iqr_median_baseMean	17	17	1	3	1	0	1	5.2857526432227596e-11	5.2857526432227596e-11	13.9130465834891	13.9130465834891	13.9130465834891	170.358694100658	170.358694100658	170.358694100658	17	NA	112
ranked_marker_source_pan_cancer_panel	ENSG00000134250	ENSG00000134250	ENSG00000134250	NOTCH2	notch receptor 2	DOWN	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	brca	brca	brca	1	isolate	isolate	isolate_DU_4475_vs_rest	results/unsupervised/brca/deseq2_markers/markers/isolate_DU_4475_vs_rest_markers_top50.txt	isolate_DU_4475_vs_rest:16	isolate:1/3	brca|isolate|nonrecurrent_marker|ENSG00000134250	relaxed_iqr_median_baseMean	18	17	1	3	1	0	1	5.2857526432227596e-11	5.2857526432227596e-11	7.19209668140476	7.19209668140476	-7.19209668140476	9486.31768904814	9486.31768904814	9486.31768904814	16	NA	113
ranked_marker_source_pan_cancer_panel	ENSG00000170468	ENSG00000170468	ENSG00000170468.8	RIOX1	ribosomal oxygenase 1	DOWN	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	nbl	nbl	nbl	1	anchor	anchor	anchor_LAN1_vs_outside_component_1	results/unsupervised/nbl/deseq2_markers/markers/anchor_LAN1_vs_outside_component_1_markers_top200.txt	anchor_LAN1_vs_outside_component_1:24	anchor:1/3	nbl|anchor|nonrecurrent_marker|ENSG00000170468	relaxed_iqr_median_baseMean	4	4	1	3	1	1	0	5.7560354313383796e-11	5.7560354313383796e-11	4.44272570218551	4.44272570218551	-4.44272570218551	369.936459931382	369.936459931382	369.936459931382	24	NA	114
ranked_marker_source_pan_cancer_panel	ENSG00000118707	ENSG00000118707	ENSG00000118707.11	TGIF2	TGFB induced factor homeobox 2	DOWN	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	nbl	nbl	nbl	1	isolate	isolate	isolate_LAN6_vs_rest	results/unsupervised/nbl/deseq2_markers/markers/isolate_LAN6_vs_rest_markers_top50.txt	isolate_LAN6_vs_rest:18	isolate:1/4	nbl|isolate|nonrecurrent_marker|ENSG00000118707	relaxed_iqr_median_baseMean	8	8	1	4	1	0	1	5.907640752680369e-11	5.907640752680369e-11	6.07204405131458	6.07204405131458	-6.07204405131458	1428.35794625881	1428.35794625881	1428.35794625881	18	NA	115
ranked_marker_source_pan_cancer_panel	ENSG00000110237	ENSG00000110237	ENSG00000110237	ARHGEF17	Rho guanine nucleotide exchange factor 17	DOWN	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	brca	brca	brca	1	isolate	isolate	isolate_DU_4475_vs_rest	results/unsupervised/brca/deseq2_markers/markers/isolate_DU_4475_vs_rest_markers_top50.txt	isolate_DU_4475_vs_rest:19	isolate:1/3	brca|isolate|nonrecurrent_marker|ENSG00000110237	relaxed_iqr_median_baseMean	19	19	1	3	1	0	1	6.1245657991666e-11	6.1245657991666e-11	6.3568404560389	6.3568404560389	-6.3568404560389	2735.03372358022	2735.03372358022	2735.03372358022	19	NA	116
ranked_marker_source_pan_cancer_panel	ENSG00000119888	ENSG00000119888	ENSG00000119888	EPCAM	epithelial cell adhesion molecule	DOWN	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	brca	brca	brca	1	anchor	anchor	anchor_MDA_MB_231_vs_outside_component_1	results/unsupervised/brca/deseq2_markers/markers/anchor_MDA_MB_231_vs_outside_component_1_markers_top200.txt	anchor_MDA_MB_231_vs_outside_component_1:107	anchor:1/4	brca|anchor|nonrecurrent_marker|ENSG00000119888	relaxed_iqr_median_baseMean	22	22	1	4	1	1	0	6.890757525937569e-11	6.890757525937569e-11	5.73236279090123	5.73236279090123	-5.73236279090123	10775.7804777181	10775.7804777181	10775.7804777181	107	NA	117
ranked_marker_source_pan_cancer_panel	ENSG00000286190	ENSG00000286190	ENSG00000286190.2	LOC728392	uncharacterized LOC728392	DOWN	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	rbl	rbl	rbl	1	isolate	isolate	isolate_Y_79_vs_rest	results/unsupervised/rbl/deseq2_markers/markers/isolate_Y_79_vs_rest_markers_top50.txt	isolate_Y_79_vs_rest:50	isolate:1/4	rbl|isolate|nonrecurrent_marker|ENSG00000286190	relaxed_iqr_median_baseMean	22	22	1	4	1	0	1	8.06960910479451e-11	8.06960910479451e-11	5.64801452742742	5.64801452742742	-5.64801452742742	1366.32463239526	1366.32463239526	1366.32463239526	50	NA	118
ranked_marker_source_pan_cancer_panel	ENSG00000131724	ENSG00000131724	ENSG00000131724	IL13RA1	interleukin 13 receptor subunit alpha 1	DOWN	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	brca	brca	brca	1	isolate	isolate	isolate_DU_4475_vs_rest	results/unsupervised/brca/deseq2_markers/markers/isolate_DU_4475_vs_rest_markers_top50.txt	isolate_DU_4475_vs_rest:21	isolate:1/3	brca|isolate|nonrecurrent_marker|ENSG00000131724	relaxed_iqr_median_baseMean	21	21	1	3	1	0	1	9.20389827089773e-11	9.20389827089773e-11	6.65081811858234	6.65081811858234	-6.65081811858234	2794.06242023677	2794.06242023677	2794.06242023677	21	NA	119
ranked_marker_source_pan_cancer_panel	ENSG00000138119	ENSG00000138119	ENSG00000138119	MYOF	myoferlin	DOWN	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	brca	brca	brca	1	isolate	isolate	isolate_DU_4475_vs_rest	results/unsupervised/brca/deseq2_markers/markers/isolate_DU_4475_vs_rest_markers_top50.txt	isolate_DU_4475_vs_rest:22	isolate:1/3	brca|isolate|nonrecurrent_marker|ENSG00000138119	relaxed_iqr_median_baseMean	23	23	1	3	1	0	1	9.8228065766432e-11	9.8228065766432e-11	9.8408198605705	9.8408198605705	-9.8408198605705	15294.3614318795	15294.3614318795	15294.3614318795	22	NA	120
ranked_marker_source_pan_cancer_panel	ENSG00000266614	ENSG00000266614	ENSG00000266614.1	NA	NA	UP	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	rbl	rbl	rbl	1	isolate	isolate	isolate_Y_79_vs_rest	results/unsupervised/rbl/deseq2_markers/markers/isolate_Y_79_vs_rest_markers_top50.txt	isolate_Y_79_vs_rest:3	isolate:1/4	rbl|isolate|nonrecurrent_marker|ENSG00000266614	relaxed_iqr_median_baseMean	23	23	1	4	1	0	1	1.15675781776386e-10	1.15675781776386e-10	10.794108751368	10.794108751368	10.794108751368	35.4223706062417	35.4223706062417	35.4223706062417	3	NA	121
ranked_marker_source_pan_cancer_panel	ENSG00000103415	ENSG00000103415	ENSG00000103415	HMOX2	heme oxygenase 2	DOWN	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	brca	brca	brca	1	anchor	anchor	anchor_MDA_MB_468_vs_outside_component_2	results/unsupervised/brca/deseq2_markers/markers/anchor_MDA_MB_468_vs_outside_component_2_markers_top200.txt	anchor_MDA_MB_468_vs_outside_component_2:18	anchor:1/4	brca|anchor|nonrecurrent_marker|ENSG00000103415	relaxed_iqr_median_baseMean	23	23	1	4	1	1	0	1.32618718644417e-10	1.32618718644417e-10	4.36756191594382	4.36756191594382	-4.36756191594382	1949.11778761879	1949.11778761879	1949.11778761879	18	NA	122
ranked_marker_source_pan_cancer_panel	ENSG00000159399	ENSG00000159399	ENSG00000159399	HK2	hexokinase 2	DOWN	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	brca	brca	brca	1	isolate	isolate	isolate_DU_4475_vs_rest	results/unsupervised/brca/deseq2_markers/markers/isolate_DU_4475_vs_rest_markers_top50.txt	isolate_DU_4475_vs_rest:24	isolate:1/3	brca|isolate|nonrecurrent_marker|ENSG00000159399	relaxed_iqr_median_baseMean	24	24	1	3	1	0	1	1.8506411236381402e-10	1.8506411236381402e-10	7.35784341949149	7.35784341949149	-7.35784341949149	4864.47574955378	4864.47574955378	4864.47574955378	24	NA	123
ranked_marker_source_pan_cancer_panel	ENSG00000164054	ENSG00000164054	ENSG00000164054	SHISA5	shisa family member 5	DOWN	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	brca	brca	brca	1	isolate	isolate	isolate_DU_4475_vs_rest	results/unsupervised/brca/deseq2_markers/markers/isolate_DU_4475_vs_rest_markers_top50.txt	isolate_DU_4475_vs_rest:23	isolate:1/3	brca|isolate|nonrecurrent_marker|ENSG00000164054	relaxed_iqr_median_baseMean	25	24	1	3	1	0	1	1.8506411236381402e-10	1.8506411236381402e-10	5.28547840827683	5.28547840827683	-5.28547840827683	4774.39414264455	4774.39414264455	4774.39414264455	23	NA	124
ranked_marker_source_pan_cancer_panel	ENSG00000163110	ENSG00000163110	ENSG00000163110;ENSG00000163110.15	PDLIM5	PDZ and LIM domain 5	MIXED	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	brca	brca;nbl	brca,nbl	2	isolate;anchor	isolate;anchor	isolate_IPH_926_vs_rest;anchor_LAN5_vs_outside_component_1	results/unsupervised/brca/deseq2_markers/markers/isolate_IPH_926_vs_rest_markers_top50.txt;results/unsupervised/nbl/deseq2_markers/markers/anchor_LAN5_vs_outside_component_1_markers_top200.txt	isolate_IPH_926_vs_rest:15;anchor_LAN5_vs_outside_component_1:18	isolate:1/3;anchor:1/3	brca|isolate|nonrecurrent_marker|ENSG00000163110;nbl|anchor|nonrecurrent_marker|ENSG00000163110	relaxed_iqr_median_baseMean	27;44	27;43	1	3	2	1	1	2.40649163019695e-10	0.0004065913887952815	7.02883194801242	5.509701345242985	-1.519130602769435	3090.8673629311097	3090.8673629311097	4139.39009187289	15	NA	125
ranked_marker_source_pan_cancer_panel	ENSG00000108848	ENSG00000108848	ENSG00000108848	LUC7L3	LUC7 like 3 pre-mRNA splicing factor	UP	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	brca	brca	brca	1	anchor	anchor	anchor_EFM_192C_vs_outside_component_0	results/unsupervised/brca/deseq2_markers/markers/anchor_EFM_192C_vs_outside_component_0_markers_top200.txt	anchor_EFM_192C_vs_outside_component_0:185	anchor:1/4	brca|anchor|nonrecurrent_marker|ENSG00000108848	relaxed_iqr_median_baseMean	25	24	1	4	1	1	0	3.63629670852781e-10	3.63629670852781e-10	2.81417697532341	2.81417697532341	2.81417697532341	11849.2513897723	11849.2513897723	11849.2513897723	185	NA	126
ranked_marker_source_pan_cancer_panel	ENSG00000141646	ENSG00000141646	ENSG00000141646	SMAD4	SMAD family member 4	DOWN	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	brca	brca	brca	1	anchor	anchor	anchor_MDA_MB_468_vs_outside_component_2	results/unsupervised/brca/deseq2_markers/markers/anchor_MDA_MB_468_vs_outside_component_2_markers_top200.txt	anchor_MDA_MB_468_vs_outside_component_2:4	anchor:1/4	brca|anchor|nonrecurrent_marker|ENSG00000141646	relaxed_iqr_median_baseMean	26	26	1	4	1	1	0	3.97049208691552e-10	3.97049208691552e-10	6.66697069377286	6.66697069377286	-6.66697069377286	1294.78193477635	1294.78193477635	1294.78193477635	4	NA	127
ranked_marker_source_pan_cancer_panel	ENSG00000165985	ENSG00000165985	ENSG00000165985.10	C1QL3	complement C1q like 3	DOWN	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	rbl	rbl	rbl	1	isolate	isolate	isolate_WERI_RB1_vs_rest	results/unsupervised/rbl/deseq2_markers/markers/isolate_WERI_RB1_vs_rest_markers_top50.txt	isolate_WERI_RB1_vs_rest:22	isolate:1/4	rbl|isolate|nonrecurrent_marker|ENSG00000165985	relaxed_iqr_median_baseMean	24	24	1	4	1	0	1	4.03550352982799e-10	4.03550352982799e-10	6.74379796231407	6.74379796231407	-6.74379796231407	1799.13279470244	1799.13279470244	1799.13279470244	22	NA	128
ranked_marker_source_pan_cancer_panel	ENSG00000137203	ENSG00000137203	ENSG00000137203	TFAP2A	transcription factor AP-2 alpha	DOWN	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	brca	brca	brca	1	isolate	isolate	isolate_DU_4475_vs_rest	results/unsupervised/brca/deseq2_markers/markers/isolate_DU_4475_vs_rest_markers_top50.txt	isolate_DU_4475_vs_rest:26	isolate:1/3	brca|isolate|nonrecurrent_marker|ENSG00000137203	relaxed_iqr_median_baseMean	28	28	1	3	1	0	1	4.1194985187521903e-10	4.1194985187521903e-10	6.6647830279939	6.6647830279939	-6.6647830279939	3385.26079236908	3385.26079236908	3385.26079236908	26	NA	129
ranked_marker_source_pan_cancer_panel	ENSG00000186350	ENSG00000186350	ENSG00000186350	RXRA	retinoid X receptor alpha	DOWN	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	brca	brca	brca	1	isolate	isolate	isolate_DU_4475_vs_rest	results/unsupervised/brca/deseq2_markers/markers/isolate_DU_4475_vs_rest_markers_top50.txt	isolate_DU_4475_vs_rest:28	isolate:1/3	brca|isolate|nonrecurrent_marker|ENSG00000186350	relaxed_iqr_median_baseMean	29	29	1	3	1	0	1	4.38477763434259e-10	4.38477763434259e-10	6.41070326161724	6.41070326161724	-6.41070326161724	4573.71680907907	4573.71680907907	4573.71680907907	28	NA	130
ranked_marker_source_pan_cancer_panel	ENSG00000184302	ENSG00000184302	ENSG00000184302.7	SIX6	SIX homeobox 6	DOWN	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	rbl	rbl	rbl	1	isolate	isolate	isolate_Y_79_vs_rest	results/unsupervised/rbl/deseq2_markers/markers/isolate_Y_79_vs_rest_markers_top50.txt	isolate_Y_79_vs_rest:28	isolate:1/4	rbl|isolate|nonrecurrent_marker|ENSG00000184302	relaxed_iqr_median_baseMean	25	25	1	4	1	0	1	5.38954856365151e-10	5.38954856365151e-10	6.939609858405	6.939609858405	-6.939609858405	2505.62778857101	2505.62778857101	2505.62778857101	28	NA	131
ranked_marker_source_pan_cancer_panel	ENSG00000170113	ENSG00000170113	ENSG00000170113.16	NIPA1	NIPA magnesium transporter 1	DOWN	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	nbl	nbl	nbl	1	anchor	anchor	anchor_CHP_134_vs_outside_component_0	results/unsupervised/nbl/deseq2_markers/markers/anchor_CHP_134_vs_outside_component_0_markers_top200.txt	anchor_CHP_134_vs_outside_component_0:15	anchor:1/3	nbl|anchor|nonrecurrent_marker|ENSG00000170113	relaxed_iqr_median_baseMean	5	5	1	3	1	1	0	6.61543910819626e-10	6.61543910819626e-10	5.92903620285678	5.92903620285678	-5.92903620285678	1559.18385427309	1559.18385427309	1559.18385427309	15	NA	132
ranked_marker_source_pan_cancer_panel	ENSG00000078114	ENSG00000078114	ENSG00000078114	NEBL	nebulette	DOWN	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	brca	brca	brca	1	anchor	anchor	anchor_MDA_MB_231_vs_outside_component_1	results/unsupervised/brca/deseq2_markers/markers/anchor_MDA_MB_231_vs_outside_component_1_markers_top200.txt	anchor_MDA_MB_231_vs_outside_component_1:54	anchor:1/4	brca|anchor|nonrecurrent_marker|ENSG00000078114	relaxed_iqr_median_baseMean	29	29	1	4	1	1	0	6.77705676585488e-10	6.77705676585488e-10	7.24449360085893	7.24449360085893	-7.24449360085893	3380.08551053729	3380.08551053729	3380.08551053729	54	NA	133
ranked_marker_source_pan_cancer_panel	ENSG00000142173	ENSG00000142173	ENSG00000142173.16	COL6A2	collagen type VI alpha 2 chain	DOWN	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	nbl	nbl	nbl	1	isolate	isolate	isolate_LAN6_vs_rest	results/unsupervised/nbl/deseq2_markers/markers/isolate_LAN6_vs_rest_markers_top50.txt	isolate_LAN6_vs_rest:5	isolate:1/4	nbl|isolate|nonrecurrent_marker|ENSG00000142173	relaxed_iqr_median_baseMean	9	9	1	4	1	0	1	7.03592273191576e-10	7.03592273191576e-10	8.03685746330279	8.03685746330279	-8.03685746330279	4286.90971366233	4286.90971366233	4286.90971366233	5	NA	134
ranked_marker_source_pan_cancer_panel	ENSG00000163624	ENSG00000163624	ENSG00000163624	CDS1	CDP-diacylglycerol synthase 1	DOWN	True	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	ranked_nonrecurrent_marker	brca	brca	brca	1	anchor	anchor	anchor_MDA_MB_231_vs_outside_component_1	results/unsupervised/brca/deseq2_markers/markers/anchor_MDA_MB_231_vs_outside_component_1_markers_top200.txt	anchor_MDA_MB_231_vs_outside_component_1:137	anchor:1/4	brca|anchor|nonrecurrent_marker|ENSG00000163624	relaxed_iqr_median_baseMean	30	30	1	4	1	1	0	7.127679455609941e-10	7.127679455609941e-10	5.31541058194335	5.31541058194335	-5.31541058194335	1777.07920488261	1777.07920488261	1777.07920488261	137	NA	135
