"sample_id","tcga_cohort","rho"
"NG-29643_EFM_192B_lib581293_7997_4","UCEC",0.58179288607465
"NG-29643_EFM_192B_lib581293_7997_4","UCS",0.441706043519634
"NG-29643_EFM_192B_lib581293_7997_4","UVM",0.339201959290678
"NG-29643_EFM_192C_lib581294_7997_4","ACC",0.334593827695099
"NG-29643_EFM_192C_lib581294_7997_4","BLCA",0.562660444544761
"NG-29643_EFM_192C_lib581294_7997_4","BRCA",0.654860178202888
"NG-29643_EFM_192C_lib581294_7997_4","CESC",0.551628889817488
"NG-29643_EFM_192C_lib581294_7997_4","CHOL",0.495018906250673
"NG-29643_EFM_192C_lib581294_7997_4","COAD",0.468101209778487
"NG-29643_EFM_192C_lib581294_7997_4","DLBC",0.117573590752135
"NG-29643_EFM_192C_lib581294_7997_4","ESCA",0.539251540212206
"NG-29643_EFM_192C_lib581294_7997_4","GBM",0.195875570539967
"NG-29643_EFM_192C_lib581294_7997_4","HNSC",0.468615613821227
"NG-29643_EFM_192C_lib581294_7997_4","KICH",0.46865682683102
"NG-29643_EFM_192C_lib581294_7997_4","KIRC",0.381987459344323
"NG-29643_EFM_192C_lib581294_7997_4","KIRP",0.430426608246862
"NG-29643_EFM_192C_lib581294_7997_4","LAML",0.086959429140489
"NG-29643_EFM_192C_lib581294_7997_4","LGG",0.186924586234277
"NG-29643_EFM_192C_lib581294_7997_4","LIHC",0.365696054679446
"NG-29643_EFM_192C_lib581294_7997_4","LUAD",0.533255062248356
"NG-29643_EFM_192C_lib581294_7997_4","LUSC",0.473969715137076
"NG-29643_EFM_192C_lib581294_7997_4","MESO",0.372174742415545
"NG-29643_EFM_192C_lib581294_7997_4","OV",0.514315522455189
"NG-29643_EFM_192C_lib581294_7997_4","PAAD",0.528817844489803
"NG-29643_EFM_192C_lib581294_7997_4","PCPG",0.238301511461702
"NG-29643_EFM_192C_lib581294_7997_4","PRAD",0.563105937332468
"NG-29643_EFM_192C_lib581294_7997_4","READ",0.473838203249384
"NG-29643_EFM_192C_lib581294_7997_4","SARC",0.321642205131391
"NG-29643_EFM_192C_lib581294_7997_4","SKCM",0.304112643306538
"NG-29643_EFM_192C_lib581294_7997_4","STAD",0.497643559722892
"NG-29643_EFM_192C_lib581294_7997_4","TGCT",0.284585481425042
"NG-29643_EFM_192C_lib581294_7997_4","THCA",0.487323002555391
"NG-29643_EFM_192C_lib581294_7997_4","THYM",0.283203898989109
"NG-29643_EFM_192C_lib581294_7997_4","UCEC",0.583530811091025
"NG-29643_EFM_192C_lib581294_7997_4","UCS",0.434566064125935
"NG-29643_EFM_192C_lib581294_7997_4","UVM",0.352564994486644
"NG-29643_ETCC_006_lib581311_8005_3","ACC",0.400673603901614
"NG-29643_ETCC_006_lib581311_8005_3","BLCA",0.447852229261576
"NG-29643_ETCC_006_lib581311_8005_3","BRCA",0.47075196839234
"NG-29643_ETCC_006_lib581311_8005_3","CESC",0.421576274156807
"NG-29643_ETCC_006_lib581311_8005_3","CHOL",0.375476860227402
"NG-29643_ETCC_006_lib581311_8005_3","COAD",0.318630008005956
"NG-29643_ETCC_006_lib581311_8005_3","DLBC",0.0345754032704287
"NG-29643_ETCC_006_lib581311_8005_3","ESCA",0.4828690695518
"NG-29643_ETCC_006_lib581311_8005_3","GBM",0.350638511851741
"NG-29643_ETCC_006_lib581311_8005_3","HNSC",0.478076037459589
"NG-29643_ETCC_006_lib581311_8005_3","KICH",0.349233486398194
"NG-29643_ETCC_006_lib581311_8005_3","KIRC",0.38169892733013
"NG-29643_ETCC_006_lib581311_8005_3","KIRP",0.37076476194269
"NG-29643_ETCC_006_lib581311_8005_3","LAML",-0.0193253658196114
"NG-29643_ETCC_006_lib581311_8005_3","LGG",0.292348129710906
"NG-29643_ETCC_006_lib581311_8005_3","LIHC",0.249137386506927
"NG-29643_ETCC_006_lib581311_8005_3","LUAD",0.370734252830756
"NG-29643_ETCC_006_lib581311_8005_3","LUSC",0.446010170801613
"NG-29643_ETCC_006_lib581311_8005_3","MESO",0.479655914283289
"NG-29643_ETCC_006_lib581311_8005_3","OV",0.36964968896889
"NG-29643_ETCC_006_lib581311_8005_3","PAAD",0.433653669960678
"NG-29643_ETCC_006_lib581311_8005_3","PCPG",0.333221073655398
"NG-29643_ETCC_006_lib581311_8005_3","PRAD",0.392133067399246
"NG-29643_ETCC_006_lib581311_8005_3","READ",0.319389544643071
"NG-29643_ETCC_006_lib581311_8005_3","SARC",0.544002583466094
"NG-29643_ETCC_006_lib581311_8005_3","SKCM",0.436208191066861
"NG-29643_ETCC_006_lib581311_8005_3","STAD",0.369083926684574
"NG-29643_ETCC_006_lib581311_8005_3","TGCT",0.237498147289138
"NG-29643_ETCC_006_lib581311_8005_3","THCA",0.389199067716698
"NG-29643_ETCC_006_lib581311_8005_3","THYM",0.203751379615606
"NG-29643_ETCC_006_lib581311_8005_3","UCEC",0.38750944733297
"NG-29643_ETCC_006_lib581311_8005_3","UCS",0.467276205892163
"NG-29643_ETCC_006_lib581311_8005_3","UVM",0.338472090183867
"NG-29643_ETCC_007_lib581312_7997_4","ACC",0.418392430342987
"NG-29643_ETCC_007_lib581312_7997_4","BLCA",0.475782063641998
"NG-29643_ETCC_007_lib581312_7997_4","BRCA",0.49276461508008
"NG-29643_ETCC_007_lib581312_7997_4","CESC",0.445450736912283
"NG-29643_ETCC_007_lib581312_7997_4","CHOL",0.437976975518614
"NG-29643_ETCC_007_lib581312_7997_4","COAD",0.351111062628627
"NG-29643_ETCC_007_lib581312_7997_4","DLBC",0.0309206329068876
"NG-29643_ETCC_007_lib581312_7997_4","ESCA",0.504576958602917
"NG-29643_ETCC_007_lib581312_7997_4","GBM",0.334994428816681
"NG-29643_ETCC_007_lib581312_7997_4","HNSC",0.477416077239652
"NG-29643_ETCC_007_lib581312_7997_4","KICH",0.381234511933934
"NG-29643_ETCC_007_lib581312_7997_4","KIRC",0.4183975024109
"NG-29643_ETCC_007_lib581312_7997_4","KIRP",0.431916573258941
"NG-29643_ETCC_007_lib581312_7997_4","LAML",-0.0125383305157645
"NG-29643_ETCC_007_lib581312_7997_4","LGG",0.291717860696644
"NG-29643_ETCC_007_lib581312_7997_4","LIHC",0.308832738054802
"NG-29643_ETCC_007_lib581312_7997_4","LUAD",0.415308650231175
"NG-29643_ETCC_007_lib581312_7997_4","LUSC",0.455312054798808
"NG-29643_ETCC_007_lib581312_7997_4","MESO",0.508078486286137
"NG-29643_ETCC_007_lib581312_7997_4","OV",0.403365066830063
"NG-29643_ETCC_007_lib581312_7997_4","PAAD",0.474716107079029
"NG-29643_ETCC_007_lib581312_7997_4","PCPG",0.335055192598864
"NG-29643_ETCC_007_lib581312_7997_4","PRAD",0.429330354334226
"NG-29643_ETCC_007_lib581312_7997_4","READ",0.35276707643946
"NG-29643_ETCC_007_lib581312_7997_4","SARC",0.517128471208825
"NG-29643_ETCC_007_lib581312_7997_4","SKCM",0.428356014793644
"NG-29643_ETCC_007_lib581312_7997_4","STAD",0.403808976032108
"NG-29643_ETCC_007_lib581312_7997_4","TGCT",0.236488999492045
"NG-29643_ETCC_007_lib581312_7997_4","THCA",0.419965172816118
"NG-29643_ETCC_007_lib581312_7997_4","THYM",0.211107618048738
"NG-29643_ETCC_007_lib581312_7997_4","UCEC",0.428529311125085
"NG-29643_ETCC_007_lib581312_7997_4","UCS",0.457307484556875
"NG-29643_ETCC_007_lib581312_7997_4","UVM",0.36592568337097
"NG-29643_EVSA_T_lib581299_7997_4","ACC",0.300545716099562
"NG-29643_EVSA_T_lib581299_7997_4","BLCA",0.547442958789989
"NG-29643_EVSA_T_lib581299_7997_4","BRCA",0.599216657473351
"NG-29643_EVSA_T_lib581299_7997_4","CESC",0.538758124410682
"NG-29643_EVSA_T_lib581299_7997_4","CHOL",0.452053536162372
"NG-29643_EVSA_T_lib581299_7997_4","COAD",0.474717642320559
"NG-29643_EVSA_T_lib581299_7997_4","DLBC",0.115434704335371
"NG-29643_EVSA_T_lib581299_7997_4","ESCA",0.547918061859597
"NG-29643_EVSA_T_lib581299_7997_4","GBM",0.17605510827268
"NG-29643_EVSA_T_lib581299_7997_4","HNSC",0.458763139734172
"NG-29643_EVSA_T_lib581299_7997_4","KICH",0.431135860537753
"NG-29643_EVSA_T_lib581299_7997_4","KIRC",0.351179036654108
"NG-29643_EVSA_T_lib581299_7997_4","KIRP",0.392396046465066
"NG-29643_EVSA_T_lib581299_7997_4","LAML",0.094702670520046
"NG-29643_EVSA_T_lib581299_7997_4","LGG",0.167271926690667
"NG-29643_EVSA_T_lib581299_7997_4","LIHC",0.34212736654301
"NG-29643_EVSA_T_lib581299_7997_4","LUAD",0.511556523978995
"NG-29643_EVSA_T_lib581299_7997_4","LUSC",0.474885706500077
"NG-29643_EVSA_T_lib581299_7997_4","MESO",0.329924463335237
"NG-29643_EVSA_T_lib581299_7997_4","OV",0.476955136863828
"NG-29643_EVSA_T_lib581299_7997_4","PAAD",0.491676153419609
"NG-29643_EVSA_T_lib581299_7997_4","PCPG",0.202453861457528
"NG-29643_EVSA_T_lib581299_7997_4","PRAD",0.536234040078164
"NG-29643_EVSA_T_lib581299_7997_4","READ",0.477012312065745
"NG-29643_EVSA_T_lib581299_7997_4","SARC",0.288474040781012
"NG-29643_EVSA_T_lib581299_7997_4","SKCM",0.308599631069677
"NG-29643_EVSA_T_lib581299_7997_4","STAD",0.497095118563349
"NG-29643_EVSA_T_lib581299_7997_4","TGCT",0.265178818221895
"NG-29643_EVSA_T_lib581299_7997_4","THCA",0.426658485473713
"NG-29643_EVSA_T_lib581299_7997_4","THYM",0.258706149372719
"NG-29643_EVSA_T_lib581299_7997_4","UCEC",0.540561832281046
"NG-29643_EVSA_T_lib581299_7997_4","UCS",0.407715977095228
"NG-29643_EVSA_T_lib581299_7997_4","UVM",0.316659165018342
"NG-29643_HCC_1143_lib581306_7997_4","ACC",0.312147358958382
"NG-29643_HCC_1143_lib581306_7997_4","BLCA",0.568938181217102
"NG-29643_HCC_1143_lib581306_7997_4","BRCA",0.56780509828232
"NG-29643_HCC_1143_lib581306_7997_4","CESC",0.616378426447079
"NG-29643_HCC_1143_lib581306_7997_4","CHOL",0.474251779410966
"NG-29643_HCC_1143_lib581306_7997_4","COAD",0.465792303181858
"NG-29643_HCC_1143_lib581306_7997_4","DLBC",0.0607498262039484
"NG-29643_HCC_1143_lib581306_7997_4","ESCA",0.620710275923214
"NG-29643_HCC_1143_lib581306_7997_4","GBM",0.215034912351456
"NG-29643_HCC_1143_lib581306_7997_4","HNSC",0.597176878495183
"NG-29643_HCC_1143_lib581306_7997_4","KICH",0.390189920752426
"NG-29643_HCC_1143_lib581306_7997_4","KIRC",0.358700946264368
"NG-29643_HCC_1143_lib581306_7997_4","KIRP",0.3946761105542
"NG-29643_HCC_1143_lib581306_7997_4","LAML",0.00287137555039782
"NG-29643_HCC_1143_lib581306_7997_4","LGG",0.186560809750436
"NG-29643_HCC_1143_lib581306_7997_4","LIHC",0.290921109278474
"NG-29643_HCC_1143_lib581306_7997_4","LUAD",0.517179772200338
"NG-29643_HCC_1143_lib581306_7997_4","LUSC",0.570598122781038
"NG-29643_HCC_1143_lib581306_7997_4","MESO",0.41659325160427
"NG-29643_HCC_1143_lib581306_7997_4","OV",0.49948990375257
"NG-29643_HCC_1143_lib581306_7997_4","PAAD",0.562112971750272
"NG-29643_HCC_1143_lib581306_7997_4","PCPG",0.217479377709155
"NG-29643_HCC_1143_lib581306_7997_4","PRAD",0.476093367020815
"NG-29643_HCC_1143_lib581306_7997_4","READ",0.469478017803599
"NG-29643_HCC_1143_lib581306_7997_4","SARC",0.373595952162699
"NG-29643_HCC_1143_lib581306_7997_4","SKCM",0.368975807820005
"NG-29643_HCC_1143_lib581306_7997_4","STAD",0.498244723262722
"NG-29643_HCC_1143_lib581306_7997_4","TGCT",0.261313398715982
"NG-29643_HCC_1143_lib581306_7997_4","THCA",0.464038678795226
"NG-29643_HCC_1143_lib581306_7997_4","THYM",0.245088631764868
"NG-29643_HCC_1143_lib581306_7997_4","UCEC",0.551364570295677
"NG-29643_HCC_1143_lib581306_7997_4","UCS",0.472358594005117
"NG-29643_HCC_1143_lib581306_7997_4","UVM",0.325571704617085
"NG-29643_HCC_1599_lib581304_7997_4","ACC",0.337810009979571
"NG-29643_HCC_1599_lib581304_7997_4","BLCA",0.525312740903296
"NG-29643_HCC_1599_lib581304_7997_4","BRCA",0.595531881172123
"NG-29643_HCC_1599_lib581304_7997_4","CESC",0.537511333410559
"NG-29643_HCC_1599_lib581304_7997_4","CHOL",0.471453880521654
"NG-29643_HCC_1599_lib581304_7997_4","COAD",0.422786784273302
"NG-29643_HCC_1599_lib581304_7997_4","DLBC",0.0498929751752756
"NG-29643_HCC_1599_lib581304_7997_4","ESCA",0.558247862156058
"NG-29643_HCC_1599_lib581304_7997_4","GBM",0.27103532411987
"NG-29643_HCC_1599_lib581304_7997_4","HNSC",0.506363450164113
"NG-29643_HCC_1599_lib581304_7997_4","KICH",0.442874523129808
"NG-29643_HCC_1599_lib581304_7997_4","KIRC",0.409562734660636
"NG-29643_HCC_1599_lib581304_7997_4","KIRP",0.438874753719211
"NG-29643_HCC_1599_lib581304_7997_4","LAML",-0.00297687413705659
"NG-29643_HCC_1599_lib581304_7997_4","LGG",0.261165978412177
"NG-29643_HCC_1599_lib581304_7997_4","LIHC",0.304930907123476
"NG-29643_HCC_1599_lib581304_7997_4","LUAD",0.493955608091347
"NG-29643_HCC_1599_lib581304_7997_4","LUSC",0.51566798332038
"NG-29643_HCC_1599_lib581304_7997_4","MESO",0.400344593793324
"NG-29643_HCC_1599_lib581304_7997_4","OV",0.515180922430837
"NG-29643_HCC_1599_lib581304_7997_4","PAAD",0.523706444602382
"NG-29643_HCC_1599_lib581304_7997_4","PCPG",0.254330663669988
"NG-29643_HCC_1599_lib581304_7997_4","PRAD",0.532345637029963
"NG-29643_HCC_1599_lib581304_7997_4","READ",0.430380834729104
"NG-29643_HCC_1599_lib581304_7997_4","SARC",0.396569483425259
"NG-29643_HCC_1599_lib581304_7997_4","SKCM",0.352808840481515
"NG-29643_HCC_1599_lib581304_7997_4","STAD",0.459414678841975
"NG-29643_HCC_1599_lib581304_7997_4","TGCT",0.261738362010616
"NG-29643_HCC_1599_lib581304_7997_4","THCA",0.487310716989155
"NG-29643_HCC_1599_lib581304_7997_4","THYM",0.257380052846096
"NG-29643_HCC_1599_lib581304_7997_4","UCEC",0.560155029534986
"NG-29643_HCC_1599_lib581304_7997_4","UCS",0.496158297302676
"NG-29643_HCC_1599_lib581304_7997_4","UVM",0.35696556350697
"NG-29643_HCC_1937_lib581305_7997_4","ACC",0.268337419776718
"NG-29643_HCC_1937_lib581305_7997_4","BLCA",0.620915106887068
"NG-29643_HCC_1937_lib581305_7997_4","BRCA",0.533469435797513
"NG-29643_HCC_1937_lib581305_7997_4","CESC",0.641847764199354
"NG-29643_HCC_1937_lib581305_7997_4","CHOL",0.494957767023271
"NG-29643_HCC_1937_lib581305_7997_4","COAD",0.492589632414579
"NG-29643_HCC_1937_lib581305_7997_4","DLBC",0.0428269414356197
"NG-29643_HCC_1937_lib581305_7997_4","ESCA",0.62449275342445
"NG-29643_HCC_1937_lib581305_7997_4","GBM",0.125545193763503
"NG-29643_HCC_1937_lib581305_7997_4","HNSC",0.581219486604963
"NG-29643_HCC_1937_lib581305_7997_4","KICH",0.386543985810711
"NG-29643_HCC_1937_lib581305_7997_4","KIRC",0.340657636671903
"NG-29643_HCC_1937_lib581305_7997_4","KIRP",0.400431403342537
"NG-29643_HCC_1937_lib581305_7997_4","LAML",0.00408148186469502
"NG-29643_HCC_1937_lib581305_7997_4","LGG",0.0839704530675863
"NG-29643_HCC_1937_lib581305_7997_4","LIHC",0.327315072624852
"NG-29643_HCC_1937_lib581305_7997_4","LUAD",0.527108150044487
"NG-29643_HCC_1937_lib581305_7997_4","LUSC",0.538021707841767
"NG-29643_HCC_1937_lib581305_7997_4","MESO",0.384328126004486
"NG-29643_HCC_1937_lib581305_7997_4","OV",0.502217186208633
"NG-29643_HCC_1937_lib581305_7997_4","PAAD",0.580450039964771
"NG-29643_HCC_1937_lib581305_7997_4","PCPG",0.127899456833421
"NG-29643_HCC_1937_lib581305_7997_4","PRAD",0.451073150931478
"NG-29643_HCC_1937_lib581305_7997_4","READ",0.498884634068642
"NG-29643_HCC_1937_lib581305_7997_4","SARC",0.279318100494315
"NG-29643_HCC_1937_lib581305_7997_4","SKCM",0.284203297450133
"NG-29643_HCC_1937_lib581305_7997_4","STAD",0.523583642337448
"NG-29643_HCC_1937_lib581305_7997_4","TGCT",0.214410400686721
"NG-29643_HCC_1937_lib581305_7997_4","THCA",0.446908849557048
"NG-29643_HCC_1937_lib581305_7997_4","THYM",0.214975536080463
"NG-29643_HCC_1937_lib581305_7997_4","UCEC",0.534250037314555
"NG-29643_HCC_1937_lib581305_7997_4","UCS",0.377191272335636
"NG-29643_HCC_1937_lib581305_7997_4","UVM",0.283445888987335
"NG-29643_HDQ_P1_lib581303_8005_3","ACC",0.30282938010369
"NG-29643_HDQ_P1_lib581303_8005_3","BLCA",0.632185799627248
"NG-29643_HDQ_P1_lib581303_8005_3","BRCA",0.527482644200158
"NG-29643_HDQ_P1_lib581303_8005_3","CESC",0.611527078420573
"NG-29643_HDQ_P1_lib581303_8005_3","CHOL",0.480952855908438
"NG-29643_HDQ_P1_lib581303_8005_3","COAD",0.474057354260263
"NG-29643_HDQ_P1_lib581303_8005_3","DLBC",0.0281958050380608
"NG-29643_HDQ_P1_lib581303_8005_3","ESCA",0.63595995789512
"NG-29643_HDQ_P1_lib581303_8005_3","GBM",0.189686083659143
"NG-29643_HDQ_P1_lib581303_8005_3","HNSC",0.589792431798649
"NG-29643_HDQ_P1_lib581303_8005_3","KICH",0.388045881936241
"NG-29643_HDQ_P1_lib581303_8005_3","KIRC",0.357952755590099
"NG-29643_HDQ_P1_lib581303_8005_3","KIRP",0.408393625788786
"NG-29643_HDQ_P1_lib581303_8005_3","LAML",-0.0148498139417751
"NG-29643_HDQ_P1_lib581303_8005_3","LGG",0.136684635173999
"NG-29643_HDQ_P1_lib581303_8005_3","LIHC",0.308284328051023
"NG-29643_HDQ_P1_lib581303_8005_3","LUAD",0.518983195835292
"NG-29643_HDQ_P1_lib581303_8005_3","LUSC",0.568687231791296
"NG-29643_HDQ_P1_lib581303_8005_3","MESO",0.42502586730928
"NG-29643_HDQ_P1_lib581303_8005_3","OV",0.496643883930156
"NG-29643_HDQ_P1_lib581303_8005_3","PAAD",0.594378920123964
"NG-29643_HDQ_P1_lib581303_8005_3","PCPG",0.193496186722311
"NG-29643_HDQ_P1_lib581303_8005_3","PRAD",0.444462221352775
"NG-29643_HDQ_P1_lib581303_8005_3","READ",0.480422898736749
"NG-29643_HDQ_P1_lib581303_8005_3","SARC",0.364485049558765
"NG-29643_HDQ_P1_lib581303_8005_3","SKCM",0.344765604346081
"NG-29643_HDQ_P1_lib581303_8005_3","STAD",0.515171785862602
"NG-29643_HDQ_P1_lib581303_8005_3","TGCT",0.250137993390853
"NG-29643_HDQ_P1_lib581303_8005_3","THCA",0.448952835016664
"NG-29643_HDQ_P1_lib581303_8005_3","THYM",0.216273990160558
"NG-29643_HDQ_P1_lib581303_8005_3","UCEC",0.535327071194971
"NG-29643_HDQ_P1_lib581303_8005_3","UCS",0.451947960695308
"NG-29643_HDQ_P1_lib581303_8005_3","UVM",0.298980819077649
"NG-30919_HS_578T_B_lib628473_10098_2","ACC",0.443265576305655
"NG-30919_HS_578T_B_lib628473_10098_2","BLCA",0.437403219788673
"NG-30919_HS_578T_B_lib628473_10098_2","BRCA",0.486926833051192
"NG-30919_HS_578T_B_lib628473_10098_2","CESC",0.373178090252812
"NG-30919_HS_578T_B_lib628473_10098_2","CHOL",0.407068315682902
"NG-30919_HS_578T_B_lib628473_10098_2","COAD",0.313633064881812
"NG-30919_HS_578T_B_lib628473_10098_2","DLBC",0.0211662026314199
"NG-30919_HS_578T_B_lib628473_10098_2","ESCA",0.463328914182857
"NG-30919_HS_578T_B_lib628473_10098_2","GBM",0.375974901602907
"NG-30919_HS_578T_B_lib628473_10098_2","HNSC",0.42580374466852
"NG-30919_HS_578T_B_lib628473_10098_2","KICH",0.397614115778733
"NG-30919_HS_578T_B_lib628473_10098_2","KIRC",0.433339254222733
"NG-30919_HS_578T_B_lib628473_10098_2","KIRP",0.401290524400519
"NG-30919_HS_578T_B_lib628473_10098_2","LAML",-0.0359376465530234
"NG-30919_HS_578T_B_lib628473_10098_2","LGG",0.32950218509404
"NG-30919_HS_578T_B_lib628473_10098_2","LIHC",0.305069382245107
"NG-30919_HS_578T_B_lib628473_10098_2","LUAD",0.395374178482579
"NG-30919_HS_578T_B_lib628473_10098_2","LUSC",0.437984357602496
"NG-30919_HS_578T_B_lib628473_10098_2","MESO",0.492578798151797
"NG-30919_HS_578T_B_lib628473_10098_2","OV",0.388723354800067
"NG-30919_HS_578T_B_lib628473_10098_2","PAAD",0.452115601828194
"NG-30919_HS_578T_B_lib628473_10098_2","PCPG",0.381747385676753
"NG-30919_HS_578T_B_lib628473_10098_2","PRAD",0.429934401867759
"NG-30919_HS_578T_B_lib628473_10098_2","READ",0.317530402652637
"NG-30919_HS_578T_B_lib628473_10098_2","SARC",0.589782386203169
"NG-30919_HS_578T_B_lib628473_10098_2","SKCM",0.466087078230122
"NG-30919_HS_578T_B_lib628473_10098_2","STAD",0.375486445499089
"NG-30919_HS_578T_B_lib628473_10098_2","TGCT",0.267020313361195
"NG-30919_HS_578T_B_lib628473_10098_2","THCA",0.423967964463988
"NG-30919_HS_578T_B_lib628473_10098_2","THYM",0.195809466992665
"NG-30919_HS_578T_B_lib628473_10098_2","UCEC",0.415442517699883
"NG-30919_HS_578T_B_lib628473_10098_2","UCS",0.502970668366822
"NG-30919_HS_578T_B_lib628473_10098_2","UVM",0.383747340943316
"NG-29643_IPH_926_lib581313_7997_4","ACC",0.308814639644196
"NG-29643_IPH_926_lib581313_7997_4","BLCA",0.583846575871529
"NG-29643_IPH_926_lib581313_7997_4","BRCA",0.631713525210337
"NG-29643_IPH_926_lib581313_7997_4","CESC",0.571018485297027
"NG-29643_IPH_926_lib581313_7997_4","CHOL",0.482349126314995
"NG-29643_IPH_926_lib581313_7997_4","COAD",0.472263625261089
"NG-29643_IPH_926_lib581313_7997_4","DLBC",0.141344995195025
"NG-29643_IPH_926_lib581313_7997_4","ESCA",0.544679876671558
"NG-29643_IPH_926_lib581313_7997_4","GBM",0.179487836149851
"NG-29643_IPH_926_lib581313_7997_4","HNSC",0.471924666601103
"NG-29643_IPH_926_lib581313_7997_4","KICH",0.456365824337435
"NG-29643_IPH_926_lib581313_7997_4","KIRC",0.389423793496392
"NG-29643_IPH_926_lib581313_7997_4","KIRP",0.439433471922668
"NG-29643_IPH_926_lib581313_7997_4","LAML",0.129049747336462
"NG-29643_IPH_926_lib581313_7997_4","LGG",0.149404441688912
"NG-29643_IPH_926_lib581313_7997_4","LIHC",0.354951768154518
"NG-29643_IPH_926_lib581313_7997_4","LUAD",0.539219522102113
"NG-29643_IPH_926_lib581313_7997_4","LUSC",0.484296870509084
"NG-29643_IPH_926_lib581313_7997_4","MESO",0.361890454809455
"NG-29643_IPH_926_lib581313_7997_4","OV",0.510660785559785
"NG-29643_IPH_926_lib581313_7997_4","PAAD",0.508008613703584
"NG-29643_IPH_926_lib581313_7997_4","PCPG",0.204821885196451
"NG-29643_IPH_926_lib581313_7997_4","PRAD",0.530188947666761
"NG-29643_IPH_926_lib581313_7997_4","READ",0.475159089750605
"NG-29643_IPH_926_lib581313_7997_4","SARC",0.291358314215694
"NG-29643_IPH_926_lib581313_7997_4","SKCM",0.307009392370081
"NG-29643_IPH_926_lib581313_7997_4","STAD",0.498687175602214
"NG-29643_IPH_926_lib581313_7997_4","TGCT",0.25995092943002
"NG-29643_IPH_926_lib581313_7997_4","THCA",0.45749709959085
"NG-29643_IPH_926_lib581313_7997_4","THYM",0.286696887268636
"NG-29643_IPH_926_lib581313_7997_4","UCEC",0.564186422898825
"NG-29643_IPH_926_lib581313_7997_4","UCS",0.39554009758821
"NG-29643_IPH_926_lib581313_7997_4","UVM",0.337862665669883
"NG-29643_JIMT_1_B_lib581287_7997_4","ACC",0.359997387479279
"NG-29643_JIMT_1_B_lib581287_7997_4","BLCA",0.598746971896053
"NG-29643_JIMT_1_B_lib581287_7997_4","BRCA",0.528608290839896
"NG-29643_JIMT_1_B_lib581287_7997_4","CESC",0.560699442413013
"NG-29643_JIMT_1_B_lib581287_7997_4","CHOL",0.458895142665001
"NG-29643_JIMT_1_B_lib581287_7997_4","COAD",0.418859295810032
"NG-29643_JIMT_1_B_lib581287_7997_4","DLBC",0.0751875834602329
"NG-29643_JIMT_1_B_lib581287_7997_4","ESCA",0.571256516400884
"NG-29643_JIMT_1_B_lib581287_7997_4","GBM",0.214421999438101
"NG-29643_JIMT_1_B_lib581287_7997_4","HNSC",0.535872374693538
"NG-29643_JIMT_1_B_lib581287_7997_4","KICH",0.426209465819664
"NG-29643_JIMT_1_B_lib581287_7997_4","KIRC",0.368478837361049
"NG-29643_JIMT_1_B_lib581287_7997_4","KIRP",0.42691975879475
"NG-29643_JIMT_1_B_lib581287_7997_4","LAML",0.0463099842840378
"NG-29643_JIMT_1_B_lib581287_7997_4","LGG",0.182036511190498
"NG-29643_JIMT_1_B_lib581287_7997_4","LIHC",0.304505605625823
"NG-29643_JIMT_1_B_lib581287_7997_4","LUAD",0.483175654631019
"NG-29643_JIMT_1_B_lib581287_7997_4","LUSC",0.513178846658428
"NG-29643_JIMT_1_B_lib581287_7997_4","MESO",0.44165717017887
"NG-29643_JIMT_1_B_lib581287_7997_4","OV",0.490169549522415
"NG-29643_JIMT_1_B_lib581287_7997_4","PAAD",0.52309646714336
"NG-29643_JIMT_1_B_lib581287_7997_4","PCPG",0.249988218549504
"NG-29643_JIMT_1_B_lib581287_7997_4","PRAD",0.465738683362922
"NG-29643_JIMT_1_B_lib581287_7997_4","READ",0.423198090118389
"NG-29643_JIMT_1_B_lib581287_7997_4","SARC",0.377008206191672
"NG-29643_JIMT_1_B_lib581287_7997_4","SKCM",0.357885363603782
"NG-29643_JIMT_1_B_lib581287_7997_4","STAD",0.461829143456751
"NG-29643_JIMT_1_B_lib581287_7997_4","TGCT",0.283759942555204
"NG-29643_JIMT_1_B_lib581287_7997_4","THCA",0.471142930717334
"NG-29643_JIMT_1_B_lib581287_7997_4","THYM",0.250154546128043
"NG-29643_JIMT_1_B_lib581287_7997_4","UCEC",0.526426546737595
"NG-29643_JIMT_1_B_lib581287_7997_4","UCS",0.445758194023606
"NG-29643_JIMT_1_B_lib581287_7997_4","UVM",0.339288868307019
"NG-29643_KPL_1_lib581296_7997_4","ACC",0.361148221663081
"NG-29643_KPL_1_lib581296_7997_4","BLCA",0.571535414723699
"NG-29643_KPL_1_lib581296_7997_4","BRCA",0.636877937505998
"NG-29643_KPL_1_lib581296_7997_4","CESC",0.546618893584782
"NG-29643_KPL_1_lib581296_7997_4","CHOL",0.486215756462157
"NG-29643_KPL_1_lib581296_7997_4","COAD",0.454214966952566
"NG-29643_KPL_1_lib581296_7997_4","DLBC",0.097493439495414
"NG-29643_KPL_1_lib581296_7997_4","ESCA",0.564368975864604
"NG-29643_KPL_1_lib581296_7997_4","GBM",0.23128251058969
"NG-29643_KPL_1_lib581296_7997_4","HNSC",0.485321884977662
"NG-29643_KPL_1_lib581296_7997_4","KICH",0.444164521970577
"NG-29643_KPL_1_lib581296_7997_4","KIRC",0.372204015580066
"NG-29643_KPL_1_lib581296_7997_4","KIRP",0.409557089428124
"NG-29643_KPL_1_lib581296_7997_4","LAML",0.0431730972145133
