"sample_id","ACC","BLCA","BRCA","CESC","CHOL","COAD","DLBC","ESCA","GBM","HNSC","KICH","KIRC","KIRP","LAML","LGG","LIHC","LUAD","LUSC","MESO","OV","PAAD","PCPG","PRAD","READ","SARC","SKCM","STAD","TGCT","THCA","THYM","UCEC","UCS","UVM"
"NG-A0611_NMB_libLAB6080",0.478936433541033,0.319007598967542,0.443884832676456,0.24314423258783,0.330961336831077,0.232290380574951,0.186964202024141,0.313646581281795,0.532794650469943,0.270127527303447,0.372069232785907,0.382399405035609,0.343154209086839,0.103155143634271,0.564254023962416,0.280395718918479,0.305082238853392,0.332211365738813,0.436371248562997,0.400839874852074,0.361841052550493,0.603279850781082,0.458635542491839,0.245561125369647,0.569590693284577,0.450793309139886,0.296525526248137,0.435592301791893,0.378107125085908,0.306025931777197,0.416612525765186,0.609994008196415,0.465032382301956
"NG-A0611_SHSY5Y_libLAB6081",0.516043015076993,0.376581002340043,0.52013646850227,0.297371281192023,0.408933134637686,0.265919098592646,0.141197228411218,0.347235487286513,0.544898503663142,0.319214618078937,0.43000241156117,0.458448558949419,0.409992479832367,0.0575940271418096,0.546360984068103,0.317865318506523,0.371523215840299,0.362228931912568,0.498523090276145,0.448375398027244,0.438581317892682,0.609612777459846,0.506437142157228,0.281247639675267,0.643227103459297,0.492943295988476,0.332009879868788,0.422100933049702,0.458952410907611,0.300574248178047,0.477195663413028,0.644765953269649,0.507906244230918
"NG-A0611_SIMA_libLAB6086",0.483237015207807,0.344556712533336,0.460814918485372,0.263786503137629,0.363418646559104,0.265674385603911,0.215545575070722,0.325369584014664,0.517631297015661,0.280113334116737,0.394377808366851,0.393013387501869,0.369429010944836,0.135614783240698,0.54173484597439,0.288427035121331,0.34956740845288,0.33692487024454,0.449599011443872,0.421714165136201,0.417286562736092,0.64229262895884,0.467091897059408,0.279336345046415,0.555852704905995,0.445713642627302,0.324906670006046,0.447790971815872,0.42316317701482,0.340269838231594,0.439228830202376,0.584216803722264,0.490191755445945
"NG-A0611_SKNBE2_libLAB6076",0.48385372360939,0.349569207403116,0.457071901803056,0.283826711584704,0.371782990591202,0.253217485025591,0.155419446298227,0.356129110696299,0.495846337322944,0.314328889655484,0.377991776814642,0.427290565268415,0.364375636604453,0.0914779245841772,0.486293990859411,0.303919733241234,0.347242845600712,0.350857913569279,0.453473934787121,0.414689064938395,0.399021823521079,0.608793567255164,0.43351756835759,0.263938561530194,0.594851547794237,0.481144091427649,0.332724303033279,0.405727143273775,0.404466245422395,0.288683550717873,0.428580113879371,0.591686338820087,0.466089744944878
"NG-29643_CAL_120_lib581301_8005_3",0.40692920702141,0.545787895589131,0.529367170011835,0.514982420975528,0.464778284074698,0.40018815051433,0.0688754224373068,0.536598352450487,0.306323472346175,0.503936986199757,0.425250123395996,0.40323635963169,0.433022983990211,0.0268491743533951,0.265546400546929,0.319767214532329,0.45674202563234,0.492682065250568,0.478144789789518,0.470426870284575,0.517200369575896,0.321737440046305,0.47306673659092,0.404927557720641,0.470563143947718,0.417447895047151,0.445679750595208,0.288595937578199,0.466297878464788,0.251636026874022,0.49514545854931,0.495701814650768,0.387713887659755
"NG-29643_CAL_148_lib581302_7997_4",0.328990476846356,0.560157768396697,0.639115479361744,0.565968964842165,0.489176522723738,0.464276763816289,0.0965914027424873,0.560119345629973,0.241193456689965,0.48838630826954,0.484154272301799,0.398563240070585,0.446380704850592,0.0604558178012563,0.227768267253265,0.339961319632966,0.546751835383234,0.505490796628478,0.379215832484411,0.503958030205444,0.538926439125149,0.256305784122913,0.551413524571239,0.466725284250579,0.350026707815128,0.328446150949395,0.493561307385606,0.271390251602222,0.486272695491987,0.26939218573689,0.580008999387254,0.452346071874019,0.345619737317898
"NG-29643_CAL_51_lib581295_7997_4",0.381362855794407,0.48167070171432,0.47724910199748,0.462139034769591,0.515711686845288,0.444881197992062,0.0528186728757907,0.513235893994329,0.284402023397098,0.417949911107119,0.489463163743367,0.509893104678538,0.53285912020177,0.00422481435401778,0.248164308307989,0.378575867066226,0.448795980150791,0.442123847922193,0.437381072135981,0.495355679179345,0.525539036174628,0.278125987600854,0.450596404745183,0.451664047351644,0.442957934106599,0.372624307021132,0.478954228559356,0.309691083861943,0.445467707355617,0.209518601661931,0.5912968242844,0.56328884119546,0.363954592151068
"NG-29643_CAL_85_1_lib581300_7997_4",0.25200746503861,0.60099972474167,0.505429535221761,0.595014097237653,0.446288392447096,0.452310231664508,0.00597779307894133,0.612749078016082,0.14431639060586,0.575345333419418,0.366487970074914,0.316489739416154,0.368246918695909,-0.0232873882731733,0.0933213376147731,0.264822945753802,0.499095885386536,0.538694273267234,0.357146380129162,0.436116143945316,0.547685376980667,0.141830789478467,0.410802049918616,0.453437233070961,0.30018171077219,0.309997041410627,0.482713554156616,0.182911045620181,0.421387495441985,0.184625255816555,0.480013648842374,0.357440890158101,0.243167805107561
"NG-29643_COLO_824_lib581290_7997_4",0.3566072753531,0.502657907157749,0.563975186798178,0.507998985198436,0.454012428842567,0.393997164078174,0.0945256985018528,0.527496036222192,0.320221729806096,0.472731054258653,0.43892503242982,0.38592857968856,0.417272201067479,0.0498925527627575,0.310376069434432,0.312305688198422,0.456451312983998,0.485364256437323,0.411238946409493,0.497606988816466,0.47607435536831,0.313973063659785,0.510241072258157,0.399724605938413,0.421713603834107,0.388647837295895,0.439809777495113,0.285862797658895,0.470524738310349,0.29289056142601,0.529530572735042,0.49969786761135,0.390553863253033
"NG-29643_DU_4475_lib581298_7997_4",0.334958110417251,0.471504482773986,0.479818974878173,0.485605093181064,0.477741464629745,0.514040812727684,0.190599875804991,0.517271136464637,0.254505863444408,0.425175910686742,0.398925202740659,0.360321157868957,0.387319231484291,0.113967651771931,0.247727134984636,0.361463995784143,0.453761184354507,0.426427940428457,0.353364971026539,0.426898430395635,0.520037201499006,0.294051967645965,0.426012473718858,0.514683853930051,0.315370032027139,0.355897235476446,0.498005085353925,0.276243580039041,0.40111031871773,0.271031773818861,0.504937947981034,0.416910779739476,0.335051612752144
"NG-29643_EFM_19_lib581291_7997_4",0.290270050996719,0.557405296592663,0.615290804400657,0.538019339775347,0.457699637586456,0.440282165888985,0.101718218723772,0.53211049507699,0.165800227825819,0.473877293960941,0.397746511411236,0.331153312572487,0.374488399525944,0.0502746625155562,0.151943366055282,0.336880325865513,0.507162511805646,0.475346545372941,0.365075759772528,0.496193107507127,0.510353618564453,0.205531737301426,0.49214664874516,0.451150032325644,0.294450702196302,0.292641056836611,0.477775417880212,0.291122349451429,0.448063057909114,0.251297903929574,0.544411477796226,0.41904136296675,0.32683618922394
"NG-29643_EFM_192A_lib581292_7997_4",0.307043517472841,0.598975079451648,0.618815309209002,0.59224259640436,0.518992657210853,0.499097770642894,0.0887771587626688,0.575454425120137,0.138678386074478,0.505525387762309,0.454258471646895,0.380623194696729,0.432987758232394,0.0409877423748426,0.116540180996912,0.371875869468364,0.571681264652144,0.50432143727361,0.363406458827758,0.511995452212317,0.57075195937678,0.177637664845536,0.521411352789331,0.504794586188507,0.284745468140125,0.291139335963834,0.527497398043561,0.25842041763217,0.484559933442011,0.238125572795676,0.584810209179036,0.404973624353107,0.310022857559117
"NG-29643_EFM_192B_lib581293_7997_4",0.317096580340466,0.591477461670476,0.62350194807773,0.584943360643505,0.506873815839747,0.479246275531762,0.0727830935210228,0.576352912668329,0.173123354039909,0.519671908071432,0.451169274758729,0.375753465187858,0.418756853781672,0.0109603493878326,0.154912913768246,0.359755892438305,0.555042831316735,0.515353396841569,0.391582483623645,0.521948908448996,0.568135214194406,0.213408269322997,0.531452095228769,0.488567073251452,0.325335990776862,0.306286926519455,0.519998612795919,0.284430657562463,0.483956477786362,0.238271230545379,0.58179288607465,0.441706043519634,0.339201959290678
"NG-29643_EFM_192C_lib581294_7997_4",0.334593827695099,0.562660444544761,0.654860178202888,0.551628889817488,0.495018906250673,0.468101209778487,0.117573590752135,0.539251540212206,0.195875570539967,0.468615613821227,0.46865682683102,0.381987459344323,0.430426608246862,0.086959429140489,0.186924586234277,0.365696054679446,0.533255062248356,0.473969715137076,0.372174742415545,0.514315522455189,0.528817844489803,0.238301511461702,0.563105937332468,0.473838203249384,0.321642205131391,0.304112643306538,0.497643559722892,0.284585481425042,0.487323002555391,0.283203898989109,0.583530811091025,0.434566064125935,0.352564994486644
"NG-29643_ETCC_006_lib581311_8005_3",0.400673603901614,0.447852229261576,0.47075196839234,0.421576274156807,0.375476860227402,0.318630008005956,0.0345754032704287,0.4828690695518,0.350638511851741,0.478076037459589,0.349233486398194,0.38169892733013,0.37076476194269,-0.0193253658196114,0.292348129710906,0.249137386506927,0.370734252830756,0.446010170801613,0.479655914283289,0.36964968896889,0.433653669960678,0.333221073655398,0.392133067399246,0.319389544643071,0.544002583466094,0.436208191066861,0.369083926684574,0.237498147289138,0.389199067716698,0.203751379615606,0.38750944733297,0.467276205892163,0.338472090183867
"NG-29643_ETCC_007_lib581312_7997_4",0.418392430342987,0.475782063641998,0.49276461508008,0.445450736912283,0.437976975518614,0.351111062628627,0.0309206329068876,0.504576958602917,0.334994428816681,0.477416077239652,0.381234511933934,0.4183975024109,0.431916573258941,-0.0125383305157645,0.291717860696644,0.308832738054802,0.415308650231175,0.455312054798808,0.508078486286137,0.403365066830063,0.474716107079029,0.335055192598864,0.429330354334226,0.35276707643946,0.517128471208825,0.428356014793644,0.403808976032108,0.236488999492045,0.419965172816118,0.211107618048738,0.428529311125085,0.457307484556875,0.36592568337097
"NG-29643_EVSA_T_lib581299_7997_4",0.300545716099562,0.547442958789989,0.599216657473351,0.538758124410682,0.452053536162372,0.474717642320559,0.115434704335371,0.547918061859597,0.17605510827268,0.458763139734172,0.431135860537753,0.351179036654108,0.392396046465066,0.094702670520046,0.167271926690667,0.34212736654301,0.511556523978995,0.474885706500077,0.329924463335237,0.476955136863828,0.491676153419609,0.202453861457528,0.536234040078164,0.477012312065745,0.288474040781012,0.308599631069677,0.497095118563349,0.265178818221895,0.426658485473713,0.258706149372719,0.540561832281046,0.407715977095228,0.316659165018342
"NG-29643_HCC_1143_lib581306_7997_4",0.312147358958382,0.568938181217102,0.56780509828232,0.616378426447079,0.474251779410966,0.465792303181858,0.0607498262039484,0.620710275923214,0.215034912351456,0.597176878495183,0.390189920752426,0.358700946264368,0.3946761105542,0.00287137555039782,0.186560809750436,0.290921109278474,0.517179772200338,0.570598122781038,0.41659325160427,0.49948990375257,0.562112971750272,0.217479377709155,0.476093367020815,0.469478017803599,0.373595952162699,0.368975807820005,0.498244723262722,0.261313398715982,0.464038678795226,0.245088631764868,0.551364570295677,0.472358594005117,0.325571704617085
"NG-29643_HCC_1599_lib581304_7997_4",0.337810009979571,0.525312740903296,0.595531881172123,0.537511333410559,0.471453880521654,0.422786784273302,0.0498929751752756,0.558247862156058,0.27103532411987,0.506363450164113,0.442874523129808,0.409562734660636,0.438874753719211,-0.00297687413705659,0.261165978412177,0.304930907123476,0.493955608091347,0.51566798332038,0.400344593793324,0.515180922430837,0.523706444602382,0.254330663669988,0.532345637029963,0.430380834729104,0.396569483425259,0.352808840481515,0.459414678841975,0.261738362010616,0.487310716989155,0.257380052846096,0.560155029534986,0.496158297302676,0.35696556350697
"NG-29643_HCC_1937_lib581305_7997_4",0.268337419776718,0.620915106887068,0.533469435797513,0.641847764199354,0.494957767023271,0.492589632414579,0.0428269414356197,0.62449275342445,0.125545193763503,0.581219486604963,0.386543985810711,0.340657636671903,0.400431403342537,0.00408148186469502,0.0839704530675863,0.327315072624852,0.527108150044487,0.538021707841767,0.384328126004486,0.502217186208633,0.580450039964771,0.127899456833421,0.451073150931478,0.498884634068642,0.279318100494315,0.284203297450133,0.523583642337448,0.214410400686721,0.446908849557048,0.214975536080463,0.534250037314555,0.377191272335636,0.283445888987335
"NG-29643_HDQ_P1_lib581303_8005_3",0.30282938010369,0.632185799627248,0.527482644200158,0.611527078420573,0.480952855908438,0.474057354260263,0.0281958050380608,0.63595995789512,0.189686083659143,0.589792431798649,0.388045881936241,0.357952755590099,0.408393625788786,-0.0148498139417751,0.136684635173999,0.308284328051023,0.518983195835292,0.568687231791296,0.42502586730928,0.496643883930156,0.594378920123964,0.193496186722311,0.444462221352775,0.480422898736749,0.364485049558765,0.344765604346081,0.515171785862602,0.250137993390853,0.448952835016664,0.216273990160558,0.535327071194971,0.451947960695308,0.298980819077649
"NG-30919_HS_578T_B_lib628473_10098_2",0.443265576305655,0.437403219788673,0.486926833051192,0.373178090252812,0.407068315682902,0.313633064881812,0.0211662026314199,0.463328914182857,0.375974901602907,0.42580374466852,0.397614115778733,0.433339254222733,0.401290524400519,-0.0359376465530234,0.32950218509404,0.305069382245107,0.395374178482579,0.437984357602496,0.492578798151797,0.388723354800067,0.452115601828194,0.381747385676753,0.429934401867759,0.317530402652637,0.589782386203169,0.466087078230122,0.375486445499089,0.267020313361195,0.423967964463988,0.195809466992665,0.415442517699883,0.502970668366822,0.383747340943316
"NG-29643_IPH_926_lib581313_7997_4",0.308814639644196,0.583846575871529,0.631713525210337,0.571018485297027,0.482349126314995,0.472263625261089,0.141344995195025,0.544679876671558,0.179487836149851,0.471924666601103,0.456365824337435,0.389423793496392,0.439433471922668,0.129049747336462,0.149404441688912,0.354951768154518,0.539219522102113,0.484296870509084,0.361890454809455,0.510660785559785,0.508008613703584,0.204821885196451,0.530188947666761,0.475159089750605,0.291358314215694,0.307009392370081,0.498687175602214,0.25995092943002,0.45749709959085,0.286696887268636,0.564186422898825,0.39554009758821,0.337862665669883
"NG-29643_JIMT_1_B_lib581287_7997_4",0.359997387479279,0.598746971896053,0.528608290839896,0.560699442413013,0.458895142665001,0.418859295810032,0.0751875834602329,0.571256516400884,0.214421999438101,0.535872374693538,0.426209465819664,0.368478837361049,0.42691975879475,0.0463099842840378,0.182036511190498,0.304505605625823,0.483175654631019,0.513178846658428,0.44165717017887,0.490169549522415,0.52309646714336,0.249988218549504,0.465738683362922,0.423198090118389,0.377008206191672,0.357885363603782,0.461829143456751,0.283759942555204,0.471142930717334,0.250154546128043,0.526426546737595,0.445758194023606,0.339288868307019
"NG-29643_KPL_1_lib581296_7997_4",0.361148221663081,0.571535414723699,0.636877937505998,0.546618893584782,0.486215756462157,0.454214966952566,0.097493439495414,0.564368975864604,0.23128251058969,0.485321884977662,0.444164521970577,0.372204015580066,0.409557089428124,0.0431730972145133,0.220040697260448,0.339707460208391,0.529650412458414,0.499276597365371,0.385345731311223,0.496241194280413,0.528392603259307,0.266693976529142,0.548896657517113,0.458362291098762,0.348140568346039,0.330912615628293,0.49437263721455,0.267835423840344,0.484874394624232,0.25943697510285,0.556949181693738,0.453675938331102,0.341418758349119
"NG-29643_MCF_7_lib581315_7997_4",0.350430746517031,0.581700335473134,0.616777076764599,0.557109144184003,0.469733332444939,0.445092847841264,0.0798442844353717,0.568671843353783,0.217535159435418,0.5040103950664,0.43365885085628,0.370335335546774,0.402547258815874,0.0214160056338624,0.210189993913087,0.326738509063515,0.514795805757478,0.509603735628486,0.380421658682409,0.482790667487343,0.528067191529269,0.249029220328015,0.525270508060822,0.45047682083893,0.336177372032575,0.312528502994932,0.488253904390072,0.262643419031118,0.470515523269046,0.255609902100703,0.549623654908267,0.442620619570831,0.329755500259504
"NG-29643_MDA_MB_231_lib581314_8005_3",0.408597309336252,0.53877416086634,0.512230410173263,0.512017004022744,0.494808592310047,0.432114643799232,0.076504351092435,0.563358321158323,0.314216727604297,0.506080727020888,0.423497983646002,0.425148647946985,0.452009256097908,0.0602167703785415,0.257325566606585,0.359760169865037,0.526722690768905,0.50583565881736,0.486636379476315,0.444779981045809,0.534717573217962,0.306147990081011,0.446847055714566,0.430143996979842,0.478567695099328,0.438182505654507,0.48257450915372,0.268511615951175,0.475137207704598,0.249203091434898,0.489573389181395,0.466733551128371,0.379716103812618
"NG-29643_MDA_MB_453_lib581289_7997_4",0.326357000928835,0.549456156664938,0.634904427236712,0.543384526279374,0.481626097897024,0.450928354210383,0.150705067756661,0.537369233679544,0.204467313088503,0.455778433483863,0.430849702090964,0.35810824715925,0.403477889298788,0.127910644224178,0.196208554381022,0.350032440847799,0.512423109542134,0.469592669170793,0.374497470431486,0.496078223100539,0.497663770545094,0.242774414249255,0.528342778672765,0.45035534899567,0.319283060961435,0.312213164396136,0.489288409747415,0.269556789569245,0.455471949099291,0.288303409098137,0.543951141185316,0.423183888481204,0.320351379299231
"NG-30919_MDA_MB_468_B_lib628474_10098_2",0.290680433996614,0.584105047514013,0.561422006924023,0.60398914324676,0.485855620670926,0.455219290852647,0.0744475270048643,0.592543612185782,0.173561385337577,0.539770073686397,0.411732844688376,0.348854196419324,0.400328809386981,0.0468037900636195,0.137627985820506,0.336807120600279,0.519687458134594,0.521597550836171,0.379970506592113,0.505215969052951,0.531520602865721,0.170083346334911,0.459710263060927,0.457284512056533,0.295679148218221,0.306768778476174,0.49519979656323,0.244501024221455,0.445923230499554,0.235283113414784,0.543660561372511,0.411980564209631,0.28917993910902
"NG-29643_MFM_223_lib581297_7997_4",0.333712736141392,0.525605808699607,0.616441089289596,0.494247900684589,0.468476107691218,0.44541262804386,0.104877762187541,0.528372794004963,0.242272755762039,0.444519384199226,0.445643059566754,0.377818474999017,0.409571652632902,0.0635287962630414,0.230809456403297,0.338277172158318,0.505722411785599,0.476373113536196,0.357910744434996,0.473633124477289,0.519103501653858,0.24469724614943,0.546439207730672,0.448061995047449,0.3421606707478,0.32000122478959,0.48003003899426,0.275359488858526,0.450475633506812,0.276328950563276,0.540390116894219,0.437184016594122,0.315180244072889
"NG-29643_SK_BR_3_lib581307_7997_4",0.273192448873404,0.590166431927242,0.571142119879933,0.575667180463943,0.472611600971845,0.480082898607297,0.0771079059409098,0.586073169993228,0.149522098334088,0.525265630308366,0.410710148234406,0.341251493215298,0.376865999853615,0.035896847026935,0.128788681740454,0.340258486124853,0.533975383752139,0.512914345856198,0.340019773112522,0.469276603556789,0.522640218099867,0.175123236427076,0.490275633437937,0.485137215323871,0.26285027113887,0.290819755848321,0.506417780001844,0.244552376438617,0.434481947507765,0.228594809301422,0.522756558091927,0.373988103605878,0.297754246378076
"NG-29643_T_47D_lib581309_8005_3",0.352054327549109,0.579391907939908,0.656006453298756,0.552741964795946,0.477739833653665,0.440793612205136,0.0929698275158308,0.557809075876417,0.215659350073337,0.491599748798878,0.458325647704822,0.390691250869853,0.439502233163427,0.0572509765255504,0.200535150437888,0.340857656934136,0.541465592073451,0.518253229711184,0.399762588982654,0.516893029546747,0.515975837897274,0.242654030726761,0.543400501895593,0.443557048682966,0.343490218105154,0.343801984687457,0.484315991233818,0.293271176250071,0.496638315162877,0.296016144752035,0.568186478933674,0.45178845921843,0.350947818021552
"NG-29643_BT_474_lib581288_7997_4",0.326206827280943,0.538515155741036,0.626334006390057,0.502920160484337,0.461532930254852,0.432816880821859,0.0744864225292761,0.53141396747248,0.226259242156409,0.456101998750766,0.466365230438091,0.370256645203673,0.403318998497591,0.0431737063940945,0.227211554217201,0.317715915317065,0.488772706478741,0.46629105463752,0.364090788777304,0.463593354675833,0.50631991881644,0.254362764005403,0.554491300214965,0.436023123986502,0.329688719090826,0.300632424602813,0.467336010461332,0.2392004108825,0.460622863109796,0.252992963186797,0.53826015207857,0.428562601638168,0.317142408560612
