Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
NG-29643_KPL_1_lib581296_7997_4_2 - illumina_universal_adapter	(1, 0.0007332568602713823)	(2, 0.0008280944983506463)	(3, 0.002315426237008371)	(4, 0.00768184868442038)	(5, 0.010716653102956827)	(6, 0.01265735501389591)	(7, 0.014327422689340511)	(8, 0.015780057731139968)	(9, 0.016955119198073288)	(10, 0.02175714204325748)	(15, 0.027211925412001882)	(20, 0.030970271615689392)	(25, 0.03367106249913692)	(30, 0.03638341894820387)	(35, 0.038851510651388615)	(40, 0.0414990999329868)	(45, 0.04447931488179958)	(50, 0.047896245588401734)	(55, 0.052211589432320626)	(60, 0.05763954068882797)	(65, 0.06485460314484846)	(70, 0.0752205882982244)	(75, 0.09097103818137864)	(80, 0.1145666425354995)	(85, 0.15145894637095797)	(90, 0.20773698867506757)	(95, 0.2942043956042431)	(100, 0.42241146623128945)	(105, 0.6084315610314551)	(110, 0.8668881811739377)	(115, 1.2168057568574377)	(120, 1.6718982731708416)	(125, 2.2430771473421367)	(130, 2.939035521113507)	(135, 3.759494433042211)	(140, 4.308790794438933)
NG-29643_KPL_1_lib581296_7997_4_2 - polya	(1, 0.01185239164678411)	(2, 0.016191791867191406)	(3, 0.018183382266855952)	(4, 0.021914433735681627)	(5, 0.024738744859944584)	(6, 0.02724615948623537)	(7, 0.029795210148756072)	(8, 0.036692913484179614)	(9, 0.04515428129134907)	(10, 0.059838386024392565)	(15, 0.08700358655129198)	(20, 0.1120314705517221)	(25, 0.1341166120359464)	(30, 0.1542601263639821)	(35, 0.17428289618695098)	(40, 0.1953262115201777)	(45, 0.2181043616963178)	(50, 0.2418355144794983)	(55, 0.27019428137832213)	(60, 0.2934938072525858)	(65, 0.32014966026960584)	(70, 0.3486786722943475)	(75, 0.37777809801543916)	(80, 0.4032306695854144)	(85, 0.43963814491010683)	(90, 0.4667376530242879)	(95, 0.49386954472220335)	(100, 0.5179254585879771)	(105, 0.5404834003947234)	(110, 0.5642251934982739)	(115, 0.5908421862148127)	(120, 0.6198398349584534)	(125, 0.6501110837881049)	(130, 0.6763848105170591)	(135, 0.7029777468571096)	(140, 0.7166278900237767)
NG-29643_KPL_1_lib581296_7997_4_2 - polyg	(1, 0.19926081694390524)	(2, 0.20104885338866793)	(3, 0.20114831725299498)	(4, 0.20126628602231308)	(5, 0.2013657498866401)	(6, 0.201548485823427)	(7, 0.20174510043895716)	(8, 0.20208050184192042)	(9, 0.20261714408666162)	(10, 0.20384401928756996)	(15, 0.20530359366874107)	(20, 0.2064041728930853)	(25, 0.20750752785317822)	(30, 0.20881998823967027)	(35, 0.2103100957140766)	(40, 0.21199219157776544)	(45, 0.21375570902341495)	(50, 0.21592957273724162)	(55, 0.2219913169896933)	(60, 0.23024774297408657)	(65, 0.23673047381508527)	(70, 0.24229397350065224)	(75, 0.24747164591715526)	(80, 0.2550873395662326)	(85, 0.26456647714791115)	(90, 0.27327210970096283)	(95, 0.28140131446354244)	(100, 0.2896966007484171)	(105, 0.29875243862842477)	(110, 0.30928265481359657)	(115, 0.32229021515444856)	(120, 0.3381572459390466)	(125, 0.35883601464394904)	(130, 0.3872785162378575)	(135, 0.42690677027624646)	(140, 0.45834336549771104)
NG-29643_MCF_7_lib581315_7997_4_1 - illumina_universal_adapter	(1, 0.0011173602230295082)	(2, 0.0012319612715453552)	(3, 0.002281001638728878)	(4, 0.0064154548505698196)	(5, 0.008731718350380497)	(6, 0.010263405441121145)	(7, 0.011504182177936948)	(8, 0.012396748036569987)	(9, 0.01317471284668718)	(10, 0.016783764328409317)	(15, 0.021164169021295805)	(20, 0.024235036348256984)	(25, 0.026467993701261912)	(30, 0.02884288004512108)	(35, 0.030524870818722894)	(40, 0.032369066153300985)	(45, 0.03443497043943089)	(50, 0.03680544905065483)	(55, 0.03967973150208498)	(60, 0.04340250248579591)	(65, 0.048741148253580294)	(70, 0.056074293038803937)	(75, 0.06776536308047441)	(80, 0.08618483698981569)	(85, 0.11558132825392102)	(90, 0.16245756482953766)	(95, 0.2356329789464871)	(100, 0.34639180692420857)	(105, 0.5080198364717969)	(110, 0.7366696446042973)	(115, 1.0433821607996845)	(120, 1.4402372171180555)	(125, 1.9392238463272229)	(130, 2.5452575518619884)	(135, 3.260896581743837)	(140, 3.7414796048811496)
NG-29643_MCF_7_lib581315_7997_4_1 - polya	(1, 0.010093707734664985)	(2, 0.01709979875835494)	(3, 0.021379707147158304)	(4, 0.027105351840315428)	(5, 0.0306425572800834)	(6, 0.03349215642875628)	(7, 0.03797261665246238)	(8, 0.04482223316760185)	(9, 0.057366640247451875)	(10, 0.07753245782686924)	(15, 0.10346094505357964)	(20, 0.13318096389311046)	(25, 0.17075776615492963)	(30, 0.2042807767121325)	(35, 0.2305777503871477)	(40, 0.2539982377444151)	(45, 0.27820241996422557)	(50, 0.3008577249360179)	(55, 0.3253757377194563)	(60, 0.34926124086974)	(65, 0.37562521208081057)	(70, 0.4051737701208311)	(75, 0.4301374046736909)	(80, 0.45203149421937994)	(85, 0.47700174037119236)	(90, 0.5037262641118243)	(95, 0.5313301305131837)	(100, 0.5572004356691092)	(105, 0.5827674888197311)	(110, 0.6053981104887661)	(115, 0.6256952785007133)	(120, 0.6460365238390126)	(125, 0.6676401438040404)	(130, 0.692457000860147)	(135, 0.7156024457009764)	(140, 0.7277232696745813)
NG-29643_MCF_7_lib581315_7997_4_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0004099191350759143)	(4, 0.0006038593710258092)	(5, 0.0007030333553183691)	(6, 0.0008551001312336276)	(7, 0.0010049630408312737)	(8, 0.0012473883357686424)	(9, 0.001564745085504834)	(10, 0.0022192933818357295)	(15, 0.0034446430544282473)	(20, 0.004631204679830786)	(25, 0.005856995125686827)	(30, 0.007158157799605212)	(35, 0.008623288127553964)	(40, 0.010291614929986582)	(45, 0.012466390212206541)	(50, 0.014415930356766507)	(55, 0.016542661353262517)	(60, 0.018912699191222935)	(65, 0.021836789021431123)	(70, 0.10626602610263673)	(75, 0.1851397569704049)	(80, 0.19636801508537677)	(85, 0.20428121748539602)	(90, 0.211042679347831)	(95, 0.21633857010905372)	(100, 0.2215110443564901)	(105, 0.22713663351882762)	(110, 0.232347895813454)	(115, 0.23847728881599775)	(120, 0.24507742766398347)	(125, 0.2521452269445666)	(130, 0.2604282381126811)	(135, 0.2703059669482202)	(140, 0.27727944075040944)
NG-29643_MCF_7_lib581315_7997_4_2 - illumina_universal_adapter	(1, 0.0011305834209351829)	(2, 0.00124518446945103)	(3, 0.002281001638728878)	(4, 0.006433085781110719)	(5, 0.008766980211462296)	(6, 0.010292055703250105)	(7, 0.01155046337060681)	(8, 0.012462864026098362)	(9, 0.013236421103580328)	(10, 0.016876767487012563)	(15, 0.02127480311043995)	(20, 0.02438534003111815)	(25, 0.026751851682970396)	(30, 0.029370044868293976)	(35, 0.03137688553711186)	(40, 0.03358295572104192)	(45, 0.0360482005839232)	(50, 0.038901325918704266)	(55, 0.042288227675611065)	(60, 0.046589293181063515)	(65, 0.05252077898828563)	(70, 0.060492604232353364)	(75, 0.07282808478529373)	(80, 0.0919805646318729)	(85, 0.12231325830769997)	(90, 0.1701477359582145)	(95, 0.24459962944632513)	(100, 0.356934662614403)	(105, 0.5207489275490629)	(110, 0.752111695118544)	(115, 1.0619188803971225)	(120, 1.4626505375681742)	(125, 1.9661268832395813)	(130, 2.5767688732444745)	(135, 3.297230844175786)	(140, 3.7809728892927645)
NG-29643_MCF_7_lib581315_7997_4_2 - polya	(1, 0.011277183947222868)	(2, 0.015775275101469862)	(3, 0.017582445481912064)	(4, 0.021143893451173772)	(5, 0.023764290502814964)	(6, 0.026120223596342668)	(7, 0.028656873727914586)	(8, 0.034752767962430604)	(9, 0.042721948566917196)	(10, 0.05654680197730004)	(15, 0.08253831978069413)	(20, 0.1063766601917809)	(25, 0.12734027737817397)	(30, 0.14623446409232893)	(35, 0.1650061158392247)	(40, 0.18490306172789334)	(45, 0.20615494462863015)	(50, 0.22842677686115795)	(55, 0.2551085455952282)	(60, 0.2774738217596228)	(65, 0.3024061614107724)	(70, 0.3287886450989109)	(75, 0.3554488159430687)	(80, 0.3787317820421171)	(85, 0.412726419991289)	(90, 0.43820179230309825)	(95, 0.46488929108959437)	(100, 0.4903598148955049)	(105, 0.5128017856077525)	(110, 0.5375124163073501)	(115, 0.5667387690917358)	(120, 0.5996803997143525)	(125, 0.6309986624074158)	(130, 0.6555678048894229)	(135, 0.6808073635052476)	(140, 0.6938476405065604)
NG-29643_MCF_7_lib581315_7997_4_2 - polyg	(1, 0.20717445318715763)	(2, 0.20934085377737066)	(3, 0.20944663936061605)	(4, 0.2095612404091319)	(5, 0.20961413320075462)	(6, 0.20980586957038688)	(7, 0.21008135286008844)	(8, 0.2104273598719536)	(9, 0.2109959573818976)	(10, 0.2122265963336524)	(15, 0.2135991642762614)	(20, 0.21464423768407323)	(25, 0.21574000001719015)	(30, 0.21703587341194627)	(35, 0.21847896507671888)	(40, 0.22011643775070494)	(45, 0.2230612439242987)	(50, 0.22840209355840066)	(55, 0.23581634062411244)	(60, 0.24317108329924872)	(65, 0.24936791461111135)	(70, 0.25488022504472363)	(75, 0.26026250736559675)	(80, 0.2659537717441991)	(85, 0.2729338571453412)	(90, 0.28029212600658565)	(95, 0.2877967315913195)	(100, 0.2959272352102554)	(105, 0.3050754842946646)	(110, 0.31574484191148994)	(115, 0.32927834419468444)	(120, 0.3462798505152739)	(125, 0.36861471332448537)	(130, 0.3994851503818099)	(135, 0.44406231361489323)	(140, 0.47926378875958975)
NG-29643_MDA_MB_231_lib581314_8005_3_1 - illumina_universal_adapter	(1, 0.0012470828291630417)	(2, 0.0014476794857919805)	(3, 0.004072353812286289)	(4, 0.013749329874241364)	(5, 0.019109852577891804)	(6, 0.022355651491779333)	(7, 0.025147086894266372)	(8, 0.027445489550340117)	(9, 0.029340282065967685)	(10, 0.03795965455032248)	(15, 0.04809534441261698)	(20, 0.05493689881725794)	(25, 0.05931522295158308)	(30, 0.06304728749575665)	(35, 0.06589672675076291)	(40, 0.06840877693028241)	(45, 0.0709198603789266)	(50, 0.07358030374780775)	(55, 0.07702089893307229)	(60, 0.08170809358206224)	(65, 0.08836596912039237)	(70, 0.09830541261499685)	(75, 0.11392730019473343)	(80, 0.13908840468669195)	(85, 0.1792188534175459)	(90, 0.24209357945205787)	(95, 0.3367490996472834)	(100, 0.47445072889332857)	(105, 0.6698860093789328)	(110, 0.936538419987625)	(115, 1.2901062200382913)	(120, 1.7444199447987003)	(125, 2.31321732337259)	(130, 3.006964667581613)	(135, 3.834087520369624)	(140, 4.394669136599604)
NG-29643_MDA_MB_231_lib581314_8005_3_1 - polya	(1, 0.007008798846071358)	(2, 0.01455413332794542)	(3, 0.018860919377496854)	(4, 0.024654054147853075)	(5, 0.028061780483356738)	(6, 0.031114233222180227)	(7, 0.03528084329481024)	(8, 0.041931951717013125)	(9, 0.05393149870692495)	(10, 0.07453446712174878)	(15, 0.10088223376316283)	(20, 0.130824789164455)	(25, 0.16827594327435905)	(30, 0.20062807538238675)	(35, 0.22637018513041274)	(40, 0.24954417430815057)	(45, 0.27331511980139866)	(50, 0.29659448264454646)	(55, 0.32202143812721806)	(60, 0.34565994149054724)	(65, 0.37087179935346004)	(70, 0.40063115925387904)	(75, 0.42569607402374315)	(80, 0.44853750778037094)	(85, 0.47300788306191316)	(90, 0.49886358368778927)	(95, 0.527260819784882)	(100, 0.5531967590734098)	(105, 0.5786928358136667)	(110, 0.6018349228725189)	(115, 0.622430640805778)	(120, 0.6427334392838148)	(125, 0.6639831506542277)	(130, 0.6893815875760776)	(135, 0.7137287046710163)	(140, 0.7262831551833621)
NG-29643_MDA_MB_231_lib581314_8005_3_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00037702504137487305)	(4, 0.0005075337095430983)	(5, 0.000609040451451718)	(6, 0.0007105471933603377)	(7, 0.0008023866265157555)	(8, 0.0009739813568850887)	(9, 0.001259166965104544)	(10, 0.0018788414561847842)	(15, 0.0029040595494618424)	(20, 0.003838888305896464)	(25, 0.004988814682089827)	(30, 0.006198678372553041)	(35, 0.0073843737911332506)	(40, 0.008899241072759984)	(45, 0.011158007762945604)	(50, 0.013342336175731568)	(55, 0.015499596124008563)	(60, 0.018025180535782552)	(65, 0.021126453183809714)	(70, 0.16442593756339638)	(75, 0.28330918359045876)	(80, 0.3052776593666724)	(85, 0.3203045240926493)	(90, 0.33169793082373544)	(95, 0.3399639631731607)	(100, 0.3466218387114908)	(105, 0.3531506556779657)	(110, 0.35919949076484414)	(115, 0.36525170940978613)	(120, 0.3712478576639596)	(125, 0.3780444590828982)	(130, 0.3863162918175754)	(135, 0.39651626928307865)	(140, 0.40390741019033916)
NG-29643_MDA_MB_231_lib581314_8005_3_2 - illumina_universal_adapter	(1, 0.0012664174466694453)	(2, 0.0014670141032983842)	(3, 0.004089271602604392)	(4, 0.013824251517078678)	(5, 0.019206525665423822)	(6, 0.022478909678382654)	(7, 0.025313847970259106)	(8, 0.02760500014476795)	(9, 0.029497375833207214)	(10, 0.038109981201434766)	(15, 0.04826210548860971)	(20, 0.05514474595545178)	(25, 0.05964584491094257)	(30, 0.06356448851405297)	(35, 0.06662564183075433)	(40, 0.0694252944456816)	(45, 0.07225636581405677)	(50, 0.07522229613953908)	(55, 0.0789698283777178)	(60, 0.08402486412476706)	(65, 0.09114677048325089)	(70, 0.10154106085469354)	(75, 0.11769658387760681)	(80, 0.14362478931913195)	(85, 0.18470166757692436)	(90, 0.24895688530139357)	(95, 0.34536798876620056)	(100, 0.4856691573359816)	(105, 0.68434685317741)	(110, 0.9554273745605059)	(115, 1.3150232249842313)	(120, 1.7760673300986198)	(125, 2.3528953420537935)	(130, 3.0558604651589953)	(135, 3.8940900889735595)	(140, 4.4632417744132535)
NG-29643_MDA_MB_231_lib581314_8005_3_2 - polya	(1, 0.011180242573077967)	(2, 0.015909973380581983)	(3, 0.018077867368487502)	(4, 0.021814282201600026)	(5, 0.024538046442814654)	(6, 0.026983875557374727)	(7, 0.02967863787232975)	(8, 0.036097730884455795)	(9, 0.04479589193514918)	(10, 0.059144594952089055)	(15, 0.08566878997824903)	(20, 0.11017928459111706)	(25, 0.131608324538902)	(30, 0.15010091945290188)	(35, 0.1685466279194487)	(40, 0.18836219403632426)	(45, 0.2098584217799439)	(50, 0.2325683801375281)	(55, 0.2598746604418221)	(60, 0.2819726781553286)	(65, 0.30789073292266284)	(70, 0.33724744941351104)	(75, 0.36565096926129337)	(80, 0.3891299620301948)	(85, 0.4217421447436836)	(90, 0.4461607999233962)	(95, 0.4706253748196866)	(100, 0.4908242497286265)	(105, 0.5114151340075088)	(110, 0.5331032578298796)	(115, 0.5558194999381534)	(120, 0.5785831118593178)	(125, 0.6036538270144338)	(130, 0.6275750991587944)	(135, 0.6509873874972986)	(140, 0.6631556290249538)
NG-29643_MDA_MB_231_lib581314_8005_3_2 - polyg	(1, 0.2718205538681537)	(2, 0.27315222564890723)	(3, 0.27342532712118517)	(4, 0.2735630862709183)	(5, 0.273681510803145)	(6, 0.27379510168099513)	(7, 0.2739594459297996)	(8, 0.27432438683523297)	(9, 0.2749575955585677)	(10, 0.27686205538294845)	(15, 0.2787819829013343)	(20, 0.2797912499351686)	(25, 0.2809058906344128)	(30, 0.2820553336451685)	(35, 0.2833609036922884)	(40, 0.284784898271635)	(45, 0.2865138964421452)	(50, 0.2888234165032851)	(55, 0.2982910953307334)	(60, 0.3108208942057583)	(65, 0.321065824656964)	(70, 0.3291008083271877)	(75, 0.3359210946525717)	(80, 0.34479133379907206)	(85, 0.3564148224784843)	(90, 0.36880444537658785)	(95, 0.380311442985524)	(100, 0.39118909879462677)	(105, 0.4017511169729375)	(110, 0.4134886798956375)	(115, 0.4273322660302227)	(120, 0.4434844054950723)	(125, 0.46455768848073936)	(130, 0.4938834695835773)	(135, 0.53501400140495)	(140, 0.5669634901034069)
NG-29643_MDA_MB_453_lib581289_7997_4_1 - illumina_universal_adapter	(1, 0.0024183526751700465)	(2, 0.0024884498541604826)	(3, 0.003254845677789251)	(4, 0.00565917891716121)	(5, 0.007145239111758456)	(6, 0.00800743441334082)	(7, 0.008846263988593039)	(8, 0.00950517747110314)	(9, 0.010079974338824715)	(10, 0.012428229835004325)	(15, 0.01519473183249354)	(20, 0.01713689100505522)	(25, 0.018572948545305955)	(30, 0.02035435152071624)	(35, 0.021841346344366692)	(40, 0.023463862380731986)	(45, 0.02525835016288715)	(50, 0.027600063255694317)	(55, 0.03041843716563646)	(60, 0.034012085875212816)	(65, 0.03901608982607675)	(70, 0.046148244131090324)	(75, 0.05643710806330654)	(80, 0.07224028340943707)	(85, 0.09649437465465456)	(90, 0.13319118248520107)	(95, 0.18926191595965094)	(100, 0.27049146160282156)	(105, 0.3857069235077152)	(110, 0.5431082696726331)	(115, 0.7524726546231613)	(120, 1.022907571168264)	(125, 1.361850329998826)	(130, 1.7752059174730022)	(135, 2.261767727483104)	(140, 2.588969208832768)
NG-29643_MDA_MB_453_lib581289_7997_4_1 - polya	(1, 0.04240412014394783)	(2, 0.05008443438866661)	(3, 0.05497721748219905)	(4, 0.06126026129237515)	(5, 0.06539132170754484)	(6, 0.0688728149307365)	(7, 0.07404131359496467)	(8, 0.08267261290132037)	(9, 0.09967351537913414)	(10, 0.12462811109972942)	(15, 0.15564143965773136)	(20, 0.18951146191685692)	(25, 0.2308192621813943)	(30, 0.2682623713109257)	(35, 0.29979208242082384)	(40, 0.328871663467743)	(45, 0.35909850167747226)	(50, 0.3882248141770516)	(55, 0.4189161630262242)	(60, 0.4470302722611817)	(65, 0.47735150800528475)	(70, 0.5123164482002409)	(75, 0.5433629560896317)	(80, 0.5724359947331784)	(85, 0.6033128674494123)	(90, 0.6356706599004507)	(95, 0.6681719179111564)	(100, 0.6994974125729291)	(105, 0.731412190852748)	(110, 0.7599711835170315)	(115, 0.7863763235282022)	(120, 0.8110182858305002)	(125, 0.8366911439784841)	(130, 0.8649898424514497)	(135, 0.8935072441228655)	(140, 0.908742165004647)
NG-29643_MDA_MB_453_lib581289_7997_4_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0005701237224555472)	(4, 0.0008715415921144225)	(5, 0.0010584674027555856)	(6, 0.001273432084992923)	(7, 0.0014580213230010715)	(8, 0.0017267271757977433)	(9, 0.0020795496433829385)	(10, 0.0027622961667497863)	(15, 0.003755806850307568)	(20, 0.004667070177183237)	(25, 0.0056133820935541255)	(30, 0.006768583603316512)	(35, 0.008802803737618969)	(40, 0.01042952560472369)	(45, 0.01232915915536451)	(50, 0.014281599247511456)	(55, 0.01625880700956836)	(60, 0.018336954709371488)	(65, 0.020839891313856662)	(70, 0.13257853314082466)	(75, 0.22489558324217587)	(80, 0.2336951157781086)	(85, 0.24007442638076487)	(90, 0.24548452665524673)	(95, 0.24999037332075202)	(100, 0.2545121086801617)	(105, 0.25966144744879915)	(110, 0.2650042544314502)	(115, 0.27118448904577364)	(120, 0.27829701614066993)	(125, 0.28650165728423715)	(130, 0.2956091500932012)	(135, 0.30663730560650326)	(140, 0.3146171684627745)
NG-29643_MDA_MB_453_lib581289_7997_4_2 - illumina_universal_adapter	(1, 0.0024580744099312935)	(2, 0.0025305081615547443)	(3, 0.003299240557816527)	(4, 0.005717593232986574)	(5, 0.007205990000216834)	(6, 0.008056502438634126)	(7, 0.008902341731785389)	(8, 0.009558918641662473)	(9, 0.010145398372549122)	(10, 0.012483840263670071)	(15, 0.015274642616542633)	(20, 0.017275216104929686)	(25, 0.018873431785911627)	(30, 0.02096326234887983)	(35, 0.02283579165697768)	(40, 0.02491534130036062)	(45, 0.02714022576151706)	(50, 0.030012808156545133)	(55, 0.033453645015922344)	(60, 0.0377379845958178)	(65, 0.043487822531139975)	(70, 0.051373755167564025)	(75, 0.06263790451680053)	(80, 0.07945001192586672)	(85, 0.10471724106475933)	(90, 0.1425496231949509)	(95, 0.20002930996710852)	(100, 0.2830402585856894)	(105, 0.4002862021086727)	(110, 0.5601133779811863)	(115, 0.7721807101535856)	(120, 1.0452695058952661)	(125, 1.386991384215536)	(130, 1.8035172334381866)	(135, 2.292779654097526)	(140, 2.621632157669678)
NG-29643_MDA_MB_453_lib581289_7997_4_2 - polya	(1, 0.04060729578915965)	(2, 0.04948159864934886)	(3, 0.05325750002430035)	(4, 0.05993075146418987)	(5, 0.06439594176588066)	(6, 0.06869757198326042)	(7, 0.07326323490817083)	(8, 0.08591811228857756)	(9, 0.102704050084154)	(10, 0.12857458227689095)	(15, 0.1784061995066654)	(20, 0.22216740103586807)	(25, 0.26131574087297343)	(30, 0.29669378710944655)	(35, 0.3317087299587492)	(40, 0.370184604192073)	(45, 0.41479491621611314)	(50, 0.46243623025969977)	(55, 0.5212234630772923)	(60, 0.5664950251564755)	(65, 0.618474419950517)	(70, 0.6751148098328958)	(75, 0.7333038800564367)	(80, 0.7850622350793949)	(85, 0.864221110055188)	(90, 0.9182622965406015)	(95, 0.9739993674430568)	(100, 1.016912860421002)	(105, 1.060542746568229)	(110, 1.1085985685969124)	(115, 1.1595732371587577)	(120, 1.2104750046544528)	(125, 1.2653386647066873)	(130, 1.3227019901617205)	(135, 1.3826906886272095)	(140, 1.411500161877752)
NG-29643_MDA_MB_453_lib581289_7997_4_2 - polyg	(1, 0.2677852431792641)	(2, 0.2700867672227834)	(3, 0.2701989227091681)	(4, 0.27029004904185566)	(5, 0.27042557025457054)	(6, 0.2706288520736428)	(7, 0.2708905482085404)	(8, 0.2712901021287859)	(9, 0.2719326596028649)	(10, 0.2732074936314376)	(15, 0.2746514955186406)	(20, 0.27577258306796104)	(25, 0.27690628810949963)	(30, 0.2782512193170628)	(35, 0.27986906220816204)	(40, 0.2815612081089912)	(45, 0.28341784872318454)	(50, 0.28543290896189627)	(55, 0.2879353782518549)	(60, 0.29100283080447636)	(65, 0.29431281959640476)	(70, 0.297704121115962)	(75, 0.3020697734234864)	(80, 0.31120016464425404)	(85, 0.32040859739096433)	(90, 0.32869782246384666)	(95, 0.33605054922541683)	(100, 0.3435107583281057)	(105, 0.3515107157090208)	(110, 0.3609303746217556)	(115, 0.3716281387647494)	(120, 0.38402085269573183)	(125, 0.39899361012808904)	(130, 0.41854044214683545)	(135, 0.4428772480632617)	(140, 0.46028144297753376)
