Gene	WGCNA_kTotal	Spearman_meanAbs	Variance	Variance_scaled	MX_Score	Rank_kTotal	Rank_MX	Pctl_kTotal	Pctl_MX	Rank_Sum	Rank_Prod	Rank_Combo
ENSG00000145147	14.038019375278962	0.1871692346888486	7.980139916286702	0.2144124080633679	0.040131406325013684	377	331	0.9358252261478068	0.9436763952892985	708	124787	114
ENSG00000182326	10.822182854388824	0.21510503957512536	8.328187194447397	0.22376382994483537	0.048132727495765436	526	184	0.910394265232975	0.9687660010240655	710	96784	115
ENSG00000204287	11.73776880704864	0.13442444027138015	12.451501847820083	0.334550085988826	0.04497170805179004	473	238	0.9194401775046936	0.9595494111623144	711	112574	116
ENSG00000239951	28.301415855030296	0.1429467091127094	8.085630454900032	0.21724675440932906	0.03105470860823058	127	585	0.978494623655914	0.9003242874210616	712	74295	117
ENSG00000277734	16.223597687528777	0.13765071367526857	9.984429285254931	0.26826415935650233	0.036926752988918524	316	396	0.946236559139785	0.9325823519371906	712	125136	118
ENSG00000092068	11.223887637662907	0.18304930173738174	9.415612313572396	0.25298104177646424	0.046308003049977176	499	215	0.9150025601638505	0.9634749957330603	714	107285	119
ENSG00000185811	13.114022760489098	0.16113087841479654	9.541072469042007	0.2563519368149514	0.041306212762327536	411	306	0.9300221880867042	0.9479433350401092	717	125766	120
ENSG00000157227	11.919520351401106	0.1585001195499992	10.309769310195653	0.27700547704249545	0.04390540122724009	460	258	0.9216589861751152	0.9561358593616658	718	118680	121
ENSG00000262655	17.142077324644518	0.17118557664475403	7.650577365687232	0.20555763849506462	0.03518850287951152	287	435	0.9511862092507254	0.9259259259259259	722	124845	122
ENSG00000234456	10.556630356588231	0.19991387711432324	8.912522804421352	0.2394639062049007	0.04787215791836234	542	188	0.907663423792456	0.9680832906639358	730	101896	123
ENSG00000157554	11.91093298334281	0.18349475001662752	8.761369606165482	0.23540268402527742	0.04319515665846144	461	269	0.9214883085850828	0.9542584058713091	730	124009	124
ENSG00000082074	13.585593280970189	0.14779694432835688	10.035265639395172	0.2696300433162717	0.039850496501267464	392	343	0.9332650622973203	0.9416282642089093	735	134456	125
ENSG00000122862	9.38673830882288	0.15911935445469658	12.845612279564683	0.3451391442759862	0.05491831783424131	618	118	0.8946919269499914	0.9800307219662059	736	72924	126
ENSG00000113083	18.88998374239941	0.17362453112461518	7.209455957442383	0.1937054774575057	0.03363202269982914	243	493	0.9586960232121522	0.916026625704045	736	119799	127
ENSG00000152377	13.83201976622275	0.1513324650925637	9.669135946462845	0.2597927785629426	0.03931508159317664	385	352	0.9344598054275474	0.9400921658986175	737	135520	128
ENSG00000211673	26.748044901671722	0.14494394944712463	7.846882043474574	0.2108320019924496	0.030558823038629696	138	606	0.9766171701655573	0.8967400580303806	744	83628	129
ENSG00000184347	9.813582153077054	0.18087397904371175	10.477927448427959	0.28152359222995677	0.05092029232131165	590	154	0.8994708994708995	0.9738863287250384	744	90860	130
ENSG00000166033	18.653626973566187	0.1796679612021528	6.930151954620872	0.1862010672021822	0.03345436611788112	249	499	0.9576719576719577	0.9150025601638505	748	124251	131
ENSG00000115935	12.001855509858375	0.1910129310364843	8.192161846104053	0.22010906664470442	0.04204367796750986	455	293	0.9225123741252773	0.9501621437105308	748	133315	132
ENSG00000176532	15.616701025250833	0.17633093788220708	7.482175312108564	0.20103296972867787	0.035448332097503116	332	425	0.94350571769926606	0.9276327018262502	757	141100	133
ENSG00000196126	9.441968334303851	0.13159888459149802	14.637919988680714	0.3932953189713448	0.0517572252916864	613	147	0.8955453149001537	0.9750810718552654	760	90111	134
ENSG00000182492	8.782280265252027	0.1531540638885139	14.982198913319808	0.4025454917818089	0.061651477966384406	681	86	0.8839392387779484	0.9854924048472435	767	58566	135
ENSG00000151702	10.177463328167434	0.1919846226415743	9.080666153145382	0.24398162402413082	0.04684072001975121	563	204	0.9040791944017751	0.965352449223417	767	114852	136
ENSG00000182866	21.12310535025033	0.17560143936127587	6.682329121412744	0.17954250093659646	0.031527921590989556	211	567	0.96415770609319	0.9033964840416453	778	119637	137
