## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=/work/ugbogu/pipeline/data/nbl/GSE189367/results/picard/SRR17010988_insert_size_histogram.pdf MINIMUM_PCT=0.5 INPUT=/work/ugbogu/pipeline/data/nbl/GSE189367/results/star/SRR17010988.Aligned.sortedByCoord.out.bam OUTPUT=/work/ugbogu/pipeline/data/nbl/GSE189367/results/picard/SRR17010988_insert_size_metrics.txt    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Apr 12 07:05:58 UTC 2026

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
720	136	589	24	2590674	1216.078218	1545.023918	33079872	FR	555	895	1037	1119	1179	1467	3753	8135	21663	56899	156641			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
24	3
26	1
28	2
29	3
30	2
31	2
32	3
33	18
34	46
35	320
36	369
37	346
38	329
39	406
40	459
41	399
42	402
43	434
44	404
45	397
46	407
47	544
48	597
49	656
50	603
51	584
52	644
53	688
54	654
55	754
56	795
57	869
58	1009
59	1105
60	1162
61	1264
62	1344
63	1438
64	1409
65	1578
66	1784
67	2136
68	2317
69	2561
70	2670
71	3137
72	3069
73	3789
74	4186
75	9089
76	5582
77	5529
78	7239
79	6797
80	6768
81	7965
82	8358
83	9419
84	10001
85	9947
86	10790
87	11468
88	12664
89	13769
90	15206
91	16909
92	18733
93	20356
94	22170
95	23880
96	25877
97	28550
98	31138
99	33525
100	35370
101	37839
102	39978
103	42544
104	46539
105	49914
106	53475
107	55398
108	57644
109	61657
110	64075
111	65742
112	68402
113	71437
114	73743
115	76806
116	79789
117	82578
118	86925
119	88026
120	89792
121	93386
122	94860
123	98204
124	101806
125	100620
126	99467
127	102296
128	101945
129	103399
130	105601
131	106620
132	106127
133	109707
134	109992
135	108809
136	111120
137	109957
138	109508
139	109621
140	110709
141	109849
142	108546
143	108112
144	108499
145	109179
146	105668
147	105608
148	105793
149	105166
150	102116
151	105984
152	103968
153	102928
154	102535
155	101973
156	101589
157	99726
158	98877
159	97533
160	97316
161	95477
162	95207
163	93129
164	92094
165	90965
166	90131
167	89394
168	88954
169	87961
170	88065
171	85916
172	85103
173	84234
174	82573
175	81692
176	80528
177	79576
178	79764
179	78374
180	77285
181	76669
182	75515
183	74076
184	72830
185	71901
186	71312
187	71684
188	71000
189	69114
190	68807
191	68453
192	67026
193	65614
194	65662
195	63139
196	63250
197	63052
198	62628
199	61163
200	61199
201	60636
202	59850
203	59659
204	58744
205	57670
206	56764
207	56159
208	55629
209	55653
210	54502
211	54005
212	53882
213	52974
214	52713
215	52469
216	51180
217	50997
218	50196
219	49493
220	49472
221	48990
