## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=/work/ugbogu/pipeline/data/nbl/GSE189367/results/picard/SRR17011022_insert_size_histogram.pdf MINIMUM_PCT=0.5 INPUT=/work/ugbogu/pipeline/data/nbl/GSE189367/results/star/SRR17011022.Aligned.sortedByCoord.out.bam OUTPUT=/work/ugbogu/pipeline/data/nbl/GSE189367/results/picard/SRR17011022_insert_size_metrics.txt    DEVIATIONS=10.0 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Apr 14 15:56:18 UTC 2026

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
988	134	849	24	4235684	1621.334352	2072.887667	26523998	FR	619	1175	1481	1621	1699	1781	4017	8863	25827	110497	153647			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
24	1
25	5
27	1
29	2
30	4
31	9
32	7
33	17
34	12
35	226
36	216
37	178
38	186
39	243
40	232
41	258
42	226
43	272
44	256
45	265
46	324
47	362
48	334
49	418
50	453
51	424
52	482
53	470
54	460
55	498
56	560
57	612
58	810
59	905
60	918
61	1065
62	1193
63	1187
64	1271
65	1257
66	1538
67	1592
68	1897
69	2046
70	2392
71	2588
72	2754
73	3297
74	3558
75	6231
76	4627
77	4864
78	5745
79	5839
80	6163
81	7420
82	7490
83	8236
84	8923
85	9317
86	10112
87	10804
88	11926
89	12910
90	14067
91	15974
92	17492
93	18997
94	19888
95	21980
96	23551
97	26166
98	28272
99	30464
100	31906
101	33612
102	34675
103	37117
104	40070
105	43474
106	45606
107	46079
108	47821
109	50781
110	52482
111	53318
112	54976
113	56511
114	58771
115	60112
116	62502
117	64636
118	68238
119	67870
120	69233
121	72697
122	71501
123	74439
124	77164
125	75687
126	74756
127	75683
128	74835
129	74244
130	76073
131	76803
132	75379
133	77312
134	77674
135	76171
136	77592
137	77551
138	76713
139	76952
140	77145
141	76469
142	76155
143	74802
144	73645
145	73769
146	71788
147	72846
148	72973
149	72797
150	70429
151	72995
152	71282
153	70846
154	68698
155	68445
156	67816
157	67693
158	66644
159	64904
160	66103
161	64135
162	62846
163	62455
164	60415
165	60098
166	59301
167	58451
168	58484
169	57982
170	57970
171	55924
172	55461
173	54861
174	53478
175	52636
176	52029
177	51067
178	51432
179	50783
180	50343
181	49056
182	47930
183	47696
184	46990
185	45824
186	45814
187	46427
188	45510
189	43987
190	44327
191	42973
192	42728
193	42992
194	41647
195	40991
196	40463
197	40002
198	38948
199	39242
200	38601
201	38910
202	38198
203	38199
204	37534
205	36655
206	36290
207	36134
208	35127
209	35353
210	35465
211	34769
212	34948
213	34127
214	33687
215	33534
216	33120
217	32811
218	31692
219	32318
220	31616
221	32099
222	31152
223	31064
224	30811
225	30006
226	30071
227	29896
228	29615
229	29231
230	29547
231	28606
232	28806
233	29620
234	28651
235	27930
236	27610
237	27554
238	26675
239	26575
240	25886
241	26206
242	25972
243	25904
244	25144
245	25197
246	24011
247	24371
248	24274
249	23622
250	24078
251	23971
252	23281
253	23151
254	22693
255	23374
256	22309
257	22541
