community_leiden	n_members	members	mean_degree	mean_mean_edge_sim
1	1	HDQ_P1	8	0.47621098424830766
10	1	JIMT_1	4	0.41129740214264254
11	1	HCC_1599	4	0.36584141175899054
12	1	EFM_19	3	0.519527490659205
13	1	EFM_192C	3	0.4306202512689808
14	1	MCF_7	3	0.42591068258243364
15	1	ETCC_007	2	0.4999444196022639
16	1	CAL_120	2	0.36029752011996674
17	1	EVSA_T	2	0.3510306016178525
18	1	BT_474	2	0.31352190573126704
19	1	HS_578T	1	0.6144135242634344
2	1	HCC_1143	7	0.4271464208573194
20	1	EFM_192A	1	0.43825136532303344
21	1	KPL_1	1	0.4298999306313917
22	1	CAL_148	1	0.35807140644273305
23	1	MDA_MB_453	1	0.3090107607915909
24	1	CAL_51	0	NA
25	1	DU_4475	0	NA
26	1	IPH_926	0	NA
27	1	MDA_MB_231	0	NA
28	1	MFM_223	0	NA
29	1	SK_BR_3	0	NA
3	1	HCC_1937	6	0.5358561973989604
4	1	CAL_85_1	6	0.49606536217456304
5	1	MDA_MB_468	6	0.39776615923236724
6	1	EFM_192B	5	0.4280946442385162
7	1	COLO_824	5	0.39611219287743477
8	1	ETCC_006	5	0.3959600526457573
9	1	T_47D	4	0.46355012107955174
