cell_line1	cell_line2	similarity	sample_id1	cell_line1_display	sample_id2	cell_line2_display
IMR_32	LAN5	0.8792003816177455	NG-A0611_IMR32_libLAB6079	IMR_32	NG-A0611_LAN5_libLAB6087	LAN5
CHP_126	LAN5	0.8695652173913043	NG-A0611_CHP126_libLAB6088	CHP_126	NG-A0611_LAN5_libLAB6087	LAN5
CHP_134	SK_N_BE_2	0.8524590163934426	NG-A0611_CHP134_libLAB6074	CHP_134	NG-A0611_SKNBE2_libLAB6076	SK_N_BE_2
CHP_134	KELLY	0.8459599790416148	NG-A0611_CHP134_libLAB6074	CHP_134	NG-A0611_KELLY_libLAB6075	KELLY
CHP_134	LS	0.8368574046006524	NG-A0611_CHP134_libLAB6074	CHP_134	NG-A0611_LS_libLAB6078	LS
CHP_134	IMR_32	0.7901206669541339	NG-A0611_CHP134_libLAB6074	CHP_134	NG-A0611_IMR32_libLAB6079	IMR_32
LS	SK_N_BE_2	0.7899308211651018	NG-A0611_LS_libLAB6078	LS	NG-A0611_SKNBE2_libLAB6076	SK_N_BE_2
CCLF_PEDS_0051_T	GI_ME_N	0.7890625	NG-A2798_CCLF_PEDS_0051_T_libLAI2540	CCLF_PEDS_0051_T	NG-A0611_GIMEN_libLAB6073	GI_ME_N
CHP_126	IMR_32	0.7871910393554233	NG-A0611_CHP126_libLAB6088	CHP_126	NG-A0611_IMR32_libLAB6079	IMR_32
LAN1	LAN5	0.7717391304347826	NG-A0611_LAN1_libLAB6085	LAN1	NG-A0611_LAN5_libLAB6087	LAN5
KELLY	SK_N_BE_2	0.7682697768847319	NG-A0611_KELLY_libLAB6075	KELLY	NG-A0611_SKNBE2_libLAB6076	SK_N_BE_2
IMR_32	LAN1	0.7565212586013159	NG-A0611_IMR32_libLAB6079	IMR_32	NG-A0611_LAN1_libLAB6085	LAN1
IMR_32	LS	0.7539124891735132	NG-A0611_IMR32_libLAB6079	IMR_32	NG-A0611_LS_libLAB6078	LS
IMR_32	KELLY	0.7479575920067657	NG-A0611_IMR32_libLAB6079	IMR_32	NG-A0611_KELLY_libLAB6075	KELLY
CHP_126	LAN1	0.7391304347826086	NG-A0611_CHP126_libLAB6088	CHP_126	NG-A0611_LAN1_libLAB6085	LAN1
KELLY	LS	0.733062940981862	NG-A0611_KELLY_libLAB6075	KELLY	NG-A0611_LS_libLAB6078	LS
