cell_line	sample_id	cell_tech_id	cell_line_display	degree	betweenness	component	community_louv	community_leid	mean_edge_sim	max_edge_sim	is_outlier
EFM_192C	NG-29643_EFM_192C_lib581294_7997_4	EFM_192C	EFM_192C	7	43.13095238095238	1	1	1	0.5416388588705312	0.6375286308523158	FALSE
HCC_1143	NG-29643_HCC_1143_lib581306_7997_4	HCC_1143	HCC_1143	3	0	2	3	10	0.7209989806320082	0.781651376146789	FALSE
HCC_1599	NG-29643_HCC_1599_lib581304_7997_4	HCC_1599	HCC_1599	3	0	2	3	11	0.563302752293578	0.636085626911315	FALSE
CAL_120	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	3	23	2	4	12	0.5258367006969631	0.6586654589371981	FALSE
EFM_19	NG-29643_EFM_19_lib581291_7997_4	EFM_19	EFM_19	3	2.619047619047619	1	1	13	0.5233052139331884	0.6375286308523158	FALSE
IPH_926	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	3	25.19047619047619	1	2	14	0.5185832486291505	0.5580218492224818	FALSE
ETCC_007	NG-29643_ETCC_007_lib581312_7997_4	ETCC_007	ETCC_007	3	14	2	4	15	0.5137715922522937	0.5916637166354701	FALSE
ETCC_006	NG-29643_ETCC_006_lib581311_8005_3	ETCC_006	ETCC_006	2	0	2	4	16	0.6451831201205298	0.6987025236055895	FALSE
HS_578T	NG-30919_HS_578T_B_lib628473_10098_2	HS_578T	HS_578T	2	0	2	4	17	0.5846689416219544	0.6987025236055895	FALSE
JIMT_1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	2	0	3	5	18	0.5671464636861527	0.5684986168662519	FALSE
EVSA_T	NG-29643_EVSA_T_lib581299_7997_4	EVSA_T	EVSA_T	2	12	1	2	19	0.5651864240680418	0.5723509989136017	FALSE
BT_474	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	6	7.488095238095237	1	1	2	0.5701434460325613	0.7183816537051644	FALSE
SK_BR_3	NG-29643_SK_BR_3_lib581307_7997_4	SK_BR_3	SK_BR_3	2	3	1	2	20	0.5311923978945431	0.5507788356510839	FALSE
COLO_824	NG-29643_COLO_824_lib581290_7997_4	COLO_824	COLO_824	2	0	3	5	21	0.5177767687382426	0.5684986168662519	FALSE
MDA_MB_468	NG-30919_MDA_MB_468_B_lib628474_10098_2	MDA_MB_468	MDA_MB_468	2	0	3	5	22	0.5164246155581435	0.5657943105060537	FALSE
CAL_148	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	2	0	1	1	23	0.49130400843110417	0.5284987957713027	FALSE
MDA_MB_231	NG-29643_MDA_MB_231_lib581314_8005_3	MDA_MB_231	MDA_MB_231	2	0	2	3	24	0.4626242305110787	0.4626242305110787	FALSE
CAL_51	NG-29643_CAL_51_lib581295_7997_4	CAL_51	CAL_51	1	0	2	4	25	0.6586654589371981	0.6586654589371981	FALSE
EFM_192B	NG-29643_EFM_192B_lib581293_7997_4	EFM_192B	EFM_192B	1	0	1	2	26	0.6071584626113354	0.6071584626113354	FALSE
MDA_MB_453	NG-29643_MDA_MB_453_lib581289_7997_4	MDA_MB_453	MDA_MB_453	1	0	1	2	27	0.5723509989136017	0.5723509989136017	FALSE
CAL_85_1	NG-29643_CAL_85_1_lib581300_7997_4	CAL_85_1	CAL_85_1	5	21	2	3	3	0.598533448091993	0.781651376146789	FALSE
T_47D	NG-29643_T_47D_lib581309_8005_3	T_47D	T_47D	5	8.023809523809524	1	1	4	0.5030083757775814	0.6282421587841723	FALSE
HDQ_P1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	4	1	2	3	5	0.6291117151201244	0.781651376146789	FALSE
KPL_1	NG-29643_KPL_1_lib581296_7997_4	KPL_1	KPL_1	4	0.25	1	1	6	0.5654557053758731	0.68477528955035	FALSE
EFM_192A	NG-29643_EFM_192A_lib581292_7997_4	EFM_192A	EFM_192A	4	16.80952380952381	1	2	7	0.546041218553425	0.6071584626113354	FALSE
MCF_7	NG-29643_MCF_7_lib581315_7997_4	MCF_7	MCF_7	4	0.25	1	1	8	0.5444818724112287	0.68477528955035	FALSE
MFM_223	NG-29643_MFM_223_lib581297_7997_4	MFM_223	MFM_223	4	4.238095238095238	1	1	9	0.5375709632244009	0.7183816537051644	FALSE
DU_4475	NG-29643_DU_4475_lib581298_7997_4	DU_4475	DU_4475	0	0	4	6	28	NA	NA	TRUE
HCC_1937	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	HCC_1937	0	0	5	7	29	NA	NA	TRUE
