"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"1",1,0,0.908950617283951,0.508527131782946,0.114155251141553,0.0065252854812398,0,0,0,0,0.485133020344288,0.501618122977346,0,0.180936995153473,0.0833333333333333,0.159126365054602,0.530139103554869,0.540540540540541,0,0.579967689822294,0,0,0.946117274167987,0,0.10223642172524,0,0,0,0
"2",0,1,0,0,0.0294117647058824,0.0284757118927973,0.538842975206612,0.508885298869144,0.540157480314961,0.590834697217676,0,0,0.429477020602219,0,0.0130081300813008,0,0,0,0.35303265940902,0,0.828250401284109,0.807570977917981,0,0.466141732283465,0.00483091787439614,0.989983305509182,0.305057096247961,0.62741935483871,0.996784565916399
"3",0.908950617283951,0,1,0.46046511627907,0.259375,0.0313014827018122,0,0,0,0,0.361464968152866,0.378246753246753,0,0.245469522240527,0.191935483870968,0.204113924050633,0.517241379310345,0.472668810289389,0,0.535830618892508,0,0,0.787878787878788,0,0.179902755267423,0,0,0,0
"4",0.508527131782946,0,0.46046511627907,1,0.353488372093023,0.00164744645799012,0,0.00160513643659711,0.00152439024390244,0,0.110248447204969,0.13258785942492,0,0.709150326797386,0.37799043062201,0.709828393135725,1,0.119808306709265,0,0.957006369426752,0,0,0.321875,0,0.6336,0,0,0,0
"5",0.114155251141553,0.0294117647058824,0.259375,0.353488372093023,1,0.186195826645265,0.00161030595813205,0.00158227848101266,0.00302114803625378,0,0.0046656298600311,0.00315955766192733,0.00772797527047913,0.730337078651685,0.99685534591195,0.558823529411765,0.34585289514867,0.00803858520900321,0,0.318840579710145,0.0170542635658915,0.0168195718654434,0.0201863354037267,0.00461538461538462,0.641065830721003,0.0194174757281553,0.00308166409861325,0.0015220700152207,0.0217391304347826
"6",0.0065252854812398,0.0284757118927973,0.0313014827018122,0.00164744645799012,0.186195826645265,1,0.00508474576271186,0.00501672240802676,0.00322061191626409,0,0,0,0.0518638573743922,0.0454545454545455,0.145242070116861,0.0201680672268908,0.0033500837520938,0,0.0195439739413681,0.00689655172413793,0.04,0.0482315112540193,0.00328947368421053,0.0573770491803279,0.0347682119205298,0.0306122448979592,0.0067001675041876,0.00495049504950495,0.0268006700167504
"7",0,0.538842975206612,0,0,0.00161030595813205,0.00508474576271186,1,0.955,0.944983818770227,0.981543624161074,0,0,0.297385620915033,0,0.00667779632721202,0.0299500831946755,0,0,0.4176,0,0.629752066115702,0.671474358974359,0,0.230769230769231,0.0230642504118616,0.538330494037479,0.480392156862745,0.967373572593801,0.537581699346405
"8",0,0.508885298869144,0,0.00160513643659711,0.00158227848101266,0.00501672240802676,0.955,1,1,0.970873786407767,0,0,0.256369426751592,0.00168634064080944,0.0148760330578512,0.0791599353796446,0,0,0.389507154213037,0.00490196078431373,0.619902120717781,0.656549520766773,0,0.178515007898894,0.0691927512355848,0.513422818791946,0.499192245557351,0.901453957996769,0.504918032786885
"9",0,0.540157480314961,0,0.00152439024390244,0.00302114803625378,0.00322061191626409,0.944983818770227,1,1,0.968152866242038,0,0,0.247678018575851,0.0016260162601626,0.015600624024961,0.0854037267080745,0,0,0.376722817764165,0.0048,0.6359375,0.670295489891135,0,0.17357910906298,0.0727848101265823,0.531948881789137,0.484375,0.902173913043478,0.531055900621118
"10",0,0.590834697217676,0,0,0,0,0.981543624161074,0.970873786407767,0.968152866242038,1,0,0,0.306836248012719,0,0.005,0.012987012987013,0,0,0.426751592356688,0,0.657980456026059,0.688188976377953,0,0.225755166931638,0.0149006622516556,0.57641196013289,0.474464579901153,0.938808373590982,0.587275693311582
"11",0.485133020344288,0,0.361464968152866,0.110248447204969,0.0046656298600311,0,0,0,0,0,1,1,0,0.0162074554294976,0.00323101777059774,0.00793650793650794,0.118935837245696,0.998405103668262,0,0.122549019607843,0,0,0.669329073482428,0,0.00642054574638844,0,0,0,0
"12",0.501618122977346,0,0.378246753246753,0.13258785942492,0.00315955766192733,0,0,0,0,0,1,1,0,0.0167785234899329,0.00327868852459016,0.00806451612903226,0.142172523961661,0.998324958123953,0,0.144026186579378,0,0,0.686178861788618,0,0.00498338870431894,0,0,0,0
"13",0,0.429477020602219,0,0,0.00772797527047913,0.0518638573743922,0.297385620915033,0.256369426751592,0.247678018575851,0.306836248012719,0,0,1,0,0,0.0031201248049922,0,0,0.936923076923077,0,0.260731319554849,0.227906976744186,0,0.970358814352574,0.0129449838187702,0.390804597701149,0.856687898089172,0.267295597484277,0.407232704402516
"14",0.180936995153473,0,0.245469522240527,0.709150326797386,0.730337078651685,0.0454545454545455,0,0.00168634064080944,0.0016260162601626,0,0.0162074554294976,0.0167785234899329,0,1,0.789473684210526,0.915309446254072,0.690756302521008,0.0245098039215686,0,0.645161290322581,0,0,0.0410509031198686,0,0.92436974789916,0,0,0,0
"15",0.0833333333333333,0.0130081300813008,0.191935483870968,0.37799043062201,0.99685534591195,0.145242070116861,0.00667779632721202,0.0148760330578512,0.015600624024961,0.005,0.00323101777059774,0.00327868852459016,0,0.789473684210526,1,0.64171974522293,0.387820512820513,0.00326797385620915,0,0.332786885245902,0.0194489465153971,0.01743264659271,0.00485436893203883,0,0.702614379084967,0.00833333333333333,0.00488599348534202,0.00802568218298555,0.0112359550561798
"16",0.159126365054602,0,0.204113924050633,0.709828393135725,0.558823529411765,0.0201680672268908,0.0299500831946755,0.0791599353796446,0.0854037267080745,0.012987012987013,0.00793650793650794,0.00806451612903226,0.0031201248049922,0.915309446254072,0.64171974522293,1,0.69826224328594,0.0112359550561798,0.0141065830721003,0.679802955665025,0.00480769230769231,0.00625,0.0336538461538462,0,1,0,0.0620031796502385,0.0158982511923688,0
"17",0.530139103554869,0,0.517241379310345,1,0.34585289514867,0.0033500837520938,0,0,0,0,0.118935837245696,0.142172523961661,0,0.690756302521008,0.387820512820513,0.69826224328594,1,0.130856219709208,0,0.962233169129721,0,0,0.348242811501597,0,0.624,0,0,0,0
"18",0.540540540540541,0,0.472668810289389,0.119808306709265,0.00803858520900321,0,0,0,0,0,0.998405103668262,0.998324958123953,0,0.0245098039215686,0.00326797385620915,0.0112359550561798,0.130856219709208,1,0,0.125838926174497,0,0,0.720779220779221,0,0.00656814449917898,0,0,0,0
"19",0,0.35303265940902,0,0,0,0.0195439739413681,0.4176,0.389507154213037,0.376722817764165,0.426751592356688,0,0,0.936923076923077,0,0,0.0141065830721003,0,0,1,0.00160771704180064,0.216510903426791,0.208206686930091,0,0.848998459167951,0.0253164556962025,0.332258064516129,0.937205651491366,0.366043613707165,0.328703703703704
"20",0.579967689822294,0,0.535830618892508,0.957006369426752,0.318840579710145,0.00689655172413793,0,0.00490196078431373,0.0048,0,0.122549019607843,0.144026186579378,0,0.645161290322581,0.332786885245902,0.679802955665025,0.962233169129721,0.125838926174497,0.00160771704180064,1,0,0,0.368595041322314,0,0.602329450915141,0,0.00332778702163062,0,0
"21",0,0.828250401284109,0,0,0.0170542635658915,0.04,0.629752066115702,0.619902120717781,0.6359375,0.657980456026059,0,0,0.260731319554849,0,0.0194489465153971,0.00480769230769231,0,0,0.216510903426791,0,1,1,0,0.349378881987578,0.0065252854812398,0.845514950166113,0.21405750798722,0.726550079491256,0.842948717948718
"22",0,0.807570977917981,0,0,0.0168195718654434,0.0482315112540193,0.671474358974359,0.656549520766773,0.670295489891135,0.688188976377953,0,0,0.227906976744186,0,0.01743264659271,0.00625,0,0,0.208206686930091,0,1,1,0,0.291277258566978,0.00635930047694754,0.823051948051948,0.207119741100324,0.763888888888889,0.818181818181818
"23",0.946117274167987,0,0.787878787878788,0.321875,0.0201863354037267,0.00328947368421053,0,0,0,0,0.669329073482428,0.686178861788618,0,0.0410509031198686,0.00485436893203883,0.0336538461538462,0.348242811501597,0.720779220779221,0,0.368595041322314,0,0,1,0,0.00480769230769231,0,0,0,0
"24",0,0.466141732283465,0,0,0.00461538461538462,0.0573770491803279,0.230769230769231,0.178515007898894,0.17357910906298,0.225755166931638,0,0,0.970358814352574,0,0,0,0,0,0.848998459167951,0,0.349378881987578,0.291277258566978,0,1,0.00791139240506329,0.458199356913183,0.741784037558685,0.245723172628305,0.449920508744038
"25",0.10223642172524,0.00483091787439614,0.179902755267423,0.6336,0.641065830721003,0.0347682119205298,0.0230642504118616,0.0691927512355848,0.0727848101265823,0.0149006622516556,0.00642054574638844,0.00498338870431894,0.0129449838187702,0.92436974789916,0.702614379084967,1,0.624,0.00656814449917898,0.0253164556962025,0.602329450915141,0.0065252854812398,0.00635930047694754,0.00480769230769231,0.00791139240506329,1,0.00166944908180301,0.0715447154471545,0.0143769968051118,0.0016366612111293
"26",0,0.989983305509182,0,0,0.0194174757281553,0.0306122448979592,0.538330494037479,0.513422818791946,0.531948881789137,0.57641196013289,0,0,0.390804597701149,0,0.00833333333333333,0,0,0,0.332258064516129,0,0.845514950166113,0.823051948051948,0,0.458199356913183,0.00166944908180301,1,0.301639344262295,0.641791044776119,0.998347107438017
"27",0,0.305057096247961,0,0,0.00308166409861325,0.0067001675041876,0.480392156862745,0.499192245557351,0.484375,0.474464579901153,0,0,0.856687898089172,0,0.00488599348534202,0.0620031796502385,0,0,0.937205651491366,0.00332778702163062,0.21405750798722,0.207119741100324,0,0.741784037558685,0.0715447154471545,0.301639344262295,1,0.3824,0.27741935483871
"28",0,0.62741935483871,0,0,0.0015220700152207,0.00495049504950495,0.967373572593801,0.901453957996769,0.902173913043478,0.938808373590982,0,0,0.267295597484277,0,0.00802568218298555,0.0158982511923688,0,0,0.366043613707165,0,0.726550079491256,0.763888888888889,0,0.245723172628305,0.0143769968051118,0.641791044776119,0.3824,1,0.61637239165329
"29",0,0.996784565916399,0,0,0.0217391304347826,0.0268006700167504,0.537581699346405,0.504918032786885,0.531055900621118,0.587275693311582,0,0,0.407232704402516,0,0.0112359550561798,0,0,0,0.328703703703704,0,0.842948717948718,0.818181818181818,0,0.449920508744038,0.0016366612111293,0.998347107438017,0.27741935483871,0.61637239165329,1
