"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"1",1,0,0.29874213836478,0.964630225080386,0,0,0,0,0,0,0,0.210769230769231,0,0.0849673202614379,0.0108864696734059,0,0.935691318327974,0.0904836193447738,0,0.073094867807154,0,0,1,0,0,0,0,0,0
"2",0,1,0,0,0,0,0.464856230031949,0.272870662460568,0.2914653784219,0.733755942947702,0,0,0.483974358974359,0,0,0,0,0,0.689430894308943,0,0.673267326732673,0.631496062992126,0,0.531502423263328,0,0.982704402515723,0.699367088607595,0.551282051282051,0.820097244732577
"3",0.29874213836478,0,1,0.241545893719807,0,0,0,0,0,0,0,0.00309597523219814,0,0.0333889816360601,0.00475435816164818,0,0.306188925081433,0.00157728706624606,0,0.0078003120124805,0,0,0.259083728278041,0,0,0,0,0,0
"4",0.964630225080386,0,0.241545893719807,1,0,0,0,0,0,0,0,0.13946117274168,0,0.0904436860068259,0.0210696920583468,0.021630615640599,1,0.0354838709677419,0,0.0710823909531502,0,0,0.980392156862745,0,0,0,0,0,0
"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0.836767036450079,1,0.0984375,0.050314465408805,0,0,0.0803030303030303,0,0,0,0,0.0952380952380952,0,0,0,0
"6",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0,0.464856230031949,0,0,0,0,1,0.352380952380952,0.386885245901639,0.501572327044025,0,0,0.562706270627063,0,0,0,0,0,0.638888888888889,0,0.659966499162479,0.701587301587302,0,0.594370860927152,0,0.493569131832797,0.521739130434783,0.958745874587459,0.524590163934426
"8",0,0.272870662460568,0,0,0,0,0.352380952380952,1,1,0.378763866877971,0,0,0.0756843800322061,0,0,0.368852459016393,0,0,0.301282051282051,0.1484375,0.314569536423841,0.403481012658228,0,0.0402576489533011,0.220820189274448,0.252747252747253,0.325434439178515,0.425806451612903,0.167487684729064
"9",0,0.2914653784219,0,0,0,0,0.386885245901639,1,1,0.360197368421053,0,0,0.0742574257425743,0.00836120401337793,0,0.306260575296108,0,0,0.269867549668874,0.112721417069243,0.379426644182125,0.444444444444444,0,0.0453074433656958,0.173701298701299,0.281758957654723,0.3216,0.483498349834984,0.184514003294893
"10",0,0.733755942947702,0,0,0,0,0.501572327044025,0.378763866877971,0.360197368421053,1,0,0,0.662957074721781,0,0,0.00162866449511401,0,0,0.875,0,0.350906095551895,0.358161648177496,0,0.570502431118314,0,0.585874799357945,0.993610223642173,0.350245499181669,1
"11",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
