cell_line	sample_id	cell_tech_id	cell_line_display	degree	betweenness	component	community_louv	community_leid	mean_edge_sim	max_edge_sim	is_outlier
ETCC_006	NG-29643_ETCC_006_lib581311_8005_3	ETCC_006	ETCC_006	6	0.16666666666666666	1	2	1	0.8334475283388825	0.9903528326543163	FALSE
MCF_7	NG-29643_MCF_7_lib581315_7997_4	MCF_7	MCF_7	3	2	2	1	10	0.6625684883210534	0.8165505762526373	FALSE
EFM_192C	NG-29643_EFM_192C_lib581294_7997_4	EFM_192C	EFM_192C	3	1	2	1	11	0.6512786565024435	0.7779655149318663	FALSE
HDQ_P1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	3	7.166666666666667	1	4	12	0.6421539281936346	0.7349924585218703	FALSE
MFM_223	NG-29643_MFM_223_lib581297_7997_4	MFM_223	MFM_223	3	2	2	1	13	0.5920579717501397	0.6221698877310358	FALSE
EVSA_T	NG-29643_EVSA_T_lib581299_7997_4	EVSA_T	EVSA_T	2	3	3	3	14	0.6209724037168358	0.6382670284177575	FALSE
EFM_192A	NG-29643_EFM_192A_lib581292_7997_4	EFM_192A	EFM_192A	2	3	3	3	15	0.6150302028242776	0.6524373541102396	FALSE
BT_474	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	2	0.75	2	1	16	0.6102246857880946	0.6221698877310358	FALSE
IPH_926	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	2	4	3	3	17	0.6079450399780365	0.6382670284177575	FALSE
EFM_19	NG-29643_EFM_19_lib581291_7997_4	EFM_19	EFM_19	2	0	2	1	18	0.589469534028454	0.6055448441024246	FALSE
CAL_148	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	2	1.25	2	1	19	0.5635077180380677	0.5673857444679195	FALSE
ETCC_007	NG-29643_ETCC_007_lib581312_7997_4	ETCC_007	ETCC_007	6	0.16666666666666666	1	2	2	0.8238003609931986	0.9903528326543163	FALSE
CAL_85_1	NG-29643_CAL_85_1_lib581300_7997_4	CAL_85_1	CAL_85_1	1	0	1	4	20	0.7349924585218703	0.7349924585218703	FALSE
COLO_824	NG-29643_COLO_824_lib581290_7997_4	COLO_824	COLO_824	1	0	4	5	21	0.703827477816143	0.703827477816143	FALSE
HCC_1599	NG-29643_HCC_1599_lib581304_7997_4	HCC_1599	HCC_1599	1	0	4	5	22	0.703827477816143	0.703827477816143	FALSE
EFM_192B	NG-29643_EFM_192B_lib581293_7997_4	EFM_192B	EFM_192B	1	0	3	3	23	0.6524373541102396	0.6524373541102396	FALSE
HCC_1937	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	HCC_1937	1	0	5	6	24	0.6214177978883861	0.6214177978883861	FALSE
MDA_MB_468	NG-30919_MDA_MB_468_B_lib628474_10098_2	MDA_MB_468	MDA_MB_468	1	0	5	6	25	0.6214177978883861	0.6214177978883861	FALSE
MDA_MB_453	NG-29643_MDA_MB_453_lib581289_7997_4	MDA_MB_453	MDA_MB_453	1	0	3	3	26	0.6036777790159142	0.6036777790159142	FALSE
HS_578T	NG-30919_HS_578T_B_lib628473_10098_2	HS_578T	HS_578T	6	0.16666666666666666	1	2	3	0.8238003609931986	0.9710584979629487	FALSE
CAL_120	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	6	0.16666666666666666	1	2	4	0.7914596517655752	0.8552924898147436	FALSE
CAL_51	NG-29643_CAL_51_lib581295_7997_4	CAL_51	CAL_51	6	0.16666666666666666	1	2	5	0.7466230222277286	0.8359981551233762	FALSE
MDA_MB_231	NG-29643_MDA_MB_231_lib581314_8005_3	MDA_MB_231	MDA_MB_231	6	5	1	2	6	0.7080649336353287	0.7781151510492735	FALSE
HCC_1143	NG-29643_HCC_1143_lib581306_7997_4	HCC_1143	HCC_1143	6	5	1	2	7	0.6136491313640906	0.703827477816143	FALSE
T_47D	NG-29643_T_47D_lib581309_8005_3	T_47D	T_47D	5	7.5	2	1	8	0.612027752851138	0.7779655149318663	FALSE
KPL_1	NG-29643_KPL_1_lib581296_7997_4	KPL_1	KPL_1	4	4.5	2	1	9	0.637442099668224	0.8165505762526373	FALSE
DU_4475	NG-29643_DU_4475_lib581298_7997_4	DU_4475	DU_4475	0	0	6	7	27	NA	NA	TRUE
JIMT_1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	0	0	7	8	28	NA	NA	TRUE
SK_BR_3	NG-29643_SK_BR_3_lib581307_7997_4	SK_BR_3	SK_BR_3	0	0	8	9	29	NA	NA	TRUE
