tumour_sample_id	tumour_lineage	tumour_project_or_cohort	cell_line_model_id	cell_line_group_id	cell_line_lineage	similarity_metric	similarity_score	rank	is_focal_lineage	is_non_focal_lineage
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-A0611_SIMA_libLAB6086	SIMA	neuroblastoma	Spearman correlation	0.563288355252883	8	TRUE	FALSE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-A0611_MHHNB11_libLAB6084	MHHNB11	neuroblastoma	Spearman correlation	0.561036248575838	9	TRUE	FALSE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-A0611_LAN2_libLAB6083	LAN2	neuroblastoma	Spearman correlation	0.520860985343838	10	TRUE	FALSE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-A0611_NMB_libLAB6080	NMB	neuroblastoma	Spearman correlation	0.51894917526987	11	TRUE	FALSE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-A0611_SKNBE2_libLAB6076	SKNBE2	neuroblastoma	Spearman correlation	0.505817359948208	12	TRUE	FALSE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-A0611_LAN1_libLAB6085	LAN1	neuroblastoma	Spearman correlation	0.504028531808823	13	TRUE	FALSE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-A0611_SHSY5Y_libLAB6081	SHSY5Y	neuroblastoma	Spearman correlation	0.485573555250508	14	TRUE	FALSE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-A0611_CHP134_libLAB6074	CHP134	neuroblastoma	Spearman correlation	0.447872604690992	15	TRUE	FALSE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-30919_RBL_14_lib628470_10098_1	RBL_14	retinoblastoma	Spearman correlation	0.389802771216218	16	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-A0611_LS_libLAB6078	LS	neuroblastoma	Spearman correlation	0.350094280326839	17	TRUE	FALSE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-30919_RBL_7_lib628468_10098_1	RBL_7	retinoblastoma	Spearman correlation	0.324973123905347	18	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-30919_RBL_18_lib626623_10098_1	RBL_18	retinoblastoma	Spearman correlation	0.295584634106035	19	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-30919_RBL_30_lib628471_10098_1	RBL_30	retinoblastoma	Spearman correlation	0.291516447610919	20	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-30919_RBL_13_lib628469_10098_1	RBL_13	retinoblastoma	Spearman correlation	0.252893831303025	21	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-30919_RBL_15_lib626622_10098_2	RBL_15	retinoblastoma	Spearman correlation	0.249171531498923	22	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-30919_RBL_15_lib626622_10102_4	RBL_15	retinoblastoma	Spearman correlation	0.243334780933188	23	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-30919_WERI_RB1_lib628472_10098_1	WERI_RB1	retinoblastoma	Spearman correlation	0.234992972211324	24	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-30919_RBL_20_lib626624_10098_1	RBL_20	retinoblastoma	Spearman correlation	0.233095836118187	25	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-30919_Y_79_lib626626_10098_1	Y_79	retinoblastoma	Spearman correlation	0.232272695669673	26	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-30919_RBL_20_lib626624_10102_3	RBL_20	retinoblastoma	Spearman correlation	0.224981823479697	27	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-A0611_GIMEN_libLAB6073	GIMEN	neuroblastoma	Spearman correlation	0.0676075716343565	28	TRUE	FALSE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-A2798_CCLF_PEDS_0051_T_libLAI2540	CCLF_PEDS_0051_T	neuroblastoma	Spearman correlation	-0.0466251765681682	29	TRUE	FALSE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-29643_DU_4475_lib581298_7997_4	DU_4475	breast cancer	Spearman correlation	-0.0662449877000596	30	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-30919_HS_578T_B_lib628473_10098_2	HS_578T_B	breast cancer	Spearman correlation	-0.164485891840882	31	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-29643_CAL_51_lib581295_7997_4	CAL_51	breast cancer	Spearman correlation	-0.215793116435592	32	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-29643_ETCC_006_lib581311_8005_3	ETCC_006	breast cancer	Spearman correlation	-0.226278025119759	33	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-29643_ETCC_007_lib581312_7997_4	ETCC_007	breast cancer	Spearman correlation	-0.232407556541119	34	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-29643_MDA_MB_231_lib581314_8005_3	MDA_MB_231	breast cancer	Spearman correlation	-0.305312784635923	35	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	breast cancer	Spearman correlation	-0.356172802195787	36	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-29643_COLO_824_lib581290_7997_4	COLO_824	breast cancer	Spearman correlation	-0.379189989270525	37	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-29643_MFM_223_lib581297_7997_4	MFM_223	breast cancer	Spearman correlation	-0.381971058018475	38	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1_B	breast cancer	Spearman correlation	-0.390955028091939	39	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-29643_CAL_120_lib581301_8005_3	CAL_120	breast cancer	Spearman correlation	-0.402339242172741	40	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-29643_EFM_19_lib581291_7997_4	EFM_19	breast cancer	Spearman correlation	-0.413364293103683	41	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-29643_HCC_1143_lib581306_7997_4	HCC_1143	breast cancer	Spearman correlation	-0.420181405341119	42	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-29643_MDA_MB_453_lib581289_7997_4	MDA_MB_453	breast cancer	Spearman correlation	-0.420479776284681	43	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-29643_SK_BR_3_lib581307_7997_4	SK_BR_3	breast cancer	Spearman correlation	-0.422473341394706	44	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-29643_IPH_926_lib581313_7997_4	IPH_926	breast cancer	Spearman correlation	-0.430602726775019	45	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-29643_CAL_85_1_lib581300_7997_4	CAL_85_1	breast cancer	Spearman correlation	-0.449780222199008	46	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-29643_HCC_1599_lib581304_7997_4	HCC_1599	breast cancer	Spearman correlation	-0.451344049298985	47	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	breast cancer	Spearman correlation	-0.457492447267128	48	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-29643_EVSA_T_lib581299_7997_4	EVSA_T	breast cancer	Spearman correlation	-0.461935169653928	49	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-29643_BT_474_lib581288_7997_4	BT_474	breast cancer	Spearman correlation	-0.481787668196138	50	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-29643_KPL_1_lib581296_7997_4	KPL_1	breast cancer	Spearman correlation	-0.489301445142546	51	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-29643_T_47D_lib581309_8005_3	T_47D	breast cancer	Spearman correlation	-0.496981527205036	52	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-30919_MDA_MB_468_B_lib628474_10098_2	MDA_MB_468_B	breast cancer	Spearman correlation	-0.499467718814384	53	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-29643_CAL_148_lib581302_7997_4	CAL_148	breast cancer	Spearman correlation	-0.508790587968943	54	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-29643_EFM_192C_lib581294_7997_4	EFM_192C	breast cancer	Spearman correlation	-0.509323742605799	55	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-29643_EFM_192B_lib581293_7997_4	EFM_192B	breast cancer	Spearman correlation	-0.516316942613205	56	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-29643_MCF_7_lib581315_7997_4	MCF_7	breast cancer	Spearman correlation	-0.52772351704575	57	FALSE	TRUE
SRP409177_SRR22373291	neuroblastoma	SRP409177	NG-29643_EFM_192A_lib581292_7997_4	EFM_192A	breast cancer	Spearman correlation	-0.558150365679096	58	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-A0611_IMR32_libLAB6079	IMR32	neuroblastoma	Spearman correlation	0.617171911624902	1	TRUE	FALSE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-A0611_LAN5_libLAB6087	LAN5	neuroblastoma	Spearman correlation	0.616859565461502	2	TRUE	FALSE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-A0611_NBLS_libLAB6077	NBLS	neuroblastoma	Spearman correlation	0.61141481981225	3	TRUE	FALSE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-A0611_KELLY_libLAB6075	KELLY	neuroblastoma	Spearman correlation	0.609382124086676	4	TRUE	FALSE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-A0611_CHP126_libLAB6088	CHP126	neuroblastoma	Spearman correlation	0.600809724237468	5	TRUE	FALSE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-A0611_MHHNB11_libLAB6084	MHHNB11	neuroblastoma	Spearman correlation	0.597932925233622	6	TRUE	FALSE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-A0611_LAN2_libLAB6083	LAN2	neuroblastoma	Spearman correlation	0.587574492288998	7	TRUE	FALSE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-A0611_NMB_libLAB6080	NMB	neuroblastoma	Spearman correlation	0.53481454359203	8	TRUE	FALSE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-A0611_NGP_libLAB6082	NGP	neuroblastoma	Spearman correlation	0.5273895092916	9	TRUE	FALSE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-A0611_LAN6_libLAB6089	LAN6	neuroblastoma	Spearman correlation	0.527200145062782	10	TRUE	FALSE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-A0611_LAN1_libLAB6085	LAN1	neuroblastoma	Spearman correlation	0.52495642351764	11	TRUE	FALSE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-A0611_SIMA_libLAB6086	SIMA	neuroblastoma	Spearman correlation	0.517217645531825	12	TRUE	FALSE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-30919_RBL_14_lib628470_10098_1	RBL_14	retinoblastoma	Spearman correlation	0.511926627300802	13	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-A0611_CHP134_libLAB6074	CHP134	neuroblastoma	Spearman correlation	0.490685690667593	14	TRUE	FALSE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-A0611_SHSY5Y_libLAB6081	SHSY5Y	neuroblastoma	Spearman correlation	0.463129352189166	15	TRUE	FALSE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-30919_RBL_30_lib628471_10098_1	RBL_30	retinoblastoma	Spearman correlation	0.396301248441326	16	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-A0611_SKNBE2_libLAB6076	SKNBE2	neuroblastoma	Spearman correlation	0.379687507096791	17	TRUE	FALSE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-30919_RBL_20_lib626624_10098_1	RBL_20	retinoblastoma	Spearman correlation	0.36247213253819	18	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-30919_RBL_18_lib626623_10098_1	RBL_18	retinoblastoma	Spearman correlation	0.357599672141343	19	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-30919_RBL_20_lib626624_10102_3	RBL_20	retinoblastoma	Spearman correlation	0.346819187557582	20	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-30919_RBL_13_lib628469_10098_1	RBL_13	retinoblastoma	Spearman correlation	0.341404488630984	21	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-30919_RBL_7_lib628468_10098_1	RBL_7	retinoblastoma	Spearman correlation	0.33355810145241	22	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-A0611_LS_libLAB6078	LS	neuroblastoma	Spearman correlation	0.301159349299789	23	TRUE	FALSE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-30919_RBL_15_lib626622_10098_2	RBL_15	retinoblastoma	Spearman correlation	0.262826020042562	24	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-30919_RBL_15_lib626622_10102_4	RBL_15	retinoblastoma	Spearman correlation	0.256474981386754	25	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-30919_Y_79_lib626626_10098_1	Y_79	retinoblastoma	Spearman correlation	0.209408537252171	26	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-30919_WERI_RB1_lib628472_10098_1	WERI_RB1	retinoblastoma	Spearman correlation	0.187026523919113	27	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-A0611_GIMEN_libLAB6073	GIMEN	neuroblastoma	Spearman correlation	0.141647587580082	28	TRUE	FALSE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-A2798_CCLF_PEDS_0051_T_libLAI2540	CCLF_PEDS_0051_T	neuroblastoma	Spearman correlation	-0.0185797053953782	29	TRUE	FALSE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-29643_DU_4475_lib581298_7997_4	DU_4475	breast cancer	Spearman correlation	-0.113434413769225	30	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-30919_HS_578T_B_lib628473_10098_2	HS_578T_B	breast cancer	Spearman correlation	-0.14199836559804	31	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-29643_ETCC_006_lib581311_8005_3	ETCC_006	breast cancer	Spearman correlation	-0.161509170015188	32	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-29643_ETCC_007_lib581312_7997_4	ETCC_007	breast cancer	Spearman correlation	-0.185201360208147	33	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-29643_CAL_51_lib581295_7997_4	CAL_51	breast cancer	Spearman correlation	-0.234718359141488	34	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-29643_MDA_MB_231_lib581314_8005_3	MDA_MB_231	breast cancer	Spearman correlation	-0.312775552029918	35	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-29643_COLO_824_lib581290_7997_4	COLO_824	breast cancer	Spearman correlation	-0.332845365240624	36	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-29643_HCC_1599_lib581304_7997_4	HCC_1599	breast cancer	Spearman correlation	-0.357167139087327	37	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-29643_CAL_120_lib581301_8005_3	CAL_120	breast cancer	Spearman correlation	-0.386724030285699	38	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	breast cancer	Spearman correlation	-0.400388301483225	39	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-29643_MFM_223_lib581297_7997_4	MFM_223	breast cancer	Spearman correlation	-0.416264849981256	40	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-29643_HCC_1143_lib581306_7997_4	HCC_1143	breast cancer	Spearman correlation	-0.416672926400553	41	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-29643_CAL_85_1_lib581300_7997_4	CAL_85_1	breast cancer	Spearman correlation	-0.422529242274062	42	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1_B	breast cancer	Spearman correlation	-0.430331607510143	43	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-29643_BT_474_lib581288_7997_4	BT_474	breast cancer	Spearman correlation	-0.444505275470799	44	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-29643_CAL_148_lib581302_7997_4	CAL_148	breast cancer	Spearman correlation	-0.44962649478078	45	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-29643_EVSA_T_lib581299_7997_4	EVSA_T	breast cancer	Spearman correlation	-0.450638999458111	46	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	breast cancer	Spearman correlation	-0.458969628004105	47	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-29643_T_47D_lib581309_8005_3	T_47D	breast cancer	Spearman correlation	-0.477239432899554	48	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-29643_EFM_19_lib581291_7997_4	EFM_19	breast cancer	Spearman correlation	-0.478087728743778	49	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-30919_MDA_MB_468_B_lib628474_10098_2	MDA_MB_468_B	breast cancer	Spearman correlation	-0.479539754085044	50	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-29643_MDA_MB_453_lib581289_7997_4	MDA_MB_453	breast cancer	Spearman correlation	-0.486545531790306	51	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-29643_IPH_926_lib581313_7997_4	IPH_926	breast cancer	Spearman correlation	-0.505298180531191	52	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-29643_KPL_1_lib581296_7997_4	KPL_1	breast cancer	Spearman correlation	-0.50676557861428	53	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-29643_SK_BR_3_lib581307_7997_4	SK_BR_3	breast cancer	Spearman correlation	-0.506783047639079	54	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-29643_EFM_192C_lib581294_7997_4	EFM_192C	breast cancer	Spearman correlation	-0.512334004959107	55	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-29643_EFM_192B_lib581293_7997_4	EFM_192B	breast cancer	Spearman correlation	-0.519478836101766	56	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-29643_MCF_7_lib581315_7997_4	MCF_7	breast cancer	Spearman correlation	-0.519784893416239	57	FALSE	TRUE
SRP409177_SRR22373293	neuroblastoma	SRP409177	NG-29643_EFM_192A_lib581292_7997_4	EFM_192A	breast cancer	Spearman correlation	-0.60297797959548	58	FALSE	TRUE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-A0611_NBLS_libLAB6077	NBLS	neuroblastoma	Spearman correlation	0.634718498893687	1	TRUE	FALSE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-A0611_LAN5_libLAB6087	LAN5	neuroblastoma	Spearman correlation	0.631295268794138	2	TRUE	FALSE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-A0611_LAN6_libLAB6089	LAN6	neuroblastoma	Spearman correlation	0.623752143886068	3	TRUE	FALSE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-A0611_MHHNB11_libLAB6084	MHHNB11	neuroblastoma	Spearman correlation	0.595973599412202	4	TRUE	FALSE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-A0611_KELLY_libLAB6075	KELLY	neuroblastoma	Spearman correlation	0.576012094155249	5	TRUE	FALSE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-A0611_SIMA_libLAB6086	SIMA	neuroblastoma	Spearman correlation	0.5726929794435	6	TRUE	FALSE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-A0611_IMR32_libLAB6079	IMR32	neuroblastoma	Spearman correlation	0.554499339496172	7	TRUE	FALSE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-A0611_CHP126_libLAB6088	CHP126	neuroblastoma	Spearman correlation	0.522579937384028	8	TRUE	FALSE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-A0611_LAN1_libLAB6085	LAN1	neuroblastoma	Spearman correlation	0.515292558999011	9	TRUE	FALSE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-A0611_SKNBE2_libLAB6076	SKNBE2	neuroblastoma	Spearman correlation	0.495476396028382	10	TRUE	FALSE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-A0611_LAN2_libLAB6083	LAN2	neuroblastoma	Spearman correlation	0.48707449386121	11	TRUE	FALSE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-A0611_NGP_libLAB6082	NGP	neuroblastoma	Spearman correlation	0.480621436100578	12	TRUE	FALSE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-A0611_NMB_libLAB6080	NMB	neuroblastoma	Spearman correlation	0.471225895802857	13	TRUE	FALSE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-A0611_SHSY5Y_libLAB6081	SHSY5Y	neuroblastoma	Spearman correlation	0.469553061988136	14	TRUE	FALSE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-30919_RBL_14_lib628470_10098_1	RBL_14	retinoblastoma	Spearman correlation	0.429430205830532	15	FALSE	TRUE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-A0611_CHP134_libLAB6074	CHP134	neuroblastoma	Spearman correlation	0.422410452905431	16	TRUE	FALSE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-30919_RBL_7_lib628468_10098_1	RBL_7	retinoblastoma	Spearman correlation	0.378238975560485	17	FALSE	TRUE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-30919_RBL_18_lib626623_10098_1	RBL_18	retinoblastoma	Spearman correlation	0.35585835974941	18	FALSE	TRUE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-30919_RBL_15_lib626622_10098_2	RBL_15	retinoblastoma	Spearman correlation	0.325133140172503	19	FALSE	TRUE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-30919_RBL_30_lib628471_10098_1	RBL_30	retinoblastoma	Spearman correlation	0.315294585405888	20	FALSE	TRUE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-30919_RBL_13_lib628469_10098_1	RBL_13	retinoblastoma	Spearman correlation	0.303291967847212	21	FALSE	TRUE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-30919_RBL_15_lib626622_10102_4	RBL_15	retinoblastoma	Spearman correlation	0.30053535573398	22	FALSE	TRUE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-30919_RBL_20_lib626624_10098_1	RBL_20	retinoblastoma	Spearman correlation	0.284446383894398	23	FALSE	TRUE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-A0611_LS_libLAB6078	LS	neuroblastoma	Spearman correlation	0.280258010508667	24	TRUE	FALSE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-30919_RBL_20_lib626624_10102_3	RBL_20	retinoblastoma	Spearman correlation	0.260534782749967	25	FALSE	TRUE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-30919_Y_79_lib626626_10098_1	Y_79	retinoblastoma	Spearman correlation	0.23770486362107	26	FALSE	TRUE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-30919_WERI_RB1_lib628472_10098_1	WERI_RB1	retinoblastoma	Spearman correlation	0.19285698563592	27	FALSE	TRUE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-A0611_GIMEN_libLAB6073	GIMEN	neuroblastoma	Spearman correlation	0.143788591259408	28	TRUE	FALSE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-A2798_CCLF_PEDS_0051_T_libLAI2540	CCLF_PEDS_0051_T	neuroblastoma	Spearman correlation	0.000975120964262218	29	TRUE	FALSE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-29643_DU_4475_lib581298_7997_4	DU_4475	breast cancer	Spearman correlation	-0.0764329229626488	30	FALSE	TRUE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-30919_HS_578T_B_lib628473_10098_2	HS_578T_B	breast cancer	Spearman correlation	-0.109420730631481	31	FALSE	TRUE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-29643_ETCC_006_lib581311_8005_3	ETCC_006	breast cancer	Spearman correlation	-0.166734504712968	32	FALSE	TRUE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-29643_ETCC_007_lib581312_7997_4	ETCC_007	breast cancer	Spearman correlation	-0.174212644848786	33	FALSE	TRUE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-29643_CAL_51_lib581295_7997_4	CAL_51	breast cancer	Spearman correlation	-0.209363117787695	34	FALSE	TRUE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-29643_COLO_824_lib581290_7997_4	COLO_824	breast cancer	Spearman correlation	-0.29171419697164	35	FALSE	TRUE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-29643_MDA_MB_231_lib581314_8005_3	MDA_MB_231	breast cancer	Spearman correlation	-0.309833069492829	36	FALSE	TRUE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	breast cancer	Spearman correlation	-0.337791195541625	37	FALSE	TRUE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-29643_CAL_120_lib581301_8005_3	CAL_120	breast cancer	Spearman correlation	-0.33912792531922	38	FALSE	TRUE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1_B	breast cancer	Spearman correlation	-0.366929528905821	39	FALSE	TRUE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-29643_MDA_MB_453_lib581289_7997_4	MDA_MB_453	breast cancer	Spearman correlation	-0.384590014216292	40	FALSE	TRUE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-29643_MFM_223_lib581297_7997_4	MFM_223	breast cancer	Spearman correlation	-0.386442429605944	41	FALSE	TRUE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-29643_HCC_1599_lib581304_7997_4	HCC_1599	breast cancer	Spearman correlation	-0.411772515564028	42	FALSE	TRUE
SRP409177_SRR22373294	neuroblastoma	SRP409177	NG-29643_HCC_1143_lib581306_7997_4	HCC_1143	breast cancer	Spearman correlation	-0.419418358337913	43	FALSE	TRUE
