tumour_lineage	tumour_sample_id	cell_line_model_id	cell_line_group_id	cell_line_lineage	rank	top10_indicator	is_displayed_model	is_focal_lineage	is_non_focal_lineage	similarity_score	panel	figure_label
breast cancer	TCGA-AO-A12E-01A-11R-A10J-07	NG-30919_RBL_14_lib628470_10098_1	RBL_14	retinoblastoma	49	FALSE	FALSE	FALSE	TRUE	-0.358433992765727	A	RBL-14
breast cancer	TCGA-AO-A12E-01A-11R-A10J-07	NG-A0611_LAN5_libLAB6087	LAN5	neuroblastoma	50	FALSE	FALSE	FALSE	TRUE	-0.365873701046989	A	LAN5
breast cancer	TCGA-AO-A12E-01A-11R-A10J-07	NG-A0611_CHP134_libLAB6074	CHP134	neuroblastoma	51	FALSE	FALSE	FALSE	TRUE	-0.368914708883942	A	CHP134
breast cancer	TCGA-AO-A12E-01A-11R-A10J-07	NG-A0611_LAN2_libLAB6083	LAN2	neuroblastoma	52	FALSE	FALSE	FALSE	TRUE	-0.368943358084612	A	LAN2
breast cancer	TCGA-AO-A12E-01A-11R-A10J-07	NG-A0611_NBLS_libLAB6077	NBLS	neuroblastoma	53	FALSE	FALSE	FALSE	TRUE	-0.396419339048965	A	NBLS
breast cancer	TCGA-AO-A12E-01A-11R-A10J-07	NG-30919_RBL_7_lib628468_10098_1	RBL_7	retinoblastoma	54	FALSE	FALSE	FALSE	TRUE	-0.42638989675457	A	RBL-7
breast cancer	TCGA-AO-A12E-01A-11R-A10J-07	NG-A0611_CHP126_libLAB6088	CHP126	neuroblastoma	55	FALSE	FALSE	FALSE	TRUE	-0.433919745203792	A	CHP126
breast cancer	TCGA-AO-A12E-01A-11R-A10J-07	NG-A0611_NGP_libLAB6082	NGP	neuroblastoma	56	FALSE	FALSE	FALSE	TRUE	-0.434174094204861	A	NGP
breast cancer	TCGA-AO-A12E-01A-11R-A10J-07	NG-A0611_MHHNB11_libLAB6084	MHHNB11	neuroblastoma	57	FALSE	FALSE	FALSE	TRUE	-0.438081565671829	A	MHHNB11
breast cancer	TCGA-AO-A12E-01A-11R-A10J-07	NG-A0611_IMR32_libLAB6079	IMR32	neuroblastoma	58	FALSE	FALSE	FALSE	TRUE	-0.449045824396471	A	IMR32
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	breast cancer	1	TRUE	FALSE	TRUE	FALSE	0.364885653004375	A	HDQ-P1
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-29643_MDA_MB_231_lib581314_8005_3	MDA_MB_231	breast cancer	2	TRUE	FALSE	TRUE	FALSE	0.346274852744855	A	MDA-MB-231
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-29643_ETCC_006_lib581311_8005_3	ETCC_006	breast cancer	3	TRUE	FALSE	TRUE	FALSE	0.341915282916097	A	ETCC-006
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-29643_CAL_120_lib581301_8005_3	CAL_120	breast cancer	4	TRUE	FALSE	TRUE	FALSE	0.329856764478066	A	CAL-120
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-29643_CAL_85_1_lib581300_7997_4	CAL_85_1	breast cancer	5	TRUE	FALSE	TRUE	FALSE	0.314817331648388	A	CAL-85-1
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-29643_CAL_51_lib581295_7997_4	CAL_51	breast cancer	6	TRUE	FALSE	TRUE	FALSE	0.297318260127056	A	CAL-51
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1_B	breast cancer	7	TRUE	FALSE	TRUE	FALSE	0.288727692492058	A	JIMT-1-B
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-29643_HCC_1143_lib581306_7997_4	HCC_1143	breast cancer	8	TRUE	FALSE	TRUE	FALSE	0.287279160955751	A	HCC-1143
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-30919_MDA_MB_468_B_lib628474_10098_2	MDA_MB_468_B	breast cancer	9	TRUE	TRUE	TRUE	FALSE	0.284294752759145	A	MDA-MB-468-B
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-A2798_CCLF_PEDS_0051_T_libLAI2540	CCLF_PEDS_0051_T	neuroblastoma	10	TRUE	FALSE	FALSE	TRUE	0.267481165770913	A	CCLF-PEDS-0051-T
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-30919_HS_578T_B_lib628473_10098_2	HS_578T_B	breast cancer	11	FALSE	FALSE	TRUE	FALSE	0.255388408044276	A	HS-578T-B
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-29643_COLO_824_lib581290_7997_4	COLO_824	breast cancer	12	FALSE	FALSE	TRUE	FALSE	0.22853572188474	A	COLO-824
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-29643_HCC_1599_lib581304_7997_4	HCC_1599	breast cancer	13	FALSE	FALSE	TRUE	FALSE	0.226354190067881	A	HCC-1599
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-A0611_GIMEN_libLAB6073	GIMEN	neuroblastoma	14	FALSE	FALSE	FALSE	TRUE	0.221108591301334	A	GIMEN
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-29643_ETCC_007_lib581312_7997_4	ETCC_007	breast cancer	15	FALSE	FALSE	TRUE	FALSE	0.21368215947892	A	ETCC-007
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	breast cancer	16	FALSE	FALSE	TRUE	FALSE	0.203187468140866	A	HCC-1937
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-A0611_LS_libLAB6078	LS	neuroblastoma	17	FALSE	FALSE	FALSE	TRUE	0.129866477255854	A	LS
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-A0611_SHSY5Y_libLAB6081	SHSY5Y	neuroblastoma	18	FALSE	FALSE	FALSE	TRUE	0.058376938930735	A	SHSY5Y
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-29643_CAL_148_lib581302_7997_4	CAL_148	breast cancer	19	FALSE	FALSE	TRUE	FALSE	0.0461178760880145	A	CAL-148
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-29643_EFM_192B_lib581293_7997_4	EFM_192B	breast cancer	20	FALSE	FALSE	TRUE	FALSE	0.00573927340735774	A	EFM-192B
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-29643_MFM_223_lib581297_7997_4	MFM_223	breast cancer	21	FALSE	FALSE	TRUE	FALSE	-0.00189818423462438	A	MFM-223
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-29643_SK_BR_3_lib581307_7997_4	SK_BR_3	breast cancer	22	FALSE	FALSE	TRUE	FALSE	-0.00812903599981692	A	SK-BR-3
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-A0611_SKNBE2_libLAB6076	SKNBE2	neuroblastoma	23	FALSE	FALSE	FALSE	TRUE	-0.0125493980348745	A	SKNBE2
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-29643_T_47D_lib581309_8005_3	T_47D	breast cancer	24	FALSE	FALSE	TRUE	FALSE	-0.0159907959202141	A	T-47D
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-29643_KPL_1_lib581296_7997_4	KPL_1	breast cancer	25	FALSE	TRUE	TRUE	FALSE	-0.0192924416071643	A	KPL-1
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-29643_DU_4475_lib581298_7997_4	DU_4475	breast cancer	26	FALSE	FALSE	TRUE	FALSE	-0.0223704837766914	A	DU-4475
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-29643_EFM_19_lib581291_7997_4	EFM_19	breast cancer	27	FALSE	FALSE	TRUE	FALSE	-0.0261458894161817	A	EFM-19
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-29643_MCF_7_lib581315_7997_4	MCF_7	breast cancer	28	FALSE	TRUE	TRUE	FALSE	-0.0357091323519701	A	MCF-7
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-29643_EVSA_T_lib581299_7997_4	EVSA_T	breast cancer	29	FALSE	FALSE	TRUE	FALSE	-0.0399499128120972	A	EVSA-T
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-30919_Y_79_lib626626_10098_1	Y_79	retinoblastoma	30	FALSE	FALSE	FALSE	TRUE	-0.0412258503833927	A	Y-79
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-A0611_LAN5_libLAB6087	LAN5	neuroblastoma	31	FALSE	FALSE	FALSE	TRUE	-0.0430370388745196	A	LAN5
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-29643_EFM_192A_lib581292_7997_4	EFM_192A	breast cancer	32	FALSE	TRUE	TRUE	FALSE	-0.0440187980682054	A	EFM-192A
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-29643_IPH_926_lib581313_7997_4	IPH_926	breast cancer	33	FALSE	FALSE	TRUE	FALSE	-0.0471646200539513	A	IPH-926
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-30919_WERI_RB1_lib628472_10098_1	WERI_RB1	retinoblastoma	34	FALSE	FALSE	FALSE	TRUE	-0.0773350234032525	A	WERI-RB1
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-29643_BT_474_lib581288_7997_4	BT_474	breast cancer	35	FALSE	FALSE	TRUE	FALSE	-0.0781840180084683	A	BT-474
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-30919_RBL_14_lib628470_10098_1	RBL_14	retinoblastoma	36	FALSE	FALSE	FALSE	TRUE	-0.101257105962562	A	RBL-14
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-A0611_KELLY_libLAB6075	KELLY	neuroblastoma	37	FALSE	FALSE	FALSE	TRUE	-0.112521831913742	A	KELLY
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-30919_RBL_15_lib626622_10098_2	RBL_15	retinoblastoma	38	FALSE	FALSE	FALSE	TRUE	-0.113611200300188	A	RBL-15-2
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-30919_RBL_15_lib626622_10102_4	RBL_15	retinoblastoma	39	FALSE	FALSE	FALSE	TRUE	-0.119598184479191	A	RBL-15-4
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-A0611_IMR32_libLAB6079	IMR32	neuroblastoma	40	FALSE	FALSE	FALSE	TRUE	-0.124393082405932	A	IMR32
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-30919_RBL_7_lib628468_10098_1	RBL_7	retinoblastoma	41	FALSE	FALSE	FALSE	TRUE	-0.124727090160083	A	RBL-7
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-A0611_LAN2_libLAB6083	LAN2	neuroblastoma	42	FALSE	FALSE	FALSE	TRUE	-0.131287058352482	A	LAN2
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-A0611_MHHNB11_libLAB6084	MHHNB11	neuroblastoma	43	FALSE	FALSE	FALSE	TRUE	-0.132254842326329	A	MHHNB11
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-A0611_SIMA_libLAB6086	SIMA	neuroblastoma	44	FALSE	FALSE	FALSE	TRUE	-0.132354066387186	A	SIMA
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-30919_RBL_18_lib626623_10098_1	RBL_18	retinoblastoma	45	FALSE	FALSE	FALSE	TRUE	-0.132386209392815	A	RBL-18
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-29643_EFM_192C_lib581294_7997_4	EFM_192C	breast cancer	46	FALSE	FALSE	TRUE	FALSE	-0.139858759440698	A	EFM-192C
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-30919_RBL_20_lib626624_10098_1	RBL_20	retinoblastoma	47	FALSE	FALSE	FALSE	TRUE	-0.149530310330238	A	RBL-20-1
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-A0611_NGP_libLAB6082	NGP	neuroblastoma	48	FALSE	FALSE	FALSE	TRUE	-0.150432410770842	A	NGP
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-29643_MDA_MB_453_lib581289_7997_4	MDA_MB_453	breast cancer	49	FALSE	FALSE	TRUE	FALSE	-0.153973032717038	A	MDA-MB-453
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-30919_RBL_13_lib628469_10098_1	RBL_13	retinoblastoma	50	FALSE	FALSE	FALSE	TRUE	-0.154527150183652	A	RBL-13
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-A0611_LAN1_libLAB6085	LAN1	neuroblastoma	51	FALSE	FALSE	FALSE	TRUE	-0.165610897037917	A	LAN1
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-30919_RBL_20_lib626624_10102_3	RBL_20	retinoblastoma	52	FALSE	FALSE	FALSE	TRUE	-0.167967817863755	A	RBL-20-3
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-30919_RBL_30_lib628471_10098_1	RBL_30	retinoblastoma	53	FALSE	FALSE	FALSE	TRUE	-0.170020777658096	A	RBL-30
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-A0611_CHP134_libLAB6074	CHP134	neuroblastoma	54	FALSE	FALSE	FALSE	TRUE	-0.174455114912992	A	CHP134
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-A0611_LAN6_libLAB6089	LAN6	neuroblastoma	55	FALSE	FALSE	FALSE	TRUE	-0.206130649438947	A	LAN6
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-A0611_CHP126_libLAB6088	CHP126	neuroblastoma	56	FALSE	FALSE	FALSE	TRUE	-0.221152613243827	A	CHP126
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-A0611_NBLS_libLAB6077	NBLS	neuroblastoma	57	FALSE	FALSE	FALSE	TRUE	-0.246816706956061	A	NBLS
breast cancer	TCGA-AO-A12F-01A-11R-A115-07	NG-A0611_NMB_libLAB6080	NMB	neuroblastoma	58	FALSE	FALSE	FALSE	TRUE	-0.282798006714394	A	NMB
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-29643_SK_BR_3_lib581307_7997_4	SK_BR_3	breast cancer	1	TRUE	FALSE	TRUE	FALSE	0.442743000249108	A	SK-BR-3
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-29643_EFM_192A_lib581292_7997_4	EFM_192A	breast cancer	2	TRUE	TRUE	TRUE	FALSE	0.431374857671121	A	EFM-192A
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-29643_EVSA_T_lib581299_7997_4	EVSA_T	breast cancer	3	TRUE	FALSE	TRUE	FALSE	0.414692637749375	A	EVSA-T
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-29643_KPL_1_lib581296_7997_4	KPL_1	breast cancer	4	TRUE	TRUE	TRUE	FALSE	0.41431041548678	A	KPL-1
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-30919_MDA_MB_468_B_lib628474_10098_2	MDA_MB_468_B	breast cancer	5	TRUE	TRUE	TRUE	FALSE	0.412355980992304	A	MDA-MB-468-B
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-29643_MCF_7_lib581315_7997_4	MCF_7	breast cancer	6	TRUE	TRUE	TRUE	FALSE	0.404629780704344	A	MCF-7
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-29643_IPH_926_lib581313_7997_4	IPH_926	breast cancer	7	TRUE	FALSE	TRUE	FALSE	0.389064879608722	A	IPH-926
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-29643_HCC_1143_lib581306_7997_4	HCC_1143	breast cancer	8	TRUE	FALSE	TRUE	FALSE	0.383500645829847	A	HCC-1143
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-29643_CAL_85_1_lib581300_7997_4	CAL_85_1	breast cancer	9	TRUE	FALSE	TRUE	FALSE	0.38176841733081	A	CAL-85-1
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-29643_MFM_223_lib581297_7997_4	MFM_223	breast cancer	10	TRUE	FALSE	TRUE	FALSE	0.381666398225986	A	MFM-223
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-29643_EFM_192C_lib581294_7997_4	EFM_192C	breast cancer	11	FALSE	FALSE	TRUE	FALSE	0.380092788472121	A	EFM-192C
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-29643_MDA_MB_453_lib581289_7997_4	MDA_MB_453	breast cancer	12	FALSE	FALSE	TRUE	FALSE	0.369279462121739	A	MDA-MB-453
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-29643_CAL_120_lib581301_8005_3	CAL_120	breast cancer	13	FALSE	FALSE	TRUE	FALSE	0.360929268267971	A	CAL-120
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-29643_EFM_19_lib581291_7997_4	EFM_19	breast cancer	14	FALSE	FALSE	TRUE	FALSE	0.350985899352563	A	EFM-19
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-29643_T_47D_lib581309_8005_3	T_47D	breast cancer	15	FALSE	FALSE	TRUE	FALSE	0.333847388503076	A	T-47D
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-29643_CAL_148_lib581302_7997_4	CAL_148	breast cancer	16	FALSE	FALSE	TRUE	FALSE	0.328390763916961	A	CAL-148
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	breast cancer	17	FALSE	FALSE	TRUE	FALSE	0.327804503444717	A	HCC-1937
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-29643_BT_474_lib581288_7997_4	BT_474	breast cancer	18	FALSE	FALSE	TRUE	FALSE	0.32699813326001	A	BT-474
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-29643_EFM_192B_lib581293_7997_4	EFM_192B	breast cancer	19	FALSE	FALSE	TRUE	FALSE	0.315609027852264	A	EFM-192B
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	breast cancer	20	FALSE	FALSE	TRUE	FALSE	0.294205978668923	A	HDQ-P1
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1_B	breast cancer	21	FALSE	FALSE	TRUE	FALSE	0.28301182757793	A	JIMT-1-B
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-29643_HCC_1599_lib581304_7997_4	HCC_1599	breast cancer	22	FALSE	FALSE	TRUE	FALSE	0.272540195352611	A	HCC-1599
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-29643_ETCC_006_lib581311_8005_3	ETCC_006	breast cancer	23	FALSE	FALSE	TRUE	FALSE	0.267975888553212	A	ETCC-006
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-29643_ETCC_007_lib581312_7997_4	ETCC_007	breast cancer	24	FALSE	FALSE	TRUE	FALSE	0.250594208878527	A	ETCC-007
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-30919_HS_578T_B_lib628473_10098_2	HS_578T_B	breast cancer	25	FALSE	FALSE	TRUE	FALSE	0.248635581818099	A	HS-578T-B
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-29643_COLO_824_lib581290_7997_4	COLO_824	breast cancer	26	FALSE	FALSE	TRUE	FALSE	0.21679723598102	A	COLO-824
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-29643_CAL_51_lib581295_7997_4	CAL_51	breast cancer	27	FALSE	FALSE	TRUE	FALSE	0.180984337621746	A	CAL-51
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-29643_MDA_MB_231_lib581314_8005_3	MDA_MB_231	breast cancer	28	FALSE	FALSE	TRUE	FALSE	0.177656139017102	A	MDA-MB-231
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-A2798_CCLF_PEDS_0051_T_libLAI2540	CCLF_PEDS_0051_T	neuroblastoma	29	FALSE	FALSE	FALSE	TRUE	0.173390203161265	A	CCLF-PEDS-0051-T
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-A0611_GIMEN_libLAB6073	GIMEN	neuroblastoma	30	FALSE	FALSE	FALSE	TRUE	0.023696732139407	A	GIMEN
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-29643_DU_4475_lib581298_7997_4	DU_4475	breast cancer	31	FALSE	FALSE	TRUE	FALSE	-0.0136618255340543	A	DU-4475
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-A0611_LS_libLAB6078	LS	neuroblastoma	32	FALSE	FALSE	FALSE	TRUE	-0.151635677198975	A	LS
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-A0611_SHSY5Y_libLAB6081	SHSY5Y	neuroblastoma	33	FALSE	FALSE	FALSE	TRUE	-0.16475421606179	A	SHSY5Y
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-A0611_SKNBE2_libLAB6076	SKNBE2	neuroblastoma	34	FALSE	FALSE	FALSE	TRUE	-0.226992857614521	A	SKNBE2
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-A0611_MHHNB11_libLAB6084	MHHNB11	neuroblastoma	35	FALSE	FALSE	FALSE	TRUE	-0.299052584909069	A	MHHNB11
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-30919_WERI_RB1_lib628472_10098_1	WERI_RB1	retinoblastoma	36	FALSE	FALSE	FALSE	TRUE	-0.302953767527109	A	WERI-RB1
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-A0611_SIMA_libLAB6086	SIMA	neuroblastoma	37	FALSE	FALSE	FALSE	TRUE	-0.310234158302206	A	SIMA
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-30919_RBL_15_lib626622_10102_4	RBL_15	retinoblastoma	38	FALSE	FALSE	FALSE	TRUE	-0.317714394721	A	RBL-15-4
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-30919_RBL_15_lib626622_10098_2	RBL_15	retinoblastoma	39	FALSE	FALSE	FALSE	TRUE	-0.325029024784703	A	RBL-15-2
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-A0611_LAN5_libLAB6087	LAN5	neuroblastoma	40	FALSE	FALSE	FALSE	TRUE	-0.333860664961923	A	LAN5
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-A0611_KELLY_libLAB6075	KELLY	neuroblastoma	41	FALSE	FALSE	FALSE	TRUE	-0.341318541028975	A	KELLY
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-A0611_LAN6_libLAB6089	LAN6	neuroblastoma	42	FALSE	FALSE	FALSE	TRUE	-0.342147271565424	A	LAN6
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-A0611_LAN2_libLAB6083	LAN2	neuroblastoma	43	FALSE	FALSE	FALSE	TRUE	-0.352163311623994	A	LAN2
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-30919_Y_79_lib626626_10098_1	Y_79	retinoblastoma	44	FALSE	FALSE	FALSE	TRUE	-0.356494931013074	A	Y-79
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-A0611_LAN1_libLAB6085	LAN1	neuroblastoma	45	FALSE	FALSE	FALSE	TRUE	-0.361952953121173	A	LAN1
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-A0611_NBLS_libLAB6077	NBLS	neuroblastoma	46	FALSE	FALSE	FALSE	TRUE	-0.363521671548095	A	NBLS
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-30919_RBL_20_lib626624_10098_1	RBL_20	retinoblastoma	47	FALSE	FALSE	FALSE	TRUE	-0.367607327068009	A	RBL-20-1
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-30919_RBL_20_lib626624_10102_3	RBL_20	retinoblastoma	48	FALSE	FALSE	FALSE	TRUE	-0.370196236543173	A	RBL-20-3
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-30919_RBL_18_lib626623_10098_1	RBL_18	retinoblastoma	49	FALSE	FALSE	FALSE	TRUE	-0.376679341026459	A	RBL-18
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-30919_RBL_13_lib628469_10098_1	RBL_13	retinoblastoma	50	FALSE	FALSE	FALSE	TRUE	-0.37801117947711	A	RBL-13
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-A0611_CHP134_libLAB6074	CHP134	neuroblastoma	51	FALSE	FALSE	FALSE	TRUE	-0.384769595791223	A	CHP134
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-A0611_NGP_libLAB6082	NGP	neuroblastoma	52	FALSE	FALSE	FALSE	TRUE	-0.388908357146526	A	NGP
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-30919_RBL_7_lib628468_10098_1	RBL_7	retinoblastoma	53	FALSE	FALSE	FALSE	TRUE	-0.39714954428555	A	RBL-7
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-A0611_NMB_libLAB6080	NMB	neuroblastoma	54	FALSE	FALSE	FALSE	TRUE	-0.39804325959425	A	NMB
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-30919_RBL_30_lib628471_10098_1	RBL_30	retinoblastoma	55	FALSE	FALSE	FALSE	TRUE	-0.407372417597737	A	RBL-30
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-A0611_CHP126_libLAB6088	CHP126	neuroblastoma	56	FALSE	FALSE	FALSE	TRUE	-0.439797023907059	A	CHP126
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-30919_RBL_14_lib628470_10098_1	RBL_14	retinoblastoma	57	FALSE	FALSE	FALSE	TRUE	-0.446788826392482	A	RBL-14
breast cancer	TCGA-AO-A12G-01A-11R-A10J-07	NG-A0611_IMR32_libLAB6079	IMR32	neuroblastoma	58	FALSE	FALSE	FALSE	TRUE	-0.461889750189452	A	IMR32
breast cancer	TCGA-AO-A12H-01A-11R-A115-07	NG-29643_KPL_1_lib581296_7997_4	KPL_1	breast cancer	1	TRUE	TRUE	TRUE	FALSE	0.443580814678453	A	KPL-1
breast cancer	TCGA-AO-A12H-01A-11R-A115-07	NG-29643_MCF_7_lib581315_7997_4	MCF_7	breast cancer	2	TRUE	TRUE	TRUE	FALSE	0.441434220911191	A	MCF-7
breast cancer	TCGA-AO-A12H-01A-11R-A115-07	NG-29643_MDA_MB_453_lib581289_7997_4	MDA_MB_453	breast cancer	3	TRUE	FALSE	TRUE	FALSE	0.433003669543349	A	MDA-MB-453
breast cancer	TCGA-AO-A12H-01A-11R-A115-07	NG-29643_EFM_19_lib581291_7997_4	EFM_19	breast cancer	4	TRUE	FALSE	TRUE	FALSE	0.43074667153936	A	EFM-19
breast cancer	TCGA-AO-A12H-01A-11R-A115-07	NG-29643_IPH_926_lib581313_7997_4	IPH_926	breast cancer	5	TRUE	FALSE	TRUE	FALSE	0.408987953011118	A	IPH-926
breast cancer	TCGA-AO-A12H-01A-11R-A115-07	NG-29643_EFM_192C_lib581294_7997_4	EFM_192C	breast cancer	6	TRUE	FALSE	TRUE	FALSE	0.397078969425363	A	EFM-192C
breast cancer	TCGA-AO-A12H-01A-11R-A115-07	NG-29643_T_47D_lib581309_8005_3	T_47D	breast cancer	7	TRUE	FALSE	TRUE	FALSE	0.383931082600886	A	T-47D
