cell_line_group_id	cell_line_lineage	tumour_sample_id	tumour_lineage	similarity_score	rank	consensus_component_id	consensus_component_label	same_lineage_indicator
CHP126	neuroblastoma	TARGET-30-PANBJH-01A-01R	neuroblastoma	0.614275547313282	37	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP126	neuroblastoma	TARGET-30-PARFRE-01A-01R	neuroblastoma	0.612952792755526	38	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP126	neuroblastoma	TARGET-30-PASNML-01A-01R	neuroblastoma	0.612711021452312	39	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP126	neuroblastoma	GSE189367_SRR17011031	neuroblastoma	0.61194238436117	40	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP126	neuroblastoma	TARGET-30-PARJVP-01A-01R	neuroblastoma	0.611154181962254	41	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP126	neuroblastoma	TARGET-30-PANUKV-01A-01R	neuroblastoma	0.610565825207034	42	62	Component 62 - neuroblastoma dominant (n = 15, purity = 1.00)	TRUE
CHP126	neuroblastoma	SRP409177_SRR22373301	neuroblastoma	0.610544862377276	43	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP126	neuroblastoma	SRP409177_SRR22373310	neuroblastoma	0.610465203624194	44	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP126	neuroblastoma	TARGET-30-PASSWW-01A-01R	neuroblastoma	0.610340125406635	45	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP126	neuroblastoma	TARGET-30-PASNZU-01A-01R	neuroblastoma	0.610282128244304	46	62	Component 62 - neuroblastoma dominant (n = 15, purity = 1.00)	TRUE
CHP126	neuroblastoma	TARGET-30-PASWIJ-01A-01R	neuroblastoma	0.610260466653553	47	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP126	neuroblastoma	SRP409177_SRR22373281	neuroblastoma	0.610195481881302	48	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP126	neuroblastoma	TARGET-30-PASVRU-01A-01R	neuroblastoma	0.610004021369509	49	62	Component 62 - neuroblastoma dominant (n = 15, purity = 1.00)	TRUE
CHP126	neuroblastoma	TARGET-30-PASTCN-01A-01R	neuroblastoma	0.607116042189791	50	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PARFWB-01A-01R	neuroblastoma	0.608855258298748	1	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PATGLU-01A-01R	neuroblastoma	0.605887620365948	2	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PAPVXS-01A-01R	neuroblastoma	0.603601973161289	3	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PANNMS-01A-01R	neuroblastoma	0.600466632590422	4	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PATEPF-01A-01R	neuroblastoma	0.598557617560423	5	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PASUYG-01A-01R	neuroblastoma	0.595262959483392	6	62	Component 62 - neuroblastoma dominant (n = 15, purity = 1.00)	TRUE
CHP134	neuroblastoma	TARGET-30-PASXIE-01A-01R	neuroblastoma	0.595160241617576	7	62	Component 62 - neuroblastoma dominant (n = 15, purity = 1.00)	TRUE
CHP134	neuroblastoma	TARGET-30-PASYPX-01A-01R	neuroblastoma	0.593411242854732	8	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PAMVRA-01A-01R	neuroblastoma	0.590739879582518	9	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PASHFA-01A-01R	neuroblastoma	0.586627671144909	10	63	Component 63 - neuroblastoma dominant (n = 3, purity = 1.00)	TRUE
CHP134	neuroblastoma	TARGET-30-PAISNS-01A-01R	neuroblastoma	0.585042881215173	11	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PASXHE-01A-01R	neuroblastoma	0.57988462757262	12	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PASWVY-01A-01R	neuroblastoma	0.579218708347294	13	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PASXGP-01A-01R	neuroblastoma	0.578716997955076	14	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PAPUEB-01A-01R	neuroblastoma	0.578589823454542	15	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PASXRG-01A-01R	neuroblastoma	0.575121872651508	16	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PAPUAR-01A-01R	neuroblastoma	0.574811622771084	17	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PANBMJ-01A-01R	neuroblastoma	0.574646715176984	18	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PALWVJ-01A-01R	neuroblastoma	0.570983111296205	19	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PARDIW-01A-01R	neuroblastoma	0.570929306699825	20	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PARZHA-01A-01R	neuroblastoma	0.568879840710444	21	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PARACS-01A-01R	neuroblastoma	0.567857553379226	22	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PAPUNH-01A-01R	neuroblastoma	0.566628432794391	23	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PAPKXS-01A-01R	neuroblastoma	0.566030293385284	24	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PATHKB-01A-01R	neuroblastoma	0.565833941546547	25	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	GSE189367_SRR17011024	neuroblastoma	0.565450321761968	26	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PASSWW-01A-01R	neuroblastoma	0.56373556228773	27	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PASNEF-01A-01R	neuroblastoma	0.559091596735249	28	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PALBFW-01A-01R	neuroblastoma	0.558211157885396	29	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PARYNK-01A-01R	neuroblastoma	0.55806930940403	30	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PARJVP-01A-01R	neuroblastoma	0.557981265519045	31	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PATESI-01A-01R	neuroblastoma	0.557776528548405	32	62	Component 62 - neuroblastoma dominant (n = 15, purity = 1.00)	TRUE
CHP134	neuroblastoma	TARGET-30-PATYIL-01A-01R	neuroblastoma	0.556566973271344	33	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PAPTFZ-01A-01R	neuroblastoma	0.555579623989723	34	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PALEVG-01A-01R	neuroblastoma	0.554794216634774	35	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PAPVFD-01A-01R	neuroblastoma	0.553521074107446	36	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PAPZYP-01A-01R	neuroblastoma	0.552442885896872	37	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PATYIL-02A-01R	neuroblastoma	0.551740631099965	38	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PANUKV-01A-01R	neuroblastoma	0.551061435415793	39	62	Component 62 - neuroblastoma dominant (n = 15, purity = 1.00)	TRUE
CHP134	neuroblastoma	TARGET-30-PASCFC-01A-01R	neuroblastoma	0.549464766549193	40	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PALXTB-01A-01R	neuroblastoma	0.548447370544918	41	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PATCFL-01A-01R	neuroblastoma	0.548180443845995	42	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PAPHPE-01A-01R	neuroblastoma	0.547900939449216	43	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PASTCN-01A-01R	neuroblastoma	0.545522357032628	44	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PALTEG-01A-01R	neuroblastoma	0.545290368383301	45	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PAMMXF-01A-01R	neuroblastoma	0.545032525577273	46	62	Component 62 - neuroblastoma dominant (n = 15, purity = 1.00)	TRUE
CHP134	neuroblastoma	TARGET-30-PANYGR-01A-01R	neuroblastoma	0.544048670100611	47	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PASPBZ-01A-01R	neuroblastoma	0.542900605790842	48	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PAIFXV-01A-01R	neuroblastoma	0.538413162700558	49	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
CHP134	neuroblastoma	TARGET-30-PARBGP-01A-01R	neuroblastoma	0.538261531565305	50	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-E9-A244-01A-11R-A169-07	breast cancer	0.45120918842754	1	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-OL-A6VO-01A-12R-A33J-07	breast cancer	0.441859067594295	2	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-A2-A0YJ-01A-11R-A109-07	breast cancer	0.43418457561974	3	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-E2-A14N-01A-31R-A137-07	breast cancer	0.411892702454643	4	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-A8-A07O-01A-11R-A00Z-07	breast cancer	0.401709658518997	5	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-BH-A1FC-01A-11R-A13Q-07	breast cancer	0.398387050002288	6	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-B6-A402-01A-11R-A239-07	breast cancer	0.397244575780455	7	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-BH-A0BG-01A-11R-A115-07	breast cancer	0.395413123220561	8	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-A2-A0D2-01A-21R-A034-07	breast cancer	0.392544010587627	9	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-E2-A1LS-01A-12R-A157-07	breast cancer	0.391227544878798	10	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-AO-A124-01A-11R-A10J-07	breast cancer	0.388823108305508	11	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-A2-A0T0-01A-22R-A084-07	breast cancer	0.383539776445396	12	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-A1-A0SB-01A-11R-A144-07	breast cancer	0.373422416042993	13	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-AR-A256-01A-11R-A169-07	breast cancer	0.37116402051702	14	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-AC-A2FG-01A-11R-A17B-07	breast cancer	0.370746161443836	15	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-AN-A0G0-01A-11R-A034-07	breast cancer	0.367944129866128	16	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-AO-A129-01A-21R-A10J-07	breast cancer	0.366357243653416	17	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-AO-A12A-01A-21R-A115-07	breast cancer	0.362018636654416	18	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-AO-A1KO-01A-31R-A13Q-07	breast cancer	0.36091110048218	19	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-AR-A1AH-01A-11R-A12D-07	breast cancer	0.355616588446197	20	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-AO-A0J6-01A-11R-A034-07	breast cancer	0.349140471572831	21	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-OL-A5RX-01A-11R-A28M-07	breast cancer	0.346478890954504	22	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-B6-A0RQ-01A-11R-A115-07	breast cancer	0.34579550270438	23	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-AR-A0TU-01A-31R-A109-07	breast cancer	0.344634161935764	24	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-BH-A18Q-01A-12R-A12D-07	breast cancer	0.342108839710867	25	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-A2-A0YL-01A-21R-A109-07	breast cancer	0.340138333713576	26	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-A8-A09W-01A-11R-A00Z-07	breast cancer	0.339361311490531	27	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-B6-A0IJ-01A-11R-A034-07	breast cancer	0.339324975918949	28	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-AN-A04D-01A-21R-A034-07	breast cancer	0.338746401817617	29	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-A2-A0T5-01A-21R-A084-07	breast cancer	0.33759903626884	30	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-C8-A1HI-01A-11R-A137-07	breast cancer	0.336028920319935	31	4	Component 4 - breast cancer dominant (n = 47, purity = 1.00)	TRUE
COLO_824	breast cancer	TCGA-B6-A1KF-01A-11R-A13Q-07	breast cancer	0.336019137666047	32	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-E2-A1LI-01A-12R-A157-07	breast cancer	0.335989090943394	33	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-A2-A0YF-01A-21R-A109-07	breast cancer	0.332407242098673	34	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-D8-A27F-01A-11R-A16F-07	breast cancer	0.327900932461606	35	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-EW-A1OW-01A-21R-A144-07	breast cancer	0.32694083485867	36	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-BH-A0HU-01A-11R-A034-07	breast cancer	0.32651738569755	37	5	Component 5 - breast cancer dominant (n = 79, purity = 1.00)	TRUE
COLO_824	breast cancer	TCGA-B6-A0I6-01A-11R-A034-07	breast cancer	0.326056902203857	38	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-A8-A07C-01A-11R-A034-07	breast cancer	0.325938811596218	39	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-E9-A22G-01A-11R-A157-07	breast cancer	0.32509610583993	40	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-PL-A8LY-01A-11R-A41B-07	breast cancer	0.324632128541277	41	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-A2-A3XX-01A-21R-A239-07	breast cancer	0.323778242609118	42	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-BH-A0DT-01A-21R-A12D-07	breast cancer	0.323474980338613	43	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-BH-A0E1-01A-11R-A056-07	breast cancer	0.323271640889956	44	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-E2-A14R-01A-11R-A115-07	breast cancer	0.323196873463818	45	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-A2-A3XT-01A-11R-A22U-07	breast cancer	0.322760846604843	46	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-BH-A0BM-01A-11R-A056-07	breast cancer	0.322199042767317	47	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-A7-A26J-01A-11R-A169-07	breast cancer	0.321287858433818	48	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-E2-A14Q-01A-11R-A12D-07	breast cancer	0.321221476139583	49	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
COLO_824	breast cancer	TCGA-A2-A0T3-01A-21R-A115-07	breast cancer	0.319390722340682	50	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-E2-A1L7-01A-11R-A144-07	breast cancer	0.260717858129857	1	3	Component 3 - breast cancer dominant (n = 24, purity = 1.00)	TRUE
DU_4475	breast cancer	TCGA-A2-A3XT-01A-11R-A22U-07	breast cancer	0.260350309848093	2	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-E9-A1R2-01A-11R-A14D-07	breast cancer	0.245550552038653	3	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-E9-A245-01A-22R-A16F-07	breast cancer	0.243752640006373	4	3	Component 3 - breast cancer dominant (n = 24, purity = 1.00)	TRUE
DU_4475	breast cancer	TCGA-E2-A1IK-01A-11R-A144-07	breast cancer	0.233628990755043	5	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-A7-A3J0-01A-11R-A213-07	breast cancer	0.23301058727717	6	3	Component 3 - breast cancer dominant (n = 24, purity = 1.00)	TRUE
DU_4475	breast cancer	TCGA-E9-A3Q9-01A-11R-A21T-07	breast cancer	0.229120584835	7	5	Component 5 - breast cancer dominant (n = 79, purity = 1.00)	TRUE
DU_4475	breast cancer	TCGA-OL-A5D7-01A-11R-A27Q-07	breast cancer	0.223509534069664	8	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-D8-A143-01A-11R-A115-07	breast cancer	0.222471873996623	9	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-E2-A573-01A-11R-A29R-07	breast cancer	0.208735630416926	10	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-BH-A0BD-01A-11R-A034-07	breast cancer	0.206643540007037	11	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-A8-A08L-01A-11R-A00Z-07	breast cancer	0.20619982677715	12	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-AR-A0TV-01A-21R-A084-07	breast cancer	0.203988946998629	13	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-EW-A6SB-01A-12R-A32P-07	breast cancer	0.199116486601782	14	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-GM-A3XL-01A-11R-A22U-07	breast cancer	0.197296912978752	15	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-BH-A18L-01A-32R-A12D-07	breast cancer	0.193075697826399	16	3	Component 3 - breast cancer dominant (n = 24, purity = 1.00)	TRUE
DU_4475	breast cancer	TCGA-3C-AAAU-01A-11R-A41B-07	breast cancer	0.192306361974265	17	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-A2-A3XS-01A-11R-A22U-07	breast cancer	0.190224752979255	18	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-AO-A03R-01A-21R-A034-07	breast cancer	0.189674828078592	19	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-AN-A0AL-01A-11R-A00Z-07	breast cancer	0.187252223719512	20	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-C8-A27B-01A-11R-A169-07	breast cancer	0.186730249258527	21	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-AQ-A1H3-01A-31R-A13Q-07	breast cancer	0.185364171519271	22	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-D8-A13Y-01A-11R-A115-07	breast cancer	0.183981323516207	23	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-GM-A2DH-01A-11R-A180-07	breast cancer	0.1835480917012	24	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-EW-A1J5-01A-11R-A13Q-07	breast cancer	0.181171605567588	25	4	Component 4 - breast cancer dominant (n = 47, purity = 1.00)	TRUE
DU_4475	breast cancer	TCGA-PL-A8LV-01A-21R-A41B-07	breast cancer	0.18014233062645	26	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-OL-A66H-01A-11R-A29R-07	breast cancer	0.177685486978764	27	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-OL-A5D8-01A-11R-A27Q-07	breast cancer	0.176325698088434	28	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-A2-A3Y0-01A-11R-A239-07	breast cancer	0.176116768551842	29	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-AC-A2BM-01A-11R-A21T-07	breast cancer	0.174747197007626	30	4	Component 4 - breast cancer dominant (n = 47, purity = 1.00)	TRUE
DU_4475	breast cancer	TCGA-AO-A12B-01A-11R-A10J-07	breast cancer	0.174129492290745	31	5	Component 5 - breast cancer dominant (n = 79, purity = 1.00)	TRUE
DU_4475	breast cancer	TCGA-AO-A0JB-01A-11R-A32Y-07	breast cancer	0.173766835335924	32	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-AO-A03T-01A-21R-A034-07	breast cancer	0.173653636055229	33	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-D8-A73W-01A-22R-A352-07	breast cancer	0.172639733855913	34	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-E2-A15K-01A-11R-A12P-07	breast cancer	0.172044389490774	35	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-BH-A0DL-01A-11R-A115-07	breast cancer	0.171892758355522	36	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-D8-A1JI-01A-11R-A13Q-07	breast cancer	0.170464490887982	37	5	Component 5 - breast cancer dominant (n = 79, purity = 1.00)	TRUE
DU_4475	breast cancer	TCGA-AR-A1AM-01A-41R-A22K-07	breast cancer	0.16943381842486	38	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-B6-A0IJ-01A-11R-A034-07	breast cancer	0.167473095081456	39	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-A8-A09K-01A-11R-A00Z-07	breast cancer	0.166549333050102	40	5	Component 5 - breast cancer dominant (n = 79, purity = 1.00)	TRUE
DU_4475	breast cancer	TCGA-EW-A1P0-01A-11R-A144-07	breast cancer	0.166467578014044	41	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-C8-A1HG-01A-11R-A137-07	breast cancer	0.165782093480944	42	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-A8-A07Z-01A-11R-A00Z-07	breast cancer	0.165677978093144	43	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-AR-A0U0-01A-11R-A109-07	breast cancer	0.16312121162361	44	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
DU_4475	breast cancer	TCGA-BH-A0DS-01A-11R-A056-07	breast cancer	0.162718725292248	45	1	Component 1 - breast cancer dominant (n = 923, purity = 0.69)	TRUE
