cell_line	sample_id	cell_tech_id	cell_line_display	degree	betweenness	component	community_louv	community_leid	mean_edge_sim	max_edge_sim	is_outlier
IMR_32	NG-A0611_IMR32_libLAB6079	IMR_32	IMR_32	5	11.999999999999998	1	1	1	0.5676567656765676	0.6541254125412541	FALSE
SK_N_BE_2	NG-A0611_SKNBE2_libLAB6076	SK_N_BE_2	SK_N_BE_2	2	20	1	3	10	0.5028052805280527	0.5244224422442244	FALSE
NBL_S	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	1	0	1	2	11	0.6541254125412541	0.6541254125412541	FALSE
CCLF_PEDS_0051_T	NG-A2798_CCLF_PEDS_0051_T_libLAI2540	CCLF_PEDS_0051_T	CCLF_PEDS_0051_T	1	0	1	3	12	0.5244224422442244	0.5244224422442244	FALSE
NMB	NG-A0611_NMB_libLAB6080	NMB	NMB	1	0	1	1	13	0.48118811881188117	0.48118811881188117	FALSE
CHP_126	NG-A0611_CHP126_libLAB6088	CHP_126	CHP_126	5	13.333333333333332	1	1	2	0.5503630363036304	0.6108910891089109	FALSE
LAN1	NG-A0611_LAN1_libLAB6085	LAN1	LAN1	5	13.666666666666666	1	2	3	0.5417161716171617	0.6108910891089109	FALSE
LS	NG-A0611_LS_libLAB6078	LS	LS	4	5.333333333333333	1	1	4	0.5568481848184819	0.6541254125412541	FALSE
CHP_134	NG-A0611_CHP134_libLAB6074	CHP_134	CHP_134	4	28.333333333333332	1	1	5	0.5136138613861386	0.5676567656765676	FALSE
NGP	NG-A0611_NGP_libLAB6082	NGP	NGP	3	11	1	2	6	0.5676567656765676	0.6541254125412541	FALSE
KELLY	NG-A0611_KELLY_libLAB6075	KELLY	KELLY	3	9.333333333333334	1	2	7	0.5388338833883388	0.6108910891089109	FALSE
LAN5	NG-A0611_LAN5_libLAB6087	LAN5	LAN5	2	0	1	1	8	0.5892739273927392	0.6108910891089109	FALSE
GI_ME_N	NG-A0611_GIMEN_libLAB6073	GI_ME_N	GI_ME_N	2	11	1	3	9	0.5244224422442244	0.5244224422442244	FALSE
LAN2	NG-A0611_LAN2_libLAB6083	LAN2	LAN2	0	0	2	4	14	NA	NA	TRUE
LAN6	NG-A0611_LAN6_libLAB6089	LAN6	LAN6	0	0	3	5	15	NA	NA	TRUE
MHH_NB_11	NG-A0611_MHHNB11_libLAB6084	MHH_NB_11	MHH_NB_11	0	0	4	6	16	NA	NA	TRUE
SH_SY5Y	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	0	0	5	7	17	NA	NA	TRUE
SIMA	NG-A0611_SIMA_libLAB6086	SIMA	SIMA	0	0	6	8	18	NA	NA	TRUE
