cell_line	sample_id	cell_tech_id	cell_line_display	degree	betweenness	component	community_louv	community_leid	mean_edge_sim	max_edge_sim	is_outlier
EFM_192C	NG-29643_EFM_192C_lib581294_7997_4	EFM_192C	EFM_192C	6	30.5	1	1	1	0.6605768336144402	0.7740069721554437	FALSE
KPL_1	NG-29643_KPL_1_lib581296_7997_4	KPL_1	KPL_1	3	12	1	3	10	0.6788415660788305	0.8656960287959169	FALSE
T_47D	NG-29643_T_47D_lib581309_8005_3	T_47D	T_47D	3	0	1	1	11	0.6625937514381651	0.7740069721554437	FALSE
BT_474	NG-29643_BT_474_lib581288_7997_4	BT_474	BT_474	3	23	1	3	12	0.6546565634030316	0.729410628873588	FALSE
EFM_19	NG-29643_EFM_19_lib581291_7997_4	EFM_19	EFM_19	3	0	1	1	13	0.6544685185670576	0.7205843910518721	FALSE
MDA_MB_453	NG-29643_MDA_MB_453_lib581289_7997_4	MDA_MB_453	MDA_MB_453	3	9.5	1	4	14	0.6521776025394815	0.7220937845385638	FALSE
MFM_223	NG-29643_MFM_223_lib581297_7997_4	MFM_223	MFM_223	3	13.5	1	3	15	0.6495127184579003	0.729410628873588	FALSE
SK_BR_3	NG-29643_SK_BR_3_lib581307_7997_4	SK_BR_3	SK_BR_3	3	0	1	1	16	0.6452020843721132	0.6856984723434304	FALSE
IPH_926	NG-29643_IPH_926_lib581313_7997_4	IPH_926	IPH_926	3	14.5	1	4	17	0.5949477759446636	0.6109841842366953	FALSE
HDQ_P1	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	HDQ_P1	2	1	3	5	18	0.6594594594594595	0.7351351351351352	FALSE
EVSA_T	NG-29643_EVSA_T_lib581299_7997_4	EVSA_T	EVSA_T	2	0	1	4	19	0.6512035806111909	0.7220937845385638	FALSE
ETCC_006	NG-29643_ETCC_006_lib581311_8005_3	ETCC_006	ETCC_006	5	0	2	2	2	0.8452867119248919	0.9325068870523416	FALSE
CAL_148	NG-29643_CAL_148_lib581302_7997_4	CAL_148	CAL_148	2	9.5	1	4	20	0.6280031273565804	0.6325514158699751	FALSE
MCF_7	NG-29643_MCF_7_lib581315_7997_4	MCF_7	MCF_7	1	0	1	3	21	0.8656960287959169	0.8656960287959169	FALSE
CAL_85_1	NG-29643_CAL_85_1_lib581300_7997_4	CAL_85_1	CAL_85_1	1	0	3	5	22	0.7351351351351352	0.7351351351351352	FALSE
COLO_824	NG-29643_COLO_824_lib581290_7997_4	COLO_824	COLO_824	1	0	4	6	23	0.6972972972972973	0.6972972972972973	FALSE
HCC_1599	NG-29643_HCC_1599_lib581304_7997_4	HCC_1599	HCC_1599	1	0	4	6	24	0.6972972972972973	0.6972972972972973	FALSE
HCC_1937	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	HCC_1937	1	0	5	7	25	0.6594594594594595	0.6594594594594595	FALSE
MDA_MB_468	NG-30919_MDA_MB_468_B_lib628474_10098_2	MDA_MB_468	MDA_MB_468	1	0	5	7	26	0.6594594594594595	0.6594594594594595	FALSE
HCC_1143	NG-29643_HCC_1143_lib581306_7997_4	HCC_1143	HCC_1143	1	0	3	5	27	0.5837837837837838	0.5837837837837838	FALSE
HS_578T	NG-30919_HS_578T_B_lib628473_10098_2	HS_578T	HS_578T	5	0	2	2	3	0.8376486790970487	0.9325068870523416	FALSE
ETCC_007	NG-29643_ETCC_007_lib581312_7997_4	ETCC_007	ETCC_007	5	0	2	2	4	0.8297842488849664	0.9325068870523416	FALSE
CAL_120	NG-29643_CAL_120_lib581301_8005_3	CAL_120	CAL_120	5	0	2	2	5	0.7796087749407613	0.8553719008264463	FALSE
CAL_51	NG-29643_CAL_51_lib581295_7997_4	CAL_51	CAL_51	5	0	2	2	6	0.731328123327715	0.8053232852924058	FALSE
MDA_MB_231	NG-29643_MDA_MB_231_lib581314_8005_3	MDA_MB_231	MDA_MB_231	5	0	2	2	7	0.7139308379566307	0.7396694214876033	FALSE
EFM_192B	NG-29643_EFM_192B_lib581293_7997_4	EFM_192B	EFM_192B	5	5	1	1	8	0.6608116650079723	0.805180161048113	FALSE
EFM_192A	NG-29643_EFM_192A_lib581292_7997_4	EFM_192A	EFM_192A	4	18.5	1	1	9	0.6694925418046247	0.805180161048113	FALSE
DU_4475	NG-29643_DU_4475_lib581298_7997_4	DU_4475	DU_4475	0	0	6	8	28	NA	NA	TRUE
JIMT_1	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1	JIMT_1	0	0	7	9	29	NA	NA	TRUE
