Gene	WGCNA_kTotal	Spearman_meanAbs	Variance	Variance_scaled	MX_Score	Rank_kTotal	Rank_MX	Pctl_kTotal	Pctl_MX	Rank_Sum	Rank_Prod	Rank_Combo
ENSG00000164692	25.69276990746721	0.1787757448701279	34.100071227340024	0.9226995057483731	0.16495629143146426	7	2	0.9988223748773307	0.9998037291462217	9	14	1
ENSG00000163359	26.062096523064188	0.18936286707711103	24.391045122719447	0.6599870460497878	0.12497703927374111	6	7	0.9990186457311089	0.9988223748773307	13	42	2
ENSG00000168542	24.912983709358386	0.18537173616475555	36.95685433328861	1	0.18537173616475555	13	1	0.9976447497546614	1	14	13	3
ENSG00000139329	20.49784419611866	0.18271530545224962	26.221377230096934	0.7095132338273235	0.12963892724117282	43	5	0.991756624141315	0.9992149165848871	48	215	4
ENSG00000113140	20.077192284693698	0.18074491627124548	20.80471053262781	0.5629459245909931	0.10174961400543792	49	18	0.9905789990186458	0.9966633954857703	67	882	5
ENSG00000038427	21.14884231488464	0.1847088862045148	16.309017513971344	0.44129885533253077	0.08151182005179906	36	33	0.9931305201177625	0.9937193326790972	69	1188	6
ENSG00000101825	18.26329149781258	0.18309883873795801	20.932433960753706	0.5664019391904513	0.10370753732469914	68	15	0.9868498527968597	0.997252208047105	83	1020	7
ENSG00000140937	19.252107723096874	0.1823274410958394	17.4396619043405	0.4718924870353983	0.08603894963351574	59	28	0.9886162904808636	0.9947006869479882	87	1652	8
ENSG00000087245	17.850911254471757	0.20267669130456187	22.733815054558715	0.6151447536507836	0.12467550334330062	81	8	0.9842983316977428	0.9986261040235525	89	648	9
ENSG00000116132	19.42072572006279	0.18772027439998748	15.773771587561948	0.42681586060623783	0.08012199047126978	56	36	0.9892051030421982	0.9931305201177625	92	2016	10
ENSG00000129514	20.76327593955208	0.2273239097852883	11.896613108970824	0.32190545769083595	0.07317680722350353	40	59	0.9923454367026496	0.9886162904808636	99	2360	11
ENSG00000113721	18.12888523376947	0.19766370854707777	16.003618109038236	0.4330351810982759	0.08559533982724064	72	29	0.9860647693817468	0.99450441609421	101	2088	12
ENSG00000148848	22.378766948752133	0.18309697038795353	12.992860666406601	0.3515683599375875	0.06437110158883384	25	91	0.9952894995093229	0.9823356231599607	116	2275	13
ENSG00000133110	16.00232117019206	0.1756899087449412	30.93206861959265	0.8369778537057689	0.1470485627391033	121	3	0.9764474975466143	0.9996074582924436	124	363	14
ENSG00000011465	15.530913697442019	0.2076408571827655	26.10214349316124	0.7062869382162196	0.14665402526820678	137	4	0.9733071638861629	0.9994111874386653	141	548	15
ENSG00000108821	18.63897522937743	0.1762854402728203	14.097054936800948	0.38144628895276755	0.06724342698847206	63	82	0.9878312070657508	0.9841020608439647	145	5166	16
ENSG00000078098	23.685127087987894	0.18472891068481884	11.343255934400238	0.3069323983070411	0.056699287593138636	22	139	0.9958783120706575	0.9729146221786065	161	3058	17
ENSG00000211592	14.883014797581017	0.1607778336830478	28.364110527178305	0.7674925541925668	0.12339579023095006	153	9	0.9701668302257115	0.9984298331697743	162	1377	18
ENSG00000087116	18.21241795558269	0.17748369696278532	12.829004962002085	0.34713465724939835	0.061610742312532565	70	107	0.9864573110893032	0.9791952894995093	177	7490	19
ENSG00000091831	14.53879649474405	0.22580547745164772	16.374508282816105	0.4430709425414189	0.10004784572551667	161	19	0.9685966633954858	0.9964671246319922	180	3059	20
ENSG00000091986	16.725509642381684	0.21778827125351416	11.06689812635927	0.29945454844599273	0.06521768842505446	98	88	0.9809617271835133	0.9829244357212954	186	8624	21
ENSG00000196628	17.157425078630645	0.206449226395947	11.188740514761173	0.3027514304615206	0.06250279860904727	89	102	0.9827281648675171	0.9801766437684004	191	9078	22
ENSG00000143341	17.987466371923787	0.1980447332681862	11.094548621366151	0.3002027315775309	0.05945356990165301	76	120	0.985279685966634	0.9766437684003926	196	9120	23
ENSG00000130635	21.37049903590404	0.17281285260319088	11.241132576618442	0.30416908525932296	0.05256432729736678	34	176	0.9935230618253189	0.9656526005888125	210	5984	24
ENSG00000186340	15.098565270581568	0.1688732950519973	15.756205752062169	0.42634055404087473	0.07199753417517664	150	64	0.9707556427870461	0.9876349362119725	214	9600	25
ENSG00000115648	17.833244437322964	0.21738494363318692	9.435124066125601	0.2553010594742904	0.05549860642331152	82	149	0.9841020608439647	0.9709519136408243	231	12218	26
ENSG00000094755	11.966717060992128	0.20747290829219128	19.375829082553324	0.5242824215452961	0.1087743987644752	245	12	0.9521099116781158	0.9978410206084396	257	2940	27
ENSG00000122870	18.210843958723103	0.22066477333719725	8.646242169181242	0.2339550355451439	0.05162563488966511	71	189	0.9862610402355251	0.9631010794896958	260	13419	28
ENSG00000174348	12.709999868781763	0.2221065227241523	12.789409452525724	0.34606325898808327	0.07686290709643091	216	47	0.957801766437684	0.9909715407262022	263	10152	29
ENSG00000104332	11.536101336948448	0.2253046092406772	20.758156408701602	0.5616862361038084	0.1265504979412353	258	6	0.949558390578999	0.9990186457311089	264	1548	30
ENSG00000142173	12.653294921522637	0.18273660090497823	14.901907543435433	0.4032244576079261	0.0736838667850259	218	54	0.9574092247301276	0.9895976447497546	272	11772	31
