cell_line	sample_id	cell_tech_id	cell_line_display	degree	betweenness	component	community_louv	community_leid	mean_edge_sim	max_edge_sim	is_outlier
IMR_32	NG-A0611_IMR32_libLAB6079	IMR_32	IMR_32	5	9.5	1	2	1	0.7975927465943011	0.8591331269349846	FALSE
GI_ME_N	NG-A0611_GIMEN_libLAB6073	GI_ME_N	GI_ME_N	1	0	2	3	10	0.806464976361977	0.806464976361977	FALSE
SIMA	NG-A0611_SIMA_libLAB6086	SIMA	SIMA	1	0	1	1	11	0.7184349866709449	0.7184349866709449	FALSE
LAN2	NG-A0611_LAN2_libLAB6083	LAN2	LAN2	1	0	3	4	12	0.7120253164556962	0.7120253164556962	FALSE
NBL_S	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	1	0	3	4	13	0.7120253164556962	0.7120253164556962	FALSE
NGP	NG-A0611_NGP_libLAB6082	NGP	NGP	5	8.5	1	1	2	0.7600781455191674	0.848297213622291	FALSE
LAN5	NG-A0611_LAN5_libLAB6087	LAN5	LAN5	4	4	1	1	3	0.8001565664980925	0.8591331269349846	FALSE
MHH_NB_11	NG-A0611_MHHNB11_libLAB6084	MHH_NB_11	MHH_NB_11	4	7.5	1	1	4	0.734005072965316	0.7749296715651254	FALSE
CHP_126	NG-A0611_CHP126_libLAB6088	CHP_126	CHP_126	4	2.5	1	2	5	0.7229830485391752	0.7371334325467936	FALSE
LAN1	NG-A0611_LAN1_libLAB6085	LAN1	LAN1	2	0	1	2	6	0.7480887064912258	0.759043980435658	FALSE
KELLY	NG-A0611_KELLY_libLAB6075	KELLY	KELLY	2	0	1	1	7	0.719739264160189	0.7320481877631025	FALSE
CHP_134	NG-A0611_CHP134_libLAB6074	CHP_134	CHP_134	1	0	1	2	8	0.8357308980466833	0.8357308980466833	FALSE
CCLF_PEDS_0051_T	NG-A2798_CCLF_PEDS_0051_T_libLAI2540	CCLF_PEDS_0051_T	CCLF_PEDS_0051_T	1	0	2	3	9	0.806464976361977	0.806464976361977	FALSE
LAN6	NG-A0611_LAN6_libLAB6089	LAN6	LAN6	0	0	4	5	14	NA	NA	TRUE
LS	NG-A0611_LS_libLAB6078	LS	LS	0	0	5	6	15	NA	NA	TRUE
NMB	NG-A0611_NMB_libLAB6080	NMB	NMB	0	0	6	7	16	NA	NA	TRUE
SH_SY5Y	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	0	0	7	8	17	NA	NA	TRUE
SK_N_BE_2	NG-A0611_SKNBE2_libLAB6076	SK_N_BE_2	SK_N_BE_2	0	0	8	9	18	NA	NA	TRUE
